# new DOI queue (mechanistic) generated at 2026-05-15T06:36:55.529674+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1016/j.biopsych.2018.09.004,,,Leveraging Neuroplasticity to Enhance Adaptive Learning: The Potential for Synergistic Somatic-Behavioral Treatment Combinations to Improve Clinical Outcomes in Depression.,2019,Wilkinson ST; Holtzheimer PE; Gao S; Kirwin DS; Price RB
10.1002/iub.1911,,,MicroRNA-107 regulates anesthesia-induced neural injury in embryonic stem cell derived neurons.,2019,Jiang JD; Zheng XC; Huang FY; Gao F; You MZ; Zheng T
10.1007/s00702-019-02081-1,,,Molecular determinants of behavioral changes induced by neonatal ketamine and dexmedetomidine application.,2019,Turktan M; Yilmaz MB; Hatipoglu Z; Ilgaz S; Barc ED; Oksuz H; Akillioglu K; Ozcengiz D
10.1038/s41598-019-39872-1,,,"Mutational effects of human dopamine transporter at tyrosine88, lysine92, and histidine547 on basal and HIV-1 Tat-inhibited dopamine transport.",2019,Sun WL; Quizon PM; Yuan Y; Strauss MJ; McCain R Jr; Zhan CG; Zhu J
10.1038/s41386-019-0501-x,,,"N-Methyl-D-aspartate receptor antagonist d-methadone produces rapid, mTORC1-dependent antidepressant effects.",2019,Fogaça MV; Fukumoto K; Franklin T; Liu RJ; Duman CH; Vitolo OV; Duman RS
10.1007/s00213-019-05310-3,,,NMDA receptor antagonists traxoprodil and lanicemine improve hippocampal-prefrontal coupling and reward-related networks in rats.,2019,Becker R; Gass N; Kußmaul L; Schmid B; Scheuerer S; Schnell D; Dorner-Ciossek C; Weber-Fahr W; Sartorius A
10.1016/j.ejphar.2019.172515,,,"Pharmacological profiles of compounds in preworkout supplements (""boosters"").",2019,Rickli A; Hoener MC; Liechti ME
10.1074/jbc.ra119.008837,,,Pharmacologically diverse antidepressants facilitate TRKB receptor activation by disrupting its interaction with the endocytic adaptor complex AP-2.,2019,Fred SM; Laukkanen L; Brunello CA; Vesa L; Göös H; Cardon I; Moliner R; Maritzen T; Varjosalo M; Casarotto PC
10.3390/ijms20071726,,,Prophylactic Ketamine Treatment Promotes Resilience to Chronic Stress and Accelerates Recovery: Correlation with Changes in Synaptic Plasticity in the CA3 Subregion of the Hippocampus.,2019,Krzystyniak A; Baczynska E; Magnowska M; Antoniuk S; Roszkowska M; Zareba-Koziol M; Das N; Basu S; Pikula M; Wlodarczyk J
10.1016/j.nbd.2018.12.015,,,Rho-kinase inhibition has antidepressant-like efficacy and expedites dendritic spine pruning in adolescent mice.,2019,Shapiro LP; Kietzman HW; Guo J; Rainnie DG; Gourley SL
10.1097/fbp.0000000000000471,,,"Role of AMPA receptor stimulation and TrkB signaling in the antidepressant-like effect of ketamine co-administered with a group II mGlu receptor antagonist, LY341495, in the forced swim test in rats.",2019,Pałucha-Poniewiera A; Podkowa K; Pilc A
10.1007/s12031-018-1124-0,,,Role of a VGF/BDNF/TrkB Autoregulatory Feedback Loop in Rapid-Acting Antidepressant Efficacy.,2019,Jiang C; Lin WJ; Salton SR
10.1007/s12035-019-1613-3,,,S-Ketamine Reverses Hippocampal Dendritic Spine Deficits in Flinders Sensitive Line Rats Within 1 h of Administration.,2019,Treccani G; Ardalan M; Chen F; Musazzi L; Popoli M; Wegener G; Nyengaard JR; Müller HK
10.1172/jci126859,,,Sestrin modulator NV-5138 produces rapid antidepressant effects via direct mTORC1 activation.,2019,Kato T; Pothula S; Liu RJ; Duman CH; Terwilliger R; Vlasuk GP; Saiah E; Hahm S; Duman RS
10.1177/2470547019832613,,,Sex-Dependent Ketamine Addiction-Like Behavior Profile Following Exposure to Chronic Mild Stress.,2019,Wright KN; Hagarty DP; Strong CE; Schoepfer KJ; Kabbaj M
10.3390/molecules24234302,,,Structure-Activity Relationships of 7-Substituted Dimethyltyrosine-Tetrahydroisoquinoline Opioid Peptidomimetics.,2019,Montgomery D; Anand JP; Baber MA; Twarozynski JJ; Hartman JG; Delong LJ; Traynor JR; Mosberg HI
10.1016/j.neuropharm.2019.02.030,,,"Substrate and inhibitor binding to the serotonin transporter: Insights from computational, crystallographic, and functional studies.",2019,Zeppelin T; Ladefoged LK; Sinning S; Schiøtt B
10.3389/fncel.2019.00035,,,"The SUMO-Conjugase Ubc9 Prevents the Degradation of the Dopamine Transporter, Enhancing Its Cell Surface Level and Dopamine Uptake.",2019,Cartier E; Garcia-Olivares J; Janezic E; Viana J; Moore M; Lin ML; Caplan JL; Torres G; Kim YH
10.1007/s00441-018-02985-6,,,"TrkB neurotrophin receptor at the core of antidepressant effects, but how?",2019,Rantamäki T
10.1016/bs.apha.2019.03.004,,,mGlu2/3 receptor antagonists.,2019,Chaki S
10.1016/j.neuropharm.2019.04.021,,,para-Trifluoromethyl-methcathinone is an allosteric modulator of the serotonin transporter.,2019,Niello M; Cintulova D; Hellsberg E; Jäntsch K; Holy M; Ayatollahi LH; Cozzi NV; Freissmuth M; Sandtner W; Ecker GF
10.1097/wnr.0000000000001131,,,"(2R,6R)-Hydroxynorketamine promotes dendrite outgrowth in human inducible pluripotent stem cell-derived neurons through AMPA receptor with timing and exposure compatible with ketamine infusion pharmacokinetics in humans.",2018,Collo G; Cavalleri L; Chiamulera C; Merlo Pich E
10.7759/cureus.2652,,,A Review of the Mechanism of Antagonism of N-methyl-D-aspartate Receptor by Ketamine in Treatment-resistant Depression.,2018,Sattar Y; Wilson J; Khan AM; Adnan M; Azzopardi Larios D; Shrestha S; Rahman Q; Mansuri Z; Hassan A; Patel NB
10.1085/jgp.201711915,,,A kinetic account for amphetamine-induced monoamine release.,2018,Hasenhuetl PS; Bhat S; Mayer FP; Sitte HH; Freissmuth M; Sandtner W
10.1016/j.bbr.2018.03.023,,,AAH2 gene is not required for dopamine-dependent neurochemical and behavioral abnormalities produced by Toxoplasma infection in mouse.,2018,McFarland R; Wang ZT; Jouroukhin Y; Li Y; Mychko O; Coppens I; Xiao J; Jones-Brando L; Yolken RH; Sibley LD
10.1142/s0192415x18500787,,,Activity Dependent Mammalian Target of Rapamycin Pathway and Brain Derived Neurotrophic Factor Release Is Required for the Rapid Antidepressant Effects of Puerarin.,2018,Huang CC; Tsai MH; Wu YC; Chen KT; Chuang HW; Chen Y; Tseng GW; Fu PI; Wei IH
10.1523/jneurosci.2604-17.2017,,,Amphetamine Reverses Escalated Cocaine Intake via Restoration of Dopamine Transporter Conformation.,2018,Siciliano CA; Saha K; Calipari ES; Fordahl SC; Chen R; Khoshbouei H; Jones SR
10.1016/j.pnpbp.2018.03.019,,,Applying ketamine to alleviate the PTSD-like effects by regulating the HCN1-related BDNF.,2018,Hou L; Qi Y; Sun H; Wang G; Li Q; Wang Y; Zhang Z; Du Z; Sun L
10.1038/mp.2017.220,,,BDNF release and signaling are required for the antidepressant actions of GLYX-13.,2018,Kato T; Fogaça MV; Deyama S; Li XY; Fukumoto K; Duman RS
10.3389/fpsyt.2018.00043,,,"Behavioral Phenotyping of Dopamine Transporter Knockout Rats: Compulsive Traits, Motor Stereotypies, and Anhedonia.",2018,Cinque S; Zoratto F; Poleggi A; Leo D; Cerniglia L; Cimino S; Tambelli R; Alleva E; Gainetdinov RR; Laviola G
10.1016/j.neulet.2017.12.055,,,Both ketamine and NBQX attenuate alcohol drinking in male Wistar rats.,2018,Ruda-Kucerova J; Babinska Z; Luptak M; Getachew B; Tizabi Y
10.1016/j.peptides.2017.11.020,,,"Cyclopeptide Dmt-[D-Lys-p-CF(3)-Phe-Phe-Asp]NH(2), a novel G protein-biased agonist of the mu opioid receptor.",2018,Piekielna-Ciesielska J; Ferrari F; Calo' G; Janecka A
10.1021/acschemneuro.8b00215,,,Dark Classics in Chemical Neuroscience: Mescaline.,2018,Cassels BK; Sáez-Briones P
10.1016/j.biopsych.2017.12.019,,,"Dose-Related Target Occupancy and Effects on Circuitry, Behavior, and Neuroplasticity of the Glycine Transporter-1 Inhibitor PF-03463275 in Healthy and Schizophrenia Subjects.",2018,D'Souza DC; Carson RE; Driesen N; Johannesen J; Ranganathan M; Krystal JH; Yale GlyT1 Study Group
10.1016/j.neuroscience.2017.12.045,,,Downregulation of Egr-1 Expression Level via GluN2B Underlies the Antidepressant Effects of Ketamine in a Chronic Unpredictable Stress Animal Model of Depression.,2018,Zhang WJ; Wang HH; Lv YD; Liu CC; Sun WY; Tian LJ
10.1021/acschemneuro.8b00138,,,Effects of N-Alkyl-4-Methylamphetamine Optical Isomers on Plasma Membrane Monoamine Transporters and Abuse-Related Behavior.,2018,Battisti UM; Sitta R; Harris A; Sakloth F; Walther D; Ruchala I; Negus SS; Baumann MH; Glennon RA; Eltit JM
10.1016/j.pnpbp.2018.02.009,,,Effects of rhynchophylline on the hippocampal miRNA expression profile in ketamine-addicted rats.,2018,Li C; Tu G; Luo C; Guo Y; Fang M; Zhu C; Li H; Ou J; Zhou Y; Liu W
10.1016/j.brainresbull.2018.10.004,,,Essential roles of neuropeptide VGF regulated TrkB/mTOR/BICC1 signaling and phosphorylation of AMPA receptor subunit GluA1 in the rapid antidepressant-like actions of ketamine in mice.,2018,Shen M; Lv D; Liu X; Li S; Chen Y; Zhang Y; Wang Z; Wang C
10.1016/j.neuropharm.2018.01.049,,,Evaluating the abuse potential of psychedelic drugs as part of the safety pharmacology assessment for medical use in humans.,2018,Heal DJ; Gosden J; Smith SL
10.1002/prp2.403,,,Evaluation of morphine-like effects of the mixed mu/delta agonist morphine-6-O-sulfate in rats: Drug discrimination and physical dependence.,2018,Yadlapalli JSK; Bommagani SB; Mahelona RD; Wan A; Gannon BM; Penthala NR; Dobretsov M; Crooks PA; Fantegrossi WE
10.2967/jnmt.117.201558,,,False-Positive Findings on Dopamine Transporter SPECT Due to Therapeutic Dextroamphetamine and Amphetamine.,2018,Frankl JA; Bose S; Kuo PH
10.1016/j.neuropharm.2017.10.006,,,"Fluorinated phenmetrazine ""legal highs"" act as substrates for high-affinity monoamine transporters of the SLC6 family.",2018,Mayer FP; Burchardt NV; Decker AM; Partilla JS; Li Y; McLaughlin G; Kavanagh PV; Sandtner W; Blough BE; Brandt SD
10.1007/s00213-018-4877-9,,,Group II metabotropic glutamate receptor agonist prodrugs LY2979165 and LY2140023 attenuate the functional imaging response to ketamine in healthy subjects.,2018,Mehta MA; Schmechtig A; Kotoula V; McColm J; Jackson K; Brittain C; Tauscher-Wisniewski S; Kinon BJ; Morrison PD; Pollak T
10.1016/j.peptides.2018.04.014,,,"In vitro and in vivo activity of cyclopeptide Dmt-c[d-Lys-Phe-Asp]NH(2), a mu opioid receptor agonist biased toward β-arrestin.",2018,Gach-Janczak K; Piekielna-Ciesielska J; Adamska-Bartłomiejczyk A; Wtorek K; Ferrari F; Calo' G; Szymaszkiewicz A; Piasecka-Zelga J; Janecka A
10.1016/j.neuroscience.2018.09.023,,,Inhibitors of the NMDA-Nitric Oxide Signaling Pathway Protect Against Neuronal Atrophy and Synapse Loss Provoked by l-alpha Aminoadipic Acid-treated Astrocytes.,2018,David J; O'Toole E; O'Reilly K; Thuery G; Assmann N; Finlay D; Harkin A
10.1016/j.pnpbp.2018.03.011,,,Intravenous infusion of xenon-containing liposomes generates rapid antidepressant-like effects.,2018,Dandekar MP; Peng T; McPherson DD; Quevedo J; Soares JC; Huang SL
10.1038/s41398-018-0321-5,,,Ketamine and selective activation of parvalbumin interneurons inhibit stress-induced dendritic spine elimination.,2018,Ng LHL; Huang Y; Han L; Chang RC; Chan YS; Lai CSW
10.1097/wnr.0000000000001045,,,Ketamine differentially restores diverse alterations of neuroligins in brain regions in a rat model of neuropathic pain-induced depression.,2018,Pan W; Zhang GF; Li HH; Ji MH; Zhou ZQ; Li KY; Yang JJ
10.1038/mp.2017.241,,,Ketamine enhances structural plasticity in mouse mesencephalic and human iPSC-derived dopaminergic neurons via AMPAR-driven BDNF and mTOR signaling.,2018,Cavalleri L; Merlo Pich E; Millan MJ; Chiamulera C; Kunath T; Spano PF; Collo G
10.1038/s41598-018-24933-8,,,Longitudinal two-photon imaging in somatosensory cortex of behaving mice reveals dendritic spine formation enhancement by subchronic administration of low-dose ketamine.,2018,Pryazhnikov E; Mugantseva E; Casarotto P; Kolikova J; Fred SM; Toptunov D; Afzalov R; Hotulainen P; Voikar V; Terry-Lorenzo R
10.1017/cjn.2018.331,,,Low-Intensity Ultrasound Decreases Ischemia-Induced Edema by Inhibiting N-Methyl-d-Aspartic Acid Receptors.,2018,Hada B; Karmacharya MB; Park SR; Choi BH
10.1007/s00018-018-2876-y,,,Melatonin receptors limit dopamine reuptake by regulating dopamine transporter cell-surface exposure.,2018,Benleulmi-Chaachoua A; Hegron A; Le Boulch M; Karamitri A; Wierzbicka M; Wong V; Stagljar I; Delagrange P; Ahmad R; Jockers R
10.1016/j.neuroscience.2018.03.040,,,Midazolam Attenuates Autophagy and Apoptosis Caused by Ketamine by Decreasing Reactive Oxygen Species in the Hippocampus of Fetal Rats.,2018,Li Y; Li X; Zhao J; Li L; Wang Y; Zhang Y; Chen Y; Liu W; Gao L
10.1016/j.neuron.2018.05.032,,,Overcoming Depression by Inhibition of Neural Burst Firing.,2018,Kim D; Cheong E; Shin HS
10.1016/bs.apha.2017.09.002,,,Phosphorylation of the Amino Terminus of the Dopamine Transporter: Regulatory Mechanisms and Implications for Amphetamine Action.,2018,Karam CS; Javitch JA
10.1523/jneurosci.1931-17.2018,,,"Pronounced Hyperactivity, Cognitive Dysfunctions, and BDNF Dysregulation in Dopamine Transporter Knock-out Rats.",2018,Leo D; Sukhanov I; Zoratto F; Illiano P; Caffino L; Sanna F; Messa G; Emanuele M; Esposito A; Dorofeikova M
10.1177/0269881117742100,,,Regulator of G protein signaling-12 modulates the dopamine transporter in ventral striatum and locomotor responses to psychostimulants.,2018,Gross JD; Kaski SW; Schroer AB; Wix KA; Siderovski DP; Setola V
10.4103/pm.pm_90_17,,,"Rhynchophylline Downregulates Phosphorylated cAMP Response Element Binding Protein, Nuclear Receptor-related-1, and Brain-derived Neurotrophic Factor Expression in the Hippocampus of Ketamine-induced Conditioned Place Preference Rats.",2018,Guo Y; Luo C; Tu G; Li C; Liu Y; Liu W; Lam Yung KK; Mo Z
10.1080/02713683.2017.1403631,,,Role of Glial Cells in μ-Opioid Receptor-Mediated Vasodilation in the Rat Retina.,2018,Someya E; Mori A; Asano D; Morita A; Sakamoto K; Nakahara T
10.1007/164_2017_71,,,SLC6 Transporter Folding Diseases and Pharmacochaperoning.,2018,Freissmuth M; Stockner T; Sucic S
10.3390/molecules23050996,,,"Scale-Up Synthesis and Identification of GLYX-13, a NMDAR Glycine-Site Partial Agonist for the Treatment of Major Depressive Disorder.",2018,Li W; Liu J; Fan M; Li Z; Chen Y; Zhang G; Huang Z; Zhang L
10.3389/fphys.2018.00576,,,Silencing of Syntaxin 1A in the Dopaminergic Neurons Decreases the Activity of the Dopamine Transporter and Prevents Amphetamine-Induced Behaviors in C. elegans.,2018,Lanzo A; Safratowich BD; Kudumala SR; Gallotta I; Zampi G; Di Schiavi E; Carvelli L
10.1002/dta.2213,,,"Syntheses, analytical and pharmacological characterizations of the 'legal high' 4-[1-(3-methoxyphenyl)cyclohexyl]morpholine (3-MeO-PCMo) and analogues.",2018,Colestock T; Wallach J; Mansi M; Filemban N; Morris H; Elliott SP; Westphal F; Brandt SD; Adejare A
10.1124/jpet.118.248179,,,Tamoxifen Directly Interacts with the Dopamine Transporter.,2018,Mikelman SR; Guptaroy B; Schmitt KC; Jones KT; Zhen J; Reith MEA; Gnegy ME
10.1038/s41386-018-0209-3,,,The abuse-related effects of pyrrolidine-containing cathinones are related to their potency and selectivity to inhibit the dopamine transporter.,2018,Gannon BM; Baumann MH; Walther D; Jimenez-Morigosa C; Sulima A; Rice KC; Collins GT
10.1038/mp.2017.233,,,VGF function in depression and antidepressant efficacy.,2018,Jiang C; Lin WJ; Sadahiro M; Labonté B; Menard C; Pfau ML; Tamminga CA; Turecki G; Nestler EJ; Russo SJ
