line_no,doi,compound,entity,title,year,authors,existing_sources
47,10.1021/acs.jmedchem.4c02923,PRO-LAD,5-HT2C,Diazepine Agonists of the 5-HT(2C) Receptor with Unprecedented Selectivity: Discovery of Bexicaserin (LP352).,2025,Ren A; Zhu X; Lehmann J; Kasem M; Schrader TO; Dang H; Le M; Frazer J; Unett DJ; Grottick AJ,candidate_paper_corpus | mechanistic:paper_library
48,10.1021/acs.biochem.5c00526,PRO-LAD,kappa opioid receptor (OPRK1),Differential Effects of Sodium on Agonist-Induced Conformational Transitions and Signaling at μ and κ Opioid Receptors.,2025,Kuijer MB; Fulton CJ; Albert TL; Knobloch P; Wang J; Krumm BE; Che T; Varga BR; Majumdar S; Katritch V,candidate_paper_corpus | mechanistic:paper_library
51,10.1021/acs.jmedchem.5c01855,PRO-LAD,5-HT2A,Discovery of Highly Selective 5-HT(2A) Agonists Using Structure-Guided Design.,2025,Fenske TG; McKee JL; Cavalco NG; Schalk SS; Bonniwell EM; Lammers JC; Shacham N; Cuccurazzu B; Halberstadt AL; McCorvy JD,candidate_paper_corpus | mechanistic:paper_library
52,10.1021/acsptsci.5c00161,PRO-LAD,5-HT2B,"Discovery of a Novel, Potent, and Selective 5‑Hydroxytryptamine 2B Receptor Antagonist that Induces Mitochondrial Biogenesis in the Kidney.",2025,Santiago Raj PV; Gnawali G; Janda J; Scholpa NE; Kaleeswaran V; Girdhar I; Wang W; Schnellmann RG,candidate_paper_corpus | mechanistic:paper_library
59,10.1007/s10565-024-09975-1,PRO-LAD,AMPA receptor,Esketamine alleviates depressive-like behavior in neuropathic pain mice through the METTL3-GluA1 pathway.,2025,Ji X; Huang Z; Zhou C; Wang Y; Geng D; Zhang G; Kang Y; Cui R; Wang J; Zhang T,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
60,10.1111/bph.70109,Lisuride,5-HT2A,Evidence that 5-HT(2A) receptor signalling efficacy and not biased agonism differentiates serotonergic psychedelic from non-psychedelic drugs.,2025,Ippolito A; Vasudevan S; Hurley S; Gilmour G; Westhorpe F; Churchill G; Sharp T,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
71,10.1177/0271678x241302937,Lisuride,5-HT2A,Neurochemical characterization of 5-HT(2A)R partial agonists with simultaneous PET-MRI.,2025,Bagdasarian FA; Larsen K; Deng HP; Fisher PM; Mandeville JB; Sander CY; Wey HY; Hansen HD,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
78,10.3389/fphar.2025.1703480,PRO-LAD,TAAR1,"Receptor interaction profiles of 4-alkoxy-2,6-dimethoxyphenethylamines (Ψ derivatives) and related amphetamines.",2025,Kolaczynska KE; Trachsel D; Hoener MC; Liechti ME; Luethi D,candidate_paper_corpus | mechanistic:paper_library
79,10.1007/s11064-025-04525-5,PRO-LAD,TAAR1,Role of Glial Trace Amine Associated Receptor 1 (TAAR1) and Microbiota in Schizophrenia.,2025,Tsytsarev V; Vaganova AN; Volnova A; Fesenko Z; Getachew B; Gainetdinov RR; Tizabi Y,candidate_paper_corpus | mechanistic:paper_library
84,10.1021/acschemneuro.5c00647,PRO-LAD,5-HT2C,Serotonin 5-HT(2C) Receptor Signaling Analysis Reveals Psychedelic Biased Agonism.,2025,Bonniwell EM; Alabdali R; Hennessey JJ; McKee JL; Cavalco NG; Lammers JC; Moore EJ; Franchini L; Orlandi C; McCorvy JD,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
89,10.3390/ph18091300,PRO-LAD,NMDA receptor,"Synthesis and Structure-Affinity Relationships of Receptor Ligands with 1,3-Dioxane Structure.",2025,Quick E; Schepmann D; Wünsch B,candidate_paper_corpus | mechanistic:paper_library
90,10.1002/prp2.70068,PRO-LAD,TAAR1,The TAAR1 Agonist PCC0105004 Regulates Amygdala Synaptic Plasticity to Alleviate Anxiety-Like Behaviors in Rats.,2025,Zhang Y; Zhang W; Yu L; Shi Y; Xu M; Wang H; Li C; Tian J,candidate_paper_corpus | disorder:paper_library
93,10.1038/s41398-025-03638-3,Salvinorin A,kappa opioid receptor (OPRK1),The translational potential of salvinorin A: systematic review and meta-analysis of preclinical studies.,2025,Zürrer WE; Wettstein L; Aicher HD; Scheidegger M; Ineichen BV,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
94,10.1192/bjp.2024.237,PRO-LAD,TAAR1,Triangulating evidence from the GALENOS living systematic review on trace amine-associated receptor 1 (TAAR1) agonists in psychosis.,2025,Smith KA; Boyce N; Chevance A; Chiocchia V; Correll CU; Donoghue K; Ghodke N; Kambeu T; Malhi GS; Macleod M,candidate_paper_corpus | mechanistic:paper_library
97,10.1021/acschemneuro.4c00245,Salvinorin A,kappa opioid receptor (OPRK1),Acute Effects of Hallucinogens on Functional Connectivity: Psilocybin and Salvinorin-A.,2024,Bagdasarian FA; Hansen HD; Chen J; Yoo CH; Placzek MS; Hooker JM; Wey HY,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
100,10.1111/bph.16315,PRO-LAD,5-HT1A,Ayahuasca-enhanced extinction of fear behaviour: Role of infralimbic cortex 5-HT(2A) and 5-HT(1A) receptors.,2024,Werle I; Nascimento LMM; Dos Santos ALA; Soares LA; Dos Santos RG; Hallak JEC; Bertoglio LJ,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
109,10.1021/acsptsci.3c00192,Lisuride,5-HT1A,Comparative Pharmacological Effects of Lisuride and Lysergic Acid Diethylamide Revisited.,2024,Glatfelter GC; Pottie E; Partilla JS; Stove CP; Baumann MH,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
113,10.1021/acschemneuro.3c00658,PRO-LAD,5-HT1B,"Development of 2-Aminotetralin-Type Serotonin 5-HT(1) Agonists: Molecular Determinants for Selective Binding and Signaling at 5-HT(1A), 5-HT(1B), 5-HT(1D), and 5-HT(1F) Receptors.",2024,McGlynn RP; Cui M; Brems B; Holbrook O; Booth RG,candidate_paper_corpus | mechanistic:paper_library
120,10.33594/000000722,PRO-LAD,NMDA receptor,Evaluation of SK-N-SH Cells as a Model for NMDA Receptor Induced Toxicity.,2024,Goerges G; Disse P; Peischard S; Ritter N; Brenker C; Seebohm G; Strutz-Seebohm N; Schreiber JA,mechanistic:paper_library
121,10.1038/s41537-024-00523-8,PRO-LAD,D4 receptor (DRD4),Exploring the potential pharmacological mechanism of aripiprazole against hyperprolactinemia based on network pharmacology and molecular docking.,2024,Yang L; Zhang Q; Li C; Tian H; Zhuo C,candidate_paper_corpus | mechanistic:paper_library
132,10.1038/s41398-024-03176-4,PRO-LAD,TrkB (NTRK2),Ketamine attenuates kidney damage and depression-like behaviors in mice with cisplatin-induced acute kidney injury.,2024,Huang T; He Y; Cheng R; Zhang Q; Zhong X; Hashimoto K; Liu Y; Pu Y,candidate_paper_corpus | mechanistic:paper_library
134,10.3390/ijms251910287,PRO-LAD,5-HT6,Low-Basicity 5-HT(6) Receptor Ligands from the Group of Cyclic Arylguanidine Derivatives and Their Antiproliferative Activity Evaluation.,2024,Zaręba P; Drabczyk AK; Wnorowski A; Maj M; Malarz K; Rurka P; Latacz G; Duszyńska B; Ciura K; Greber KE,candidate_paper_corpus | mechanistic:paper_library
137,10.1126/science.ado6593,PRO-LAD,TrkB (NTRK2),Morphine-responsive neurons that regulate mechanical antinociception.,2024,Fatt MP; Zhang MD; Kupari J; Altınkök M; Yang Y; Hu Y; Svenningsson P; Ernfors P,mechanistic:paper_library
140,10.1016/j.neuropharm.2024.110172,PRO-LAD,TrkB (NTRK2),Nitrous oxide induces hypothermia and TrkB activation: Maintenance of body temperature abolishes antidepressant-like effects in mice.,2024,Alitalo O; Kohtala S; Rosenholm M; Saarreharju R; González-Hernández G; Sarparanta M; Rozov S; Rantamäki T,candidate_paper_corpus | mechanistic:paper_library
143,10.1021/acs.jmedchem.4c02174,PRO-LAD,5-HT2B,Potent and Selective Human 5-HT(2B) Serotonin Receptor Antagonists: 4'-Cyano-(N)-methanocarba-adenosines by Synthetic Serendipity.,2024,Tosh DK; Pavan M; Clark AA; Lammers J; Villano S; Marri S; Sgambellone S; Choi S; Lee J; Ivancich MS,candidate_paper_corpus | mechanistic:paper_library
150,10.1016/j.jep.2024.118697,Salvinorin A,kappa opioid receptor (OPRK1),Salvinorin A ameliorates pilocarpine-induced seizures by regulating hippocampal microglia polarization.,2024,Yang J; Cai JH; Wu TX; Gao ZQ; Zhou C; Wu Q; Ji MJ,candidate_paper_corpus | mechanistic:paper_library
151,10.1021/acschemneuro.4c00513,PRO-LAD,5-HT2A,"Serotonin 1A Receptors Modulate Serotonin 2A Receptor-Mediated Behavioral Effects of 5-Methoxy-N,N-dimethyltryptamine Analogs in Mice.",2024,Glatfelter GC; Clark AA; Cavalco NG; Landavazo A; Partilla JS; Naeem M; Golen JA; Chadeayne AR; Manke DR; Blough BE,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
153,10.1101/2024.10.11.617861,Lisuride,5-HT2A,Snapshot of 5-HT (2A) receptor activation in the mouse brain via IP (1) detection.,2024,de la Fuente Revenga M; González-Maeso J,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
154,10.1016/j.neuron.2024.07.003,PRO-LAD,D1 receptor (DRD1),Structural basis of psychedelic LSD recognition at dopamine D(1) receptor.,2024,Fan L; Zhuang Y; Wu H; Li H; Xu Y; Wang Y; He L; Wang S; Chen Z; Cheng J,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
156,10.1021/acs.jmedchem.4c00195,PRO-LAD,TAAR1,Structure-Based Design of Novel G-Protein-Coupled Receptor TAAR1 Agonists as Potential Antipsychotic Drug Candidates.,2024,Zhou Z; Zhang W; Zhao F; Sun Y; Wang N; Cheng J; Zhan P; Yang F; Sun JP; Liu X,candidate_paper_corpus | mechanistic:paper_library
157,10.1038/s41380-024-02506-8,PRO-LAD,5-HT1A,Structure-activity relationships of serotonergic 5-MeO-DMT derivatives: insights into psychoactive and thermoregulatory properties.,2024,Puigseslloses P; Nadal-Gratacós N; Ketsela G; Weiss N; Berzosa X; Estrada-Tejedor R; Islam MN; Holy M; Niello M; Pubill D,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
166,10.12688/wellcomeopenres.21302.1,PRO-LAD,TAAR1,Trace amine-associated receptor 1 (TAAR1) agonism for psychosis: a living systematic review and meta-analysis of human and non-human data.,2024,Siafis S; Chiocchia V; Macleod MR; Austin C; Homiar A; Tinsdeall F; Friedrich C; Ramage FJ; Kennett J; Nomura N,candidate_paper_corpus | mechanistic:paper_library
174,10.1021/acscentsci.3c00616,Salvinorin A,kappa opioid receptor (OPRK1),"A Route to Potent, Selective, and Biased Salvinorin Chemical Space.",2023,Hill SJ; Dao N; Dang VQ; Stahl EL; Bohn LM; Shenvi RA,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
179,10.3389/fphar.2023.1101290,PRO-LAD,5-HT2B,"Binding and functional structure-activity similarities of 4-substituted 2,5-dimethoxyphenyl isopropylamine analogues at 5-HT(2A) and 5-HT(2B) serotonin receptors.",2023,Hemanth P; Nistala P; Nguyen VT; Eltit JM; Glennon RA; Dukat M,candidate_paper_corpus | mechanistic:paper_library
184,10.1038/s41598-023-47222-5,PRO-LAD,kappa opioid receptor (OPRK1),Conditional Oprk1-dependent Kiss1 deletion in kisspeptin neurons caused estrogen-dependent LH pulse disruption and LH surge attenuation in female rats.,2023,Nagae M; Yamada K; Enomoto Y; Kometani M; Tsuchida H; Panthee A; Nonogaki M; Matsunaga N; Takizawa M; Matsuzaki S,mechanistic:paper_library
187,10.1021/acschemneuro.3c00196,PRO-LAD,D1 receptor (DRD1),"Designer Drug, 25D-NBOMe, Has Reinforcing and Rewarding Effects through Change of a Dopaminergic Neurochemical System.",2023,Lee JG; Hur KH; Hwang SB; Lee S; Lee SY; Jang CG,candidate_paper_corpus | mechanistic:paper_library
189,10.1124/molpharm.122.000643,PRO-LAD,M4 muscarinic receptor (CHRM4),"Development of a Selective and High Affinity Radioligand, [(3)H]VU6013720, for the M(4) Muscarinic Receptor.",2023,Qi A; Kling HE; Billard N; Rodriguez AL; Peng L; Dickerson JW; Engers JL; Bender AM; Moehle MS; Lindsley CW,candidate_paper_corpus | mechanistic:paper_library
195,10.1016/j.mcn.2023.103849,PRO-LAD,D1 receptor (DRD1),Distinct subpopulations of D1 medium spiny neurons exhibit unique transcriptional responsiveness to cocaine.,2023,Phillips RA 3rd; Tuscher JJ; Fitzgerald ND; Wan E; Zipperly ME; Duke CG; Ianov L; Day JJ,candidate_paper_corpus | mechanistic:paper_library
207,10.1038/s41586-023-06804-z,PRO-LAD,TAAR1,Ligand recognition and G-protein coupling of trace amine receptor TAAR1.,2023,Xu Z; Guo L; Yu J; Shen S; Wu C; Zhang W; Zhao C; Deng Y; Tian X; Feng Y,candidate_paper_corpus | mechanistic:paper_library
208,10.3390/ijms25010241,25B-NBOMe,5-HT2A,Molecular and Medical Aspects of Psychedelics.,2023,Wojtas A; Gołembiowska K,candidate_paper_corpus | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
217,10.1016/j.pbb.2023.173659,Lisuride,5-HT2A,"Prophylactic effects of arketamine, but not hallucinogenic psychedelic DOI nor non-hallucinogenic psychedelic analog lisuride, in lipopolysaccharide-treated mice and mice exposed to chronic restrain stress.",2023,Liu G; Ma L; Qu Y; Wan X; Xu D; Zhao M; Murayama R; Hashimoto K,candidate_paper_corpus | mechanistic:paper_library
218,10.1016/j.pbb.2022.173500,Lisuride,5-HT2A,"Rapid antidepressant-like effect of non-hallucinogenic psychedelic analog lisuride, but not hallucinogenic psychedelic DOI, in lipopolysaccharide-treated mice.",2023,Qu Y; Chang L; Ma L; Wan X; Hashimoto K,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
219,10.3389/fphar.2023.1021729,Lisuride,5-HT2A,Rearing behaviour in the mouse behavioural pattern monitor distinguishes the effects of psychedelics from those of lisuride and TBG.,2023,Chen Y; Liu J; Yao Y; Yan H; Su R,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
226,10.3390/ijms24043907,PRO-LAD,D3 receptor (DRD3),The Effects of Peripubertal THC Exposure in Neurodevelopmental Rat Models of Psychopathology.,2023,Di Bartolomeo M; Stark T; Di Martino S; Iannotti FA; Ruda-Kucerova J; Romano GL; Kuchar M; Laudani S; Palivec P; Piscitelli F,candidate_paper_corpus | mechanistic:paper_library
227,10.1101/2023.06.01.543310,Lisuride,5-HT2A,The G protein biased serotonin 5-HT 2A receptor agonist lisuride exerts anti-depressant drug-like activities in mice.,2023,Pogorelov VM; Rodriguiz RM; Roth BL; Wetsel WC,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
228,10.3389/fmolb.2023.1233743,PRO-LAD,5-HT2A,The G protein biased serotonin 5-HT2A receptor agonist lisuride exerts anti-depressant drug-like activities in mice.,2023,Pogorelov VM; Rodriguiz RM; Roth BL; Wetsel WC,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
229,10.3390/molecules28124848,Salvinorin A,DAT (SLC6A3),"The Kappa Opioid Receptor Agonist 16-Bromo Salvinorin A Has Anti-Cocaine Effects without Significant Effects on Locomotion, Food Reward, Learning and Memory, or Anxiety and Depressive-like Behaviors.",2023,van de Wetering R; Ewald A; Welsh S; Kornberger L; Williamson SE; McElroy BD; Butelman ER; Prisinzano TE; Kivell BM,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
235,10.1111/bph.15756,PRO-LAD,5-HT2A,"A new class of 5-HT(2A) /5-HT(2C) receptor inverse agonists: Synthesis, molecular modeling, in vitro and in vivo pharmacology of novel 2-aminotetralins.",2022,Casey AB; Mukherjee M; McGlynn RP; Cui M; Kohut SJ; Booth RG,candidate_paper_corpus | mechanistic:paper_library
236,10.1016/j.biopha.2021.112295,25I-NBOMe,5-HT2A,"A retrospective analysis of the ""Neverending Trip"" after administration of a potent full agonist of 5-HT2A receptor - 25I-NBOMe.",2022,Schetz D; Schetz A; Kocić I,candidate_paper_corpus | mechanistic:paper_library
238,10.1021/acscentsci.2c00442,Salvinorin A,kappa opioid receptor (OPRK1),Asymmetric Syntheses of (+)- and (-)-Collybolide Enable Reevaluation of kappa-Opioid Receptor Agonism.,2022,Shevick SL; Freeman SM; Tong G; Russo RJ; Bohn LM; Shenvi RA,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
241,10.1016/j.cell.2022.04.005,PRO-LAD,CB1 receptor (CNR1),Cannabinoid receptor 1 antagonist genistein attenuates marijuana-induced vascular inflammation.,2022,Wei TT; Chandy M; Nishiga M; Zhang A; Kumar KK; Thomas D; Manhas A; Rhee S; Justesen JM; Chen IY,candidate_paper_corpus | mechanistic:paper_library
246,10.1007/s00213-022-06229-y,Lisuride,5-HT2A,Contrasting effects of DOI and lisuride on impulsive decision-making in delay discounting task.,2022,Jiang K; Liu X; Su R,candidate_paper_corpus | mechanistic:paper_library
252,10.3390/biom12111650,PRO-LAD,TAAR1,"Discovery of Trace Amine Associated Receptor 1 (TAAR1) Agonist 2-(5-(4'-Chloro-[1,1'-biphenyl]-4-yl)-4H-1,2,4-triazol-3-yl)ethan-1-amine (LK00764) for the Treatment of Psychotic Disorders.",2022,Krasavin M; Lukin A; Sukhanov I; Gerasimov AS; Kuvarzin S; Efimova EV; Dorofeikova M; Nichugovskaya A; Matveev A; Onokhin K,candidate_paper_corpus | mechanistic:paper_library
256,10.1038/s41386-022-01324-2,PRO-LAD,5-HT2A,Effects of a psychedelic 5-HT2A receptor agonist on anxiety-related behavior and fear processing in mice.,2022,Pędzich BD; Rubens S; Sekssaoui M; Pierre A; Van Schuerbeek A; Marin P; Bockaert J; Valjent E; Bécamel C; De Bundel D,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
257,10.1007/s00213-022-06092-x,Salvinorin A,5-HT2A,Effects of the 5-HT(2A) receptor antagonist volinanserin on head-twitch response and intracranial self-stimulation depression induced by different structural classes of psychedelics in rodents.,2022,Jaster AM; Elder H; Marsh SA; de la Fuente Revenga M; Negus SS; González-Maeso J,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
266,10.1021/acschemneuro.2c00086,PRO-LAD,TAAR1,Identification of a Potent Human Trace Amine-Associated Receptor 1 Antagonist.,2022,Decker AM; Brackeen MF; Mohammadkhani A; Kormos CM; Hesk D; Borgland SL; Blough BE,candidate_paper_corpus | mechanistic:paper_library
270,10.1007/s11481-021-10025-4,Salvinorin A,kappa opioid receptor (OPRK1),Intranasal Salvinorin A Improves Long-term Neurological Function via Immunomodulation in a Mouse Ischemic Stroke Model.,2022,Misilimu D; Li W; Chen D; Wei P; Huang Y; Li S; Grothusen J; Gao Y,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
272,10.3390/genes13112046,PRO-LAD,CB1 receptor (CNR1),Lack of Association between (AAT)n Polymorphism of the CNR1 Gene Encoding the Cannabinoid Receptor (CB1) and Patient's Quality of Life.,2022,Machoy-Mokrzyńska A; Rać M; Jurewicz A; Dziedziejko V; Safranow K; Kurzawski M; Boroń A; Stefaniak A; Leźnicka K; Bohatyrewicz A,candidate_paper_corpus | mechanistic:paper_library
281,10.3390/cells11193035,PRO-LAD,5-HT2A,Presynaptic 5-HT(2A)-mGlu2/3 Receptor-Receptor Crosstalk in the Prefrontal Cortex: Metamodulation of Glutamate Exocytosis.,2022,Taddeucci A; Olivero G; Roggeri A; Milanese C; Giorgio FPD; Grilli M; Marchi M; Garrone B; Pittaluga A,candidate_paper_corpus | mechanistic:paper_library
282,10.1002/dta.3205,1P-LSD,5-HT2A,Return of the lysergamides. Part VII: Analytical and behavioural characterization of 1-valeroyl-d-lysergic acid diethylamide (1V-LSD).,2022,Brandt SD; Kavanagh PV; Westphal F; Pulver B; Morton K; Stratford A; Dowling G; Halberstadt AL,candidate_paper_corpus | mechanistic:paper_library
284,10.3390/ijms23169443,PRO-LAD,5-HT6,"Serotonin 5-HT(6) Receptor Ligands and Butyrylcholinesterase Inhibitors Displaying Antioxidant Activity-Design, Synthesis and Biological Evaluation of Multifunctional Agents against Alzheimer's Disease.",2022,Więckowski K; Szałaj N; Gryzło B; Wichur T; Góral I; Sługocka E; Sniecikowska J; Latacz G; Siwek A; Godyń J,candidate_paper_corpus | mechanistic:paper_library
286,10.3390/cells11152384,PRO-LAD,5-HT2A,Serotonin Receptor 5-HT(2A) Regulates TrkB Receptor Function in Heteroreceptor Complexes.,2022,Ilchibaeva T; Tsybko A; Zeug A; Müller FE; Guseva D; Bischoff S; Ponimaskin E; Naumenko V,candidate_paper_corpus | mechanistic:paper_library
287,10.3389/fphar.2022.813562,Salvinorin A,kappa opioid receptor (OPRK1),Sex Differences in Kappa Opioid Receptor Agonist Mediated Attenuation of Chemotherapy-Induced Neuropathic Pain in Mice.,2022,Paton KF; Luo D; La Flamme AC; Prisinzano TE; Kivell BM,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
288,10.3390/ijerph19116619,Salvinorin A,5-HT2A,Spatiotemporal Mapping of Online Interest in Cannabis and Popular Psychedelics before and during the COVID-19 Pandemic in Poland.,2022,Al-Imam A; Motyka MA; Witulska Z; Younus M; Michalak M,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
290,10.1126/science.abl8615,Lisuride,5-HT2A,Structure-based discovery of nonhallucinogenic psychedelic analogs.,2022,Cao D; Yu J; Wang H; Luo Z; Liu X; He L; Qi J; Fan L; Tang L; Chen Z,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
295,10.1093/ijnp/pyab063,Salvinorin A,kappa opioid receptor (OPRK1),The Kappa Opioid Receptor and the Sleep of Reason: Cortico-Subcortical Imbalance Following Salvinorin-A.,2022,Ona G; Sampedro F; Romero S; Valle M; Camacho V; Migliorelli C; Mañanas MÁ; Antonijoan RM; Puntes M; Coimbra J,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
297,10.3390/biom12050683,PRO-LAD,5-HT2A,"The Novel Pimavanserin Derivative ST-2300 with Histamine H(3) Receptor Affinity Shows Reduced 5-HT(2A) Binding, but Maintains Antidepressant- and Anxiolytic-like Properties in Mice.",2022,Venkatachalam K; Zhong S; Dubiel M; Satała G; Sadek B; Stark H,candidate_paper_corpus | mechanistic:paper_library
300,10.1021/acschemneuro.2c00170,Lisuride,5-HT2A,Tolerance and Cross-Tolerance among Psychedelic and Nonpsychedelic 5-HT(2A) Receptor Agonists in Mice.,2022,de la Fuente Revenga M; Jaster AM; McGinn J; Silva G; Saha S; González-Maeso J,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
301,10.1016/j.isci.2022.105355,PRO-LAD,NMDA receptor,Zn(2+) inhibits spatial memory and hippocampal place cell representation through high-affinity binding to the NMDA receptor GluN2A subunit.,2022,Sikora J; Di Bisceglie Caballero S; Reiss D; Kieffer BL; Paoletti P; Jacob PY; Ouagazzal AM,candidate_paper_corpus | mechanistic:paper_library
303,10.1093/jat/bkaa022,25I-NBOMe,5-HT2A,"2-(4-Iodo-2,5-dimethoxyphenyl)-N-[(2-methoxyphenyl)methyl]ethanamine (25I-NBOME): A Harmful Hallucinogen Review.",2021,Kamińska K; Świt P; Malek K,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
327,10.1073/pnas.2022489118,PRO-LAD,5-HT2A,Harnessing psilocybin: antidepressant-like behavioral and synaptic actions of psilocybin are independent of 5-HT2R activation in mice.,2021,Hesselgrave N; Troppoli TA; Wulff AB; Cole AB; Thompson SM,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
328,10.1016/j.ejphar.2021.174263,PRO-LAD,Sigma-2 receptor (TMEM97),Identification and characterization of MAM03055A: A novel bivalent sigma-2 receptor/TMEM97 ligand with cytotoxic activity.,2021,Liu CZ; Mottinelli M; Nicholson HE; McVeigh BM; Wong NK; McCurdy CR; Bowen WD,candidate_paper_corpus | mechanistic:paper_library
