doi,search_record_class,search_record_class_label,recommended_action,remove_as_container,classification_confidence,record_level_form,doi_pattern_family,doi_individual_locator_evidence,requested_title,study_year,study_journal,publication_type,authors,abstract_present,abstract_char_count,abstract_excerpt,metadata_provider,metadata_provider_chain,title_container_signal,title_matches_manifest,artifact_identity_status,artifact_document_doi,artifact_document_title,artifact_title_similarity,target_title_exact_in_artifact,target_doi_literal_in_artifact,current_kg_finding_count,artifact_scope_assessment,decision_reason,caveats,separate_evidence_screening_note
10.1093/ijnp/pyaf052.166,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,"155. EXPLORING LSD MICRODOSING IN AN OPEN-LABEL PILOT FOR MAJOR DEPRESSIVE DISORDER: THE INTERPLAY OF BEHAVIORAL ACTIVATION, MOOD IMPROVEMENT, AND CONNECTEDNESS.",2025,International Journal of Neuropsychopharmacology,journal-article,C Donegan; D Daldagen-Bueno; R Murphy; A Forsyth; R Sumner; N Hoeh; W Evans; F Sundram; D Menkes; S Muthukumaraswamy,True,3157,"Abstract Background Depressive disorders affect about 280 million people worldwide, with many struggling to find effective relief. Conventional antidepressants are widely prescribed but often lack efficacy and have side effects, leaving many patients dissatisfied or untreated. Concurrently, psychedelic therapies have gained momentum in both research and ‘in the wild’, with emerging evidence supporting their potential in alleviating depressive symptoms. Among these, lysergic acid diethylamide (LS",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,"55. EXPLORING LSD MICRODOSING IN AN OPEN-LABEL PILOT FOR MAJOR DEPRESSIVE DISORDER: THE INTERPLAY OF BEHAVIORAL ACTIVATION, MOOD IMPROVEMENT, AND CONNECTEDNESS",0.9938,False,False,8,acquired file does not reliably isolate the target item from the larger container,"The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.175,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,189. EXPLORING THE SUBJECTIVE EXPERIENCE OF PATIENTS WITH TREATMENT-RESISTANT DEPRESSION ON THE EFFECTS OF ESKETAMINE NASAL SPRAY.,2025,International Journal of Neuropsychopharmacology,journal-article,M Pepe; I Marcelli; G d'Andrea; G Sani; G Martinotti; M Di Nicola,True,3149,"Abstract Background Multiple clinical trials and real-world studies support the effectiveness of Esketamine Nasal Spray (ESK-NS) in treating patients with Treatment-Resistant Depression (TRD) [1]. However, the assessment of treatment outcomes predominantly relies on clinician’s judgment and data integrating patient’s perspectives are still limited [2, 3]. Aims & Objectives Exploring the subjective experience with ESK-NS might allow for a comprehensive understanding of the multidimensional effect",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,89. EXPLORING THE SUBJECTIVE EXPERIENCE OF PATIENTS WITH TREATMENT-RESISTANT DEPRESSION ON THE EFFECTS OF ESKETAMINE NASAL SPRAY,0.9922,False,False,5,acquired file does not reliably isolate the target item from the larger container,"The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.202,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,247. DOES EXCITATORY/INHIBITORY BALANCE PREDICT KETAMINE RESPONSE IN TREATMENT-RESISTANT DEPRESSION? A DOUBLE-BLIND RANDOMIZED CONTROLLED TRIAL WITH 1H-MRS,2025,International Journal of Neuropsychopharmacology,journal-article,Y Ohtani; H Tani; S Honda; K Nomoto-Takahashi; T Yatomi; K Yonezawa; S Tomiyama; N Nagai; K Kusudo; S Moriyama,True,3358,"Abstract Background Only 18-45% of individuals with treatment-resistant depression (TRD) respond to intravenous ketamine therapy. Although some neurobiological predictors of response to ketamine have been reported, none have been consistently replicated across multiple studies. The imbalance between glutamatergic excitatory and GABAergic inhibitory neurotransmissions is implicated in the mechanism of action of ketamine treatment in TRD. However, existing evidence on the association between neuro",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,247. DOES EXCITATORY/INHIBITORY BALANCE PREDICT KETAMINE RESPONSE IN TREATMENT-RESISTANT DEPRESSION? A DOUBLE-BLIND RANDOMIZED CONTROLLED TRIAL WITH 1H-MRS,1.0,True,False,13,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.234,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,327. 5-HT2B RECEPTORS MODULATE THE ANTIDEPRESSANT-LIKE RESPONSE OF THE PSYCHEDELIC LSD IN RAT BUT NOT IN MICE.,2025,International Journal of Neuropsychopharmacology,journal-article,A Bouloufa; S Delcourte; R Rovera; L Mouledous; B Guiard; N Haddjeri,True,2831,"Abstract Background Recent clinical trials show that serotonergic psychedelics, including the prototypical hallucinogen lysergic acid diethylamide (LSD), present a great promise for treating affective disorders. While the hallucinogenic activities of LSD are commonly attributed to stimulation of 5-HT2A receptors, their role in LSD’s antidepressant response is still in debate. Interestingly, LSD is a potent 5-HT receptors ligand endowed with high affinity for most of all 5-HT subtypes (Ki between",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,327. 5-HT2B RECEPTORS MODULATE THE ANTIDEPRESSANT-LIKE RESPONSE OF THE PSYCHEDELIC LSD IN RAT BUT NOT IN MICE,1.0,True,False,6,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.265,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,"413. CLINICAL EXPERIENCES WITH ESKETAMINE TREATMENT AT THE DEPARTMENT OF PSYCHIATRY AND PSYCHOLOGICAL MEDICINE, UNIVERSITY HOSPITAL CENTRE ZAGREB, DURING THE PERIOD FROM 2022 TO 2024.",2025,International Journal of Neuropsychopharmacology,journal-article,M Živković; M Škaro; P Šimara; I Stefanović; A Mihaljević-Peleš; D Degmečić,True,2380,Abstract Background Treatment-resistant depression (TRD) occurs in about 30% of patients with major depressive disorder who have not achieved an adequate therapeutic response after two or more lines of treatment with antidepressants during a sufficient period of time and at the appropriate dose. Esketamine in combination with an oral antidepressant is the first antidepressant approved for TRD. Aims & Objectives The aim of this study is to present the clinical experience of esketamine treatment a,crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,"413. CLINICAL EXPERIENCES WITH ESKETAMINE TREATMENT AT THE DEPARTMENT OF PSYCHIATRY AND PSYCHOLOGICAL MEDICINE, UNIVERSITY HOSPITAL CENTRE ZAGREB, DURING THE PERIOD FROM 2022 TO 2024",1.0,True,False,7,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.304,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,520. INCREASE OF THE AMPA-EVOKED RESPONSE IN PREFRONTAL CORTEX PYRAMIDAL NEURONS FOLLOWING ACUTE ADMINISTRATION OF KETAMINE AND S-KETAMINE IN RATS.,2025,International Journal of Neuropsychopharmacology,journal-article,P Blier; M El Mansari,True,2950,"Abstract Background Low dose ketamine has been shown, in animal studies, to enhance firing activity of norepinephrine neurons in the locus coeruleus, and burst as well as population activity of dopamine neurons in the ventral tegmental area [1]. These brainstem monoamine nuclei densely innervate the PFC, where clinical studies have shown a facilitation of glutamatergic neurotransmission in the PFC by a single injection of ketamine [2]. Aims & Objectives Due to reciprocal interactions between PFC",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,520. INCREASE OF THE AMPA-EVOKED RESPONSE IN PREFRONTAL CORTEX PYRAMIDAL NEURONS FOLLOWING ACUTE ADMINISTRATION OF KETAMINE AND S-KETAMINE IN RATS,1.0,True,False,7,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.363,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,544. MOLECULAR AND CELLULAR MECHANISMS OF THE LONG-LASTING EFFECTS OF PSYCHEDELICS AND THEIR NON-HALLUCINOGENIC DERIVATIVES.,2025,International Journal of Neuropsychopharmacology,journal-article,A Aguilar-Valles; D Kot; V Lewis; G Coppola,True,3448,"Abstract Background Major depressive disorder (MDD) is a multifactorial and heterogeneous disorder that affects around 280 million individuals worldwide, with approximately 80 million experiencing treatment-resistant depression (TRD). Neuronal hypotrophy and axon hypomyelination in the prefrontal cortex (PFC) are hallmark features of MDD, highlighting the need for treatments that address these deficits to treat MDD and TRD. Psychedelics, such as psilocybin, have shown rapid and robust therapeuti",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,544. MOLECULAR AND CELLULAR MECHANISMS OF THE LONG-LASTING EFFECTS OF PSYCHEDELICS AND THEIR NON-HALLUCINOGENIC DERIVATIVES,1.0,True,False,7,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.368,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,551. PSYCHEDELICS AND OCD: TRANSLATIONAL APPROACHES.,2025,International Journal of Neuropsychopharmacology,journal-article,B Lerer; M Brownstien; M Lazar; P Goldstein; A Botvinnik; A Kozikowski; T Lifschytz,True,2384,"Abstract Background Obsessive-compulsive disorder (OCD) is associated with significant personal suffering and functional impairment. At least a third of OCD patients do not respond to conventional treatments. There is a substantial anecdotal literature suggesting that psychedelic agents, specifically psilocybin and psilocybin-containing psychedelic mushroom extract (PME), may be therapeutic in patients with OCD. Several preclinical studies in mice employing the marble burying test (MBT) support ",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,551. PSYCHEDELICS AND OCD: TRANSLATIONAL APPROACHES,1.0,True,False,2,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.372,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,564. TOWARD AN UNDERSTANDING OF THE THERAPEUTICALLY RELEVANT MECHANISMS OF PSILOCYBIN FOR ANOREXIA NERVOSA.,2025,International Journal of Neuropsychopharmacology,journal-article,C Foldi,True,1927,"Abstract Background Psilocybin, the psychoactive compound produced by so-called “magic” mushrooms has shown promise in alleviating symptoms of a range of psychiatric conditions including depression, anxiety and substance use disorder. Recently, a small Phase 1 trial showed psilocybin to be safe and tolerable for individuals with anorexia nervosa (AN), with 4/10 participants experiencing long-lasting improvements in eating disorder symptoms. Aims & Objectives A major challenge in understanding th",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,564. TOWARD AN UNDERSTANDING OF THE THERAPEUTICALLY RELEVANT MECHANISMS OF PSILOCYBIN FOR ANOREXIA NERVOSA,1.0,True,False,6,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.377,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,577. CLINICAL EVIDENCE AND APPLICATIONS OF PSYCHEDELICS FOR MENTAL ILLNESSES.,2025,International Journal of Neuropsychopharmacology,journal-article,H Tani,True,2626,"Abstract Background Psychedelics have long been explored as potential treatments for mental illnesses. Since the mid-20th century, clinical trials of psychedelics such as LSD for depression and anxiety in terminally ill patients have been conducted. In the 21st century, revived and accelerated efforts to promote the proper use of psychedelics in the medical field have led to increasingly rigorous trials investigating their use for depression, terminal illness, addiction, obsessive-compulsive dis",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,577. CLINICAL EVIDENCE AND APPLICATIONS OF PSYCHEDELICS FOR MENTAL ILLNESSES,1.0,True,False,3,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.395,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,651. DISCOVERY OF OMICS-BIOMARKERS OF KETAMINE FOR TREATMENT RESPONSE IN DEPRESSION,2025,International Journal of Neuropsychopharmacology,journal-article,B Baune; E van Assche; KADS Study Group Australia,True,3624,"Abstract Background DNA methylation is a biomarker suited to investigate dynamic processes, such as treatment response. For this analysis we focus on DNA methylation changes during a randomised controlled trial (RCT) in treatment resistant depressed patients comparing racemic ketamine (s.c.) versus midazolam (s.c.) (the Ketamine for Adult Depression Study - KADS). This clinical trial showed a stronger clinical response for patients in the response-guided dosing paradigm. We investigated epigenom",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,651. DISCOVERY OF OMICS-BIOMARKERS OF KETAMINE FOR TREATMENT RESPONSE IN DEPRESSION,1.0,True,False,3,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.397,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,655. EXPANDING ACCESS TO KETAMINE THROUGH REFORMULATION,2025,International Journal of Neuropsychopharmacology,journal-article,P Glue,True,2144,"Abstract Background Ketamine, a rapidly acting antidepressant, requires dosing in clinic because of strong symptoms of dissociation and sedation after IV/IN dosing. This need for dosing in clinic limits capacity to treat patients with Treatment Resistant depression (TRD). We hypothesize that ketamine formulations that maximize ketamine’s first pass metabolism and delay absorption will have improved tolerance 1 and could permit dosing at home. Aims & Objectives To evaluate the safety, tolerabilit",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,655. EXPANDING ACCESS TO KETAMINE THROUGH REFORMULATION,1.0,True,False,11,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.399,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,657. ECONOMIC EVALUATIONS OF EMERGING PHARMACOLOGICAL THERAPIES FOR TREATMENT RESISTANT DEPRESSION.,2025,International Journal of Neuropsychopharmacology,journal-article,M L Chatterton,True,2463,"Abstract Background Treatment resistant depression (TRD) affects approximately 30% of people with major depressive disorder (MDD) and is associated with significant individual and societal burden. Emerging pharmacological therapies (i.e.ketamine, esketamine, psilocybin) have evidence of efficacy in TRD; however, there is less data on their cost-effectiveness which is important for funding through governments and insurers. Without being subsidised, access to these treatments will likely be limite",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,657. ECONOMIC EVALUATIONS OF EMERGING PHARMACOLOGICAL THERAPIES FOR TREATMENT RESISTANT DEPRESSION,1.0,True,False,4,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyaf052.401,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,661. A SINGLE DOSE OF LYSERGIC ACID DIETHYLAMIDE (LSD) REDUCES ALCOHOL CONSUMPTION AND REVERTS DOPAMINERGIC (DA) DISFUNCTION IN MALE MICE.,2025,International Journal of Neuropsychopharmacology,journal-article,I Esquivel; I Soliman; F Ruto; D De Gregorio,True,2651,"Abstract Background Alcohol use disorder (AUD) presents significant health and societal issues. The disorder is characterized by locomotor impairments and disruption of the dopaminergic neurotransmission in the ventral tegmental area (VTA). Current AUD treatments are limited, necessitating the exploration of novel drugs. The potential therapeutic use of psychedelics, particularly lysergic acid diethylamide (LSD), has gained attention in psychiatry and addiction. However, our understanding of the",crossref,pmc|unpaywall|crossref,False,True,verified_title_only,,661. A SINGLE DOSE OF LYSERGIC ACID DIETHYLAMIDE (LSD) REDUCES ALCOHOL CONSUMPTION AND REVERTS DOPAMINERGIC (DA) DISFUNCTION IN MALE MICE,1.0,True,False,3,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyw041.503,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,PM503. Spatial components of magnetic mismatch negativity and the cortical thickness of its structural correlates in schizophrenia,2016,The International Journal of Neuropsychopharmacology,article,Jiyoon Jasmine Seol; Kang Ik K. Cho; Chun Kee Chung; Minah Kim; Sung Nyun Kim; Jun Soo Kwon; Je‐Yeon Yun,True,964,"Psilocybin, a classical tryptamine hallucinogen, serves as a model of acute psychosis in humans. Intoxication with this compound induces significant alterations in perception, thought disturbance and emotional processing, effects that mimic psychotic symptoms. The neurochemical basis of its effects is related to the stimulation of serotonin 5-HT 1A a 5-HT 2A/C receptors. Disconnection is one of the core neurobiological features underlying psychosis with altered connectivity of resting state (def",openalex,pmc|unpaywall|crossref|openalex,False,True,verified_title_only,,Effect of psilocybin on EEG brain connectivity in healthy volunteers -preliminary report,0.2202,True,False,0,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyw041.504,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,PM504. Theory of Mind in Clinical high risk as trait marker of conversion to psychosis: review,2016,The International Journal of Neuropsychopharmacology,article,Jee-Hyung Suh; Tae Young Lee; Jun Soo Kwon,True,964,"Psilocybin, a classical tryptamine hallucinogen, serves as a model of acute psychosis in humans. Intoxication with this compound induces significant alterations in perception, thought disturbance and emotional processing, effects that mimic psychotic symptoms. The neurochemical basis of its effects is related to the stimulation of serotonin 5-HT 1A a 5-HT 2A/C receptors. Disconnection is one of the core neurobiological features underlying psychosis with altered connectivity of resting state (def",openalex,pmc|unpaywall|crossref|openalex,False,True,verified_title_only,,Effect of psilocybin on EEG brain connectivity in healthy volunteers -preliminary report,0.2747,True,False,0,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyw042.062,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,medium,individual_symposium_contribution,oxford_ijnp_item,terminal abstract number after the supplement/article code,"Speaker 1: Barbara Sahakian, UK",2016,The International Journal of Neuropsychopharmacology,article,Barbara J. Sahakian; J Beddington; C Cooper; J Field; U Goswami; F Huppert; R Jenkins; H Jones; T Kirkwood; B Sahakian,True,704,"forced swimming test, and antidepressant effects were attenuated by local injection of NBQX into the mPFC, indicating that both an mGlu2/3 receptor antagonist and ketamine exert the effects through AMPA receptor stimulation in the mPFC. In addition, we found that depletion of serotonin blocked antidepressant effects induced by local injection of LY341495 or ketamine into the mPFC. We also found that both compounds increased the c-Fos expression in the serotonin neurons in the dorsal raphe nucleu",openalex,pmc|openalex,False,True,identity_unverified,,"4.45 -16.30 S15: Cognitive Dysfunction in Depression: Enabling discovery and Treatment development Chair: Barbara Sahakian, UK Co-Chair: Si Tianmei, China Speaker 1: Barbara Sahakian, UK",0.2857,True,False,3,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",This is an individual speaker/session contribution rather than a conventional research paper.,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyw043.101,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,PS101. Oral Ketamine for Treatment Resistant Major Depression – A double blind randomized controlled trial,2016,The International Journal of Neuropsychopharmacology,article,Yoav Domany; Maya Bleich‐Cohen; Nadav Stoppelman; Talma Hendler; Ricardo Tarrasch; Shaul Schreiber; Roi Meidan; Haggai Sharon,True,1140,"35administered at baseline, weeks 1, 2, 4, and week 8.The dose of desvenlafaxine was fixed (50mg/day) until week 4, after which it was flexible up to 100mg/day, based on response and tolerability.Results: Montgomery Asberg Depression Scale scores significantly decreased from baseline (M=23.61,SD=5.51) to end of treatment (M=12.29,SD=8.41), p<.0001.Severity of illness, as measured by the Clinical Global Impression scale, as well as selfreported depressive symptom scores, significantly decreased f",openalex,pmc|unpaywall|crossref|openalex,False,True,verified_title_only,,Oral Ketamine for Treatment Resistant Major Depression -A double blind randomized controlled trial,0.951,False,False,0,acquired file does not reliably isolate the target item from the larger container,"The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyw043.142,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,PS142. Ketamine is effective in an animal model of treatment resistant depression,2016,International Journal of Neuropsychopharmacology,article,V. Pereira; S. Joca; G. Wegener,True,2794,"One of the main symptoms of major depressive disorder is an inability to experience pleasure, anhedonia. Dopaminergic neurons projecting from the ventral tegmental area (VTA) to the nucleus accumbens (NAc) constitute the brain reward system. Various kinds of rewards and drugs of abuse elevate the dopamine (DA) release in the NAc, which is considered to be important to generate pleasant emotion. In the animal models of depression, sucrose preference is reported to be reduced, and this reduction i",semantic_scholar,pmc|unpaywall|crossref|openalex|semantic_scholar,False,True,verified_title_only,,Suppression of reward-induced dopamine release in the nucleus accumbens of the chronic mild stress model rats,0.0947,True,False,0,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/ijnp/pyw043.222,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_abstract,oxford_ijnp_item,terminal abstract number after the supplement/article code,PS222. Ketamine Exerts a Prolonged Reduction in Suicidal Ideation Independent of its Antidepressant Effects,2016,International Journal of Neuropsychopharmacology,journal-article,Jennifer L. Phillips; Sandhaya Norris; Jeanne Talbot; Olabisi Owoeye; Pierre Blier,True,275,s | 81 of 10000 lux would have much less impact on Indian subjects. 2. Ethnicity – in both studies the subjects were born and spent considerable time in their own respective country. 3. Cultural variations in the food consumed usually by the subjects in respective countries.,pmc,pmc|openalex|crossref,False,True,identity_unverified,,Major depressive disorder and initial insulin hyposecretion in oral glucose tolerance test,0.3147,True,True,6,"container includes the target item, while its header or opening item identifies another contribution","The DOI has a terminal abstract number after the supplement/article code; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
10.1093/schbul/13.4.643,A,A_individual_record_with_container_artifact,retain_search_record_and_reacquire_or_slice_exact_item_text,False,high,individual_conference_or_journal_item,oxford_schizophrenia_bulletin_item,terminal abstract number or volume-issue-page locator,Startle Habituation and Sensorimotor Gating in Schizophrenia and Related Animal Models,1987,Schizophrenia Bulletin,"Journal Article | Research Support, U.S. Gov't, P.H.S.",Mark A. Geyer; David Braff,True,1807,Studies of the habituation and sensorimotor gating of startle responses to strong exteroceptive stimuli provide some unique opportunities for cross-species explorations into information processing and attentional deficits in schizophrenia. The behavioral plasticity of startle paradigms greatly facilitates the development of animal models of specifiable behavioral abnormalities in schizophrenic patients. This article reviews the promising findings of studies in which measures of startle have been,pubmed,pubmed|unpaywall,False,True,verified_title_only,,Startle Habituation and Sensorimotor Gating in Schizophrenia and Related Animal Models,1.0,True,False,0,"container text includes the target title, but document-level DOI identity is not isolated","The DOI has a terminal abstract number or volume-issue-page locator; the title names a specific contribution; and metadata supplies an individual abstract. The whole-proceedings problem belongs to the downloaded artifact, not the search record.",,"Class A means only that this is not a container search record. Study design, publication type, relevance, and extractability still require ordinary screening."
