doi,repair_groups,current_state,current_canonical_path,current_backend,current_identity_status,backup_artifact_path,old_artifact_backend,old_artifact_pdf_local_path,old_artifact_pdf_path_exists,active_pdf_path,active_pdf_sha256,active_pdf_bytes,canonical_reference_dois,candidate_references,cross_doi_candidate_references,quarantine_reasons,quarantine_classification,inventory_identity_class,inventory_artifact_header_doi,inventory_artifact_header_title,inventory_title_similarity,correct_acquisition_method,action,old_artifact_pdf_basename_matches_active,equivalent_alias_candidate_references
10.1007/7854_2021_267,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_267.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1007/s00213-018-4981-x,Double-blind comparison of the two hallucinogens psilocybin and dextromethorphan: Effects on cognition,0.2959,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_268,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_268.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1080/02791072.2019.1593559,Psychedelic-Assisted Group Therapy: A Systematic Review,0.625,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_269,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_269.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/1362361320922640,Making sense of the perceptual capacities in autistic and non-autistic adults,0.4832,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_270,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_270.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116678781,The Challenging Experience Questionnaire: Characterization of challenging experiences with psilocybin mushrooms,0.1714,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_278,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_278.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2021_278__33b7f6e55c.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1016/j.eclinm.2020.100538,Psilocybin-assisted group therapy for demoralized older long-term AIDS survivor men: An open-label safety and feasibility pilot study,0.3015,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_284,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_284.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2021_284__9dcdc242c0.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.3233/bpl-150022,Serotonergic Neuroplasticity in Alcohol Addiction,0.2979,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_298,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_298.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116662634,Survey study of challenging experiences after ingesting psilocybin mushrooms: Acute and enduring positive and negative consequences,0.3951,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2022_327,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_327.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116662634,Survey study of challenging experiences after ingesting psilocybin mushrooms: Acute and enduring positive and negative consequences,0.3406,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2022_357,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_357.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1016/j.neuron.2018.11.021,Fractionating Blunted Reward Processing Characteristic of Anhedonia by Over-Activating Primate Subgenual Anterior Cingulate Cortex,0.2353,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2022_365,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_365.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2022_365__71d06fc043.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.2147/jpr.s315585,The American Society of Pain and Neuroscience (ASPN) Best Practices and Guidelines for the Interventional Management of Cancer-Associated Pain,0.3223,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2022_366,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_366.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1007/s11920-017-0840-4,A Network-Based Neurobiological Model of PTSD: Evidence from Structural and Functional Neuroimaging Studies,0.1361,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2023_443,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2023_443.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1038/s41386-022-01266-9,"Dose-related effects of ketamine for antidepressant-resistant symptoms of posttraumatic stress disorder in veterans and active duty military: a double-blind, randomized, placebo-controlled multi-center clinical trial",0.0149,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2023_453,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2023_453.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_7854_2023_453__d743b1d663.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1002/cpt.2640,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2024_510,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_510.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116678781,The Challenging Experience Questionnaire: Characterization of challenging experiences with psilocybin mushrooms,0.3938,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2024_531,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_531.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2024_531__bc7a03f1cc.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,,no_active_pdf,,
10.1007/7854_2024_532,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_532.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.3389/fpsyg.2021.730031,"Psychedelics as Tools for Belief Transmission. Set, Setting, Suggestibility, and Persuasion in the Ritual Use of Hallucinogens",0.4219,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2024_534,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_534.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116678781,The Challenging Experience Questionnaire: Characterization of challenging experiences with psilocybin mushrooms,0.2049,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2025_600,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_600.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1007/s00213-018-4981-x,Double-blind comparison of the two hallucinogens psilocybin and dextromethorphan: Effects on cognition,0.2105,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2025_606,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_606.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2025_606__6067acc17a.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,,no_active_pdf,,
10.1007/7854_2025_609,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_609.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1371/journal.pone.0322501,Navigating groundlessness: An interview study on dealing with ontological shock and existential distress following psychedelic experiences,0.3644,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2025_610,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_610.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881118769063,"The epidemiology of 5-Methoxy-N,N-Dimethyltryptamine (5-MeO-DMT) use: Benefits, consequences, patterns of use, subjective effects, and reasons for consumption",0.2901,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2025_612,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_612.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1038/s41598-024-65391-9,Cognitive functioning associated with acute and subacute effects of classic psychedelics and MDMA - a systematic review and meta-analysis,0.4068,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2026_613,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2026_613.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.3389/fpsyt.2023.1229113,Mentalizing in the context of Mentzos’ dilemma–on the use of implicit work in the treatment of non-affective psychosis,0.2366,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-19-7376-5_21,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_19_7376_5_21.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_978-981-19-7376-5_21__9fd8069593.pdf,False,,,0,[],[],[],"[""identity_unverified""]",,wrong_cited_reference_pmcid,,Beyond Monoamines-Novel Targets for Treatment-Resistant Depression: A Comprehensive Review,0.4649,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-95-6872-7_23,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_95_6872_7_23.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_978-981-95-6872-7_23__65d894c572.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.2174/1570159x17666191001142934,An Overview of the Heterogeneity of Major Depressive Disorder: Current Knowledge and Future Prospective,0.3515,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-95-6872-7_25,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_95_6872_7_25.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1001/jamanetworkopen.2024.49026,Psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic,0.3659,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-95-6872-7_5,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_95_6872_7_5.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""target_text_with_conflicting_doi""]",,wrong_cited_reference_pmcid,10.1192/j.eurpsy.2022.2353,Rethinking treatment-resistant depression to quasi-tenacious depression,0.7069,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-97-4402-2_3,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_97_4402_2_3.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1016/j.brainresbull.2016.04.016,"Neuropharmacology of N,N-Dimethyltryptamine",0.209,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/bf03016530,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_bf03016530.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_bf03016530__717f5b7c78.pdf,False,,,0,[],[],[],"[""identity_unverified""]",,,,,,,no_active_pdf,,
10.1007/s00115-021-01225-7,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_021_01225_7.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1038/nature10130,NMDA Receptor Blockade at Rest Triggers Rapid Behavioural Antidepressant Responses,0.3333,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00115-021-01260-4,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_021_01260_4.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1038/s41380-021-01093-2,Pharmacological and behavioral divergence of ketamine enantiomers: implications for abuse liability,0.3505,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00115-023-01466-8,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_023_01466_8.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""main_article_points_to_correction""]",,wrong_cited_reference_pmcid,10.25646/7683,Corrigendum: Migraine and tension-type headache in Germany. Prevalence and disease severity from the BURDEN 2020 Burden of Disease Study,0.2694,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
