SEARCH_TARGET_DOI,SEARCH_TARGET_TITLE,NEEDS_ARTIFACT,CURRENT_STATE,WHY_IN_QUEUE,ACTION_CATEGORY,PRIOR_BAD_ARTIFACT_DOI_DO_NOT_SEARCH,PRIOR_BAD_ARTIFACT_TITLE_DO_NOT_SEARCH,OLD_ARTIFACT_PROBLEM,EXACT_PDF_URLS_TO_TRY_FIRST,OTHER_CANDIDATE_URLS_REQUIRING_VALIDATION,PMCID_IF_ANY,PMC_LANDING_IF_ANY,DOI_LANDING,PRIOR_QUARANTINED_ARTIFACT_PATH,PRIOR_QUARANTINED_PDF_PATH,PRIORITY_TIER,KG_FINDING_COUNT,RELEVANCE_FLAGS,ACCEPTANCE_RULE
10.1192/j.eurpsy.2025.10123,Improvements in health-related quality of life with esketamine nasal spray versus quetiapine extended release.,True,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",manual_exact_item_from_proceedings,10.1192/j.eurpsy.2025.10123,Improvements in health-related quality of life with esketamine nasal spray versus quetiapine extended release,unsegmented_proceedings_container | proceedings_container,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CDDD815D486351BB8123BFCF08418BBC/S0924933825101235a.pdf/div-class-title-improvements-in-health-related-quality-of-life-with-esketamine-nasal-spray-versus-quetiapine-extended-release-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.10123,PMC12646121,https://pmc.ncbi.nlm.nih.gov/articles/PMC12646121/,https://doi.org/10.1192/j.eurpsy.2025.10123,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1192_j_eurpsy_2025_10123.json,,P0_existing_kg_and_retained,6,,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1192/j.eurpsy.2025.1297,Intranasal esketamine in treatment-resistant depression: Descriptive study of our clinical experience.,True,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",manual_exact_item_from_proceedings,10.1192/j.eurpsy.2025.1297,Intranasal esketamine in treatment-resistant depression: Descriptive study of our clinical experience,unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC12438734 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D890B95527599835D7A158E47B3EA52E/S0924933825012970a.pdf/div-class-title-intranasal-esketamine-in-treatment-resistant-depression-descriptive-study-of-our-clinical-experience-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.1297,PMC12438734,https://pmc.ncbi.nlm.nih.gov/articles/PMC12438734/,https://doi.org/10.1192/j.eurpsy.2025.1297,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1192_j_eurpsy_2025_1297.json,,P0_existing_kg_and_retained,6,,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1192/j.eurpsy.2025.861,Outcomes with esketamine nasal spray in patients with or without earlier partial or full response: post hoc analyses of ESCAPE TRD.,True,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",manual_exact_item_from_proceedings,10.1192/j.eurpsy.2025.861,EPP654 Outcomes with esketamine nasal spray in patients with or without earlier partial or full response: post hoc analyses of ESCAPE TRD,unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC12437839 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D4AA84EF88E473739CDF0D8A68A2613A/S0924933825008612a.pdf/div-class-title-outcomes-with-esketamine-nasal-spray-in-patients-with-or-without-earlier-partial-or-full-response-post-hoc-analyses-of-escape-trd-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.861,PMC12437839,https://pmc.ncbi.nlm.nih.gov/articles/PMC12437839/,https://doi.org/10.1192/j.eurpsy.2025.861,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1192_j_eurpsy_2025_861.json,,P0_existing_kg_and_retained,6,,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00204-026-04365-4,"In-silico toxicity study of tryptamine, psilocin, psilocybin, N,N-dimethyltryptamine, 5’-methoxy-N,N-dimethyltryptamine and O-acetylpsilocin",True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1007/s00213-024-06526-8,"Pharmaco-toxicological effects of the novel tryptamine hallucinogen 5-MeO-MiPT on motor, sensorimotor, physiological, and cardiorespiratory parameters in mice—from a human poisoning case to the preclinical evidence",identity_mismatch,,,,,https://doi.org/10.1007/s00204-026-04365-4,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00204_026_04365_4.json,,P0_existing_kg_and_retained,5,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00213-021-05879-8,"Low doses of ketamine and guanosine abrogate corticosterone-induced anxiety-related behavior, but not disturbances in the hippocampal NLRP3 inflammasome pathway",True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1038/s41598-020-65300-w,Guanosine fast onset antidepressant-like effects in the olfactory bulbectomy mice model,identity_mismatch,,,,,https://doi.org/10.1007/s00213-021-05879-8,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00213_021_05879_8.json,,P0_existing_kg_and_retained,5,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00213-025-06888-7,"The effect of methamphetamine and 3,4-methylenedioxymethamphetamine on peripheral endocannabinoid concentrations: a study in healthy adults",True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1016/j.biopsych.2010.08.003,Is ecstasy an ‘empathogen’? Effects of MDMA on prosocial feelings and identification of emotional states in others,identity_mismatch,,,,,https://doi.org/10.1007/s00213-025-06888-7,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00213_025_06888_7.json,,P0_existing_kg_and_retained,5,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00213-025-06952-2,Divergent effects of ketamine and psilocybin on EEG power spectral density in a mismatch negativity paradigm,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1093/ijnp/pyad006,Spectral Changes of EEG Following a 6-Week Low-Dose Oral Ketamine Treatment in Adults With Major Depressive Disorder and Chronic Suicidality,identity_mismatch,,,,,https://doi.org/10.1007/s00213-025-06952-2,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00213_025_06952_2.json,,P0_existing_kg_and_retained,5,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1074/jbc.271.25.14672,Mapping the Binding Site Pocket of the Serotonin 5-Hydroxytryptamine2A Receptor,True,quarantined_no_active_artifact,Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence.,manual_identity_unverified,,Mapping the Binding Site Pocket of the Serotonin 5-Hydroxytryptamine 2A Receptor Ser 3.36(159) PROVIDES A SECOND INTERACTION SITE FOR THE PROTONATED AMINE OF SEROTONIN BUT NOT OF LYSERGIC ACID DIETHYLAMIDE OR BUFOTENIN*,identity_unverified,,,,,https://doi.org/10.1074/jbc.271.25.14672,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1074_jbc_271_25_14672.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.1074_jbc.271.25.14672__5979a89ac3.pdf,P0_existing_kg_and_retained,5,,"Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1093/ijnp/pyae059.125,BEHAVIORAL AND ELECTROPHYSIOLOGICAL EFFECTS OF LYSERGIC ACID DIETHYLAMIDE (LSD) IN A MOUSE MODEL OF ALCOHOL USE DISORDER (AUD).,True,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",manual_exact_item_from_proceedings,,BEHAVIORAL AND ELECTROPHYSIOLOGICAL EFFECTS OF LYSERGIC ACID DIETHYLAMIDE (LSD) IN A MOUSE MODEL OF ALCOHOL USE DISORDER (AUD),unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC11814950 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/49/57/pyae059.125.PMC11814950.pdf | https://pmc.ncbi.nlm.nih.gov/articles/PMC11814950/pdf/pyae059.125.pdf | https://doi.org/10.1093/ijnp/pyae059.125,PMC11814950,https://pmc.ncbi.nlm.nih.gov/articles/PMC11814950/,https://doi.org/10.1093/ijnp/pyae059.125,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1093_ijnp_pyae059_125.json,,P0_existing_kg_and_retained,5,,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1093/schbul/sby015.230,O7.1. MIDBRAIN DOPAMINE NEURON ACTIVITY CONTROLS THE EFFECTS OF REPEATED KETAMINE ON STRIATAL DOPAMINERGIC FUNCTION.,True,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",manual_exact_item_from_proceedings,,O7. Oral Session: Pharmacology O7.1. MIDBRAIN DOPAMINE NEURON ACTIVITY CONTROLS THE EFFECTS OF REPEATED KETAMINE ON STRIATAL DOPAMINERGIC FUNCTION,unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC5887837 | https://doi.org/10.1093/schbul/sby015.230,PMC5887837,https://pmc.ncbi.nlm.nih.gov/articles/PMC5887837/,https://doi.org/10.1093/schbul/sby015.230,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1093_schbul_sby015_230.json,,P0_existing_kg_and_retained,5,,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1093/sleep/32.11.1513,"Effects of Acute 3, 4-Methylenedioxymethamphetamine on Sleep and Daytime Sleepiness in MDMA Users: A Preliminary Study",True,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",manual_exact_item_from_proceedings,,EFFECtS OF ACUtE MDMA ON SLEEP AND SLEEPINESS,identity_unverified | unsegmented_proceedings_container | proceedings_container,,https://academic.oup.com/sleep/article-pdf/32/11/1513/13688374/sleep-32-11-1513.pdf | https://europepmc.org/api/getPdf?pmcid=PMC2768958,PMC2768958,https://pmc.ncbi.nlm.nih.gov/articles/PMC2768958/,https://doi.org/10.1093/sleep/32.11.1513,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1093_sleep_32_11_1513.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.1093_sleep_32.11.1513__51b3f37b58.pdf,P0_existing_kg_and_retained,5,,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1192/j.eurpsy.2023.19,Pre-treatment functional connectivity of the cingulate cortex predicts anti-suicidal effects of serial ketamine infusions.,True,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",manual_exact_item_from_proceedings,10.1192/j.eurpsy.2023.19,Pre-treatment functional connectivity of the cingulate cortex predicts anti-suicidal effects of serial ketamine infusions,unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC10134448 | https://pmc.ncbi.nlm.nih.gov/articles/PMC10134448/pdf/S0924933823000196a.pdf | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E218DAB81F413E9DDA4D7A81AE7D2E58/S0924933823000196a.pdf/div-class-title-pre-treatment-functional-connectivity-of-the-cingulate-cortex-predicts-anti-suicidal-effects-of-serial-ketamine-infusions-div.pdf | https://doi.org/10.1192/j.eurpsy.2023.19,PMC10134448,https://pmc.ncbi.nlm.nih.gov/articles/PMC10134448/,https://doi.org/10.1192/j.eurpsy.2023.19,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1192_j_eurpsy_2023_19.json,,P0_existing_kg_and_retained,5,,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.7302/25030,The Putative Role of the Medial Prefrontal Cortex in Emergence from General Anesthesia,True,quarantined_no_active_artifact,Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence.,manual_identity_unverified,,,identity_unverified,,,,,https://doi.org/10.7302/25030,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_7302_25030.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.7302_25030__343a8dc5ac.pdf,P0_existing_kg_and_retained,5,,"Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00213-020-05490-3,"Ketamine relieves depression-like behaviors induced by chronic postsurgical pain in rats through anti-inflammatory, anti-oxidant effects and regulating BDNF expression",True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.14814/phy2.12741,Ketamine decreases inflammatory and immune pathways after transient hypoxia in late gestation fetal cerebral cortex,identity_mismatch,,,,,https://doi.org/10.1007/s00213-020-05490-3,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00213_020_05490_3.json,,P0_existing_kg_and_retained,4,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00213-025-06946-0,Ayahuasca prevents the reinstatement of cocaine-induced rewarding effects in C57Bl/6 mice,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.3389/fpsyt.2018.00136,Assessment of Alcohol and Tobacco Use Disorders Among Religious Users of Ayahuasca,identity_mismatch,,,,,https://doi.org/10.1007/s00213-025-06946-0,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00213_025_06946_0.json,,P0_existing_kg_and_retained,4,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00213-025-06974-w,Ketamine attenuates anxiety-like behavior and oxidative imbalance in the maternal immune activation model: emphasis on the cerebellum,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1093/ijnp/pyz041,(R)-Ketamine Induces a Greater Increase in Prefrontal 5-HT Release Than (S)-Ketamine and Ketamine Metabolites via an AMPA Receptor-Independent Mechanism,identity_mismatch,,,,,https://doi.org/10.1007/s00213-025-06974-w,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00213_025_06974_w.json,,P0_existing_kg_and_retained,4,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00406-023-01629-3,(R)-ketamine attenuates neurodevelopmental disease-related phenotypes in a mouse model of maternal immune activation,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.1093/ijnp/pyz041,(R)-Ketamine Induces a Greater Increase in Prefrontal 5-HT Release Than (S)-Ketamine and Ketamine Metabolites via an AMPA Receptor-Independent Mechanism,identity_mismatch,,,,,https://doi.org/10.1007/s00406-023-01629-3,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00406_023_01629_3.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.1007_s00406-023-01629-3__940f356c46.pdf,P0_existing_kg_and_retained,4,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s00414-022-02850-w,Hidden administration of 5-APB in a dancing club of New Caledonia documented by urine analysis: about 3 cases,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.3390/ph14050432,The Interest of a Systematic Toxicological Analysis Combined with Forensic Advice to Improve the Judicial Investigation and Final Judgment in Drug Facilitated Sexual Assault Cases,identity_mismatch,,,,,https://doi.org/10.1007/s00414-022-02850-w,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00414_022_02850_w.json,,P0_existing_kg_and_retained,4,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1007/s11064-023-04055-y,Modulation of DOM-Induced Head-Twitch Response by mGluR2 Agonist/Inverse Agonist is Associated with 5-HT2AR-Mediated Gs Signaling Pathway,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.3390/ijms20061270,Role of Serotonergic System in the Antidepressant Actions of mGlu2/3 Receptor Antagonists: Similarity to Ketamine,identity_mismatch,,,,,https://doi.org/10.1007/s11064-023-04055-y,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s11064_023_04055_y.json,,P0_existing_kg_and_retained,4,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1016/s0924-9338(15)30573-3,Temporal Dynamics of Antidepressant Ketamine Effects On Glutamine Cycling Follow Regional Fingerprints of Ampa and Nmda Receptor Densities,True,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",manual_exact_item_from_proceedings,10.1038/npp.2016.184,Temporal Dynamics of Antidepressant Ketamine Effects on Glutamine Cycling Follow Regional Fingerprints of AMPA and NMDA Receptor Densities,target_text_with_conflicting_doi | unsegmented_proceedings_container | proceedings_container,,https://www.semanticscholar.org/paper/a08be7e9ae5d5ccebafbca4784f19d5263c24eb6,,,https://doi.org/10.1016/s0924-9338(15)30573-3,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1016_s0924_9338_15_30573_3.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.1016_s0924-9338_15_30573-3__c30e1994fb.pdf,P0_existing_kg_and_retained,4,,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
10.1038/s41593-023-01436-y,GluN2A mediates ketamine-induced rapid antidepressant-like responses,True,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,manual_identity_mismatch,10.2147/ppa.s29716,"Treatment-resistant depression: therapeutic trends, challenges, and future directions",identity_mismatch,,,,,https://doi.org/10.1038/s41593-023-01436-y,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1038_s41593_023_01436_y.json,,P0_existing_kg_and_retained,4,,"Acquire a replacement because the quarantined artifact belongs to a different document. Require an exact requested DOI in document metadata/front matter and a normalized front-title match or title similarity >=0.90. Reject supplements, appendices, checklists, manuals, neighboring items, and whole containers unless the exact item is sliced. After import/conversion, accept only when the source-identity audit returns identity_verified=true; a curated registry relationship may substitute for exact DOI only when its recorded DOI and front-title gate both pass."
