# discovered queue (mechanistic) generated at 2026-05-17T06:13:07.171744+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1038/s41467-025-64371-5,Psilocybin,5-HT2A,Psilocybin during the postpartum period induces long-lasting adverse effects in both mothers and offspring.,2025,Hatzipantelis CJ; Liu M; Love A; Leventhal SJ; Maera H; Viswanathan S; Avetisyan E; Belinsky L; Rangel MM; Jain NJ
10.1016/j.pnpbp.2025.111278,LSD,5-HT2A,Psychedelics in neuroinflammation: Mechanisms and therapeutic potential.,2025,de Deus JL; Maia JM; Soriano RN; Amorim MR; Branco LGS
10.1093/ijnp/pyaf035,Psilocybin,5-HT2A,Role of endogenous serotonin in psychedelic-like effects of psilocybin in mice.,2025,Erkizia-Santamaría I; Martínez-Álvarez N; Salinas-Novoa L; Meana JJ; Ortega JE
10.1016/bs.irn.2025.04.009,Psilocybin,5-HT2A,Serotonergic psychedelics for depression: A comprehensive overview.,2025,Wingert AM; Agnorelli C; Peill J; Reed S; Nutt DJ; Erritzoe D
10.1007/s00213-023-06482-9,Mescaline,5-HT2A,Serotonin 2C receptors are also important in head-twitch responses in male mice.,2025,Custodio RJP; Ortiz DM; Lee HJ; Sayson LV; Kim M; Lee YS; Kim KM; Cheong JH; Kim HJ
10.1021/acschemneuro.5c00647,LSD,5-HT2C,Serotonin 5-HT(2C) Receptor Signaling Analysis Reveals Psychedelic Biased Agonism.,2025,Bonniwell EM; Alabdali R; Hennessey JJ; McKee JL; Cavalco NG; Lammers JC; Moore EJ; Franchini L; Orlandi C; McCorvy JD
10.3389/fneur.2025.1594335,Psilocin,5-HT2A,Serotonin 5-HT2A receptor expression is chronically decreased in the anterior cerebral cortex of male rats following repetitive low-level blast exposure.,2025,De Gasperi R; Perez Garcia G; Gama Sosa MA; Perez GM; Abutarboush R; Kawoos U; Hof PR; Zhu CW; Ahlers ST; Elder GA
10.1001/jama.2025.13481,LSD,5-HT2A,Single Treatment With MM120 (Lysergide) in Generalized Anxiety Disorder: A Randomized Clinical Trial.,2025,Robison R; Barrow R; Conant C; Foster E; Freedman JM; Jacobsen PL; Jemison J; Karas SM; Karlin DR; Solomon TM
10.1177/02698811251319457,Psilocin,5-HT2A,"Single-dose psilocybin therapy for alcohol use disorder: Pharmacokinetics, feasibility, safety and efficacy in an open-label study.",2025,Jensen ME; Stenbæk DS; Messell CD; Poulsen ED; Varga TV; Fisher PM; Nielsen MKK; Johansen SS; Volkow ND; Knudsen GM
10.1021/acsmedchemlett.5c00595,Psilocybin,5-HT2B,Stabilizing Psilocybin Pharmacology and Tuning Safety with Atypical Antipsychotic Cotherapy.,2025,Renner AC; Kargbo RB
10.1016/j.ejmech.2024.117049,Psilocin,5-HT2A,Structural insights into tryptamine psychedelics: The role of hydroxyl indole ring site in 5-HT(2A) receptor activation and psychedelic-like activity.,2025,Zhang M; Yang Y; Yang Z; Wen X; Zhang C; Xiao P; Wang Y; Sun J; Wang H; Wang X
10.1021/acs.jmedchem.5c02045,Psilocybin,5-HT2A,Structure-Guided Design of Novel 5-HT(2A) Partial Agonists as Psychedelic Analogues with Antidepressant Effects.,2025,Li R; Yan H; Chen Y; Liu Y; Tang L; Yu J; Liu J; Wang H; Wang S; Cheng J
10.1038/s41398-025-03428-x,Psilocybin,NMDA receptor,Synergistic behavioral and neuroplastic effects of psilocybin-NMDAR modulator administration.,2025,Ben-Tal T; Pogodin I; Botvinnik A; Lifschytz T; Heresco-Levy U; Lerer B
10.1021/acsptsci.5c00208,LSD,5-HT2A,"The Selective Serotonin 5‑HT(2A) Receptor Agonist (S)‑3-(2,5-Dimethoxy-4-(trifluoromethyl)phenyl)piperidine (LPH-5) Induces Persistent and Robust Antidepressant-Like Effects in Rodents.",2025,Jensen AA; Cecchi CR; Hibicke M; Bach AH; Kaadt E; Märcher-Rørsted E; Nichols CD; Elfving B; Kristensen JL
10.1007/s00213-025-06777-z,DMT,5-HT2A,"The evolution of N, N-Dimethyltryptamine: from metabolic pathways to brain connectivity.",2025,Gupta S; Bhatnagar RK; Gupta D; K MK; Chopra A
10.1038/s41398-025-03410-7,Psilocybin,5-HT2C,The molecular mechanisms through which psilocybin prevents suicide: evidence from network pharmacology and molecular docking analyses.,2025,Zhang Y; Yang L; Zhang Q; Li C; Mao F; Zhuo C
10.1016/bs.irn.2025.04.010,DMT,Sigma-1 receptor (SIGMAR1),The protective effect of DMT against neurodegeneration.,2025,Frecska E; Kovács A; Szabo A
10.1038/s41380-025-03100-2,Psilocybin,NMDA receptor,The therapeutic potential of psilocybin beyond psychedelia through shared mechanisms with ketamine.,2025,Park D; Lee G; Lee WG; Kim B; Lee Y; Kim JW
10.1017/neu.2025.10039,Psilocybin,5-HT2C,Therapeutic Use of Psilocybin in Depression: a Systematic Review of Clinical Evidence.,2025,Andrade FRT; Buchborn T; Thalheimer G; Meinhardt MW; Joca S; de Almeida RMM
10.1093/schbul/sbaf068,Mescaline,5-HT2A,Visual Hallucinations in Serotonergic Psychedelics and Lewy Body Diseases.,2025,Heller NH; Barrett FS; Buchborn T; Collerton D; Dupuis D; Halberstadt AL; Jardri R; Noorani T; Preller KH; Taylor JP
10.1007/s10695-025-01556-1,LSD,NET (SLC6A2),Yellowtail kingfish Seriola aureovittata farmed in offshore net cage response to high density by regulating protein and glucose metabolism.,2025,Jiang Y; Xu Y; Yu C; Cui A; Wang K; Wang B; Xue Z
10.13345/j.cjb.250249,LSD,5-HT2A,[Establishment and application of a high-throughput screening method for drugs targeting the 5-hydroxytryptamine 2A receptor based on cellular calcium flux signals].,2025,Zhang B; Shi J; Zhang Y; Chen Y; Li L; Wang M; Zhang R
10.1021/acschemneuro.4c00245,Psilocybin,kappa opioid receptor (OPRK1),Acute Effects of Hallucinogens on Functional Connectivity: Psilocybin and Salvinorin-A.,2024,Bagdasarian FA; Hansen HD; Chen J; Yoo CH; Placzek MS; Hooker JM; Wey HY
10.1111/bph.16315,DMT,5-HT2A,Ayahuasca-enhanced extinction of fear behaviour: Role of infralimbic cortex 5-HT(2A) and 5-HT(1A) receptors.,2024,Werle I; Nascimento LMM; Dos Santos ALA; Soares LA; Dos Santos RG; Hallak JEC; Bertoglio LJ
10.1017/S109285292400213X,DMT,5-HT1A,"Ayahuasca: pharmacology, safety, and therapeutic effects.",2024,Dos Santos RG; Hallak JEC
10.1016/j.plefa.2024.102632,LSD,TrkB (NTRK2),Beneficial effects of dietary omega 3 polyunsaturated fatty acids on offspring brain development in gestational diabetes mellitus.,2024,Kemse N; Chhetri S; Joshi S
10.1503/jpn.240037,LSD,NMDA receptor,CCNP Innovations in Neuropsychopharmacology Award: The psychopharmacology of psychedelics: where the brain meets spirituality.,2024,Gobbi G
10.1021/acsptsci.3c00192,LSD,5-HT1A,Comparative Pharmacological Effects of Lisuride and Lysergic Acid Diethylamide Revisited.,2024,Glatfelter GC; Pottie E; Partilla JS; Stove CP; Baumann MH
10.1021/acs.jmedchem.4c00082,DMT,5-HT2A,"Discovery and Structure-Activity Relationships of 2,5-Dimethoxyphenylpiperidines as Selective Serotonin 5-HT(2A) Receptor Agonists.",2024,M Ro Rsted E; Jensen AA; Smits G; Frydenvang K; Kristensen JL
10.3389/fphar.2024.1391412,Psilocybin,5-HT2C,"Effects of psilocybin, psychedelic mushroom extract and 5-hydroxytryptophan on brain immediate early gene expression: Interaction with serotonergic receptor modulators.",2024,Lerer E; Botvinnik A; Shahar O; Grad M; Blakolmer K; Shomron N; Lotan A; Lerer B; Lifschytz T
10.1007/978-981-97-4402-2_3,Psilocybin,NMDA receptor,"Efficacy, Safety, and Tolerability of Psychedelics in Treatment-Resistant Depression (TRD).",2024,Olivier B; Olivier JDA
10.1007/s00210-023-02778-x,LSD,5-HT2A,Ethopharmacological evaluation of antidepressant-like effect of serotonergic psychedelics in C57BL/6J male mice.,2024,Takaba R; Ibi D; Yoshida K; Hosomi E; Kawase R; Kitagawa H; Goto H; Achiwa M; Mizutani K; Maeda K
10.3390/molecules29050964,LSD,NMDA receptor,Exploring Novel Antidepressants Targeting G Protein-Coupled Receptors and Key Membrane Receptors Based on Molecular Structures.,2024,Yao H; Wang X; Chi J; Chen H; Liu Y; Yang J; Yu J; Ruan Y; Xiang X; Pi J
10.1016/j.pbb.2024.173903,Mescaline,5-HT2A,Mescaline-induced behavioral alterations are mediated by 5-HT2A and 5-HT2C receptors in rats.,2024,Olejníková-Ladislavová L; Fujáková-Lipski M; Šíchová K; Danda H; Syrová K; Horáček J; Páleníček T
10.1177/02698811231225609,LSD,5-HT2B,Microdosing psychedelics and the risk of cardiac fibrosis and valvulopathy: Comparison to known cardiotoxins.,2024,Rouaud A; Calder AE; Hasler G
10.1186/s13195-024-01462-3,DMT,Sigma-1 receptor (SIGMAR1),"N, N-Dimethyltryptamine, a natural hallucinogen, ameliorates Alzheimer's disease by restoring neuronal Sigma-1 receptor-mediated endoplasmic reticulum-mitochondria crosstalk.",2024,Cheng D; Lei ZG; Chu K; Lam OJH; Chiang CY; Zhang ZJ
10.1111/bph.16466,Psilocybin,5-HT2A,Pharmacological and behavioural effects of tryptamines present in psilocybin-containing mushrooms.,2024,Rakoczy RJ; Runge GN; Sen AK; Sandoval O; Wells HG; Nguyen Q; Roberts BR; Sciortino JH; Gibbons WJ Jr; Friedberg LM
10.1038/s41398-024-03189-z,Psilocybin,5-HT2A,Prefrontal electrophysiological biomarkers and mechanism-based drug effects in a rat model of alcohol addiction.,2024,Habelt B; Afanasenkau D; Schwarz C; Domanegg K; Kuchar M; Werner C; Minev IR; Spanagel R; Meinhardt MW; Bernhardt N
10.1038/s41386-023-01744-8,Psilocybin,5-HT2B,Psilocybin analog 4-OH-DiPT enhances fear extinction and GABAergic inhibition of principal neurons in the basolateral amygdala.,2024,Kelly TJ; Bonniwell EM; Mu L; Liu X; Hu Y; Friedman V; Yu H; Su W; McCorvy JD; Liu QS
10.1007/7854_2023_451,LSD,5-HT2A,Psilocybin and Other Classic Psychedelics in Depression.,2024,Nutt DJ; Peill JM; Weiss B; Godfrey K; Carhart-Harris RL; Erritzoe D
10.1007/s00406-023-01699-3,Psilocybin,NMDA receptor,Psilocybin does not induce the vulnerability marker HSP70 in neurons susceptible to Olney's lesions.,2024,Iorgu AM; Vasilescu AN; Pfeiffer N; Spanagel R; Mallien AS; Inta D; Gass P
10.3389/fnins.2024.1420601,Psilocin,5-HT2A,Psilocybin for the treatment of Alzheimer's disease.,2024,Zheng S; Ma R; Yang Y; Li G
10.1016/j.isci.2024.109686,Psilocybin,5-HT2A,Psilocybin induces acute anxiety and changes in amygdalar phosphopeptides independently from the 5-HT2A receptor.,2024,Harari R; Chatterjee I; Getselter D; Elliott E
10.1093/brain/awae136,Psilocybin,5-HT2A,Psilocybin reduces alcohol self-administration via selective left nucleus accumbens activation in rats.,2024,Jeanblanc J; Bordy R; Fouquet G; Jeanblanc V; Naassila M
10.1038/s41380-024-02575-9,Psilocybin,5-HT1A,Psilocybin restrains activity-based anorexia in female rats by enhancing cognitive flexibility: contributions from 5-HT1A and 5-HT2A receptor mechanisms.,2024,Conn K; Milton LK; Huang K; Munguba H; Ruuska J; Lemus MB; Greaves E; Homman-Ludiye J; Oldfield BJ; Foldi CJ
10.1080/02791072.2023.2223195,Psilocybin,NMDA receptor,Psilocybin's Potential Mechanisms in the Treatment of Depression: A Systematic Review.,2024,Lee HJ; Tsang VW; Chai BS; Lin MC; Howard A; Uy C; Elefante JO
10.1097/MJT.0000000000001727,LSD,SERT (SLC6A4),Psychedelic Therapy: A Primer for Primary Care Clinicians-Historical Perspective and Overview.,2024,Tabaac BJ; Shinozuka K; Arenas A; Beutler BD; Cherian K; Evans VD; Fasano C; Muir OS
10.1021/acschemneuro.3c00610,Psilocybin,5-HT2A,Psychedelic-like Activity of Norpsilocin Analogues.,2024,Sherwood AM; Burkhartzmeyer EK; Williamson SE; Baumann MH; Glatfelter GC
10.1016/j.ajp.2024.104193,LSD,NMDA receptor,Psychoactive substances for the treatment of neuropsychiatric disorders.,2024,Zhen Z; Sun X; Yuan S; Zhang J
10.1021/acschemneuro.4c00058,Psilocin,5-HT2A,"RE104: Synthesis and Activity of a Novel Serotonergic Psychedelic Prodrug of 4-Hydroxy-N,N-diisopropyltryptamine.",2024,Bryson N; Alexander R; Asnis-Alibozek A; Ehlers MD
10.1016/j.bpsc.2024.01.007,Mescaline,5-HT2A,"Serotonergic Psychedelics: A Comparative Review of Efficacy, Safety, Pharmacokinetics, and Binding Profile.",2024,Holze F; Singh N; Liechti ME; D'Souza DC
10.1021/acschemneuro.4c00513,DMT,5-HT2A,"Serotonin 1A Receptors Modulate Serotonin 2A Receptor-Mediated Behavioral Effects of 5-Methoxy-N,N-dimethyltryptamine Analogs in Mice.",2024,Glatfelter GC; Clark AA; Cavalco NG; Landavazo A; Partilla JS; Naeem M; Golen JA; Chadeayne AR; Manke DR; Blough BE
10.1021/acs.chemrev.3c00375,Psilocybin,5-HT2A,Serotonin 2A Receptor (5-HT(2A)R) Agonists: Psychedelics and Non-Hallucinogenic Analogues as Emerging Antidepressants.,2024,Duan W; Cao D; Wang S; Cheng J
10.1016/j.neuron.2024.07.003,LSD,D1 receptor (DRD1),Structural basis of psychedelic LSD recognition at dopamine D(1) receptor.,2024,Fan L; Zhuang Y; Wu H; Li H; Xu Y; Wang Y; He L; Wang S; Chen Z; Cheng J
10.1038/s41380-024-02506-8,DMT,5-HT2A,Structure-activity relationships of serotonergic 5-MeO-DMT derivatives: insights into psychoactive and thermoregulatory properties.,2024,Puigseslloses P; Nadal-Gratacós N; Ketsela G; Weiss N; Berzosa X; Estrada-Tejedor R; Islam MN; Holy M; Niello M; Pubill D
10.1038/s41380-023-02312-8,Psilocybin,NMDA receptor,Synergistic psychedelic - NMDAR modulator treatment for neuropsychiatric disorders.,2024,Heresco-Levy U; Lerer B
10.64719/pb.4493,Psilocybin,Sigma-1 receptor (SIGMAR1),The Black Book of Psychotropic Dosing and Monitoring.,2024,DeBattista C; Schatzberg AF
10.1146/annurev-physiol-042022-020923,LSD,5-HT2A,The Effects of Psychedelics on Neuronal Physiology.,2024,Hatzipantelis CJ; Olson DE
10.1111/adb.13386,LSD,NMDA receptor,"The potential of 5-methoxy-N,N-dimethyltryptamine in the treatment of alcohol use disorder: A first look at therapeutic mechanisms of action.",2024,Tap SC
10.1016/j.celrep.2024.114505,LSD,TAAR1,The versatile binding landscape of the TAAR1 pocket for LSD and other antipsychotic drug molecules.,2024,Jiang K; Zheng Y; Zeng L; Wang L; Li F; Pu J; Lu Y; Zhao S; Xu F
10.3389/fpsyt.2024.1485337,DMT,Sigma-1 receptor (SIGMAR1),"Why N,N-dimethyltryptamine matters: unique features and therapeutic potential beyond classical psychedelics.",2024,Chaves C; Dos Santos RG; Dursun SM; Tusconi M; Carta MG; Brietzke E; Hallak JEC
pii: 23195,Psilocybin,5-HT2A,[Psychedelic psychiatry].,2024,López E; Yngwe H; Beckman M; Tiger M; Hieronymus F; Lundberg J
10.1021/acschemneuro.2c00718,DMT,5-HT2A,5-HT2ARs Mediate Therapeutic Behavioral Effects of Psychedelic Tryptamines.,2023,Cameron LP; Patel SD; Vargas MV; Barragan EV; Saeger HN; Warren HT; Chow WL; Gray JA; Olson DE
10.1089/psymed.2022.0012,Psilocybin,mGluR2 (GRM2),A Single Administration of Psilocybin Persistently Rescues Cognitive Deficits Caused by Adolescent Chronic Restraint Stress Without Long-Term Changes in Synaptic Protein Gene Expression in a Rat Experimental System with Translational Relevance to Depression.,2023,Hibicke M; Kramer HM; Nichols CD
10.1016/j.celrep.2023.112203,LSD,5-HT2A,A non-hallucinogenic LSD analog with therapeutic potential for mood disorders.,2023,Lewis V; Bonniwell EM; Lanham JK; Ghaffari A; Sheshbaradaran H; Cao AB; Calkins MM; Bautista-Carro MA; Arsenault E; Telfer A
