# new DOI queue (disorder) generated at 2026-05-15T06:39:48.827578+00:00
# doi,compound,disorder,optional_study_title,optional_study_year,optional_authors
10.1192/bjo.2024.13,,,Medicinal cannabis for treating post-traumatic stress disorder and comorbid depression: real-world evidence,2024,Michael T. Lynskey; Alkyoni Athanasiou‐Fragkouli; Hannah Thurgur; Anne Katrin Schlag; David Nutt
10.3389/fphar.2024.1407104,,,"Medicinal plants used by traditional medicine practitioners in treatment of alcohol-related disorders in Bushenyi District, southwestern Uganda",2024,Samuel Maling; Jerome Kabakyenga; Charles Muchunguzi; Eunice Apio Olet; Mary Namaganda; Ivan Kahwa; Paul E. Alele
10.1016/j.jep.2024.118915,,,Mexican calea (Calea zacatechichi Schltdl.) interferes with cholinergic and dopaminergic pathways and causes neuroglial toxicity,2024,María Rita Concepción García; Federico Ferreres; Tiago Mineiro; Romeu A. Videira; Ángel Gil‐Izquierdo; Paula B. Andrade; Vítor Seabra; Diana Dias da Silva; Nelson G. M. Gomes
10.1073/pnas.2406005121,,,Microglia-mediated neuroimmune suppression in PTSD is associated with anhedonia,2024,Robin Bonomi; Ansel T. Hillmer; Eric A. Woodcock; Shivani Bhatt; Aleksandra Rusowicz; Gustavo A. Angarita; Richard E. Carson; Margaret T. Davis; Irina Esterlis; Nabeel Nabulsi
10.4088/pcc.23r03581,,,Modern Psychedelic Microdosing Research on Mental Health,2024,David F. Lo; Hasan Zia; Pranetha Rajkumar; Adarsh Thakur; Heather O’Donnell
10.1093/jb/mvae021,,,Morphinan Evolution: The Impact of Advances in Biochemistry and Molecular Biology,2024,Keita Kajino; Akihisa Tokuda; Tsuyoshi Saitoh
10.1002/mhw.34150,,,Much anticipated FDA decision about psychedelics for PTSD ends with denial,2024,Valerie A. Canady
10.1186/s13020-024-00944-8,,,Natural L-type calcium channels antagonists from Chinese medicine,2024,Fangfang Xu; Wanna Cai; Бо Лю; Zhenwen Qiu; Xiaoqi Zhang
10.1007/s40501-024-00319-8,,,Neurobiology of the Antidepressant Effects of Serotonergic Psychedelics: A Narrative Review,2024,Noah Chisamore; Erica Kaczmarek; Gia Han Le; Sabrina Wong; Diana Orsini; Rodrigo B. Mansur; Roger S. McIntyre; Joshua D. Rosenblat
10.1515/nipt-2024-0004,,,Neuroprotective mushrooms,2024,Mai Mohamed Abdelmoaty; Rana Kadry; R. Lee Mosley; Howard E. Gendelman
10.1176/appi.ajp-rj.2024.200108,,,New Territory: Ethical Challenges Associated With MDMA-Assisted Psychotherapy for PTSD,2024,Gila Hartstein; Sahit N. Menon
10.1176/appi.ajp.20230950,,,Novel Pharmacologic and Other Somatic Treatment Approaches for Posttraumatic Stress Disorder in Adults: State of the Evidence,2024,Lauren M. Sippel; Jessica L. Hamblen; Benjamin Kelmendi; Jonathan E. Alpert; Linda L. Carpenter; Adrienne Grzenda; Nina V. Kraguljac; William M. McDonald; Carolyn I. Rodríguez; Alik S. Widge
10.1016/j.neuint.2024.105785,,,Novel psychoplastogen DM506 reduces cue-induced heroin-seeking and inhibits tonic GABA currents in the Prelimbic Cortex,2024,Kassandra Looschen; Shailesh Khatri; Malabika Maulik; Colin Salisbury; Alaina F. Carman; Katilyn Corriveau; Colton Smith; Dina Manetti; María Novella Romanelli; Hugo R. Arias
10.1089/psymed.2023.0073,,,Nurses' Perceptions of Psychedelics to Address Mental Health Problems in the United States,2024,Carolyn M. Porta; Madison E. Weirick; Anna Graefe; Scott B. Harpin; Caroline Dorsen
10.1001/jamanetworkopen.2024.45278,,,Oxytocin and the Role of Fluid Restriction in MDMA-Induced Hyponatremia,2024,Cihan Atila; Isabelle Straumann; Patrick Vizeli; Julia Beck; Sophie Monnerat; Friederike Holze; Matthias E. Liechti; Mirjam Christ‐Crain
10.1007/s12144-024-07017-x,,,Pattern of psychedelic substance use: a comparison between populations in Spain and South America using the Psychedelic Use Scale (PUS),2024,Jaime Rojas‐Hernández; Lucas F. Borkel; Domingo Jesús Quintana Hernández; Ángelo Santana del Pino; Luis Alberto Henríquez‐Hernández
10.1007/7854_2024_510,,,Pharmacological Properties of Psychedelics with a Special Focus on Potential Harms,2024,Friederike Holze; Matthias E. Liechti; Felix Müller
10.2174/0126660822258502231120074036,,,Pharmacotherapy of Psychological Disorders Using Psychedelic Drugs: A Treatise for Psychiatrists,2024,Payal Ghosh; Debjeet Sur
10.5603/psych.99558,,,Potencjał terapeutyczny wybranych substancji psychoaktywnych — przegląd najnowszych badań,2024,Anna Stankiewicz; Jan Szewczyk; Julia Truszkowska; Stefan Modzelewski; Napoleon Waszkiewicz
10.5530/pj.2024.16.8,,,Predictive Simulation and Functional Insights of Serotonin Transporter: Ligand Interactions Explored through Database Analysis,2024,Irzan Nurman; Ninik Mudjihartini; Nurhadi Ibrahim; Linda Erlina; Fadilah Fadilah; Muchtaruddin Mansyur
10.1038/s41392-024-02002-z,,,Progress and prospects of mRNA-based drugs in pre-clinical and clinical applications,2024,Yingying Shi; Meixing Shi; Yì Wáng; Jian You
10.1101/2024.12.16.628764,,,"Psilocybin causes sex, time, and dose dependent alterations in brain signaling pathways",2024,J. Hudson Barnett; Kennedi T. Todd; Joseph Benetatos; Benjamin E. Rabichow; Katelin A. Gibson; Kimberly C. Olney; John Denis Fryer
10.1101/2024.05.16.594614,,,Psilocybin increases optimistic engagement over time: computational modelling of behavior in rats,2024,Elizabeth L. Fisher; Ryan Smith; Andrew W. Corcoran; Laura K Milton; Kyna Conn; Jakob Hohwy; Claire J. Foldi
10.56025/ijaresm.2024.1204243732,,,Psychedelics and Global Wellness Industries and Change in Associated Strategies in International Business,2024,Kavita Sharma; Tarun Kumar Makhija
10.1016/j.neubiorev.2024.105899,,,Psychedelics: A review of their effects on recalled aversive memories and fear/anxiety expression in rodents,2024,Isabel Werle; Leandro J. Bertoglio
10.31234/osf.io/3j2kc,,,Psychosomadelics: The case for renaming psychedelics,2024,Felix Scholkmann; Peter Sjöstedt-Hughes
10.1016/j.jpsychires.2024.06.020,,,Rapid and long-lasting effects of subcutaneous esketamine on suicidality: An open-label study in patients with treatment-resistant depression,2024,Eduardo Igor Torquato Cardoso Lopes; Patrícia Cavalcanti-Ribeiro; Fernanda Palhano-Fontes; Kaike Thiê da Costa Gonçalves; Emerson Arcoverde Nunes; Nicole Bezerra de Medeiros Lima; Nestor Caetano dos Santos; Aldielyson Jorge Cavalcante de Brito; Dráulio Barros de Araújo; Nicole Leite Galvão‐Coelho
10.1016/j.tox.2024.153761,,,Recreational MDMA doses do not elicit hepatotoxicity in HepG2 spheroids under normo- and hyperthermia,2024,Alessandra Mara de Oliveira; Raul Ghiraldelli Miranda; Daniel Junqueira Dorta
10.1111/jpm.13141,,,Registered Nurses' Knowledge and Attitudes Towards Psychedelics in Healthcare: Statewide Survey Results,2024,Anna Graefe; Madison E. Weirick; Scott B. Harpin; Caroline Dorsen; Carolyn M. Porta
10.1038/s41598-024-54676-8,,,Repeated microdoses of LSD do not alter anxiety or boldness in zebrafish,2024,Ethan V. Hagen; Melike Schalomon; Yanbo Zhang; Trevor J. Hamilton
10.1111/jrh.12906,,,Rural‐urban divide in risk perception of LSD: Implications for psychedelic‐assisted therapy,2024,Melissa A. Bradley; Daniel Grossman; Otto Simonsson; Heith Copes; Peter S. Hendricks
10.1016/j.psychres.2024.116334,,,Safety outcomes of ketamine for treatment-resistant depression in clinical settings and development of the ketamine side effect tool-revised (KSET-R),2024,Adam Bayes; Thanh Vinh Cao; Ana Rita Barreiros; Clara Massaneda‐Tuneu; Vanessa Dong; Nicollette Thornton; Nick Glozier; Laura Beesley; Dalia Moreno; Verònica Gálvez-Ortiz
10.3390/md22090390,,,Single Amino Acid Substitution in Loop1 Switches the Selectivity of α-Conotoxin RegIIA towards the α7 Nicotinic Acetylcholine Receptor,2024,Jinpeng Yu; Junjie Xie; Yuting Ma; Pengcheng Wei; Panpan Zhang; Zepei Tang; Xiaopeng Zhu; Dongting Zhangsun; Sulan Luo
10.1016/j.jad.2024.09.133,,,Single-dose psilocybin for U.S. military Veterans with severe treatment-resistant depression – A first-in-kind open-label pilot study,2024,Sara Ellis; Catherine Bostian; Wendy Feng; E. Grace Fischer; Garrett Schwartz; Katherine Eisen; Melanie Lean; Elizabeth Conlan; Michael J. Ostacher; Scott T. Aaronson
10.47604/ijp.3113,,,Six Month Follow up of the one of the First Patients to Complete MDMA-Assisted Therapy for PTSD Outside of Clinical Trials in Australia: Implications for Translating Clinical Research to Clinical Practice,2024,Monica Schweickle; Ted Cassidy
10.1080/20008066.2023.2299124,,,So how special is special K? A systematic review and meta-analysis of ketamine for PTSD RCTs,2024,Nicholas C. Borgogna; Tyler Owen; Jacob Vaughn; David A. Johnson; Stephen L. Aita; Benjamin D. Hill
10.36921/kos.2024_2998,,,"Stare substancje, nowe terapieczyli MDMA w terapii zaburzeń psychicznych",2024,Agnieszka Bysiek
10.1038/s41586-024-07804-3,,,Structure of the human dopamine transporter in complex with cocaine,2024,Jeppe C. Nielsen; Kristine Salomon; Iris E. Kalenderoglou; Sarah Bargmeyer; Tillmann Pape; Azadeh Shahsavar; Claus J. Løland
10.47191/etj/v9i12.09,,,Structures with Indole Rings Present in Natural Products,2024,Ana-Maria Neculai; Iuliana Cristea; Timur Chiș
10.1016/j.jfludis.2024.106062,,,Stutterers’ experiences on classic psychedelics: A preliminary self-report study,2024,Eric S. Jackson; Noam Goldway; Hope Gerlach; Noah D. Gold
10.1556/2054.2024.00322,,,Subjective ibogaine experiences across intersecting social-ecological dimensions,2024,Evan E. Ozmat; Alicia K. McDonough; Guy M. Ladouceur; Darin S. Roy; Dana M. Bozek; Jun-Sung Oh; Jessica L. Martin
10.1038/s41598-024-51355-6,,,Subjective long-term emotional and social effects of recreational MDMA use: the role of setting and intentions,2024,Timon Elmer; Tanya K. Vannoy; Erich Studerus; Sonja Lyubomirsky
10.34172/ahj.1515,,,Substance Abuse and Sexual Functioning: An Overview of Mechanisms,2024,Masoud Soltaninejad; Yasaman Naderi; Leili Rouhi; Mohammad Banazadeh
10.1002/1873-3468.15042,,,Substrate recognition by the 4‐hydroxytryptamine kinase <scp>PsiK in</scp> psilocybin biosynthesis,2024,Kai Rogge; Tobias Wagner; Dirk Hoffmeister; Bernhard Rupp; Sebastiaan Werten
10.36348/merjbs.2024.v04i05.001,,,"The Action on Psilocybin in Neural Plasticity, Brain Reorganization and Cognitive Enhancement",2024,Carlos Henrique Marchiori; Marco Vinícios de Oliveira Santana; Klebert de Paula Malheiros
10.1002/fhu2.70004,,,The Birth of the Psychedelic Industry: Capitalising on the Psychedelic Renaissance,2024,Minsu Yoo; Sofia Sakopoulos
10.31219/osf.io/gey78,,,The Conceptual Framework for the Therapeutic Approach used in Phase 3 Trials of MDMA-AT for PTSD,2024,Kelley C. O’Donnell; Michael Alpert; Lauren Okano; Christopher R. Nicholas; Chantelle Thomas; Bruce Poulter; Ann T. Mithoefer; Michael C. Mithoefer; Marcela Ot’alora G.
10.1001/jamapsychiatry.2024.2887,,,The Psychotherapy in MDMA-Assisted Psychotherapy,2024,Ioana Alina Cristea; Pim Cuijpers; Joar Øveraas Halvorsen
10.1101/2024.12.09.627609,,,The Role of the Dorsolateral Prefrontal Cortex in Ego Dissolution and Emotional Arousal During the Psychedelic State,2024,Clayton R. Coleman; Kenneth Shinozuka; Robert Tromm; Ottavia Dipasquale; Mendel Kaelen; Leor Roseman; Suresh Muthukumaraswamy; David Nutt; Lionel Barnett; Robin Carhart‐Harris
10.1080/10253890.2024.2327333,,,The Stress Phenotyping Framework: A multidisciplinary biobehavioral approach for assessing and therapeutically targeting maladaptive stress physiology,2024,Rachel Gilgoff; Summer Mengelkoch; Jorina Elbers; Krista Kotz; Arielle Radin; Isha Pasumarthi; R. C. Murthy; Sayantani Sindher; Nadine Burke Harris; George M. Slavich
10.1080/13803395.2024.2363343,,,The effects of psilocybin on cognition and emotional processing in healthy adults and adults with depression: a systematic literature review,2024,Laura Ramos; Selene Vicente
10.1016/j.bja.2024.03.012,,,The impact of perioperative ketamine or esketamine on the subjective quality of recovery after surgery: a meta-analysis of randomised controlled trials,2024,Kuo‐Chuan Hung; Chia‐Li Kao; Chun‐Ning Ho; Chung‐Hsi Hsing; Ying-Jen Chang; Li‐Kai Wang; Shu-Wei Liao; I‐Wen Chen
10.1101/2024.10.18.618582,,,The serotonin 1B receptor is required for some of the behavioral effects of psilocybin in mice,2024,Sixtine Fleury; Katherine M. Nautiyal
10.31219/osf.io/ujtpf,,,Too big to fail? Comparing effect sizes of MDMA assisted therapy to unmasking bias,2024,Balázs Szigeti; Ellen Bradley; Joshua Woolley
10.1002/chem.202303985,,,Total Synthesis of Ervaoffine J and K,2024,Alexander J. Hughes; Steven D. Townsend
10.1101/2024.03.28.587237,,,Trauma Under Psychedelics: How Psychoactive Substances Impact Trauma Processing,2024,Ophir Netzer; Noa Magal; Yonatan Stern; Tzuk Polinsky; Raz Gross; Roee Admon; Roy Salomon
10.3390/cryst14050396,,,"Two 5-Methoxyindole Carboxylic Acid-Derived Hydrazones of Neuropharmacological Interest: Synthesis, Crystal Structure, and Chemiluminescent Study of Radical Scavenging Properties",2024,Neda Anastassova; Nadya Hristova-Avakumova; Rusi Rusew; Boris Shivachev; Denitsa Yancheva
10.1089/psymed.2023.0074,,,Understanding Psychedelic-Assisted Psychotherapy Providers’ Perspective and Insights: A Qualitative Analysis,2024,Crystal Lederhos Smith; Nathan Sackett; Brian Connor Stark; Victoria Dinh; Ellen Wager Romesburg; John M. Roll
10.31234/osf.io/r3tqx,,,Unmasking bias and MDMA-assisted therapy,2024,Balázs Szigeti
10.31234/osf.io/ge93w,,,Update of the Altered States Database (ASDB): 2023-12-31,2024,Kasey Devitt; Johanna Prugger; Tim Hirschfeld; Timo Torsten Schmidt
10.11606/d.5.2024.tde-06022025-132449,,,Uso da cetamina em saúde mental: uma revisão bibliométrica,2024,Karine Viana Ferreira
10.20944/preprints202407.2400.v1,,,‘Psychedelic’ as Mind-Revealing: Psychological Processes in the Subjective Experience That Drive Positive Change,2024,Rúna F. E. Walther; Hein T. van Schie
10.23880/oajpr-16000288,,,A Comparative Approach Based on Molecular Docking Interaction of Citalopram and Tianeptine with Serotonin Transporter,2023,A Iffat
10.1177/10783903231216138,,,A Systematic Review of Evidence-Based Treatments for Adolescent and Adult Sexual Assault Victims,2023,Leslie W. Miles; Julie L. Valentine; Linda Mabey; Elizabeth Hopkins; Paige J. Stodtmeister; Reilly B. Rockwood; Alyssa N. H. Moxley
10.1002/jac5.1841,,,A regulatory framework review of <scp>Schedule I</scp> psychedelics in the United States,2023,Kevin Herkenham
10.1016/j.prenap.2023.100006,,,A review of the mechanisms involved in the neuroprotection and neurotoxicity of Iboga alkaloids,2023,Boukandou Mounanga Marlaine Michele; Aboughe Angone Sophie
10.1192/j.eurpsy.2023.1286,,,A systematic review to assess the use of psilocybin in the treatment of headaches,2023,Saundarai Bhanot; Michelle CQ Lin; S. Bains; Anne K. Monroe; Vivian W. L. Tsang
10.1089/bfm.2023.29256.abm,,,Academy of Breastfeeding Medicine Clinical Protocol #21: Breastfeeding in the Setting of Substance Use and Substance Use Disorder (Revised 2023),2023,Miriam Harris; Davida M. Schiff; Kelley Saia; Serra Muftu; Katherine Standish; Elisha M. Wachman
10.21203/rs.3.rs-3582420/v1,,,Aesthetic Chills Mitigate Maladaptive Cognition In Depression,2023,Félix Schoeller; Abhinandan Jain; Vladimir Adrien; Pattie Maes; Nicco Reggente
10.1016/j.jep.2023.117415,,,Antidepressant- and anxiolytic-like activities and acute toxicity evaluation of the Psilocybe cubensis mushroom in experimental models in mice,2023,Alberto Hernández-León; Raúl Iván Escamilla-Orozco; Aylín R. Tabal-Robles; David Martínez‐Vargas; Leticia Romero-Bautista; Gerson Escamilla-Soto; Osiris Sinuhé González Romero; J. Martín Torres‐Valencia; María Eva González-Trujano
10.1016/j.jpsychires.2023.06.028,,,"Arketamine for bipolar depression: Open-label, dose-escalation, pilot study",2023,Igor D. Bandeira; Gustavo C. Leal; Fernanda S. Correia‐Melo; Breno Souza‐Marques; Samantha S. Silva; Daniel H. Lins-Silva; Rodrigo P. Mello; Flávia Vieira; Igor D. Bandeira; Daniela Faria-Guimarães
10.1016/j.psychres.2023.115349,,,Assessing the risk of symptom worsening in psilocybin-assisted therapy for depression: A systematic review and individual participant data meta-analysis,2023,Otto Simonsson; Per Carlbring; Robin Carhart‐Harris; Alan K. Davis; David Nutt; Roland R. Griffiths; David Erritzøe; Simon B. Goldberg
10.17756/jap.2023-042,,,Can We Prevent Suicide Ideation in Patients with Reward Deficiency via Pro-dopamine Regulation (KB220) Instead of Antidepressant Pharmaceuticals: A Case in Point,2023,Elizabeth Gilley; Kenneth Blum; Rajendra Badgaiyan
10.1002/gps.5964,,,"Change in patient‐centered outcomes of psychological well‐being, sleep, and suicidality following treatment with intravenous ketamine for late‐life treatment‐resistant depression",2023,Benjamin Vanderschelden; Marie Anne Gebara; Hanadi Ajam Oughli; Meryl A. Butters; Patrick J. Brown; Nuri B. Farber; Alastair J. Flint; Jordan F. Karp; Helen Lavretsky; Benoit H. Mulsant
10.1055/a-2048-8412,,,Chemical Reactions of Indole Alkaloids That Enable Rapid Access to New Scaffolds for Discovery,2023,Robert W. Huigens; Derek A. Leas; Daniel Schultz
10.4103/indianjpsychiatry.indianjpsychiatry_490_22,,,Clinical Practice Guidelines for Assessment and Management of Patients with Substance Intoxication Presenting to the Emergency Department,2023,Siddharth Sarkar; Gayatri Bhatia; Anju Dhawan
10.1038/s41386-023-01631-2,,,Closed-loop neurostimulation for the treatment of psychiatric disorders,2023,Kristin K. Sellers; Joshua L. Cohen; Ankit N. Khambhati; Joline M. Fan; A. Moses Lee; Edward F. Chang; Andrew D. Krystal
10.4088/jcp.22br14564,,,Combining Ketamine and Psychotherapy for the Treatment of Posttraumatic Stress Disorder,2023,Aaron Emile Philipp-Muller; Callum J. Stephenson; Elnaz Moghimi; Amir H Shirazi; Roumen Milev; Gustavo Vázquez; Taras Reshetukha; Nazanin Alavi
10.1007/s11469-023-01163-2,,,"Comparing Substance Use Consequences between Serotonergic Psychedelics, MDMA, and other Drugs of Abuse Among United States Adults with History of Psychiatric Illness",2023,Joshua C. Black; Nicole Schow; Hannah L. Burkett; Morgan Pena; Jennifer S. Jewell; Annika M. Czizik; Andrew A. Monte; Richard C. Dart
10.3389/fpsyt.2023.1149766,,,"Concomitant medications associated with ischemic, hypertensive, and arrhythmic events in MDMA users in FDA adverse event reporting system",2023,Tigran Makunts; Diane Dahill; Lisa Jerome; Alberdina de Boer; Ruben Abagyan
10.1177/00221678231168516,,,Dosing and Therapeutic Conduct in Administration Sessions in Substance-Assisted Psychotherapy: A Systematized Review,2023,Sascha Thal; Michelle Wieberneit; Jason M. Sharbanee; Petra Skeffington; Raimondo Bruno; Tobias Wenge; Stephen Bright
10.1038/s41598-023-43156-0,,,Drug-induced social connection: both MDMA and methamphetamine increase feelings of connectedness during controlled dyadic conversations,2023,Hanna Molla; Royce Lee; Sonja Lyubomirsky; Harriet de Wit
10.29327/forumprojetopesqeic2022.496092,,,EFEITOS DA ASSOCIAÇÃO DA IBOGAÍNA E DA AYAHUASCA NA DEPENDÊNCIA ETÍLICA,2023,Fernanda Leticia dos Santos Matta; Giuliana Facco Machado; Vanessa Martins de Campos; Vivian Frigo Batista; Tamara Veiga Faria; Angelica Possebon; Livia Calixto Batistela Novaes; Isadora Cristina Camargo Cerqueira; Marystela Fávero De Oliveira Cardoso
10.65027/2447-3405.2023.734,,,EFEITOS DO USO DE PSILOCIBINA EM PACIENTES ADULTOS COM ANSIEDADE E DEPRESSÃO: UMA REVISÃO RÁPIDA,2023,Albaniza Alves Tavares; Milena Costa Da Silva; Patrícia Marinho Sampaio; Suédina Maria De Lima Silva; Marcus Vinícius Lia Fook; Erika Barbosa Camargo
10.1093/oso/9780198867364.003.0006,,,Early Use in Psychotherapy,2023,Torsten Passie
10.1080/02791072.2022.2154722,,,Educational Materials and Image Induction Increase Treatment Credibility,2023,Fiona Low; Mitch Earleywine
10.34119/bjhrv6n6-415,,,Efeitos do tratamento com Ibogaína em dependentes de opióides: uma revisão integrativa,2023,Fernanda Leticia dos Santos Matta; Vivian Frigo Batista; Alexandre Dantas Gimenes; Carla Patrícia Carlos; Flávio Augusto Naoum
10.1016/j.jad.2023.07.103,,,Effects of perioperative use of esketamine on postpartum depression risk in patients undergoing cesarean section: A randomized controlled trial,2023,Qing-Ren Liu; Qian-Kun Zong; Lili Ding; Hong-Yan Dai; Yan Sun; Y. Doug Dong; Zhuo-Yu Ren; Kenji Hashimoto; Jianjun Yang
10.1111/appy.12548,,,"Efficacy and safety of esketamine nasal spray in addition to standard of care in patients with major depressive disorder who have active suicidal ideation with intent: A subgroup analysis of the Asian cohort of <scp>ASPIRE</scp> I (a randomized, double‐blind, placebo‐controlled study)",2023,Jin Pyo Hong; Akramul Zikri Abd Malek; Cheng‐Ta Li; Jong‐Woo Paik; Ahmad Hatim Sulaiman; Gilbert Madriaga; Jianmin Zhuo; Sarah Siggins; Dong‐Jing Fu; Po‐Chung Ju
10.4088/jcp.muladx3048sho,,,Emerging Perspectives in Addiction Psychiatry,2023,Ayana Jordan
10.1007/s11101-023-09901-z,,,Emerging functions within the enzyme families of plant alkaloid biosynthesis,2023,Fabiola Muro-Villanueva; Ryan S. Nett
10.3390/cells12091258,,,Epigenetic Changes Associated with Different Types of Stressors and Suicide,2023,Garrett Dee; Rebecca Ryznar; Colton Dee
10.1080/13696998.2023.2208993,,,"Esketamine nasal spray for major depressive disorder with acute suicidal ideation or behavior: description of treatment access, utilization, and claims-based outcomes in the United States",2023,Maryia Zhdanava; Amanda Teeple; Dominic Pilon; Aditi Shah; Gabrielle Caron‐Lapointe; Kruti Joshi
10.1136/jme-2023-108943,,,Ethical considerations for psychedelic-assisted therapy in military clinical settings,2023,Scott Hoener; Aaron Wolfgang; David A. Nissan; Edmund G. Howe
10.1007/s13596-023-00709-y,,,"Ethnomedicinal uses, biological activities, and toxicity of Voacanga africana Stapf Ex Scott-Elliot",2023,Emelia Oppong Bekoe; Jochebed A. Amene Opare; Michael Lartey; Patrick Amoateng
10.29052/2412-3188.v10.i2.2023.62-67,,,Evaluating Gustatory Changes in Long-Term Nicotine Users,2023,Faizan Mirza; Mubeen Ali; Haris Kaleemullah; Muhammad Hussain Leghari; Muhammad Jamal
10.1101/2023.10.24.563752,,,Evolution and Diversification of Carboxylesterase-like [4+2] Cyclases in Aspidosperma and Iboga Alkaloid Biosynthesis,2023,Matthew D. DeMars; Sarah E. O’Connor
10.1177/00221678231194798,,,Expectancies for Subjective and Antidepressant Effects in Psilocybin Users,2023,Mitch Earleywine; Maha N. Mian; Joseph A. De Leo
10.1093/cb/cbad001,,,"Foundations of Christian Bioethics: Metaphysical, Conceptual, and Biblical",2023,Mark J. Cherry
10.7551/mitpress/14417.003.0014,,,From Bwiti to Ibogaine and Back: A Transnational History of Tabernanthe iboga,2023,Julien Bonhomme
10.12923/2353-8627/2023-0020,,,From the party to the therapy – MDMA as an alternative for the existing methods of Post-traumatic Stress Disorder treatment,2023,Wiktoria Bojarska; Karolina Bury; Radosław Januszczak; Bartosz Burda
10.1021/acs.orglett.3c01595,,,Gram-Scale Total Synthesis of (±)-Ibogamine,2023,Alexander J. Hughes; Steven D. Townsend
10.2174/1570159x22666230927143106,,,Half a Century of Research on Posttraumatic Stress Disorder: AScientometric Analysis,2023,Michel Sabé; Chaomei Chen; Wissam El‐Hage; A. Leroy; Guillaume Vaïva; Silvia Monari; Natacha Prémand; Javier Bartolomei; Stefano Caiolo; And﻿re﻿as Maercker
10.4088/jcp.mulmdd3048sho,,,Have Effective Antidepressants Finally Arrived? Developments in Major Depressive Disorder Therapy,2023,Michael E. Thase
10.31234/osf.io/fpn4r,,,How to Form the Human Brain,2023,Bjørn Grinde
10.3390/ijms24031941,,,Impact of Mephedrone on Fear Memory in Adolescent Rats: Involvement of Matrix Metalloproteinase-9 (MMP-9) and N-Methyl-D-aspartate (NMDA) Receptor,2023,Paweł Grochecki; Irena Smaga; Karolina Wydra; Marta Marszałek‐Grabska; T Słowik; Ewa Kędzierska; Joanna Listos; Ewa Gibuła‐Tarłowska; Małgorzata Filip; Jolanta H. Kotlińska
10.7551/mitpress/14417.003.0002,,,Introduction,2023,Erika Dyck; Chris Elcock
10.1016/j.josat.2023.209035,,,"Investigating the associations of acute psychedelic experiences and changes in racial trauma symptoms, psychological flexibility, and substance use among People with Racial and Ethnic Minoritized Identities in the United States and Canada",2023,Angela M. Haeny; Joel Lopez; Pamela A. Colón Grigas; Maria C. Crouch; Alan K. Davis; Monnica T. Williams
10.1124/jpet.123.001823,,,Ketamine – A New Antidepressant Drug with Anti-Inflammatory Properties,2023,Marta Jóźwiak-Bębenista; Paulina Sokołowska; Anna Wiktorowska‐Owczarek; Edward Kowalczyk; Monika Sienkiewicz
10.1016/j.biopsych.2022.10.007,,,Ketamine-Associated Change in Anhedonia and mTOR Expression in Treatment-Resistant Depression,2023,Balwinder Singh; Jennifer L. Vande Voort; Patricio Riva‐Posse; Vanessa Pazdernik; Mark A. Frye; Susannah J. Tye
10.1146/annurev-med-051322-120608,,,Ketamine: Mechanisms and Relevance to Treatment of Depression,2023,Ji‐Woon Kim; Kanzo Suzuki; Ege T. Kavalali; Lisa M. Monteggia
10.1016/b978-0-12-824315-2.00526-1,,,LSD (lysergic acid diethylamide),2023,Cory C. Howard; Christine M. Stork
10.1200/jco.2023.41.16_suppl.12021,,,Long term efficacy of psilocybin in patients with cancer and major depressive disorder (MDD).,2023,Manish Agrawal; Sarah Shnayder; Heather Honstein; Ezekiel Emanuel; Paul Thambi
10.1093/med/9780192863607.003.0004,,,MDMA,2023,Michael C. Mithoefer; David E. Presti
10.1176/appi.pn.2023.10.10.60,,,MDMA-Assisted Therapy for PTSD Shows Promise for Patients of Diverse Backgrounds,2023,
10.3389/978-2-8325-3023-8,,,MDMA-Assisted Therapy for Treatment of PTSD and Beyond,2023,
10.31234/osf.io/k3hz6,,,"MDMA-assisted psychotherapy for PTSD in adolescents – rationale, potential, risks, and considerations",2023,Samuli Kangaslampi; Josjan Zijlmans
10.1177/20503245231198477,,,"MDMA-assisted psychotherapy with adolescents suffering from PTSD: Do or don’t? a qualitative study with youth, parents, and clinicians",2023,Anoek S van Vugt; Josjan Zijlmans; Ramón Lindauer; Levi van Dam
10.1177/02698811231200882,,,Main targets of ibogaine and noribogaine associated with its putative anti-addictive effects: A mechanistic overview,2023,Genís Oña; Ingrid Reverte; Giordano Novak Rossi; Rafael G. dos Santos; Jaime EC Hallak; María Teresa Colomina; José Carlos Bouso
10.1007/s12264-023-01129-3,,,Memory Trace for Fear Extinction: Fragile yet Reinforceable,2023,Ying Liu; Shuai Ye; Xin-Ni Li; Wei‐Guang Li
10.1016/j.microc.2023.109257,,,Microneedle array-based electrochemical sensor functionalized with SWCNTs for the highly sensitive monitoring of MDMA in interstitial fluid,2023,Ana-Maria Drăgan; Marc Parrilla; Sofie Cambré; Juan Domínguez‐Robles; Usanee Detamornrat; Ryan F. Donnelly; Radu Oprean; Cécilia Cristea; Karolien De Wael
10.1016/j.chmed.2022.10.004,,,Molecular basis and mechanism of action of Albizia julibrissin in depression treatment and clinical application of its formulae,2023,Bishan Huang; Yingyao Wu; Chan Li; Qingfa Tang; Yuanwei Zhang
10.1016/j.fitote.2023.105620,,,Natural psychedelics in the treatment of depression; a review focusing on neurotransmitters,2023,Samane Jahanabadi; Shayan Amiri; Mehdi Karkeh-abadi; Ali Razmi
10.3389/fnbeh.2023.1112837,,,Neuroinflammation is a susceptibility factor in developing a PTSD-like phenotype,2023,Khadijah Shanazz; Rebecca Nalloor; Rudolf Lucas; Almira Vazdarjanova
