line_no,doi,compound,entity,title,year,authors,existing_sources
914,10.1016/s0014-2999(97)01116-3,Ketamine,NMDA receptor,"Norketamine, the main metabolite of ketamine, is a non-competitive NMDA receptor antagonist in the rat cortex and spinal cord.",1997,Ebert B; Mikkelsen S; Thorkildsen C; Borgbjerg FM,benchmark_manifest | candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library | mechanistic:stubs
915,10.1007/bf02245610,MDMA,5-HT2A,"5-HT modulation of auditory and visual sensorimotor gating: II. Effects of the 5-HT2A antagonist MDL 100,907 on disruption of sound and light prepulse inhibition produced by 5-HT agonists in Wistar rats.",1996,Padich RA; McCloskey TC; Kehne JH,mechanistic:paper_library
918,10.1016/0893-133x(95)00160-f,MDMA,5-HT2A,"Effects of the selective 5-HT2A receptor antagonist MDL 100,907 on MDMA-induced locomotor stimulation in rats.",1996,Kehne JH; Ketteler HJ; McCloskey TC; Sullivan CK; Dudley MW; Schmidt CJ,mechanistic:paper_library
919,10.1016/s0024-3205(96)00564-4,Ibogaine,NMDA receptor,"Facilitation of memory retrieval by the ""anti-addictive"" alkaloid, ibogaine.",1996,Popik P,candidate_paper_corpus | mechanistic:paper_library
920,10.1016/0028-3908(96)84107-4,Ibogaine,NMDA receptor,Ibogaine block of the NMDA receptor: in vitro and in vivo studies.,1996,Chen K; Kokate TG; Donevan SD; Carroll FI; Rogawski MA,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
922,10.1007/s002130050140,Ketamine,AMPA receptor,N-methyl-D-aspartate (NMDA) and alpha-amino-3-hydroxy-5-methyl-4- isoxazoleproprionate (AMPA) glutamate-receptor antagonists have different interactions with the discriminative stimuli of abused drugs.,1996,Jackson A; Brown G; Stephens DN,mechanistic:paper_library
923,10.1007/bf02805969,Ibogaine,NMDA receptor,Pharmacological screen for activities of 12-hydroxyibogamine: a primary metabolite of the indole alkaloid ibogaine.,1996,Staley JK; Ouyang Q; Pablo J; Hearn WL; Flynn DD; Rothman RB; Rice KC; Mash DC,candidate_paper_corpus | mechanistic:paper_library
925,10.1016/0014-2999(96)00304-4,Ibogaine,NMDA receptor,Structurally modified ibogaine analogs exhibit differing affinities for NMDA receptors.,1996,Layer RT; Skolnick P; Bertha CM; Bandarage UK; Kuehne ME; Popik P,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
926,10.1016/0361-9230(96)00039-1,Ibogaine,NMDA receptor,The effect of ibogaine on Sigma- and NMDA-receptor-mediated release of [3H]dopamine.,1996,Sershen H; Hashim A; Lajtha A,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
927,10.1016/0024-3205(95)02171-e,Ibogaine,kappa opioid receptor (OPRK1),High affinity ibogaine binding to a mu opioid agonist site.,1995,Codd EE,candidate_paper_corpus | mechanistic:paper_library
928,10.1016/0024-3205(95)00273-9,Ibogaine,DAT (SLC6A3),Identification of a primary metabolite of ibogaine that targets serotonin transporters and elevates serotonin.,1995,Mash DC; Staley JK; Baumann MH; Rothman RB; Hearn WL,mechanistic:paper_library
930,10.1016/0304-3940(95)11608-y,Ibogaine,NMDA receptor,Properties of ibogaine and its principal metabolite (12-hydroxyibogamine) at the MK-801 binding site of the NMDA receptor complex.,1995,Mash DC; Staley JK; Pablo JP; Holohean AM; Hackman JC; Davidoff RA,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
931,10.1007/bf02245936,Ibogaine,NMDA receptor,Receptor binding profile suggests multiple mechanisms of action are responsible for ibogaine's putative anti-addictive activity.,1995,Sweetnam PM; Lancaster J; Snowman A; Collins JL; Perschke S; Bauer C; Ferkany J,disorder:paper_library
933,10.1016/0091-3057(94)90506-1,Ketamine,AMPA receptor,Glutamate antagonists have different effects on spontaneous locomotor activity in rats.,1994,Danysz W; Essmann U; Bresink I; Wilke R,mechanistic:paper_library
935,10.1007/bf02245000,Ibogaine,NMDA receptor,The putative anti-addictive drug ibogaine is a competitive inhibitor of [3H]MK-801 binding to the NMDA receptor complex.,1994,Popik P; Layer RT; Skolnick P,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
936,10.1016/0306-4522(93)90036-f,Ketamine,TrkB (NTRK2),Increased expression of trkB and trkC messenger RNAs in the rat forebrain after focal mechanical injury.,1993,Mudó G; Persson H; Timmusk T; Funakoshi H; Bindoni M; Belluardo N,mechanistic:paper_library
938,10.1016/0091-3057(92)90506-b,Ibogaine,5-HT1A,"Stimulus effects of ibogaine in rats trained with yohimbine, DOM, or LSD.",1992,Palumbo PA; Winter JC,mechanistic:paper_library
943,10.1016/0014-2999(90)90379-k,S-ketamine,NMDA receptor,Evidence of a role for NMDA receptors in pain perception.,1990,Klepstad P; Maurset A; Moberg ER; Oye I,candidate_paper_corpus | mechanistic:paper_library
945,10.1016/0304-3940(88)90658-1,MDMA,5-HT1A,Ring-substituted amphetamine interactions with neurotransmitter receptor binding sites in human cortex.,1988,Pierce PA; Peroutka SJ,candidate_paper_corpus | mechanistic:paper_library
946,10.1016/0091-3057(88)90310-3,MDMA,5-HT1B,Use of TFMPP stimulus properties as a model of 5-HT1B receptor activation.,1988,Schechter MD,candidate_paper_corpus | mechanistic:paper_library
947,10.1111/j.1476-5381.1984.tb16442.x,MDA,NET (SLC6A2),"Arachidonate metabolism, 5-hydroxytryptamine release and aggregation in human platelets activated by palmitaldehyde acetal phosphatidic acid.",1984,Brammer JP; Maguire MH,mechanistic:paper_library
