# Deterministic prescreen retained queue for mechanistic generated at 2026-05-18T02:28:36.685857+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1111/ejn.14190,,,Role of <scp>NMDA</scp> and <scp>AMPA</scp> glutamatergic receptors in the effects of social defeat on the rewarding properties of <scp>MDMA</scp> in mice,2018,M. P. García‐Pardo; J. Miñarro; M. Llansola; V. Felipo; M. A. Aguilar,European Journal of Neuroscience,journal-article,,2018-10-02,0953-816X,1460-9568,Wiley,"Adrenergic Uptake Inhibitors / pharmacology | Animals | Conditioning, Psychological / drug effects | Conditioning, Psychological / physiology | Excitatory Amino Acid Antagonists / pharmacology | Male | Mice | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Receptors, AMPA / antagonists & inhibitors | Receptors, AMPA / metabolism | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Reward | Social Behavior | Stress, Psychological / metabolism | Stress, Psychological / psychology",conditioned place preference | drug addiction | glutamate receptor | stress,"Ministerio de Economía y Competitividad (MINECO) | Ministerio de Ciencia, Innovación y Universidades | Instituto de Salud Carlos III | Red de Trastornos Adictivos (RTA)","PSI2014-51847-R | PSI2017-83023 (AEI/FEDER, UE) | RD16/0017/0007",,,,,eng,
10.1111/epi.14480,,,Intravenous ketamine in status epilepticus,2018,Julia Höfler; Eugen Trinka,Epilepsia,journal-article,,2018-08-26,0013-9580,1528-1157,Wiley,"Administration, Intravenous | Adolescent | Adult | Aged | Anticonvulsants / administration & dosage | Child | Child, Preschool | Female | Humans | Infant | Ketamine / administration & dosage | Male | Middle Aged | PubMed | Status Epilepticus / drug therapy | Treatment Outcome | Young Adult",glutamate | ketamine | noncompetitive AMPA receptor antagonist | refractory status epilepticus | seizure,,,,,,,eng,
10.1111/j.1471-4159.2007.04961.x,,,CB<sub>1</sub> knockout mice display impaired functionality of 5‐HT<sub>1A</sub> and 5‐HT<sub>2A/C</sub> receptors,2007,Susana Mato; Ester Aso; Elena Castro; Miquel Martín; Olga Valverde; Rafael Maldonado; Ángel Pazos,Journal of Neurochemistry,journal-article,,2007-09-15,0022-3042,1471-4159,Wiley,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Amphetamines / pharmacology | Animals | Autoradiography / methods | Behavior, Animal / drug effects | Body Temperature / drug effects | Body Temperature / genetics | Female | Gene Expression Regulation / genetics | Guanosine 5'-O-(3-Thiotriphosphate) / pharmacology | Mice | Mice, Knockout | Protein Binding / drug effects | Receptor, Cannabinoid, CB1 / deficiency | Receptor, Serotonin, 5-HT1A / genetics | Receptor, Serotonin, 5-HT1A / metabolism | Receptor, Serotonin, 5-HT2A / genetics | Receptor, Serotonin, 5-HT2A / metabolism | Receptor, Serotonin, 5-HT2C / genetics | Receptor, Serotonin, 5-HT2C / metabolism | Serotonin Receptor Agonists / pharmacology",,,,,,,,eng,
10.1111/j.1476-5381.1991.tb12170.x,,,Evidence that the unilateral activation of 5‐HT<sub>1D</sub> receptors in the substantia nigra of the guinea‐pig elicits contralateral rotation,1991,G.A. Higgins; C.C. Jordan; M. Skingle,British Journal of Pharmacology,journal-article,,1991-02-01,0007-1188,1476-5381,Wiley,"Animals | Behavior, Animal / drug effects | Behavior, Animal / physiology | Guinea Pigs | Indoles / pharmacology | Male | Methiothepin / pharmacology | Movement / drug effects | Movement / physiology | Receptors, Serotonin / classification | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Rotation | Serotonin / analogs & derivatives | Serotonin / pharmacology | Substantia Nigra / drug effects | Substantia Nigra / physiology | Sulfonamides / pharmacology | Sumatriptan",,,,,,,,eng,
10.1111/j.1476-5381.1996.tb15555.x,,,The relaxant 5‐HT receptor in the dog coronary artery smooth muscle: pharmacological resemblance to the cloned 5‐ht<sub>7</sub> receptor subtype,1996,José A. Terrón,British Journal of Pharmacology,journal-article,,1996-07-01,0007-1188,1476-5381,Wiley,"Animals | Antipsychotic Agents / pharmacology | Cloning, Molecular | Coronary Vessels / drug effects | Coronary Vessels / physiology | Dinoprost / pharmacology | Dogs | Endothelium, Vascular / physiology | Female | In Vitro Techniques | Male | Muscle Contraction / drug effects | Muscle Relaxation / drug effects | Muscle, Smooth, Vascular / drug effects | Muscle, Smooth, Vascular / physiology | Oxadiazoles / pharmacology | Piperazines / pharmacology | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology",,,,,,,,eng,
10.1111/jnc.14043,,,Drugs with antidepressant properties affect tryptophan metabolites differently in rodent models with depression‐like behavior,2017,Amanda Eskelund; Yan Li; David P. Budac; Heidi K. Müller; Maria Gulinello; Connie Sanchez; Gregers Wegener,Journal of Neurochemistry,journal-article,,2017-04-13,0022-3042,1471-4159,Wiley,"Animals | Antidepressive Agents / pharmacology | Brain Chemistry / drug effects | Depression / metabolism | Depression / psychology | Fluoxetine / pharmacology | Frontal Lobe / drug effects | Frontal Lobe / metabolism | Hydroxyindoleacetic Acid / metabolism | Ketamine / pharmacology | Kynurenine / metabolism | Lupus Erythematosus, Systemic / metabolism | Male | Mice | Piperazines / pharmacology | Quinolinic Acid / metabolism | Rats | Rats, Sprague-Dawley | Serotonin Plasma Membrane Transport Proteins / metabolism | Selective Serotonin Reuptake Inhibitors / pharmacology | Sulfides / pharmacology | Tryptophan / metabolism | Vortioxetine",SSRI | depression | kynurenine | quinolinic acid | tryptophan | vortioxetine,,,,,,,eng,
10.1111/jnc.14671,,,"Venlafaxine stimulates
                    <scp>PNN</scp>
                    proteolysis and
                    <scp>MMP</scp>
                    ‐9‐dependent enhancement of gamma power; relevance to antidepressant efficacy",2019,Seham Alaiyed; P. Lorenzo Bozzelli; Adam Caccavano; Jian Young Wu; Katherine Conant,Journal of Neurochemistry,journal-article,,2019-01-30,0022-3042,1471-4159,Wiley,"Animals | Antidepressive Agents, Second-Generation / pharmacology | Female | Gamma Rhythm / drug effects | Gamma Rhythm / physiology | Hippocampus / drug effects | Hippocampus / metabolism | Male | Matrix Metalloproteinase 9 / metabolism | Mice | Mice, Inbred C57BL | Nerve Net / drug effects | Neurons / drug effects | Neurons / metabolism | Proteolysis / drug effects | Venlafaxine Hydrochloride / pharmacology",MMP-9 | depression | gamma oscillations | interneuron | perineuronal net | venlafaxine,NINDS NIH HHS | NCATS NIH HHS,R01 NS108810 | T32 NS041218 | T32 NS041231 | TL1 TR001431,,,,,eng,
10.1111/jnc.70337,,,"Discovery and Characterization of Novel Spirotriazoloquinazolines as Potential Neuroprotectors: Synthesis, Computational Screening, and Preliminary In Vivo Evaluation",2026,Kostiantyn Shabelnyk; Lyudmyla Antypenko; Natalia Bohdan; Victor Ryzhenko; Igor Belenichev; Pavlo Petakh; Oleksandr Kamyshnyi; Serhii Kovalenko,Journal of Neurochemistry,journal-article,,2026-01-01,0022-3042,1471-4159,Wiley,"Animals | Neuroprotective Agents / chemical synthesis | Neuroprotective Agents / pharmacology | Neuroprotective Agents / chemistry | Rats | Male | Molecular Docking Simulation | Quinazolines / chemical synthesis | Quinazolines / pharmacology | Quinazolines / chemistry | Rats, Sprague-Dawley | Drug Evaluation, Preclinical / methods | Drug Discovery / methods | Maze Learning / drug effects","2′‐R‐6′H‐spiro(cycloalkyl‐,heterocyclyl)[1,2,4]triazolo[1,5‐c]quinazolines | ADMET | SAR | molecular docking | neuroprotective activity | synthesis","Ministry of Education and Science of Ukraine, № 0125U001851, the name of the project ""New azaheterocycles: molecular design, synthesis, prospects for use for pharmacocorrection of post-traumatic stressful disorders and metabolic syndrome.""",0125U001851,,,,,eng,
10.1113/jphysiol.1993.sp019510,,,Modulation of respiratory activity of neonatal rat phrenic motoneurones by serotonin.,1993,A D Lindsay; J L Feldman,The Journal of Physiology,journal-article,,1993-02-01,0022-3751,1469-7793,Wiley,"Animals | Culture Techniques | Electrophysiology | Membrane Potentials / drug effects | Motor Neurons / drug effects | Motor Neurons / physiology | Phrenic Nerve / drug effects | Phrenic Nerve / physiology | Rats | Rats, Sprague-Dawley | Respiration / physiology | Serotonin / pharmacology",,NINDS NIH HHS,NS 08530 | NS24742,,,,,eng,
10.1124/jpet.102.039867,,,Differential Actions of Antiparkinson Agents at Multiple Classes of Monoaminergic Receptor. I. A Multivariate Analysis of the Binding Profiles of 14 Drugs at 21 Native and Cloned Human Receptor Subtypes,2002,Mark J Millan; Lisa Maiofiss; Didier Cussac; Valérie Audinot; Jean-A Boutin; Adrian Newman-Tancredi,Journal of Pharmacology and Experimental Therapeutics,journal-article,,2002-01-01,0022-3565,1521-0103,Elsevier BV,"Animals | Antiparkinson Agents / pharmacology | Binding Sites / drug effects | Binding, Competitive / drug effects | Cholinergic Antagonists / pharmacology | Cloning, Molecular | Cluster Analysis | Dopamine Agonists / pharmacology | Humans | Rats | Receptor, Muscarinic M1 | Receptors, Adrenergic, alpha-1 / drug effects | Receptors, Adrenergic, alpha-2 / drug effects | Receptors, Adrenergic, beta / drug effects | Receptors, Dopamine D1 / drug effects | Receptors, Dopamine D2 / drug effects | Receptors, Dopamine D3 | Receptors, Histamine H1 / drug effects | Receptors, Muscarinic / drug effects | Receptors, Neurotransmitter / drug effects | Receptors, Neurotransmitter / genetics | Receptors, Serotonin / drug effects",,,,,,,,eng,
10.1124/jpet.122.001182,,,Delta Opioid Receptor-Mediated Antidepressant-Like Effects of Diprenorphine in Mice,2022,Keith M. Olson; Todd M. Hillhouse; Gwendolyn E. Burgess; Joshua L. West; James E. Hallahan; Isaac J. Dripps; Allison G. Ladetto; Kenner C. Rice; Emily M. Jutkiewicz; John R. Traynor,Journal of Pharmacology and Experimental Therapeutics,journal-article,,2022-12-02,0022-3565,1521-0103,Elsevier BV,"Animals | Mice | Analgesics, Opioid / pharmacology | Antidepressive Agents / pharmacology | Major Depressive Disorder | Diprenorphine / pharmacology | Mice, Inbred C57BL | Receptors, Opioid | Receptors, Opioid, delta / metabolism | Receptors, Opioid, kappa / metabolism | Receptors, Opioid, mu / metabolism | Seizures / chemically induced",,NIDA NIH HHS,R21 DA041565 | R37 DA039997 | T32 DA007268 | T32 DA007281,,,,,eng,
10.1124/jpet.122.001278,,,"Antinociceptive and Analgesic Effects of (2R,6R)-Hydroxynorketamine.",2022,Yost JG; Wulf HA; Browne CA; Lucki I,The Journal of pharmacology and experimental therapeutics,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",,2022-07-02,0022-3565,1521-0103,,"Analgesics / pharmacology | Analgesics / therapeutic use | Animals | Antidepressive Agents / pharmacology | Female | Gabapentin / pharmacology | Hyperalgesia | Isoxazoles | Ketamine / analogs & derivatives | Ketamine / pharmacology | Ketamine / therapeutic use | Male | Mice | Mice, Inbred C57BL | Neuralgia / drug therapy | Receptors, AMPA",,,,,,,,eng,
10.1124/mol.108.052084,,,"Pharmacological Analysis of the Novel, Rapid, and Potent Inactivation of the Human 5-Hydroxytryptamine7 Receptor by Risperidone, 9-OH-Risperidone, and Other Inactivating Antagonists",2008,Jessica A. Knight; Carol Smith; Nicole Toohey; Michael T. Klein; Milt Teitler,Molecular Pharmacology,journal-article,,2008-11-08,0026-895X,1521-0111,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Animals | Cell Line | Humans | Isoxazoles / pharmacology | Paliperidone Palmitate | Pyrimidines / pharmacology | Receptors, Serotonin / drug effects | Risperidone / pharmacology | Serotonin Antagonists / pharmacology",,NIMH NIH HHS,R01 MH056650 | MH56650,,,,,eng,
10.1124/mol.109.056283,,,"Human 5-HT7 Receptor-Induced Inactivation of Forskolin-Stimulated Adenylate Cyclase by Risperidone, 9-OH-Risperidone and Other “Inactivating Antagonists”",2009,Nicole Toohey; Michael T. Klein; Jessica Knight; Carol Smith; Milt Teitler,Molecular Pharmacology,journal-article,,2009-06-10,0026-895X,1521-0111,Elsevier BV,"Adenylyl Cyclase Inhibitors | Adenylyl Cyclases / metabolism | Cell Line | Colforsin / pharmacology | Humans | Isoxazoles / pharmacology | Paliperidone Palmitate | Pyrimidines / pharmacology | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Risperidone / pharmacology | Serotonin Antagonists / pharmacology",,NIMH NIH HHS,R01 MH056650 | MH56650,,,,,eng,
10.1124/mol.63.6.1223,,,"3,4-Methylenedioxymethamphetamine (MDMA, “Ecstasy”) Induces Fenfluramine-Like Proliferative Actions on Human Cardiac Valvular Interstitial Cells in Vitro",2003,Vincent Setola; Sandra J. Hufeisen; K. Jane Grande-Allen; Ivan Vesely; Richard A. Glennon; Bruce Blough; Richard B. Rothman; Bryan L. Roth,Molecular Pharmacology,journal-article,,2003-05-22,0026-895X,1521-0111,Elsevier BV,"3,4-Methylenedioxyamphetamine / pharmacology | Animals | COS Cells | Cell Division / drug effects | Cells, Cultured | Fenfluramine / pharmacology | Heart Valve Diseases / pathology | Humans | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Norfenfluramine / pharmacology | Receptor, Serotonin, 5-HT2B | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin Agents / pharmacology",,NIMH NIH HHS,K02 MH 01366 | N01 MH 80002 | R01 MH 57635,,,,,eng,
10.1155/2019/1368371,,,Network Pharmacology Analysis of<i>Damnacanthus indicus C.F.Gaertn</i>in Gene-Phenotype,2019,Shengrong Long; Caihong Yuan; Yue Wang; Jie Zhang; Guangyu Li,Evidence-based Complementary and Alternative Medicine,journal-article,,2019-02-17,1741-427X,1741-4288,Wiley,,,,,,,,,eng,
10.1159/000312684,,,Thermodynamics of Peptide and Non-Peptide Interactions with the Human 5HT1a Receptor,2010,Brian Hall; Andrea Burnett; Alicia Christians; Cortney Halley; Eric Goldstein; Harish V. Thiagaraj; Keith K. Parker,Pharmacology,journal-article,,2010-01-01,0031-7012,1423-0313,S. Karger AG,"8-Hydroxy-2-(di-n-propylamino)tetralin / metabolism | Animals | Binding Sites | CHO Cells | Cricetinae | Cricetulus | Drug Partial Agonism | Humans | Ligands | Peptides / chemistry | Peptides / metabolism | Radioligand Assay | Receptor, Serotonin, 5-HT1A / chemistry | Receptor, Serotonin, 5-HT1A / metabolism | Serotonin 5-HT1 Receptor Agonists / metabolism | Thermodynamics | Tryptamines / metabolism",,NCRR NIH HHS | NIGMS NIH HHS,P20 RR015583 | P20 RR15583 | RR10169 | GM/OD 54302-01,,,,,eng,
10.1176/appi.ajp.20250903,,,Regional Blood Flow Signatures of Opioidergic Modulation of Ketamine in Major Depressive Disorder: A Randomized Crossover Study,2026,Luke A. Jelen; Owen O’Daly; Fernando O. Zelaya; James M. Stone; Allan H. Young; Mitul A. Mehta,American Journal of Psychiatry,journal-article,,2026-04-02,0002-953X,1535-7228,American Psychiatric Association Publishing,,Depressive Disorders | Ketamine/Esketamine | Neuroimaging | Psychopharmacology,,,,,,,eng,
10.1186/s10020-025-01232-3,,,Modulating autism spectrum disorder pathophysiology using a trace amine-focused approach: targeting the gut,2025,L. Pretorius; J. A. Coetzee; A. P. dos Santos; C. Smith,Molecular Medicine,journal-article,,2025-05-20,1076-1551,1528-3658,Springer Science and Business Media LLC,Humans | Autism Spectrum Disorder / metabolism | Autism Spectrum Disorder / physiopathology | Autism Spectrum Disorder / etiology | Autism Spectrum Disorder / drug therapy | Gastrointestinal Microbiome / drug effects | Animals | Dysbiosis | Amines / metabolism | Signal Transduction | Brain / metabolism,Agmatine | Behaviour | Gut health | Gut-brain | Polyamine | TAAR | Tryptamine | Tyramine | β-PEA,Harry Crossley Foundation | National Research Foundation,n/a | SRUG2203301243,,,,,eng,
10.1186/s12871-015-0097-6,,,Hydrogen sulphide and mild hypothermia activate the CREB signaling pathway and prevent ischemia-reperfusion injury,2015,Hai-bin Dai; Xiangjun Ji; Si-hai Zhu; Yi-min Hu; Li-dong Zhang; Xiao-lei Miao; Ru-Meng Ma; Man-lin Duan; Wei-yan Li,BMC Anesthesiology,journal-article,,2015-08-17,1471-2253,1471-2253,Springer Science and Business Media LLC,"Analysis of Variance | Animals | Blotting, Western | Brain Injuries / metabolism | Brain Injuries / prevention & control | Brain Ischemia / metabolism | Brain-Derived Neurotrophic Factor / metabolism | Cyclic AMP Response Element-Binding Protein / metabolism | Disease Models, Animal | Hippocampus / metabolism | Hydrogen Sulfide / metabolism | Hydrogen Sulfide / pharmacology | Hypothermia, Induced | Male | Neuroprotective Agents / metabolism | Neuroprotective Agents / pharmacology | Rats | Rats, Sprague-Dawley | Real-Time Polymerase Chain Reaction | Reperfusion Injury / metabolism | Reperfusion Injury / prevention & control | Signal Transduction / drug effects | Signal Transduction / physiology",,,,,,,,eng,
10.1186/s12964-022-00866-8,,,The regulatory role of NAAG-mGluR3 signaling on cortical synaptic plasticity after hypoxic ischemia,2022,Kexin Li; Meng Lu; Mengxu Cui; Xiaoming Wang; Yang Zheng,Cell Communication and Signaling,journal-article,,2022-04-20,1478-811X,1478-811X,Springer Science and Business Media LLC,"Animals | Cerebral Cortex / metabolism | Dipeptides / metabolism | Dipeptides / pharmacology | Glutamic Acid | Ischemia | Male | Neuronal Plasticity / physiology | Neurotransmitter Agents / pharmacology | Receptors, Metabotropic Glutamate / metabolism | Swine",Hypoxic-ischemic injury | Metabotropic glutamate receptor | N-acetylaspartylglutamate | Synaptic plasticity,,,,,,,eng,
10.1213/ane.0000000000007085,,,Methylphenidate Reversal of Dexmedetomidine-Induced Versus Ketamine-Induced Sedation in Rats,2024,Kathleen F. Vincent; Gwi H. Park; Brendan M. Stapley; Emmaline J. Dillon; Ken Solt,Anesthesia & Analgesia,journal-article,,2024-08-07,0003-2999,1526-7598,Ovid Technologies (Wolters Kluwer Health),"Animals | Dexmedetomidine / antagonists & inhibitors | Dexmedetomidine / administration & dosage | Methylphenidate / pharmacology | Methylphenidate / administration & dosage | Ketamine / administration & dosage | Ketamine / antagonists & inhibitors | Rats, Sprague-Dawley | Male | Female | Hypnotics and Sedatives / administration & dosage | Rats | Reflex, Righting / drug effects | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Electroencephalography | Locomotion / drug effects | Cross-Over Studies | Adrenergic alpha-2 Receptor Agonists",,NIGMS NIH HHS | National Institute of Health,R01 GM126155 | R35 GM152187 | R01-GM126155,,,,,eng,
10.1254/fpj.102.113,,,"Effects of terguride, an regot alkaloid derivative, on the central nervous system: Biochemical and behavioral studies.",1993,Yukihiro IKOMA; Tetsuo AKAI; Yukie NAKATA; Kimio HARA; Helmut WACHTEL; Motonori YAMAGUCHI,Folia Pharmacologica Japonica,journal-article,,1993-01-01,0015-5691,1347-8397,Japanese Pharmacological Society,"Animals | Catalepsy / chemically induced | Ergot Alkaloids / metabolism | Ergot Alkaloids / pharmacology | Female | Guinea Pigs | Lisuride / analogs & derivatives | Lisuride / metabolism | Lisuride / pharmacology | Male | Mice | Motor Activity / drug effects | Rats | Rats, Sprague-Dawley | Rats, Wistar | Receptors, Dopamine / drug effects | Receptors, Dopamine / metabolism | Receptors, Serotonin / metabolism | Stereotyped Behavior / drug effects | Yawning / drug effects",,,,,,,,jpn,
10.1254/fpj.94.207,,,Serotonin and blood pressure regulation. Antihypertensive mechanism of ketanserin.,1989,Machiko MATSUMOTO; Hiroko TOGASHI; Mitsuhiro YOSHIOKA; Hideya SAITO,Folia Pharmacologica Japonica,journal-article,,1989-01-01,0015-5691,1347-8397,Japanese Pharmacological Society,"Adrenergic alpha-Antagonists | Animals | Antihypertensive Agents | Blood Pressure / drug effects | Dogs | Humans | Ketanserin / pharmacology | Receptors, Serotonin / physiology | Serotonin / physiology | Sympatholytics | Vasodilator Agents",,,,,,,,jpn,
10.1369/0022155415578283,,,Metabotropic Glutamate Receptor 3 Is Downregulated and Its Expression Is Shifted From Neurons to Astrocytes in the Mouse Lateral Septum During the Postpartum Period,2015,Changjiu Zhao; Stephen C. Gammie,Journal of Histochemistry & Cytochemistry,journal-article,,2015-03-04,0022-1554,1551-5044,SAGE Publications,"Animals | Astrocytes / chemistry | Astrocytes / cytology | Astrocytes / metabolism | Female | Immunohistochemistry | Mice / physiology | Neurons / chemistry | Neurons / cytology | Neurons / metabolism | Postpartum Period | Receptors, Metabotropic Glutamate / analysis | Receptors, Metabotropic Glutamate / metabolism | Septal Nuclei / chemistry | Septal Nuclei / cytology | Septal Nuclei / physiology",GABA | Grm3 | glutamate | lactation | lateral septum | mGluR3 | mice | postpartum,NIMH NIH HHS,R01 MH085642 | R01MH085642,,,,,eng,
10.1371/journal.pone.0011133,,,"Structural and Functional Evolution of the Trace Amine-Associated Receptors TAAR3, TAAR4 and TAAR5 in Primates",2010,Claudia Stäubert; Iris Böselt; Jens Bohnekamp; Holger Römpler; Wolfgang Enard; Torsten Schöneberg,PLoS ONE,journal-article,,2010-06-15,1932-6203,1932-6203,Public Library of Science (PLoS),"Amines / metabolism | Animals | Cell Line | Evolution, Molecular | Genes, Reporter | Humans | Open Reading Frames | Primates | Receptors, G-Protein-Coupled / chemistry | Receptors, G-Protein-Coupled / genetics | Receptors, G-Protein-Coupled / metabolism",,,,,,,,eng,
10.1371/journal.pone.0066695,,,Effects of the Selective 5-HT7 Receptor Antagonist SB-269970 and Amisulpride on Ketamine-Induced Schizophrenia-like Deficits in Rats,2013,Agnieszka Nikiforuk; Tomasz Kos; Katarzyna Fijał; Małgorzata Hołuj; Dominik Rafa; Piotr Popik,PLoS ONE,journal-article,,2013-06-11,1932-6203,1932-6203,Public Library of Science (PLoS),"Amisulpride | Animals | Ketamine / toxicity | Male | Phenols / therapeutic use | Rats | Rats, Sprague-Dawley | Receptors, Serotonin / metabolism | Schizophrenia / chemically induced | Schizophrenia / drug therapy | Serotonin Antagonists / therapeutic use | Sulfonamides / therapeutic use | Sulpiride / analogs & derivatives | Sulpiride / therapeutic use",,,,,,,,eng,
10.1371/journal.pone.0097955,,,"Identification of Developmentally Regulated PCP-Responsive Non-Coding RNA, prt6, in the Rat Thalamus",2014,Hironao Takebayashi; Naoki Yamamoto; Asami Umino; Toru Nishikawa,PLoS ONE,journal-article,,2014-06-02,1932-6203,1932-6203,Public Library of Science (PLoS),"Animals | Antipsychotic Agents / pharmacology | Base Sequence | Blotting, Northern | Cloning, Molecular | Dopamine Agonists / pharmacology | Dopamine Antagonists / pharmacology | Gene Expression Profiling | Gene Expression Regulation, Developmental / drug effects | Hallucinogens / pharmacology | Male | Molecular Sequence Data | Oligonucleotide Array Sequence Analysis | Organ Specificity / drug effects | Organ Specificity / genetics | Phencyclidine / administration & dosage | Phencyclidine / pharmacology | RNA, Messenger / genetics | RNA, Messenger / metabolism | RNA, Untranslated / genetics | RNA, Untranslated / metabolism | Rats, Wistar | Reverse Transcriptase Polymerase Chain Reaction | Thalamus / drug effects | Thalamus / growth & development | Thalamus / metabolism | Time Factors",,,,,,,,eng,
10.1523/jneurosci.14-04-02428.1994,,,A slow excitatory postsynaptic potential mediated by 5-HT2 receptors in nucleus prepositus hypoglossi,1994,DH Bobker,Journal of Neuroscience,journal-article,,1994-04-01,0270-6474,1529-2401,Society for Neuroscience,"Amphetamines / pharmacology | Animals | Brain Stem / physiology | Cyclohexane Monoterpenes | Evoked Potentials / drug effects | Evoked Potentials / physiology | Guinea Pigs | In Vitro Techniques | Ketanserin / pharmacology | Male | Medulla Oblongata / physiology | Membrane Potentials / drug effects | Membrane Potentials / physiology | Neurons / drug effects | Neurons / physiology | Pindolol / analogs & derivatives | Pindolol / pharmacology | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Serotonin / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Spiperone / pharmacology | Sumatriptan / pharmacology | Synaptic Transmission / drug effects | Synaptic Transmission / physiology",,NIDA NIH HHS | NINDS NIH HHS,DA 04523 | NS 01574-02,,,,,eng,
10.1523/jneurosci.20-01-00294.2000,,,Serotonin and the 5-HT<sub>2B</sub>Receptor in the Development of Enteric Neurons,2000,Elena Fiorica-Howells; Luc Maroteaux; Michael D. Gershon,Journal of Neuroscience,journal-article,,2000-01-01,0270-6474,1529-2401,Society for Neuroscience,"Age Factors | Amphetamines / pharmacology | Animals | Antibodies | Antigens, Differentiation / analysis | Cell Differentiation / drug effects | Cells, Cultured | Female | Fetus / cytology | Fluorescent Antibody Technique | Gene Expression Regulation, Developmental | Guinea Pigs | In Situ Hybridization | Indoles / pharmacology | Intestines / innervation | Ketanserin / pharmacology | Mice | Mice, Inbred Strains | Mitogen-Activated Protein Kinase 1 / metabolism | Mitogen-Activated Protein Kinase 3 | Mitogen-Activated Protein Kinases / metabolism | Myenteric Plexus / cytology | Myenteric Plexus / embryology | Neurons / chemistry | Neurons / cytology | Neurons / enzymology | Pregnancy | Pyridines / pharmacology | RNA, Messenger / analysis | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT2B | Receptors, Serotonin / analysis | Receptors, Serotonin / genetics | Receptors, Serotonin / immunology | Ritanserin / pharmacology | Serotonin / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Ubiquitin Thiolesterase",,NINDS NIH HHS | NICHD NIH HHS | NCI NIH HHS,NS12969 | R01 NS015547 | HD35632 | R01 NS012969 | P30 CA013696 | NS15547,,,,,eng,
10.1556/2054.2022.00230,,,"Effects of a single dose of psilocybin on cytokines, chemokines and leptin in rat serum",2023,Geoffrey M. Bove; David J. Mokler,Journal of Psychedelic Studies,journal-article,,2023-01-16,2559-9283,2559-9283,Akademiai Kiado Zrt.,,,HAVNLife,,,,,,,
10.1556/2054.2024.00343,,,"Ketamine and epigenetic processes in depression, intersection between serotonergic and glutamatergic pathways",2024,Arghavan Nepton; Hesam Farahani; Monnica T. Williams; Linda Booij; Sonya C. Faber,Journal of Psychedelic Studies,journal-article,,2024-04-10,2559-9283,2559-9283,Akademiai Kiado Zrt.,,,"Canada Research Chairs Program, Canadian Institutes of Health Research",CRC-2018-00239,,,,,,
10.1590/s2175-97902018000117174,,,"Pre-clinical interaction of ayahuasca, a brew used in spiritual movements, with morphine and propofol",2018,J. M. Pires; F. Mendes; A. P. Pires; M. Yonamine; J. L. G. D. Amaral; E. Carlini,Brazilian Journal of Pharmaceutical Sciences,journal-article,,2018-06-07,1984-8250,2175-9790,FapUNIFESP (SciELO),,Medicine | external | s2-fos-model,,,,,,,,cd008b8b3f7fbb876a6eb835c194e1811bc806b3
10.2147/ijgm.s345884,,,Exploration in the Therapeutic and Multi-Target Mechanism of Ketamine on Cerebral Ischemia Based on Network Pharmacology and Molecular Docking.,2022,Xiong L; Liu SC; Huo SY; Pu LQ; Li JJ; Bai WY; Yang Y; Shao JL,International journal of general medicine,Journal Article,,2022-04-20,1178-7074,,,,cerebral ischemia | ketamine | network pharmacology | treatment target,,,,,,,eng,
