# LLM full-text candidate queue for disorder generated at 2026-05-18T21:06:31.922230+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1007/s13181-013-0287-x,2C-I,Respiratory insufficiency,Recurrent Seizures and Serotonin Syndrome Following “2C-I” Ingestion,2013,Adam Bosak; Frank LoVecchio; Michael Levine,Journal of Medical Toxicology,journal-article,,2013-02-01,1556-9039,1937-6995,Springer Science and Business Media LLC,"Adult | Designer Drugs / administration & dosage | Designer Drugs / analysis | Designer Drugs / toxicity | Dimethoxyphenylethylamine / administration & dosage | Dimethoxyphenylethylamine / analogs & derivatives | Dimethoxyphenylethylamine / toxicity | Dimethoxyphenylethylamine / urine | Emergency Service, Hospital | Humans | Insufflation | Male | Phenethylamines / administration & dosage | Phenethylamines / toxicity | Phenethylamines / urine | Respiratory Insufficiency / etiology | Seizures / etiology | Serotonin Syndrome / etiology | Substance-Related Disorders / physiopathology | Substance-Related Disorders / urine | Treatment Outcome | Young Adult",,,,,,,,eng,
10.1016/j.beth.2014.05.006,,,Brief Interventions to Reduce Ecstasy Use: A Multi-Site Randomized Controlled Trial,2014,Melissa M. Norberg; Leanne Hides; Jake Olivier; Laila Khawar; Rebecca McKetin; Jan Copeland,Behavior Therapy,journal-article,ACTRN12611000136909,2014-07-10,0005-7894,1878-1888,Elsevier BV,"Female | Health Education | Humans | Internet | Male | Motivation | Motivational Interviewing | N-Methyl-3,4-methylenedioxyamphetamine | Patient Satisfaction | Psychiatric Status Rating Scales | Substance-Related Disorders / prevention & control | Treatment Outcome | Young Adult",MDMA | ecstacy | education | motivational enhancement therapy | randomized controlled trial,,,,,,,eng,
10.1016/j.bpsgos.2025.100521,Ketamine,Post-traumatic stress disorder,The Induction of Dissociative States: A Meta-Analysis,2025,Benjamin Brake; Lillian Wieder; Natasha Hughes; Ivonne Saravia Lalinde; Danielle Marr; Dali Geagea; Susannah Pick; Antje A.T.S. Reinders; Sunjeev K. Kamboj; Trevor Thompson,Biological Psychiatry Global Open Science,journal-article,,2025-04-28,2667-1743,2667-1743,Elsevier BV,,Dissociative | Ketamine | Mirror gazing | NMDAR | PTSD | Psychedelics,,,,,,,eng,
10.1016/j.drugalcdep.2021.109261,Ulotaront,Cocaine use disorder,"Ulotaront, a novel TAAR1 agonist with 5-HT1A agonist activity, lacks abuse liability and attenuates cocaine cue-induced relapse in rats",2021,Colleen Synan; Carrie Bowen; David J. Heal; Christelle Froger-Colléaux; Patrick M. Beardsley; Nina Dedic; Seth C. Hopkins; Una Campbell; Kenneth S. Koblan,Drug and Alcohol Dependence,journal-article,,2021-12-30,0376-8716,1879-0046,Elsevier BV,"Animals | Cocaine | Cues | Dose-Response Relationship, Drug | Extinction, Psychological | Female | Male | Rats | Receptors, G-Protein-Coupled | Recurrence | Self Administration | Serotonin 5-HT1 Receptor Agonists / pharmacology | Trace Amine-Associated Receptors",Amphetamine | Cocaine | Heroin | Recreational abuse | Schizophrenia | Ulotaront,,,,,,,eng,
10.1016/j.intimp.2025.115860,Esketamine,Chronic obstructive pulmonary disease (COPD),Effects of esketamine combined with dexmedetomidine on oxidative stress and lung function during one-lung ventilation in patients with mild to moderate COPD undergoing thoracoscopic surgery,2025,Xiao-Qi Zhang; Ying Liu; Wen-Xi Xie; Yu Mao; Ang Liu; Shuo Huang; Wan-Ping Hong; Yi-Feng Hong; Xiao-Ting Xu; Zhi-Yuan Chen,International Immunopharmacology,journal-article,,2025-11-20,1567-5769,1878-1705,Elsevier BV,"Humans | Dexmedetomidine / therapeutic use | Ketamine / therapeutic use | Male | Oxidative Stress / drug effects | Female | Pulmonary Disease, Chronic Obstructive / drug therapy | Pulmonary Disease, Chronic Obstructive / surgery | Pulmonary Disease, Chronic Obstructive / physiopathology | Middle Aged | Aged | Thoracic Surgery, Video-Assisted | One-Lung Ventilation | Lung / drug effects | Cytokines / blood | Drug Therapy, Combination",Chronic obstructive pulmonary disease | Dexmedetomidine | Esketamine | Lung function | One-lung ventilation | Thoracoscopic surgery,,,,,,,eng,
10.1016/j.intimp.2025.115860,Dexmedetomidine,Chronic obstructive pulmonary disease (COPD),Effects of esketamine combined with dexmedetomidine on oxidative stress and lung function during one-lung ventilation in patients with mild to moderate COPD undergoing thoracoscopic surgery,2025,Xiao-Qi Zhang; Ying Liu; Wen-Xi Xie; Yu Mao; Ang Liu; Shuo Huang; Wan-Ping Hong; Yi-Feng Hong; Xiao-Ting Xu; Zhi-Yuan Chen,International Immunopharmacology,journal-article,,2025-11-20,1567-5769,1878-1705,Elsevier BV,"Humans | Dexmedetomidine / therapeutic use | Ketamine / therapeutic use | Male | Oxidative Stress / drug effects | Female | Pulmonary Disease, Chronic Obstructive / drug therapy | Pulmonary Disease, Chronic Obstructive / surgery | Pulmonary Disease, Chronic Obstructive / physiopathology | Middle Aged | Aged | Thoracic Surgery, Video-Assisted | One-Lung Ventilation | Lung / drug effects | Cytokines / blood | Drug Therapy, Combination",Chronic obstructive pulmonary disease | Dexmedetomidine | Esketamine | Lung function | One-lung ventilation | Thoracoscopic surgery,,,,,,,eng,
10.1016/j.josat.2023.209076,MDMA,Cocaine use disorder,"Identifying early intervention opportunities for illicit stimulant use: A cross-sectional study of factors associated with illicit stimulant use among young people accessing integrated youth services in British Columbia, Canada",2023,Sara Kreim; Kirsten Marchand; Emilie Mallia; Richard Dubras; W. Robert McMaster; Karen Tee; Steve Mathias; Skye Barbic,Journal of Substance Use and Addiction Treatment,journal-article,,2023-05-12,2949-8759,2949-8759,Elsevier BV,"Humans | Male | Female | Adolescent | British Columbia / epidemiology | Cross-Sectional Studies | Gender Identity | Substance-Related Disorders / epidemiology | Amphetamines | N-Methyl-3,4-methylenedioxyamphetamine | Cocaine",Adolescents | Amphetamine | Cocaine | Early interventions | Illicit stimulants | Young adults | Youth,,,,,,,eng,
10.1016/j.pnpbp.2025.111455,Ketamine,Major Depressive Disorder,"The role of GABA, glutamate, and Glx levels in treatment of major depressive disorder: A systematic review and meta-analysis",2025,Kate Godfrey; Hannah Douglass; David Erritzoe; Suresh Muthukumaraswamy; David Nutt; Rachael Sumner,Progress in Neuro-Psychopharmacology and Biological Psychiatry,journal-article,,2025-07-18,0278-5846,1878-4216,Elsevier BV,Humans | Major Depressive Disorder / therapy | Major Depressive Disorder / metabolism | Major Depressive Disorder / diagnostic imaging | Electroconvulsive Therapy | gamma-Aminobutyric Acid / metabolism | Glutamic Acid / metabolism | Glutamine / metabolism | Magnetic Resonance Spectroscopy | Selective Serotonin Reuptake Inhibitors / therapeutic use | Transcranial Magnetic Stimulation | Treatment Outcome,Antidepressant | GABA | Glutamate | Magnetic resonance spectroscopy | Major depressive disorder | Treatment,,,,,,,eng,
10.1017/s1049023x21000935,Ketamine,Excited delirium,Prehospital Ketamine Administration for Excited Delirium with Illicit Substance Co-Ingestion and Subsequent Intubation in the Emergency Department.,2021,Solano JJ; Clayton LM; Parks DJ; Polley SE; Hughes PG; Hennekens CH; Shih RD; Alter SM,Prehospital and disaster medicine,Journal Article,,2021-09-23,1049-023X,1945-1938,,"Adolescent | Delirium | Eating | Emergency Service, Hospital | Humans | Intubation, Intratracheal | Ketamine | Male | Retrospective Studies | Substance-Related Disorders / epidemiology",cocaine | delirium | excited delirium | intratracheal | intubation | ketamine,,,,,,,eng,
10.1017/s1049023x21000935,Cocaine,Substance-related disorder,Prehospital Ketamine Administration for Excited Delirium with Illicit Substance Co-Ingestion and Subsequent Intubation in the Emergency Department.,2021,Solano JJ; Clayton LM; Parks DJ; Polley SE; Hughes PG; Hennekens CH; Shih RD; Alter SM,Prehospital and disaster medicine,Journal Article,,2021-09-23,1049-023X,1945-1938,,"Adolescent | Delirium | Eating | Emergency Service, Hospital | Humans | Intubation, Intratracheal | Ketamine | Male | Retrospective Studies | Substance-Related Disorders / epidemiology",cocaine | delirium | excited delirium | intratracheal | intubation | ketamine,,,,,,,eng,
10.1037/tra0001625,Ayahuasca,Post-traumatic stress disorder,Ayahuasca in the treatment of posttraumatic stress disorder: Mixed-methods case series evaluation in military combat veterans.,2023,Brandon Weiss; Lê-Anh L. Dinh-Williams; Nick Beller; Ian M. Raugh; Gregory P. Strauss; William K. Campbell,Psychological Trauma Theory Research Practice and Policy,journal-article,,2023-12-07,1942-9681,1942-969X,American Psychological Association (APA),"Humans | Stress Disorders, Post-Traumatic / drug therapy | Stress Disorders, Post-Traumatic / therapy | Veterans / psychology | Male | Adult | Banisteriopsis | Female | Middle Aged | Treatment Outcome",,,,10.1037/tra0001730,ErratumIn PMID:39052418 Psychol Trauma. 2024 Dec;16(Suppl 3):S722. doi: 10.1037/tra0001730.,,true,eng,
10.1038/npp.2008.219,,,Involvement of Inferior Parietal Lobules in Prospective Memory Impairment during Acute MDMA (Ecstasy) Intoxication: An Event-Related fMRI Study,2008,Johannes G Ramaekers; Kim P C Kuypers; Marleen Wingen; Armin Heinecke; Elia Formisano,Neuropsychopharmacology,journal-article,,2008-12-17,0893-133X,1740-634X,Springer Science and Business Media LLC,"Adult | Analysis of Variance | Brain Mapping | Cross-Over Studies | Double-Blind Method | Electroencephalography | Evoked Potentials, Visual / drug effects | Female | Hallucinogens / blood | Hallucinogens / toxicity | Humans | Image Processing, Computer-Assisted / methods | Magnetic Resonance Imaging / methods | Male | Memory Disorders / blood | Memory Disorders / chemically induced | Memory Disorders / pathology | N-Methyl-3,4-methylenedioxyamphetamine / blood | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neuropsychological Tests | Oxygen / blood | Parietal Lobe / blood supply | Parietal Lobe / drug effects | Parietal Lobe / physiopathology | Reaction Time / drug effects | Young Adult",,,,,ErratumIn Neuropsychopharmacology. 2009 Jun;34(7):1883-4,,true,eng,
10.1038/s41467-025-63857-6,Ketamine,Autism spectrum disorder,Local activity alterations in individuals with autism correlate with neurotransmitter properties and ketamine-induced brain changes,2025,Pascal Grumbach; Jan Kasper; Joerg F. Hipp; Anna Forsyth; Sofie L. Valk; Suresh Muthukumaraswamy; Simon B. Eickhoff; Leonhard Schilbach; Juergen Dukart,Nature Communications,journal-article,ACTRN12616000281493,2025-09-09,2041-1723,2041-1723,Springer Science and Business Media LLC,Ketamine / pharmacology | Humans | Male | Brain / drug effects | Brain / physiopathology | Brain / diagnostic imaging | Brain / metabolism | Female | Autistic Disorder / physiopathology | Autistic Disorder / metabolism | Autistic Disorder / diagnostic imaging | Autistic Disorder / drug therapy | Adult | Neurotransmitter Agents / metabolism | Magnetic Resonance Imaging | Young Adult | Adolescent | Synaptic Transmission / drug effects | Midazolam / pharmacology | Child | Brain Mapping,,NIMH NIH HHS,K23 MH087770 | R03 MH096321 | R21 MH107045,10.1101/2024.10.20.24315801,UpdateOf PMID:39502665 medRxiv. 2024 Oct 21:2024.10.20.24315801. doi: 10.1101/2024.10.20.24315801.,,,eng,
10.1038/sj.npp.1300882,DMT,Psychosis,Inhibition of Return in the Human 5HT2A Agonist and NMDA Antagonist Model of Psychosis,2005,Euphrosyne Gouzoulis-Mayfrank; Karsten Heekeren; Anna Neukirch; Martina Stoll; Carsten Stock; Joerg Daumann; Maja Obradovic; Karl-Artur Kovar,Neuropsychopharmacology,journal-article,,2005-08-24,0893-133X,1740-634X,Springer Science and Business Media LLC,"Adult | Attention / drug effects | Cross-Over Studies | Dose-Response Relationship, Drug | Double-Blind Method | Female | Humans | Inhibition, Psychological | Ketamine / toxicity | Male | Middle Aged | Models, Biological | N,N-Dimethyltryptamine / toxicity | Neuropsychological Tests | Psychiatric Status Rating Scales | Psychometrics | Psychoses, Substance-Induced / etiology | Psychoses, Substance-Induced / physiopathology | Reaction Time / drug effects | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Serotonin 5-HT2 Receptor Agonists",,,,,,,,eng,
10.1038/sj.npp.1300882,Ketamine,Psychosis,Inhibition of Return in the Human 5HT2A Agonist and NMDA Antagonist Model of Psychosis,2005,Euphrosyne Gouzoulis-Mayfrank; Karsten Heekeren; Anna Neukirch; Martina Stoll; Carsten Stock; Joerg Daumann; Maja Obradovic; Karl-Artur Kovar,Neuropsychopharmacology,journal-article,,2005-08-24,0893-133X,1740-634X,Springer Science and Business Media LLC,"Adult | Attention / drug effects | Cross-Over Studies | Dose-Response Relationship, Drug | Double-Blind Method | Female | Humans | Inhibition, Psychological | Ketamine / toxicity | Male | Middle Aged | Models, Biological | N,N-Dimethyltryptamine / toxicity | Neuropsychological Tests | Psychiatric Status Rating Scales | Psychometrics | Psychoses, Substance-Induced / etiology | Psychoses, Substance-Induced / physiopathology | Reaction Time / drug effects | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Serotonin 5-HT2 Receptor Agonists",,,,,,,,eng,
10.1080/07853890.2025.2589570,S-ketamine,Chronic pain,"Impact of opioid-free anesthesia on the overall benefit of analgesia score after laparoscopic cholecystectomy: protocol and statistical analysis plan for a multicenter, randomized, controlled trial.",2025,Zhao HX; Han L; Wang D; Jin J; Ji FH; Guo W; Liu H; Sudhan N; Li Y; Peng K,Annals of medicine,Journal Article | Clinical Trial Protocol,,2025-11-18,0785-3890,1365-2060,,"Humans | Cholecystectomy, Laparoscopic / adverse effects | Cholecystectomy, Laparoscopic / methods | Postoperative Pain / drug therapy | Postoperative Pain / prevention & control | Postoperative Pain / etiology | Analgesics, Opioid / administration & dosage | Analgesics, Opioid / therapeutic use | Analgesics, Opioid / adverse effects | China | Female | Adult | Pain Measurement | Ketamine / administration & dosage | Ketamine / therapeutic use | Male | Sufentanil / administration & dosage | Sufentanil / therapeutic use | Dexmedetomidine / administration & dosage | Dexmedetomidine / therapeutic use | Analgesia / methods | Middle Aged | Multicenter Studies as Topic | Randomized Controlled Trials as Topic | Anesthesia / methods | Length of Stay | Sevoflurane",Laparoscopic cholecystectomy | chronic postsurgical pain | multimodal analgesia | opioid-free anesthesia | overall benefit of analgesia,,,,,,,eng,
10.1089/lgbt.2021.0242,"3,4-methylenedioxymethamphetamine",Substance use disorder,Differences in Alcohol and Other Drug Use and Dependence Between Transgender and Cisgender Participants from the 2018 Global Drug Survey,2022,Dean J. Connolly; Emma Davies; Michael Lynskey; Larissa J. Maier; Jason A. Ferris; Monica J. Barratt; Adam R. Winstock; Gail Gilchrist,LGBT Health,journal-article,,2022-07-25,2325-8292,2325-8306,SAGE Publications,Male | Humans | Female | Transgender Persons | Alcoholism | Substance-Related Disorders / epidemiology | Surveys and Questionnaires | Odds Ratio | Gender Identity,alcohol | drugs | substance dependence | substance use | substance use disorder | transgender,,,,,,,eng,
10.1097/ea9.0000000000000053,esketamine,postprocedural pain,Assessment of postoperative pain in children following sclerotherapy of vascular malformations: a retrospective single centre cohort study.,2024,Klein Tank C; Himantono N; Verhoeven BH; Malagon I,European journal of anaesthesiology and intensive care,Journal Article,,2024-05-23,2767-7206,2767-7206,,,,,,,,,,eng,
10.1111/j.1476-5381.2012.02196.x,MDMA,Memory Disorders,Inhibition of<scp>MDMA</scp>‐induced increase in cortisol does not prevent acute impairment of verbal memory,2012,KPC Kuypers; R de la Torre; M Farre; M Pujadas; JG Ramaekers,British Journal of Pharmacology,journal-article,,2012-09-04,0007-1188,1476-5381,Wiley,"Adult | Amphetamine-Related Disorders / complications | Amphetamine-Related Disorders / metabolism | Amphetamine-Related Disorders / physiopathology | Double-Blind Method | Female | Hallucinogens / adverse effects | Hallucinogens / pharmacokinetics | Humans | Hydrocortisone / antagonists & inhibitors | Hydrocortisone / metabolism | Male | Memory / drug effects | Memory / physiology | Memory Disorders / chemically induced | Memory Disorders / metabolism | Memory Disorders / physiopathology | N-Methyl-3,4-methylenedioxyamphetamine / adverse effects | N-Methyl-3,4-methylenedioxyamphetamine / pharmacokinetics | Pyridines / pharmacology | Saliva / chemistry | Task Performance and Analysis | Young Adult",,,,,,,,eng,
10.1124/jpet.119.264069,,,Extending the Specificity of DRL 72-s Behavior for Screening Antidepressant-Like Effects of Glutamatergic Clinically Validated Anxiolytic or Antidepressant Drugs in Rats,2020,Gerard J. Marek; Allyson A. Salek,Journal of Pharmacology and Experimental Therapeutics,journal-article,,2020-04-07,0022-3565,1521-0103,Elsevier BV,"Animals | Anti-Anxiety Agents / pharmacology | Antidepressive Agents / pharmacology | Behavior, Animal / drug effects | Bridged Bicyclo Compounds / pharmacology | Cognition / drug effects | Drug Evaluation, Preclinical | Executive Function / drug effects | Glutamic Acid / metabolism | Impulsive Behavior / drug effects | Ketamine / pharmacology | Male | Rats | Rats, Sprague-Dawley | Reinforcement, Psychology | Reproducibility of Results",,,,,,,,eng,
10.1136/heartjnl-2023-322520,MDMA,Cardiovascular disease,Prevalence and impact of recreational drug use in patients with acute cardiovascular events,2023,Théo Pezel; Jean-Guillaume Dillinger; Antonin Trimaille; Clément Delmas; Nicolas Piliero; Claire Bouleti; Thibaut Pommier; Amine El Ouahidi; Stéphane Andrieu; Benoit Lattuca,Heart,journal-article,NCT05063097,2023-08-15,1355-6037,1468-201X,BMJ,Humans | Male | Female | Prevalence | Middle Aged | France / epidemiology | Risk Factors | Recreational Drug Use | Illicit Drugs / adverse effects | Cardiovascular Diseases / epidemiology | Cardiovascular Diseases / mortality | Prospective Studies | Aged | Substance-Related Disorders / epidemiology | Substance Abuse Detection / methods | Prognosis,"acute coronary syndrome | drug interactions | outcome assessment, health care",,,,,,,eng,
10.1136/heartjnl-2023-322520,Cannabis,Cardiovascular disease,Prevalence and impact of recreational drug use in patients with acute cardiovascular events,2023,Théo Pezel; Jean-Guillaume Dillinger; Antonin Trimaille; Clément Delmas; Nicolas Piliero; Claire Bouleti; Thibaut Pommier; Amine El Ouahidi; Stéphane Andrieu; Benoit Lattuca,Heart,journal-article,NCT05063097,2023-08-15,1355-6037,1468-201X,BMJ,Humans | Male | Female | Prevalence | Middle Aged | France / epidemiology | Risk Factors | Recreational Drug Use | Illicit Drugs / adverse effects | Cardiovascular Diseases / epidemiology | Cardiovascular Diseases / mortality | Prospective Studies | Aged | Substance-Related Disorders / epidemiology | Substance Abuse Detection / methods | Prognosis,"acute coronary syndrome | drug interactions | outcome assessment, health care",,,,,,,eng,
10.1136/heartjnl-2023-322520,Cannabis,Cannabis use disorder,Prevalence and impact of recreational drug use in patients with acute cardiovascular events,2023,Théo Pezel; Jean-Guillaume Dillinger; Antonin Trimaille; Clément Delmas; Nicolas Piliero; Claire Bouleti; Thibaut Pommier; Amine El Ouahidi; Stéphane Andrieu; Benoit Lattuca,Heart,journal-article,NCT05063097,2023-08-15,1355-6037,1468-201X,BMJ,Humans | Male | Female | Prevalence | Middle Aged | France / epidemiology | Risk Factors | Recreational Drug Use | Illicit Drugs / adverse effects | Cardiovascular Diseases / epidemiology | Cardiovascular Diseases / mortality | Prospective Studies | Aged | Substance-Related Disorders / epidemiology | Substance Abuse Detection / methods | Prognosis,"acute coronary syndrome | drug interactions | outcome assessment, health care",,,,,,,eng,
