# LLM full-text candidate queue for mechanistic generated at 2026-05-17T01:15:33.405732+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1007/7854_2023_443,ketamine,extinction (fear learning process),Enhancing Fear Extinction: Pharmacological Approaches,2023,Olga Y. Ponomareva; Robert J. Fenster; Kerry J. Ressler,Current topics in behavioral neurosciences,book-chapter,,2023-01-01,1866-3370,1866-3389,Springer International Publishing,"Humans | Fear | Extinction, Psychological | Stress Disorders, Post-Traumatic / drug therapy | Learning | Obsessive-Compulsive Disorder",Allopregnanolone | Angiotensin | BDNF | Cannabinoid | Cortisol | Cycloserine | Extinction | Fear | Ketamine | Learning | Losartan | MDMA | Medication | Mifepristone | Pharmacology | Plasticity | Scopolamine,,,,,,,eng,
10.1007/7854_2023_443,MDMA,extinction (fear learning process),Enhancing Fear Extinction: Pharmacological Approaches,2023,Olga Y. Ponomareva; Robert J. Fenster; Kerry J. Ressler,Current topics in behavioral neurosciences,book-chapter,,2023-01-01,1866-3370,1866-3389,Springer International Publishing,"Humans | Fear | Extinction, Psychological | Stress Disorders, Post-Traumatic / drug therapy | Learning | Obsessive-Compulsive Disorder",Allopregnanolone | Angiotensin | BDNF | Cannabinoid | Cortisol | Cycloserine | Extinction | Fear | Ketamine | Learning | Losartan | MDMA | Medication | Mifepristone | Pharmacology | Plasticity | Scopolamine,,,,,,,eng,
10.1007/7854_2023_443,MDMA,brain-derived neurotrophic factor (BDNF) pathway,Enhancing Fear Extinction: Pharmacological Approaches,2023,Olga Y. Ponomareva; Robert J. Fenster; Kerry J. Ressler,Current topics in behavioral neurosciences,book-chapter,,2023-01-01,1866-3370,1866-3389,Springer International Publishing,"Humans | Fear | Extinction, Psychological | Stress Disorders, Post-Traumatic / drug therapy | Learning | Obsessive-Compulsive Disorder",Allopregnanolone | Angiotensin | BDNF | Cannabinoid | Cortisol | Cycloserine | Extinction | Fear | Ketamine | Learning | Losartan | MDMA | Medication | Mifepristone | Pharmacology | Plasticity | Scopolamine,,,,,,,eng,
10.1007/7854_2023_443,ketamine,hypothalamic-pituitary-adrenal (HPA) signaling pathway,Enhancing Fear Extinction: Pharmacological Approaches,2023,Olga Y. Ponomareva; Robert J. Fenster; Kerry J. Ressler,Current topics in behavioral neurosciences,book-chapter,,2023-01-01,1866-3370,1866-3389,Springer International Publishing,"Humans | Fear | Extinction, Psychological | Stress Disorders, Post-Traumatic / drug therapy | Learning | Obsessive-Compulsive Disorder",Allopregnanolone | Angiotensin | BDNF | Cannabinoid | Cortisol | Cycloserine | Extinction | Fear | Ketamine | Learning | Losartan | MDMA | Medication | Mifepristone | Pharmacology | Plasticity | Scopolamine,,,,,,,eng,
10.1007/7854_2023_443,MDMA,cannabinoid pathway,Enhancing Fear Extinction: Pharmacological Approaches,2023,Olga Y. Ponomareva; Robert J. Fenster; Kerry J. Ressler,Current topics in behavioral neurosciences,book-chapter,,2023-01-01,1866-3370,1866-3389,Springer International Publishing,"Humans | Fear | Extinction, Psychological | Stress Disorders, Post-Traumatic / drug therapy | Learning | Obsessive-Compulsive Disorder",Allopregnanolone | Angiotensin | BDNF | Cannabinoid | Cortisol | Cycloserine | Extinction | Fear | Ketamine | Learning | Losartan | MDMA | Medication | Mifepristone | Pharmacology | Plasticity | Scopolamine,,,,,,,eng,
10.1007/978-981-95-6872-7_25,psilocybin,5-HT2A-receptor,Psychedelics: Future Therapeutics in Major Depression?,2026,Berend Olivier; Jocelien D. A. Olivier,Advances in experimental medicine and biology,book-chapter,,2026-01-01,0065-2598,2214-8019,Springer Nature Singapore,"Humans | Major Depressive Disorder / drug therapy | Major Depressive Disorder / psychology | Hallucinogens / therapeutic use | Hallucinogens / adverse effects | Antidepressive Agents / therapeutic use | Antidepressive Agents / adverse effects | Ketamine / therapeutic use | Depressive Disorder, Treatment-Resistant / drug therapy | Depressive Disorder, Treatment-Resistant / psychology | Psilocybin / therapeutic use | Animals",5-HT2A-receptor | Antidepressants | Ayahuasca | Dissociation | Efficacy | Glutamatergic neurotransmission | Ketamine | Major depressive disorder | NMDA-receptor antagonist | Psilocybin | Psychedelics | Psychoplastinogens | Safety | Tolerability | Treatment-resistant depression,,,,,,,eng,
10.1007/978-981-95-6872-7_25,ketamine,NMDA-receptor antagonist,Psychedelics: Future Therapeutics in Major Depression?,2026,Berend Olivier; Jocelien D. A. Olivier,Advances in experimental medicine and biology,book-chapter,,2026-01-01,0065-2598,2214-8019,Springer Nature Singapore,"Humans | Major Depressive Disorder / drug therapy | Major Depressive Disorder / psychology | Hallucinogens / therapeutic use | Hallucinogens / adverse effects | Antidepressive Agents / therapeutic use | Antidepressive Agents / adverse effects | Ketamine / therapeutic use | Depressive Disorder, Treatment-Resistant / drug therapy | Depressive Disorder, Treatment-Resistant / psychology | Psilocybin / therapeutic use | Animals",5-HT2A-receptor | Antidepressants | Ayahuasca | Dissociation | Efficacy | Glutamatergic neurotransmission | Ketamine | Major depressive disorder | NMDA-receptor antagonist | Psilocybin | Psychedelics | Psychoplastinogens | Safety | Tolerability | Treatment-resistant depression,,,,,,,eng,
10.1007/978-981-95-6872-7_25,psilocybin,glutamatergic neurotransmission,Psychedelics: Future Therapeutics in Major Depression?,2026,Berend Olivier; Jocelien D. A. Olivier,Advances in experimental medicine and biology,book-chapter,,2026-01-01,0065-2598,2214-8019,Springer Nature Singapore,"Humans | Major Depressive Disorder / drug therapy | Major Depressive Disorder / psychology | Hallucinogens / therapeutic use | Hallucinogens / adverse effects | Antidepressive Agents / therapeutic use | Antidepressive Agents / adverse effects | Ketamine / therapeutic use | Depressive Disorder, Treatment-Resistant / drug therapy | Depressive Disorder, Treatment-Resistant / psychology | Psilocybin / therapeutic use | Animals",5-HT2A-receptor | Antidepressants | Ayahuasca | Dissociation | Efficacy | Glutamatergic neurotransmission | Ketamine | Major depressive disorder | NMDA-receptor antagonist | Psilocybin | Psychedelics | Psychoplastinogens | Safety | Tolerability | Treatment-resistant depression,,,,,,,eng,
10.1007/s00213-008-1129-4,"N,N-Dimethyltryptamine (DMT)",Serotonin 5-HT2 Receptor Agonists,Mismatch negativity generation in the human 5HT2A agonist and NMDA antagonist model of psychosis,2008,Karsten Heekeren; Jörg Daumann; Anna Neukirch; Carsten Stock; Wolfram Kawohl; Christine Norra; Till D. Waberski; Euphrosyne Gouzoulis-Mayfrank,Psychopharmacology,journal-article,,2008-05-16,0033-3158,1432-2072,Springer Science and Business Media LLC,"Adult | Attention / drug effects | Auditory Perception / drug effects | Brain Mapping | Cerebral Cortex / drug effects | Contingent Negative Variation / drug effects | Cross-Over Studies | Dose-Response Relationship, Drug | Double-Blind Method | Electroencephalography / drug effects | Excitatory Amino Acid Antagonists / pharmacology | Female | Humans | Inhibition, Psychological | Ketamine / pharmacology | Male | Middle Aged | N,N-Dimethyltryptamine / pharmacology | Orientation / drug effects | Pattern Recognition, Visual / drug effects | Psychomotor Performance / drug effects | Psychoses, Substance-Induced / physiopathology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Reflex, Startle / drug effects | Serotonin 5-HT2 Receptor Agonists | Serotonin Receptor Agonists / pharmacology | Signal Processing, Computer-Assisted",,,,,,,,eng,
10.1007/s00213-010-2102-6,ketamine,NMDA receptor,The effects of NMDA receptor antagonists on attentional set-shifting task performance in mice,2010,Tomasz Kos; Agnieszka Nikiforuk; Dominik Rafa; Piotr Popik,Psychopharmacology,"Journal Article | Research Support, Non-U.S. Gov't",,2010-12-16,0033-3158,1432-2072,,"Animals | Attention / drug effects | Cognition / drug effects | Discrimination, Psychological / drug effects | Dose-Response Relationship, Drug | Habituation, Psychophysiologic / drug effects | Imidazoles / pharmacology | Indoles / pharmacology | Ketamine / pharmacology | Male | Mice | Mice, Inbred C57BL | Phenols / pharmacology | Piperidines / pharmacology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Reward | Schizophrenic Psychology | Set, Psychology",,,,,,,,eng,
10.1007/s00213-010-2102-6,Ro 25-6981,NMDA NR2B receptor,The effects of NMDA receptor antagonists on attentional set-shifting task performance in mice,2010,Tomasz Kos; Agnieszka Nikiforuk; Dominik Rafa; Piotr Popik,Psychopharmacology,"Journal Article | Research Support, Non-U.S. Gov't",,2010-12-16,0033-3158,1432-2072,,"Animals | Attention / drug effects | Cognition / drug effects | Discrimination, Psychological / drug effects | Dose-Response Relationship, Drug | Habituation, Psychophysiologic / drug effects | Imidazoles / pharmacology | Indoles / pharmacology | Ketamine / pharmacology | Male | Mice | Mice, Inbred C57BL | Phenols / pharmacology | Piperidines / pharmacology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Reward | Schizophrenic Psychology | Set, Psychology",,,,,,,,eng,
10.1007/s00213-016-4325-7,ketamine,mTOR pathway,Group II mGlu receptor antagonist LY341495 enhances the antidepressant-like effects of ketamine in the forced swim test in rats,2016,Karolina Podkowa; Bartłomiej Pochwat; Piotr Brański; Andrzej Pilc; Agnieszka Pałucha-Poniewiera,Psychopharmacology,journal-article,,2016-06-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Amino Acids / pharmacology | Animals | Antidepressive Agents / pharmacology | Behavior, Animal / drug effects | Blotting, Western | Depression / drug therapy | Drug Synergism | Excitatory Amino Acid Antagonists / pharmacology | Ketamine / pharmacology | Male | Rats | Rats, Sprague-Dawley | Receptors, Metabotropic Glutamate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate | Signal Transduction | Swimming | TOR Serine-Threonine Kinases / drug effects | TOR Serine-Threonine Kinases / metabolism | Xanthenes / pharmacology",Antidepressant | Depression | Forced swim test | Ketamine | LY341495 | Metabotropic glutamate receptor | mTOR,,,,,,,eng,
10.1007/s00213-016-4325-7,LY341495,group II metabotropic glutamate (mGlu) receptor,Group II mGlu receptor antagonist LY341495 enhances the antidepressant-like effects of ketamine in the forced swim test in rats,2016,Karolina Podkowa; Bartłomiej Pochwat; Piotr Brański; Andrzej Pilc; Agnieszka Pałucha-Poniewiera,Psychopharmacology,journal-article,,2016-06-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Amino Acids / pharmacology | Animals | Antidepressive Agents / pharmacology | Behavior, Animal / drug effects | Blotting, Western | Depression / drug therapy | Drug Synergism | Excitatory Amino Acid Antagonists / pharmacology | Ketamine / pharmacology | Male | Rats | Rats, Sprague-Dawley | Receptors, Metabotropic Glutamate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate | Signal Transduction | Swimming | TOR Serine-Threonine Kinases / drug effects | TOR Serine-Threonine Kinases / metabolism | Xanthenes / pharmacology",Antidepressant | Depression | Forced swim test | Ketamine | LY341495 | Metabotropic glutamate receptor | mTOR,,,,,,,eng,
10.1007/s00213-022-06098-5,ketamine,serotonin,The role of serotonin neurotransmission in rapid antidepressant actions,2022,Alan L. Pehrson; Dominic Roberts; Ayaz Khawaja; R. McNair,Psychopharmacology,Journal Article | Review,,2022-03-25,0033-3158,1432-2072,,Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Brain-Derived Neurotrophic Factor | Glycogen Synthase Kinase 3 beta | Ketamine / pharmacology | Ketamine / therapeutic use | Serotonin | Synaptic Transmission,5-HT1A | 5-HT1B | 5-HT2A | 5-HT4 | Antidepressant | GSK-3β | Hallucinogen | Ketamine | Serotonin,,,,,,,eng,
10.1007/s00213-022-06098-5,serotonin,5-HT1A receptor,The role of serotonin neurotransmission in rapid antidepressant actions,2022,Alan L. Pehrson; Dominic Roberts; Ayaz Khawaja; R. McNair,Psychopharmacology,Journal Article | Review,,2022-03-25,0033-3158,1432-2072,,Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Brain-Derived Neurotrophic Factor | Glycogen Synthase Kinase 3 beta | Ketamine / pharmacology | Ketamine / therapeutic use | Serotonin | Synaptic Transmission,5-HT1A | 5-HT1B | 5-HT2A | 5-HT4 | Antidepressant | GSK-3β | Hallucinogen | Ketamine | Serotonin,,,,,,,eng,
10.1007/s00213-022-06098-5,serotonin,5-HT2A receptor,The role of serotonin neurotransmission in rapid antidepressant actions,2022,Alan L. Pehrson; Dominic Roberts; Ayaz Khawaja; R. McNair,Psychopharmacology,Journal Article | Review,,2022-03-25,0033-3158,1432-2072,,Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Brain-Derived Neurotrophic Factor | Glycogen Synthase Kinase 3 beta | Ketamine / pharmacology | Ketamine / therapeutic use | Serotonin | Synaptic Transmission,5-HT1A | 5-HT1B | 5-HT2A | 5-HT4 | Antidepressant | GSK-3β | Hallucinogen | Ketamine | Serotonin,,,,,,,eng,
10.1007/s00213-022-06098-5,serotonin,GSK-3β,The role of serotonin neurotransmission in rapid antidepressant actions,2022,Alan L. Pehrson; Dominic Roberts; Ayaz Khawaja; R. McNair,Psychopharmacology,Journal Article | Review,,2022-03-25,0033-3158,1432-2072,,Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Brain-Derived Neurotrophic Factor | Glycogen Synthase Kinase 3 beta | Ketamine / pharmacology | Ketamine / therapeutic use | Serotonin | Synaptic Transmission,5-HT1A | 5-HT1B | 5-HT2A | 5-HT4 | Antidepressant | GSK-3β | Hallucinogen | Ketamine | Serotonin,,,,,,,eng,
10.1007/s00213-022-06121-9,,,Pharmacological modelling of dissociation and psychosis: an evaluation of the Clinician Administered Dissociative States Scale and Psychotomimetic States Inventory during nitrous oxide (‘laughing gas’)-induced anomalous states,2022,Giulia G. Piazza; Georges Iskandar; Vanessa Hennessy; Hannah Zhao; Katie Walsh; Jeffrey McDonnell; Devin B. Terhune; Ravi K. Das; Sunjeev K. Kamboj,Psychopharmacology,journal-article,,2022-03-26,0033-3158,1432-2072,Springer Science and Business Media LLC,"Anesthetics, Dissociative | Bayes Theorem | Dissociative Disorders / chemically induced | Dissociative Disorders / diagnosis | Humans | Ketamine | Nitrous Oxide / adverse effects | Psychotic Disorders | Receptors, N-Methyl-D-Aspartate",CADSS | Dissociation | Dissociative anaesthetic | Glutamate | Ketamine | NMDA | Nitrous oxide | Psychosis | Psychotomimesis,Wellcome Trust,,,,,,eng,
10.1007/s00213-023-06410-x,ketamine,BDNF/TrkB signaling,Antidepressant effects of novel positive allosteric modulators of Trk-receptor mediated signaling – a potential therapeutic concept?,2023,Nather Madjid; Veronica Lidell; Gunnar Nordvall; Maria Lindskog; Sven-Ove Ögren; Pontus Forsell; Johan Sandin,Psychopharmacology,journal-article,,2023-07-03,0033-3158,1432-2072,Springer Science and Business Media LLC,"Rats | Animals | Fluoxetine / pharmacology | Brain-Derived Neurotrophic Factor / metabolism | Major Depressive Disorder / drug therapy | Ketamine / pharmacology | Antidepressive Agents / pharmacology | Receptor, trkB / metabolism",BDNF | Fluoxetine | Ketamine | MDD | Mice | Positive allosteric modulator | TrkB,,,,,,,eng,
10.1007/s00213-023-06479-4,ketamine,NMDA receptor,Effects of a dissociative drug on fronto-limbic resting-state functional connectivity in individuals with posttraumatic stress disorder: a randomized controlled pilot study,2023,Sarah K. Danböck; Or Duek; Ziv Ben-Zion; Nachshon Korem; Shelley L. Amen; Ben Kelmendi; Frank H. Wilhelm; Ifat Levy; Ilan Harpaz-Rotem,Psychopharmacology,journal-article,,2023-10-23,0033-3158,1432-2072,Springer Science and Business Media LLC,"Humans | Stress Disorders, Post-Traumatic / diagnostic imaging | Stress Disorders, Post-Traumatic / drug therapy | Stress Disorders, Post-Traumatic / pathology | Ketamine / pharmacology | Midazolam | Pilot Projects | Amygdala | Magnetic Resonance Imaging / methods",Biomarker | Connectivity | Dissociation | Imaging | Ketamine | PTSD | Trauma,NCATS NIH HHS | Austrian Science Fund FWF,UL1 TR001863 | W 1233,,,,,eng,
10.1007/s00213-024-06720-8,Ketamine,"Receptors, N-Methyl-D-Aspartate",Ketamine differentially affects implicit and explicit memory processes in rats,2024,Bahar Yuksel; Zeynep Sen; Gunes Unal,Psychopharmacology,journal-article,,2024-11-26,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Ketamine / pharmacology | Ketamine / administration & dosage | Rats, Wistar | Fear / drug effects | Male | Rats | Extinction, Psychological / drug effects | Conditioning, Classical / drug effects | Memory / drug effects | Excitatory Amino Acid Antagonists / pharmacology | Spatial Memory / drug effects | Antidepressive Agents / pharmacology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Maze Learning / drug effects",Explicit memory | Fear conditioning | Implicit memory | Ketamine | Morris water maze,Boğaziçi Üniversitesi,24B07S1,,,,,eng,
10.1007/s00213-024-06720-8,Ketamine,Memory modulation,Ketamine differentially affects implicit and explicit memory processes in rats,2024,Bahar Yuksel; Zeynep Sen; Gunes Unal,Psychopharmacology,journal-article,,2024-11-26,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Ketamine / pharmacology | Ketamine / administration & dosage | Rats, Wistar | Fear / drug effects | Male | Rats | Extinction, Psychological / drug effects | Conditioning, Classical / drug effects | Memory / drug effects | Excitatory Amino Acid Antagonists / pharmacology | Spatial Memory / drug effects | Antidepressive Agents / pharmacology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Maze Learning / drug effects",Explicit memory | Fear conditioning | Implicit memory | Ketamine | Morris water maze,Boğaziçi Üniversitesi,24B07S1,,,,,eng,
10.1007/s00213-024-06724-4,M-5MPEP,mGlu5 receptor,"Depression-like effects induced by chronic unpredictable mild stress in mice are rapidly reversed by a partial negative allosteric modulator of mGlu5 receptor, M-5MPEP",2024,Agnieszka Pałucha-Poniewiera; Bartosz Bobula; Anna Rafało-Ulińska; Katarzyna Kaczorowska,Psychopharmacology,journal-article,,2024-11-30,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Receptor, Metabotropic Glutamate 5 / metabolism | Receptor, Metabotropic Glutamate 5 / drug effects | Stress, Psychological / drug therapy | Stress, Psychological / metabolism | Male | Mice | Antidepressive Agents / pharmacology | Antidepressive Agents / administration & dosage | Depression / drug therapy | Depression / metabolism | Disease Models, Animal | Allosteric Regulation / drug effects | Hippocampus / drug effects | Hippocampus / metabolism | Pyridines / pharmacology | Prefrontal Cortex / drug effects | Prefrontal Cortex / metabolism | TOR Serine-Threonine Kinases / metabolism | Long-Term Potentiation / drug effects | Receptor, trkB / metabolism | Protein-Tyrosine Kinases / metabolism",Antidepressant | CUMS | LTP | M-5MPEP | RAAD | Sucrose preference | TrkB | eEF2 | mGlu5 receptor | mTOR,Narodowe Centrum Nauki,2017/27/B/NZ7/01873,,,,,eng,
10.1007/s00213-024-06724-4,M-5MPEP,TrkB,"Depression-like effects induced by chronic unpredictable mild stress in mice are rapidly reversed by a partial negative allosteric modulator of mGlu5 receptor, M-5MPEP",2024,Agnieszka Pałucha-Poniewiera; Bartosz Bobula; Anna Rafało-Ulińska; Katarzyna Kaczorowska,Psychopharmacology,journal-article,,2024-11-30,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Receptor, Metabotropic Glutamate 5 / metabolism | Receptor, Metabotropic Glutamate 5 / drug effects | Stress, Psychological / drug therapy | Stress, Psychological / metabolism | Male | Mice | Antidepressive Agents / pharmacology | Antidepressive Agents / administration & dosage | Depression / drug therapy | Depression / metabolism | Disease Models, Animal | Allosteric Regulation / drug effects | Hippocampus / drug effects | Hippocampus / metabolism | Pyridines / pharmacology | Prefrontal Cortex / drug effects | Prefrontal Cortex / metabolism | TOR Serine-Threonine Kinases / metabolism | Long-Term Potentiation / drug effects | Receptor, trkB / metabolism | Protein-Tyrosine Kinases / metabolism",Antidepressant | CUMS | LTP | M-5MPEP | RAAD | Sucrose preference | TrkB | eEF2 | mGlu5 receptor | mTOR,Narodowe Centrum Nauki,2017/27/B/NZ7/01873,,,,,eng,
