# LLM uncertain full-text candidate queue for disorder generated at 2026-05-18T04:32:37.570733+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1080/02791072.2013.803647,,,Methoxetamine (MXE) – A Phenomenological Study of Experiences Induced by a “Legal High” from the Internet,2013,Anette Kjellgren; Kristoffer Jonsson,Journal of Psychoactive Drugs,journal-article,,2013-07-01,0279-1072,2159-9777,Informa UK Limited,Cognition / drug effects | Cyclohexanones / pharmacology | Cyclohexylamines / pharmacology | Female | Hallucinogens / pharmacology | Humans | Illicit Drugs / pharmacology | Internet | Male | Motivation | Substance-Related Disorders / epidemiology,,,,,,,,eng,
10.1089/psymed.2023.0033,,,Getting in Touch with Touch: The Importance of Studying Touch in MDMA-Assisted Therapy and the Development of a New Self-Report Measure,2024,Jason Luoma; Luke R. Allen; Veronika Gold; Christopher Stauffer,Psychedelic Medicine,journal-article,,2024-01-08,2831-4425,2831-4433,SAGE Publications,,MDMA | MDMA-assisted therapy | measure development | psychedelic-assisted therapy | touch,,,,,,,eng,
10.1093/bioinformatics/btm266,,,Statistical prediction of protein–chemical interactions based on chemical structure and mass spectrometry data,2007,Nobuyoshi Nagamine; Yasubumi Sakakibara,Bioinformatics,journal-article,,2007-05-17,1367-4803,1367-4811,Oxford University Press (OUP),"Algorithms | Binding Sites | Computer Simulation | Data Interpretation, Statistical | Mass Spectrometry / methods | Models, Chemical | Peptide Mapping / methods | Protein Binding | Protein Interaction Mapping / methods | Proteins / chemistry | Sequence Analysis, Protein / methods | Structure-Activity Relationship",,,,,,,,eng,
10.1101/2020.05.01.072314,,,Serotonergic psychedelic drugs LSD and psilocybin reduce the hierarchical differentiation of unimodal and transmodal cortex,2020,M. Girn; L. Roseman; B. Bernhardt; J. Smallwood; Robin L. Carhart-Harris; Nathan Spreng,bioRxiv,JournalArticle,,2020-05-03,,,openRxiv,,Computer Science | Medicine | Psychology | Biology | external | s2-fos-model,,,,,,,,496dddbaa7cd0a1ef363ddb20b7d303357b3f2c1
10.1101/2021.11.22.21266718,,,Bibliometric Analysis of Academic Journal Articles Reporting Results of Psychedelic Clinical Studies,2021,Jeremy Weleff; Teddy J. Akiki; Brian S. Barnett,medRxiv,posted-content,,2021-11-24,,,openRxiv,,,,,10.1080/02791072.2022.2133757,is-preprint-of doi:10.1080/02791072.2022.2133757 asserted-by:subject,,,,
10.1101/2023.09.21.558828,,,Periodic and aperiodic changes to cortical EEG in response to pharmacological manipulation,2023,Sofia V. Salvatore; Peter M. Lambert; Ann Benz; Nicholas R. Rensing; Michael Wong; Charles F. Zorumski; Steven Mennerick,bioRxiv (Cold Spring Harbor Laboratory),posted-content,,2023-09-22,2692-8205,2692-8205,openRxiv,,,NICHD NIH HHS | NIMH NIH HHS,P50 HD103525 | P50 MH122379 | R01 MH123748,10.1152/jn.00445.2023,UpdateIn PMID:38323322 J Neurophysiol. 2024 Mar 1;131(3):529-540. doi: 10.1152/jn.00445.2023.,,,eng,
10.1101/2024.10.12.24315367,,,A survey investigating United States federal grant submissions proposing to investigate therapeutic applications of psychedelics,2024,MD Brian S. Barnett; Orcid Brian; Barnett; T. Brian; BrianBarnettMD; Pathways MindMed,medRxiv,Review,,2024-10-13,,,openRxiv,,Medicine | external | Psychology | s2-fos-model,,,,,,,,c1142c109abb87662be83397d6ff236b710d8955
10.1111/jpm.13141,,,Registered Nurses' Knowledge and Attitudes Towards Psychedelics in Healthcare: Statewide Survey Results,2024,Anna Graefe; Madison E. Weirick; Scott B. Harpin; Caroline Dorsen; Carolyn M. Porta,Journal of psychiatric and mental health nursing,Journal Article,,2024-11-19,1351-0126,1365-2850,,"Humans | Hallucinogens | Adult | Female | Male | Health Knowledge, Attitudes, Practice | Attitude of Health Personnel | Middle Aged | Cross-Sectional Studies | Nurses / statistics & numerical data | Psychiatric Nursing | United States | Young Adult",mental health | nurses | psychedelics | psychiatric nursing,Pauline A Vincent Chair | Joe and Sandy Samberg Foundation,,,,,,eng,
10.1128/aem.01498-22,,,"DNA Authentication and Chemical Analysis of
            <i>Psilocybe</i>
            Mushrooms Reveal Widespread Misdeterminations in Fungaria and Inconsistencies in Metabolites",2022,Alexander J. Bradshaw; Talia A. Backman; Virginia Ramírez-Cruz; Dale L. Forrister; Jaclyn M. Winter; Laura Guzmán-Dávalos; Giuliana Furci; Paul Stamets; Bryn T. M. Dentinger,Applied and Environmental Microbiology,journal-article,,2022-11-29,0099-2240,1070-6291,American Society for Microbiology,Psilocybin / analysis | Psilocybin / metabolism | Agaricales / genetics | Agaricales / metabolism | Psilocybe / genetics | Tryptamines / metabolism | DNA / metabolism,Psilocybe | fungaria | metabolomics | mycology,,,,,,,eng,
10.1136/bmj-2024-080391,,,Fragile promise of psychedelics in psychiatry,2024,Cédric Lemarchand; Raphaël Chopin; Morgane Paul; Alain Braillon; Lisa Cosgrove; Ioana Cristea; Eiko I Fried; Erick H Turner; Florian Naudet,BMJ,journal-article,,2024-11-19,1756-1833,1756-1833,BMJ,,Medicine | external | Psychology | s2-fos-model,,,,,,,en,b361dd1521e6cf7f556f6b81b4990883a94a202a
10.1177/02698811241309611,"3,4-methylenedioxymethamphetamine (MDMA)",psychotherapy,A reflection on paradigmatic tensions within the FDA advisory committee for MDMA-assisted therapy,2024,Leor Roseman,Journal of Psychopharmacology,journal-article,,2024-12-26,0269-8811,1461-7285,SAGE Publications,"Humans | N-Methyl-3,4-methylenedioxyamphetamine / therapeutic use | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | United States Food and Drug Administration | United States | Hallucinogens / therapeutic use | Hallucinogens / pharmacology | Hallucinogens / administration & dosage | Advisory Committees | Psychotherapy / methods",Paradigm shift | psychedelics | psychiatry | psychopharmacology | set and setting,,,,,,,eng,
10.1177/02698811251382147,,,Mind the gap! Addressing unresolved aspects of abuse potential evaluation and scheduling of classic and novel psychedelic drugs,2025,David J. Heal; Jane Gosden; Sharon L. Smith,Journal of Psychopharmacology,journal-article,,2025-10-16,0269-8811,1461-7285,SAGE Publications,,Controlled Substances Act | abuse potential | controlled drug scheduling | psychedelics | safety pharmacology,,,,,,,eng,
10.1192/bjp.bp.116.194738,psychedelics,self-experience,Psychedelics and the science of self-experience,2017,Matthew M. Nour; Robin L. Carhart-Harris,The British Journal of Psychiatry,journal-article,,2017-03-01,0007-1250,1472-1465,Royal College of Psychiatrists,Consciousness / drug effects | Hallucinogens / pharmacology | Humans | Neurosciences / methods,,,,,,,,eng,
10.1371/journal.pone.0258849,,,"Does ±3,4-methylenedioxymethamphetamine (ecstasy) induce subjective feelings of social connection in humans? A multilevel meta-analysis",2021,Annie Regan; Seth Margolis; Harriet de Wit; Sonja Lyubomirsky,PLoS ONE,journal-article,,2021-10-25,1932-6203,1932-6203,Public Library of Science (PLoS),"Emotions / drug effects | Empathy / drug effects | Hallucinogens / pharmacology | Humans | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Social Behavior",,,,,,,,eng,
10.1556/2054.2021.00157,psychedelic,microdosers,"Exploring the relationship between microdosing, personality and emotional insight: A prospective study",2021,Hannah M. Dressler; Stephen J. Bright; Vince Polito,Journal of Psychedelic Studies,journal-article,,2021-03-26,2559-9283,2559-9283,Akademiai Kiado Zrt.,,,,,,,,,,
10.20944/preprints201901.0249.v1,,,Can Psychedelics be the Treatment for the Crisis in Psychopharmacology?,2019,Genís Ona; José Carlos Bouso,Preprints.org,posted-content,,2019-01-24,,,MDPI AG,,,,,,,,,,
10.20944/preprints202407.2400.v1,,,‘Psychedelic’ as Mind-Revealing: Psychological Processes in the Subjective Experience That Drive Positive Change,2024,Rúna F. E. Walther; Hein T. van Schie,Preprints.org,posted-content,,2024-07-30,,,MDPI AG,,,,,10.3390/psychoactives3030026,is-preprint-of doi:10.3390/psychoactives3030026 asserted-by:subject,,,,
10.21203/rs.3.rs-8960226/v1,,,Psychedelics are associated with changes in spiritual beliefs and orientations in US veterans,2026,Randi E. Brown; Kenneth Shinozuka; Irakli Kaloiani; Lena Kozyr; Dylan Orion; Afik Faerman; Maheen M. Adamson,Research Square,posted-content,,2026-02-27,,,Springer Science and Business Media LLC,,,,,,,,,,
10.22374/jmhan.v4i1.40,,,Emerging Psychedelic-Assisted Therapies: Implications for Nursing Practice,2020,Dominique Denis-Lalonde; Andrew Estefan,Journal of Mental Health and Addiction Nursing,journal-article,,2020-02-19,2561-309X,2561-309X,University of Toronto Press Inc. (UTPress),,,,,,,,,en,
10.2344/anpr-67-04-02,,,Retrospective Comparison of Intramuscular Admixtures of Ketamine and Dexmedetomidine Versus Ketamine and Midazolam for Preoperative Sedation,2021,David B. Guthrie; Martin R. Boorin; Andrew R. Sisti; Ralph H. Epstein; Jamie L. Romeiser; David K. Lam; Tong J. Gan; Elliott Bennett-Guerrero,Anesthesia Progress,journal-article,,2021-01-01,0003-3006,1878-7177,American Dental Society of Anesthesiology (ADSA),Child | Dexmedetomidine / adverse effects | Humans | Hypnotics and Sedatives / adverse effects | Ketamine / adverse effects | Midazolam / adverse effects | Retrospective Studies,Autism spectrum disorder | Dexmedetomidine | Intellectual Disabilities | Intramuscular premedication | Ketamine | Preoperative sedation,,,,,,,eng,
10.26686/tvwc-80bg,,,Microdosing Psychedelics for Cognitive Enhancement: A Naturalistic Exploration of User Experiences,2025,"Pelham, Luke",Te Herenga Waka—Victoria University of Wellington,dissertation,,2025-09-24,,,Victoria University of Wellington Library,,,,,,,,,,
10.3238/arztebl.2017.0785,,,Analgesia in Patients with Trauma in Emergency Medicine,2017,David Häske; Bernd W. Böttiger; Bertil Bouillon; Matthias Fischer; Gernot Gaier; Bernhard Gliwitzky; Matthias Helm; Peter Hilbert-Carius; Björn Hossfeld; Christoph Meisner,Deutsches Ärzteblatt international,journal-article,,2017-11-17,1866-0452,1866-0452,Deutscher Arzte-Verlag GmbH,"Analgesia | Analgesics, Opioid / therapeutic use | Emergency Medicine | Germany | Humans | Observational Studies as Topic | Pain Management | Pain Measurement",,,,,,,,eng,
10.32388/t3em5e,,,Psychedelic drugs as a long-needed innovation in psychiatry,2020,Genis Oña; José Carlos Bouso,Qeios,posted-content,,2020-04-27,2632-3834,,Qeios Ltd,,,,,10.32388/T3EM5E.2,has-version doi:10.32388/T3EM5E.2 asserted-by:object,,,,
10.32598/bcn.2021.3180.1,serotonergic system,autism,Investigating the Serotonergic Modulation of Orientation Tuning of Neurons in Primary Visual Cortex of Anesthetized Mice.,2023,Rostami S; Asgharzadeh Alvar A; Ghaderi P; Dargahi L; Safari MS,Basic and clinical neuroscience,Journal Article,,2023-05-01,2008-126X,,,,Dorsal raphe nucleus | In vivo patch-clamp recording | Orientation tuning | Primary visual cortex | Serotonergic modulation,,,,,,,eng,
10.32598/bcn.2021.3180.1,serotonergic system,schizophrenia,Investigating the Serotonergic Modulation of Orientation Tuning of Neurons in Primary Visual Cortex of Anesthetized Mice.,2023,Rostami S; Asgharzadeh Alvar A; Ghaderi P; Dargahi L; Safari MS,Basic and clinical neuroscience,Journal Article,,2023-05-01,2008-126X,,,,Dorsal raphe nucleus | In vivo patch-clamp recording | Orientation tuning | Primary visual cortex | Serotonergic modulation,,,,,,,eng,
10.3389/fpsyt.2023.1051542,cannabis,dissociative posttraumatic stress disorder (D-PTSD),Cannabis-assisted psychotherapy for complex dissociative posttraumatic stress disorder: A case report,2023,Anya Ragnhildstveit; Miriam Kaiyo; Matthew Brian Snyder; Laura Kate Jackson; Alex Lopez; Chasity Mayo; Alyssa Claire Miranda; River Jude August; Paul Seli; Reid Robison,Frontiers in Psychiatry,journal-article,,2023-02-09,1664-0640,,Frontiers Media SA,,cannabis | cannabis-assisted psychotherapy | case report | dissociation | medicinal cannabis | posttraumatic stress disorder | trauma | treatment,CSRD VA,IK2 CX001873,,,,,eng,
10.3389/fpsyt.2024.1507504,,,Corrigendum: Depression with comorbid borderline personality disorder - could ketamine be a treatment catalyst?,2024,Magdalena Więdłocha; Piotr Marcinowicz; Jan Komarnicki; Małgorzata Tobiaszewska; Weronika Dębowska; Marta Dębowska; Agata Szulc,Frontiers in Psychiatry,journal-article,,2024-10-28,1664-0640,,Frontiers Media SA,,borderline personality disorder | depression | esketamine | ketamine | ketamine-assisted psychotherapy (KAT) | treatment resistant depression (TRD),,,10.3389/fpsyt.2024.1398859,ErratumFor PMID:38742125 Front Psychiatry. 2024 Apr 29;15:1398859. doi: 10.3389/fpsyt.2024.1398859.,,true,eng,
10.3390/medicina59101746,,,Effectiveness of Intranasal Analgesia in the Emergency Department,2023,Christian Zanza; Francesco Saglietti; Jacopo Davide Giamello; Gabriele Savioli; Davide Maria Biancone; Mario Giosuè Balzanelli; Benedetta Giordano; Anna Chiara Trompeo; Yaroslava Longhitano,Medicina,journal-article,,2023-09-29,1010-660X,1648-9144,MDPI AG,"Humans | Pain Management / methods | Acute Pain / diagnosis | Analgesics, Opioid / therapeutic use | Analgesia / methods | Emergency Service, Hospital",acute pain management | analgesics | emergency department | fentanyl | intranasal administration | ketamine | ketorolac | migraine | nsaid | pain | paracetamol | primary headache disorder,,,,,,,eng,
10.3390/nu14102118,,,"Comment on Keeler et al. Ketamine as a Treatment for Anorexia Nervosa: A Narrative Review. Nutrients 2021, 13, 4158",2022,Maria Skokou,Nutrients,journal-article,,2022-05-19,2072-6643,2072-6643,MDPI AG,Adolescent | Anorexia Nervosa / drug therapy | Anorexia Nervosa / epidemiology | Female | Humans | Incidence | Ketamine / therapeutic use | Nutrients | Prevalence,,,,,CommentOn Nutrients. 13:4158.,,,eng,
10.3390/psychoactives4030028,,,“Becoming Your Own Psychologist”: Novel Psychoactive Substances (NPSs) for Mood and Anxiety Disorder Self-Medication,2025,Tayler Holborn; Fabrizio Schifano; Emma Smith; Paolo Deluca,Psychoactives,journal-article,,2025-08-20,2813-1851,2813-1851,MDPI AG,,,,,,,,,en,
10.4321/s1137-66272013000300015,Salvia divinorum,dissociative effects,Drogas emergentes (III): plantas y hongos alucinógenos,2013,G. Burillo-Putze; E. López Briz; B. Climent Díaz; P. Munné Mas; S. Nogue Xarau; M.A. Pinillos; R.S. Hoffman,Anales del Sistema Sanitario de Navarra,journal-article,,2013-12-01,1137-6627,2340-3527,SciELO Espana/Repisalud,Agaricales | Hallucinogens | Humans | Illicit Drugs | Plants | Substance-Related Disorders / epidemiology,,,,,,,,spa,
10.5617/jea.7365,,,Narrating the Unspeakable,2020,Shana Harris,Journal of Extreme Anthropology,journal-article,,2020-01-06,2535-3241,2535-3241,University of Oslo Library,,,,,,,,,,
10.7202/1089784ar,,,Should Adolescents be Included in Emerging Psychedelic Research?,2022,Khaleel Rajwani,Canadian Journal of Bioethics,journal-article,,2022,2561-4665,2561-4665,Consortium Erudit,,Psychology | s2-fos-model | Medicine,,,,,,,en,c9e5e3f8a00a11986cdd37e0c292106a941dbfe9
10.7759/cureus.106480,,,Anesthetic Strategy for 30 Radiotherapy Sessions in a Child With Autism Spectrum Disorder (ASD) and Severe Behavioral Dysregulation: A Case Report,2026,Luiz Imbelloni; Anna Rivoli; Sylvio V Lemos Neto; Matheus V Santos; Antonio A SantaRosa; Norma P Modolo,Cureus,journal-article,,2026-04-05,2168-8184,,Springer Science and Business Media LLC,,anesthesia | autism spectrum disorder | cancer | child | dexmedetomidine | ketamine,,,,,,,eng,
10.1002/mhw.32471,,,"FDA approves esketamine treatment for MDD, suicidal ideation",2020,Valerie A. Canady,Mental Health Weekly,journal-article,,2020-08-07,1058-1103,1556-7583,Wiley,,,,,,,,,en,
10.1007/978-981-95-6872-7_5,,,Rethinking the Treatment-Resistant Depression,2026,Yunfei Tan; Kenji Hashimoto,Advances in experimental medicine and biology,book-chapter,,2026-01-01,0065-2598,2214-8019,Springer Nature Singapore,"Humans | Depressive Disorder, Treatment-Resistant / diagnosis | Depressive Disorder, Treatment-Resistant / drug therapy | Depressive Disorder, Treatment-Resistant / psychology | Depressive Disorder, Treatment-Resistant / physiopathology | Antidepressive Agents / therapeutic use | Biomarkers / metabolism | Diagnosis, Differential | Major Depressive Disorder / drug therapy | Major Depressive Disorder / diagnosis | Major Depressive Disorder / psychology",Biomarkers | Individualized treatment | Inflammation | Ketamine | Neural regulation | Refractory depression,,,,,,,eng,
10.1007/s00127-015-1104-4,,,Prevalence of substance use disorders in psychiatric patients: a nationwide Danish population-based study,2015,Nanna Gilliam Toftdahl; Merete Nordentoft; Carsten Hjorthøj,Social Psychiatry and Psychiatric Epidemiology,journal-article,,2015-08-10,0933-7954,1433-9285,Springer Science and Business Media LLC,"Adult | Comorbidity | Denmark / epidemiology | Diagnosis, Dual (Psychiatry) / statistics & numerical data | Female | Humans | Male | Mental Disorders / epidemiology | Middle Aged | Prevalence | Registries / statistics & numerical data | Substance-Related Disorders / epidemiology",Abuse | Comorbidity | Dual diagnosis | Psychiatric disorder | Substance use disorder,,,,,,,eng,
10.1007/s00213-019-05279-z,,,Replication and extension of a model predicting response to psilocybin,2019,Suzanne L. Russ; R. L. Carhart-Harris; G. Maruyama; M. S. Elliott,Psychopharmacology,journal-article,,2019-06-15,0033-3158,1432-2072,Springer Science and Business Media LLC,"Adolescent | Adult | Aged | Female | Forecasting | Hallucinogens / administration & dosage | Humans | Male | Middle Aged | Models, Psychological | Mysticism / psychology | Psilocybin / administration & dosage | Retrospective Studies | Surveys and Questionnaires | Thinking / drug effects | Thinking / physiology | Young Adult",Mystical experience | Psilocybin | Psychedelic | Surrender,,,,,,,eng,
10.1007/s11910-020-01030-w,,,Emergency Department and Inpatient Management of Headache in Adults,2020,Jennifer Robblee; Kate W. Grimsrud,Current Neurology and Neuroscience Reports,journal-article,,2020-03-18,1528-4042,1534-6293,Springer Science and Business Media LLC,"Adult | Anti-Inflammatory Agents, Non-Steroidal / therapeutic use | Behavior Therapy / methods | Disease Management | Emergency Service, Hospital | Headache / diagnosis | Headache / drug therapy | Headache / psychology | Humans | Inpatients / psychology | Migraine Disorders / diagnosis | Migraine Disorders / drug therapy",Emergency | Headache | Inpatient | Migraine | Red flags | Status migrainosus,,,,,,,eng,
10.1007/s40272-024-00639-5,,,Pediatric Treatment-Resistant Obsessive Compulsive Disorder: Treatment Options and Challenges,2024,Sana Younus; Lauren Havel; Jordan T. Stiede; Catherine E. Rast; Kirti Saxena; Wayne K. Goodman; Eric A. Storch,Pediatric Drugs,journal-article,ISRCTN83050762,2024-06-14,1174-5878,1179-2019,Springer Science and Business Media LLC,Humans | Obsessive-Compulsive Disorder / drug therapy | Child | Antipsychotic Agents / therapeutic use | Adolescent | Antidepressive Agents / therapeutic use,,Eunice Kennedy Shriver National Institute of Child Health and Human Development,P50HD103555,,,,,eng,
10.1016/j.anclin.2016.04.003,,,Chronic Pain in Neurosurgery,2016,Samuel Grodofsky,Anesthesiology Clinics,journal-article,,2016-08-10,1932-2275,2210-3538,Elsevier BV,"Anesthesia, Conduction | Chronic Pain / therapy | Humans | Neurosurgical Procedures / adverse effects | Postoperative Pain / therapy | Perioperative Care",Adjunctive analgesics | Chronic pain | Craniotomy | Multimodal analgesia | Neurosurgery | Opioid sparing | Spinal surgery,,,,,,,eng,
10.1016/j.tox.2007.03.004,,,Low concentrations of ketamine initiate dendritic atrophy of differentiated GABAergic neurons in culture,2007,Laszlo Vutskits; Eduardo Gascon; Gael Potter; Edomer Tassonyi; Jozsef Z. Kiss,Toxicology,journal-article,,2007-03-13,0300-483X,1879-3185,Elsevier BV,"Animals | Animals, Newborn | Atrophy | Cell Count | Cell Survival / drug effects | Cells, Cultured | Dendrites / drug effects | Dendrites / pathology | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / toxicity | Image Processing, Computer-Assisted | Immunohistochemistry | Ketamine / toxicity | Neurons / drug effects | Neurons / pathology | Rats | Rats, Sprague-Dawley | gamma-Aminobutyric Acid / physiology",,,,,,,,eng,
