# LLM full-text candidate queue for mechanistic generated at 2026-05-18T17:43:48.574873+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1007/s00213-010-2136-9,DOM,5-HT2A,Effects of serotonin (5-HT)1A and 5-HT2A receptor agonists on schedule-controlled responding in rats: drug combination studies,2010,Jun-Xu Li; Caroline Crocker; Wouter Koek; Kenner C. Rice; Charles P. France,Psychopharmacology,journal-article,,2010-12-20,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Drug Interactions | Drug Therapy, Combination | Male | Rats | Rats, Sprague-Dawley | Reinforcement Schedule | Serotonin 5-HT1 Receptor Agonists / administration & dosage | Serotonin 5-HT1 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Serotonin 5-HT2 Receptor Agonists / pharmacology",,NIDA NIH HHS | Intramural NIH HHS,K05 DA017918 | R01 DA005018 | K05 DA17918,,,,,eng,
10.1007/s00213-010-2136-9,8-OH-DPAT,5-HT1A,Effects of serotonin (5-HT)1A and 5-HT2A receptor agonists on schedule-controlled responding in rats: drug combination studies,2010,Jun-Xu Li; Caroline Crocker; Wouter Koek; Kenner C. Rice; Charles P. France,Psychopharmacology,journal-article,,2010-12-20,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Drug Interactions | Drug Therapy, Combination | Male | Rats | Rats, Sprague-Dawley | Reinforcement Schedule | Serotonin 5-HT1 Receptor Agonists / administration & dosage | Serotonin 5-HT1 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Serotonin 5-HT2 Receptor Agonists / pharmacology",,NIDA NIH HHS | Intramural NIH HHS,K05 DA017918 | R01 DA005018 | K05 DA17918,,,,,eng,
10.1007/s00213-010-2136-9,F13714,5-HT1A,Effects of serotonin (5-HT)1A and 5-HT2A receptor agonists on schedule-controlled responding in rats: drug combination studies,2010,Jun-Xu Li; Caroline Crocker; Wouter Koek; Kenner C. Rice; Charles P. France,Psychopharmacology,journal-article,,2010-12-20,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Drug Interactions | Drug Therapy, Combination | Male | Rats | Rats, Sprague-Dawley | Reinforcement Schedule | Serotonin 5-HT1 Receptor Agonists / administration & dosage | Serotonin 5-HT1 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Serotonin 5-HT2 Receptor Agonists / pharmacology",,NIDA NIH HHS | Intramural NIH HHS,K05 DA017918 | R01 DA005018 | K05 DA17918,,,,,eng,
10.1007/s00213-010-2136-9,DPT,5-HT2A,Effects of serotonin (5-HT)1A and 5-HT2A receptor agonists on schedule-controlled responding in rats: drug combination studies,2010,Jun-Xu Li; Caroline Crocker; Wouter Koek; Kenner C. Rice; Charles P. France,Psychopharmacology,journal-article,,2010-12-20,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Drug Interactions | Drug Therapy, Combination | Male | Rats | Rats, Sprague-Dawley | Reinforcement Schedule | Serotonin 5-HT1 Receptor Agonists / administration & dosage | Serotonin 5-HT1 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Serotonin 5-HT2 Receptor Agonists / pharmacology",,NIDA NIH HHS | Intramural NIH HHS,K05 DA017918 | R01 DA005018 | K05 DA17918,,,,,eng,
10.1007/s00213-014-3759-z,MDMA,5-HT2A receptor,"Mechanisms and environmental factors that underlying the intensification of 3,4-methylenedioxymethamphetamine (MDMA, Ecstasy)-induced serotonin syndrome in rats",2014,Rui Tao; Ibrahim M. Shokry; John J. Callanan; H. Daniel Adams; Zhiyuan Ma,Psychopharmacology,journal-article,,2014-10-10,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Dose-Response Relationship, Drug | Environment | Hot Temperature / adverse effects | Male | Maze Learning / drug effects | Maze Learning / physiology | Motor Activity / drug effects | Motor Activity / physiology | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Rats | Rats, Sprague-Dawley | Serotonin / metabolism | Serotonin Agents / toxicity | Serotonin Syndrome / chemically induced | Serotonin Syndrome / metabolism",,NIDA NIH HHS,R15 DA029863,,,,,eng,
10.1007/s00213-014-3759-z,MDMA,NMDA receptor,"Mechanisms and environmental factors that underlying the intensification of 3,4-methylenedioxymethamphetamine (MDMA, Ecstasy)-induced serotonin syndrome in rats",2014,Rui Tao; Ibrahim M. Shokry; John J. Callanan; H. Daniel Adams; Zhiyuan Ma,Psychopharmacology,journal-article,,2014-10-10,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Dose-Response Relationship, Drug | Environment | Hot Temperature / adverse effects | Male | Maze Learning / drug effects | Maze Learning / physiology | Motor Activity / drug effects | Motor Activity / physiology | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Rats | Rats, Sprague-Dawley | Serotonin / metabolism | Serotonin Agents / toxicity | Serotonin Syndrome / chemically induced | Serotonin Syndrome / metabolism",,NIDA NIH HHS,R15 DA029863,,,,,eng,
10.1007/s00213-014-3759-z,MDMA,GABAA receptor,"Mechanisms and environmental factors that underlying the intensification of 3,4-methylenedioxymethamphetamine (MDMA, Ecstasy)-induced serotonin syndrome in rats",2014,Rui Tao; Ibrahim M. Shokry; John J. Callanan; H. Daniel Adams; Zhiyuan Ma,Psychopharmacology,journal-article,,2014-10-10,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Dose-Response Relationship, Drug | Environment | Hot Temperature / adverse effects | Male | Maze Learning / drug effects | Maze Learning / physiology | Motor Activity / drug effects | Motor Activity / physiology | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Rats | Rats, Sprague-Dawley | Serotonin / metabolism | Serotonin Agents / toxicity | Serotonin Syndrome / chemically induced | Serotonin Syndrome / metabolism",,NIDA NIH HHS,R15 DA029863,,,,,eng,
10.1007/s00213-015-3982-2,MDMA,5-HT2C,Role of 5-HT2C receptors in effects of monoamine releasers on intracranial self-stimulation in rats,2015,Clayton T. Bauer; Matthew L. Banks; Bruce E. Blough; S. Stevens Negus,Psychopharmacology,journal-article,,2015-06-04,0033-3158,1432-2072,Springer Science and Business Media LLC,"Adrenergic Uptake Inhibitors / pharmacology | Aminopyridines / pharmacology | Animals | Benzeneacetamides / pharmacology | Biogenic Monoamines / metabolism | Conditioning, Operant / drug effects | Electrodes, Implanted | Fenfluramine / pharmacology | Indoles / pharmacology | Male | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Pyrrolidines / pharmacology | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT2C / drug effects | Receptors, Opioid, kappa / agonists | Self Stimulation / drug effects | Serotonin 5-HT2 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Antagonists / pharmacology | Selective Serotonin Reuptake Inhibitors / pharmacology",,NIDA NIH HHS,F30DA034478 | R01-DA012790 | R01 DA033930 | R01-DA033930 | F30 DA034478,,,,,eng,
10.1007/s00213-015-4073-0,Ketamine,NMDA,Effects of NMDA receptor antagonists and antipsychotics on high frequency oscillations recorded in the nucleus accumbens of freely moving mice,2015,Mark J. Hunt; Maciej Olszewski; Joanna Piasecka; Miles A. Whittington; Stefan Kasicki,Psychopharmacology,journal-article,,2015-10-08,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Antipsychotic Agents / pharmacology | Clozapine / pharmacology | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Haloperidol / pharmacology | Ketamine / pharmacology | Male | Mice | Nucleus Accumbens / drug effects | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",Antipsychotics | Mice | NMDA receptor antagonists | Oscillations | Schizophrenia,Wellcome Trust,098352,,,,,eng,
10.1007/s00213-015-4073-0,Clozapine,5-HT1A,Effects of NMDA receptor antagonists and antipsychotics on high frequency oscillations recorded in the nucleus accumbens of freely moving mice,2015,Mark J. Hunt; Maciej Olszewski; Joanna Piasecka; Miles A. Whittington; Stefan Kasicki,Psychopharmacology,journal-article,,2015-10-08,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Antipsychotic Agents / pharmacology | Clozapine / pharmacology | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Haloperidol / pharmacology | Ketamine / pharmacology | Male | Mice | Nucleus Accumbens / drug effects | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",Antipsychotics | Mice | NMDA receptor antagonists | Oscillations | Schizophrenia,Wellcome Trust,098352,,,,,eng,
10.1007/s00213-015-4073-0,Clozapine,NMDA,Effects of NMDA receptor antagonists and antipsychotics on high frequency oscillations recorded in the nucleus accumbens of freely moving mice,2015,Mark J. Hunt; Maciej Olszewski; Joanna Piasecka; Miles A. Whittington; Stefan Kasicki,Psychopharmacology,journal-article,,2015-10-08,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Antipsychotic Agents / pharmacology | Clozapine / pharmacology | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Haloperidol / pharmacology | Ketamine / pharmacology | Male | Mice | Nucleus Accumbens / drug effects | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",Antipsychotics | Mice | NMDA receptor antagonists | Oscillations | Schizophrenia,Wellcome Trust,098352,,,,,eng,
10.1007/s00213-017-4699-1,MDMA,5-HT2A,MDMA-induced indifference to negative sounds is mediated by the 5-HT2A receptor,2017,K. P. C. Kuypers; R. de la Torre; M. Farre; N. Pizarro; L. Xicota; J. G. Ramaekers,Psychopharmacology,journal-article,,2017-07-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Acoustic Stimulation / adverse effects | Acoustic Stimulation / psychology | Adult | Affect / drug effects | Affect / physiology | Apathy / drug effects | Apathy / physiology | Double-Blind Method | Emotions / drug effects | Emotions / physiology | Female | Humans | Male | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Receptor, Serotonin, 5-HT2A / physiology | Self Report | Serotonin Agents / pharmacology | Sound / adverse effects",5-HT2A receptor | Arousal | Cognitive bias | Ketanserin | MDMA | Oxytocin | Sound processing,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,400-07-2013,10.1007/s00213-017-4708-4,ErratumIn PMID:28766260 Psychopharmacology (Berl). 2018 Feb;235(2):605. doi: 10.1007/s00213-017-4708-4.,,true,eng,
10.1007/s00213-023-06389-5,NLX-101,5-HT1A,"The 5-HT1A receptor biased agonists, NLX-204 and NLX-101, display ketamine-like RAAD and anti-TRD activities in rat CMS models",2023,Mariusz Papp; Piotr Gruca; Magdalena Lason; Ewa Litwa; Adrian Newman-Tancredi; Ronan Depoortère,Psychopharmacology,journal-article,,2023-06-13,0033-3158,1432-2072,Springer Science and Business Media LLC,"Humans | Rats | Male | Animals | Ketamine / pharmacology | Receptor, Serotonin, 5-HT1A | Serotonin | Rats, Inbred WKY | Serotonin 5-HT1 Receptor Agonists | Antidepressive Agents / pharmacology | Serotonin Receptor Agonists | Rats, Wistar | Sucrose | Piperidines | Pyrimidines",5-HT1A receptors | Biased agonist | Chronic mild stress | Cognition | Depression | Ketamine | RAAD | Serotonin | TRD | Wistar-Kyoto rat,Narodowe Centrum Nauki,2019/35/B/NZ7/00787,,,,,eng,
10.1007/s00213-023-06389-5,NLX-204,5-HT1A,"The 5-HT1A receptor biased agonists, NLX-204 and NLX-101, display ketamine-like RAAD and anti-TRD activities in rat CMS models",2023,Mariusz Papp; Piotr Gruca; Magdalena Lason; Ewa Litwa; Adrian Newman-Tancredi; Ronan Depoortère,Psychopharmacology,journal-article,,2023-06-13,0033-3158,1432-2072,Springer Science and Business Media LLC,"Humans | Rats | Male | Animals | Ketamine / pharmacology | Receptor, Serotonin, 5-HT1A | Serotonin | Rats, Inbred WKY | Serotonin 5-HT1 Receptor Agonists | Antidepressive Agents / pharmacology | Serotonin Receptor Agonists | Rats, Wistar | Sucrose | Piperidines | Pyrimidines",5-HT1A receptors | Biased agonist | Chronic mild stress | Cognition | Depression | Ketamine | RAAD | Serotonin | TRD | Wistar-Kyoto rat,Narodowe Centrum Nauki,2019/35/B/NZ7/00787,,,,,eng,
10.1007/s00213-023-06389-5,Ketamine,5-HT1A,"The 5-HT1A receptor biased agonists, NLX-204 and NLX-101, display ketamine-like RAAD and anti-TRD activities in rat CMS models",2023,Mariusz Papp; Piotr Gruca; Magdalena Lason; Ewa Litwa; Adrian Newman-Tancredi; Ronan Depoortère,Psychopharmacology,journal-article,,2023-06-13,0033-3158,1432-2072,Springer Science and Business Media LLC,"Humans | Rats | Male | Animals | Ketamine / pharmacology | Receptor, Serotonin, 5-HT1A | Serotonin | Rats, Inbred WKY | Serotonin 5-HT1 Receptor Agonists | Antidepressive Agents / pharmacology | Serotonin Receptor Agonists | Rats, Wistar | Sucrose | Piperidines | Pyrimidines",5-HT1A receptors | Biased agonist | Chronic mild stress | Cognition | Depression | Ketamine | RAAD | Serotonin | TRD | Wistar-Kyoto rat,Narodowe Centrum Nauki,2019/35/B/NZ7/00787,,,,,eng,
10.1007/s00213-024-06635-4,DOM,5-HT2A receptor,5-hydroxytryptamine 2C/1A receptors modulate the biphasic dose response of the head twitch response and locomotor activity induced by DOM in mice.,2024,Zhu H; Wang L; Wang X; Yao Y; Zhou P; Su R,Psychopharmacology,Journal Article,,2024-06-25,0033-3158,1432-2072,,"Animals | Mice | Dose-Response Relationship, Drug | Male | Receptor, Serotonin, 5-HT2C / drug effects | Receptor, Serotonin, 5-HT2C / metabolism | DOM 2,5-Dimethoxy-4-Methylamphetamine / pharmacology | Piperidines / pharmacology | Piperidines / administration & dosage | Receptor, Serotonin, 5-HT2A / drug effects | Receptor, Serotonin, 5-HT2A / metabolism | Locomotion / drug effects | Locomotion / physiology | Motor Activity / drug effects | Motor Activity / physiology | Receptor, Serotonin, 5-HT1A / drug effects | Receptor, Serotonin, 5-HT1A / metabolism | Hallucinogens / pharmacology | Hallucinogens / administration & dosage | Mice, Inbred C57BL | Head Movements / drug effects | Aminopyridines / pharmacology | Aminopyridines / administration & dosage | Serotonin 5-HT2 Receptor Antagonists / pharmacology | Serotonin 5-HT2 Receptor Antagonists / administration & dosage | Fluorobenzenes / pharmacology | Serotonin 5-HT2 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Indoles",5-HT2A receptor 5-HT2C receptor 5-HT1A receptor head twitch response locomotor activity DOM,National Natural Science Foundation of China,No. 82273909,,,,,eng,
10.1007/s00216-015-8828-6,25I-NBOMe,5-HT2A,"Studies on the metabolism and toxicological detection of the new psychoactive designer drug 2-(4-iodo-2,5-dimethoxyphenyl)-N-[(2-methoxyphenyl)methyl]ethanamine (25I-NBOMe) in human and rat urine using GC-MS, LC-MSn, and LC-HR-MS/MS",2015,Achim T. Caspar; Andreas G. Helfer; Julian A. Michely; Volker Auwärter; Simon D. Brandt; Markus R. Meyer; Hans H. Maurer,Analytical and Bioanalytical Chemistry,journal-article,,2015-06-24,1618-2642,1618-2650,Springer Science and Business Media LLC,"Animals | Chromatography, Liquid / methods | Designer Drugs / analysis | Designer Drugs / toxicity | Dimethoxyphenylethylamine / analogs & derivatives | Dimethoxyphenylethylamine / toxicity | Dimethoxyphenylethylamine / urine | Gas Chromatography-Mass Spectrometry / methods | Humans | Male | Psychotropic Drugs / urine | Rats | Rats, Wistar | Reproducibility of Results | Sensitivity and Specificity | Substance Abuse Detection / methods | Tandem Mass Spectrometry / methods | Toxicity Tests / methods | Urinalysis / methods",,,,,,,,eng,
