# LLM uncertain full-text candidate queue for mechanistic generated at 2026-05-18T03:57:43.825495+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1038/s41598-020-58017-3,LY341495,AMPA receptor,AMPA receptor-mTORC1 signaling activation is required for neuroplastic effects of LY341495 in rat hippocampal neurons,2020,Mi kyoung Seo; Le Thi Hien; Min Kyung Park; Ah Jeong Choi; Dae-Hyun Seog; Seong-Ho Kim; Sung Woo Park; Jung Goo Lee,Scientific Reports,journal-article,,2020-01-22,2045-2322,2045-2322,Springer Science and Business Media LLC,"Amino Acids / pharmacology | Animals | Excitatory Amino Acid Antagonists / pharmacology | Hippocampus / drug effects | Hippocampus / metabolism | Mechanistic Target of Rapamycin Complex 1 / metabolism | Neuronal Plasticity / drug effects | Neuronal Plasticity / physiology | Neurons / drug effects | Neurons / metabolism | Rats | Rats, Sprague-Dawley | Receptors, AMPA / metabolism | Receptors, Metabotropic Glutamate / antagonists & inhibitors | Signal Transduction / drug effects | Xanthenes / pharmacology",,,,,,,,eng,
10.1038/s41598-020-58017-3,LY341495,mTORC1,AMPA receptor-mTORC1 signaling activation is required for neuroplastic effects of LY341495 in rat hippocampal neurons,2020,Mi kyoung Seo; Le Thi Hien; Min Kyung Park; Ah Jeong Choi; Dae-Hyun Seog; Seong-Ho Kim; Sung Woo Park; Jung Goo Lee,Scientific Reports,journal-article,,2020-01-22,2045-2322,2045-2322,Springer Science and Business Media LLC,"Amino Acids / pharmacology | Animals | Excitatory Amino Acid Antagonists / pharmacology | Hippocampus / drug effects | Hippocampus / metabolism | Mechanistic Target of Rapamycin Complex 1 / metabolism | Neuronal Plasticity / drug effects | Neuronal Plasticity / physiology | Neurons / drug effects | Neurons / metabolism | Rats | Rats, Sprague-Dawley | Receptors, AMPA / metabolism | Receptors, Metabotropic Glutamate / antagonists & inhibitors | Signal Transduction / drug effects | Xanthenes / pharmacology",,,,,,,,eng,
10.1038/s41598-020-61635-6,,,Gut microbiota manipulation during the prepubertal period shapes behavioral abnormalities in a mouse neurodevelopmental disorder model,2020,Justin M. Saunders; José L. Moreno; Daisuke Ibi; Masoumeh Sikaroodi; Dae Joong Kang; Raquel Muñoz-Moreno; Swati S. Dalmet; Adolfo García-Sastre; Patrick M. Gillevet; Mikhail G. Dozmorov,Scientific Reports,journal-article,,2020-03-13,2045-2322,2045-2322,Springer Science and Business Media LLC,"Age Factors | Animals | Anti-Bacterial Agents / administration & dosage | Behavior, Animal | Disease Models, Animal | Disease Susceptibility | Gastrointestinal Microbiome | Memory | Mice | Neurodevelopmental Disorders / etiology | Neurodevelopmental Disorders / psychology | Phenotype | Problem Behavior | Recognition, Psychology | Schizophrenia / etiology | Sexual Maturation",,NIMH NIH HHS | NCATS NIH HHS,R01 MH084894 | R21 TR002024 | F30 MH116550,,,,,eng,
10.1038/tp.2012.68,NAAG,metabotropic glutamate receptor 3 (mGluR3),NAAG peptidase inhibitors block cognitive deficit induced by MK-801 and motor activation induced by d-amphetamine in animal models of schizophrenia,2012,Rafal T. Olszewski; Karolina J. Janczura; S R Ball; John C. Madore; Kaleen M. Lavin; Justin Lee; M J Lee; Elise K. Der; Timothy J. Hark; P R Farago,Translational psychiatry,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",,2012-07-31,2158-3188,2158-3188,,"Analysis of Variance | Animals | Antipsychotic Agents / pharmacology | Dextroamphetamine | Disease Models, Animal | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Exploratory Behavior / drug effects | Glutamate Carboxypeptidase II / antagonists & inhibitors | Male | Mice | Mice, Inbred C57BL | Mice, Knockout | Organophosphorus Compounds / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, Metabotropic Glutamate / agonists | Recognition, Psychology / drug effects | Risperidone / pharmacology | Schizophrenia / chemically induced | Schizophrenia / drug therapy | Schizophrenia / physiopathology | Soman / analogs & derivatives | Urea / analogs & derivatives | Urea / pharmacology",,NIMH NIH HHS | NIGMS NIH HHS | Howard Hughes Medical Institute,R01 MH079983 | T32 GM007367 | R01 MH 79983,,,,,eng,
10.1093/nc/niaa024,,,Neural network models for DMT-induced visual hallucinations,2020,Michael M Schartner; Christopher Timmermann,Neuroscience of Consciousness,journal-article,,2020-01-01,2057-2107,2057-2107,Oxford University Press (OUP),,computational modelling | imagery | perception | pharmacology,,,,,,,eng,
10.1093/nc/niaf007,,,Exploring 5-MeO-DMT as a pharmacological model for deconstructed consciousness,2025,Christopher Timmermann; James W Sanders; David Reydellet; Tommaso Barba; Lisa X Luan; Óscar Soto Angona; Genís Ona; Giancarlo Allocca; Carl H Smith; Zachary G Daily,Neuroscience of Consciousness,journal-article,,2025-01-01,2057-2107,2057-2107,Oxford University Press (OUP),,EEG | awareness | neurophenomenology | psychedelic | self | serotonin,,,,,,,eng,
10.1177/2470547018796102,,,"Ketamine, but Not the NMDAR Antagonist Lanicemine, Increases Prefrontal Global Connectivity in Depressed Patients",2018,Chadi G. Abdallah; Arpan Dutta; Christopher L. Averill; Shane McKie; Teddy J. Akiki; Lynnette A. Averill; J.F.W. Deakin,"Chronic stress (Thousand Oaks, Calif.)",Journal Article,,2018-09-21,2470-5470,,,,,NIMH NIH HHS,K23 MH101498,,,,,eng,
10.1186/2049-9256-1-15,LY341495,mGluR2/3,mGluR2/3 blockade produces rapid and long-lasting reversal of anhedonia caused by chronic stress exposure,2013,Jason M Dwyer; Ashley E Lepack; Ronald S Duman,Journal of Molecular Psychiatry,journal-article,,2013-09-17,2049-9256,,Springer Science and Business Media LLC,,Antidepressant | Depression | Ketamine | LY341495 | Stress | mGluR2/3,NIMH NIH HHS,R01 MH093897 | R01 MH105910,,,,,eng,
10.1371/journal.pbio.1001056,,,Visual Trails: Do the Doors of Perception Open Periodically?,2011,J. Dubois; R. VanRullen,PLoS Biology,JournalArticle,,2011-05-01,1544-9173,1545-7885,Public Library of Science (PLoS),Anticonvulsants / adverse effects | Antidepressive Agents / adverse effects | Female | Fructose / adverse effects | Fructose / analogs & derivatives | Hallucinogens / adverse effects | Humans | Lysergic Acid Diethylamide / adverse effects | Male | Mianserin / adverse effects | Mianserin / analogs & derivatives | Middle Aged | Mirtazapine | Perceptual Disorders / chemically induced | Piperazines | Topiramate | Trazodone / adverse effects | Triazoles / adverse effects | Visual Perception,Medicine | Biology | external | Psychology | s2-fos-model,,,,,,,en,bce9ce3303b10b86e6bafc4253ab2e176b8a3752
10.1371/journal.pone.0152729,,,The qEEG Signature of Selective NMDA NR2B Negative Allosteric Modulators; A Potential Translational Biomarker for Drug Development,2016,Deborah Keavy; Linda J. Bristow; Digavalli V. Sivarao; Margaret Batchelder; Dalton King; Srinivasan Thangathirupathy; John E. Macor; Michael R. Weed,PLoS ONE,journal-article,,2016-04-01,1932-6203,1932-6203,Public Library of Science (PLoS),"Allosteric Regulation | Animals | Biomarkers / metabolism | Drug Design | Electroencephalography / methods | Macaca fascicularis | Receptors, N-Methyl-D-Aspartate / drug effects | Receptors, N-Methyl-D-Aspartate / metabolism",,,,,,,,eng,
10.2147/prbm.s4481,,,Acquired auditory-visual synesthesia: A window to early cross-modal sensory interactions,2009,Pegah Afra,Psychology Research and Behavior Management,journal-article,,2009-01-01,1179-1578,,Informa UK Limited,,auditory-visual | cross modal | synesthesia,,,,,,,eng,
10.3389/fnbeh.2016.00226,,,Exposure to Ketamine Anesthesia Affects Rat Impulsive Behavior,2016,António Melo; Hugo Leite-Almeida; Clara Ferreira; Nuno Sousa; José M. Pêgo,Frontiers in Behavioral Neuroscience,journal-article,,2016-11-23,1662-5153,,Frontiers Media SA,,impulsive behavior | ketamine | ketamine anesthesia | nucleus accumbens | rat model | striatum,,,,,,,eng,
10.3389/fncel.2017.00305,,,From Serotonin to Neuroplasticity: Evolvement of Theories for Major Depressive Disorder,2017,Bangshan Liu; Jin Liu; Mi Wang; Yan Zhang; Lingjiang Li,Frontiers in Cellular Neuroscience,journal-article,,2017-09-28,1662-5102,,Frontiers Media SA,,antidepressant efficacy | final common pathway | major depressive disorder | neuroplasticity | serotonin,,,,,,,eng,
10.3389/fnhum.2015.00346,,,Restructuring consciousness â€“the psychedelic state in light of integrated information theory,2015,Andrew R. Gallimore,Frontiers in Human Neuroscience,journal-article,,2015-06-12,1662-5161,,Frontiers Media SA,,LSD | integrated information theory | integration | ketamine | neural complexity | neural entropy | psilocybin | psychedelic state,,,,,,,eng,
10.3389/fnmol.2022.932497,,,Neurotrophin Crosstalk in the Etiology and Treatment of Neuropsychiatric and Neurodegenerative Disease,2022,Rajeev Joshi; Stephen R. J. Salton,Frontiers in Molecular Neuroscience,journal-article,,2022-07-15,1662-5099,,Frontiers Media SA,,ADNP (activity dependent neuroprotective protein) | Alzheimer’s disease | BDNF (brain derived neurotrophic factor) | MDD (major depressive disorder) | TLQP-62 | TrkB | VEGF – vascular endothelial growth factor | VGF,,,,,,,eng,
10.3390/ph16040566,,,Benzydamine—An Affordable Over-the-Counter Drug with Psychoactive Properties—From Chemical Structure to Possible Pharmacological Properties,2023,Bianca-Eugenia Ősz; George Jîtcă; Andreea Sălcudean; Carmen Maria Rusz; Camil-Eugen Vari,Pharmaceuticals,journal-article,,2023-04-10,1424-8247,,MDPI AG,,benzydamine | inflammation | neuropathic pain | over the counter | psychotropic,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Târgu Mureș,",163/6/10.01.2023,,,,,eng,
10.5811/westjem.2020.4.45779,,,Current Understanding of the Neurobiology of Agitation,2020,Christopher Miller; Vedrana Hodzic; Eric Weintraub,Western Journal of Emergency Medicine,journal-article,,2020-07-02,1936-900X,1936-9018,Western Journal of Emergency Medicine,Aggression / drug effects | Aggression / physiology | Aggression / psychology | Humans | Psychomotor Agitation / drug therapy | Psychomotor Agitation / etiology | Psychotropic Drugs / pharmacology,,,,,,,,eng,
10.1002/(sici)1522-2586(199910)10:4<521::aid-jmri4>3.0.co;2-9,,,"Cerebral1H MRS alterations in recreational 3,4-methylenedioxymethamphetamine (MDMA, ?ecstasy?) users",1999,L. Chang; T. Ernst; C.S. Grob; R.E. Poland,Journal of Magnetic Resonance Imaging,journal-article,,1999-10-01,1053-1807,1522-2586,Wiley,"Adult | Aged | Aged, 80 and over | Aspartic Acid / analogs & derivatives | Aspartic Acid / analysis | Brain / drug effects | Brain / pathology | Brain Chemistry | Choline / analysis | Creatine / analysis | Female | Hallucinogens / adverse effects | Humans | Inositol / analysis | Magnetic Resonance Imaging | Magnetic Resonance Spectroscopy | Male | Middle Aged | N-Methyl-3,4-methylenedioxyamphetamine / adverse effects | Substance-Related Disorders / metabolism | Substance-Related Disorders / pathology",,NIDA NIH HHS | NIMH NIH HHS | NCRR NIH HHS,DA00280 | MH00534 | MO1 RR00425,,,,,eng,
10.1002/hup.2832,,,The chemical induction of synaesthesia,2022,David P. Luke; Laura Lungu; Ross Friday; Devin B. Terhune,Human Psychopharmacology Clinical and Experimental,journal-article,,2022-01-19,0885-6222,1099-1077,Wiley,Color Perception | Humans | Lysergic Acid Diethylamide | Self Report | Surveys and Questionnaires | Synesthesia,consciousness | dopamine | perception | psychedelics | serotonin,,,,,,,eng,
10.1007/s00213-005-0255-5,,,Relevance of rodent models of intravenous MDMA self-administration to human MDMA consumption patterns,2006,R. De La Garza; K. R. Fabrizio; A. Gupta,Psychopharmacology,journal-article,,2006-02-09,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Addictive / psychology | Behavior, Animal / drug effects | Conditioning, Psychological / drug effects | Discrimination, Psychological / drug effects | Hallucinogens / administration & dosage | Humans | Infusions, Intravenous | Models, Animal | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | Rats | Rats, Long-Evans | Rats, Sprague-Dawley | Rats, Wistar | Reinforcement, Psychology | Reproducibility of Results | Self Administration | Self Stimulation / drug effects | Species Specificity",,NIDA NIH HHS,DA 15126-01,,,,,eng,
10.1007/s00213-013-3293-4,,,"Crocins, the active constituents of Crocus Sativus L., counteracted ketamine–induced behavioural deficits in rats",2013,Georgia Georgiadou; Vasilios Grivas; Petros A. Tarantilis; Nikolaos Pitsikas,Psychopharmacology,journal-article,,2013-10-05,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Antipsychotic Agents / pharmacology | Ataxia / chemically induced | Ataxia / drug therapy | Carotenoids / pharmacology | Ketamine | Male | Memory Disorders / chemically induced | Memory Disorders / drug therapy | Motor Activity / drug effects | Neuropsychological Tests | Rats | Rats, Wistar | Recognition, Psychology / drug effects | Social Behavior | Stereotypic Movement Disorder / chemically induced | Stereotypic Movement Disorder / drug therapy | Time Factors",,,,,,,,eng,
10.1007/s00213-015-4078-8,ketamine,cerebral blood flow (CBF),Phenomenologically distinct psychotomimetic effects of ketamine are associated with cerebral blood flow changes in functionally relevant cerebral foci: a continuous arterial spin labelling study,2015,T. A. Pollak; S. De Simoni; B. Barimani; F. O. Zelaya; J. M. Stone; M. A. Mehta,Psychopharmacology,journal-article,,2015-10-05,0033-3158,1432-2072,Springer Science and Business Media LLC,Adult | Cerebrovascular Circulation / drug effects | Excitatory Amino Acid Antagonists / pharmacology | Gyrus Cinguli / drug effects | Humans | Ketamine / pharmacology | Male | Neuropsychological Tests | Perception / drug effects | Spin Labels | Thinking / drug effects | Young Adult,Cerebral blood flow | Glutamate receptor | NMDA Receptor | Neuroimaging,NIAAA NIH HHS | NCRR NIH HHS | Wellcome Trust,P50AA012879 | UL1RR024139,,,,,eng,
10.1007/s002130050140,,,N -Methyl- D -aspartate (NMDA) and α-amino-3-hydroxy-5-methyl-4- isoxazoleproprionate (AMPA) glutamate-receptor antagonists have different interactions with the discriminative stimuli of abused drugs,1996,A. Jackson; Geraldine Brown; David N. Stephens,Psychopharmacology,journal-article,,1996-12-03,0033-3158,1432-2072,Springer Science and Business Media LLC,"Analysis of Variance | Animals | Anti-Anxiety Agents | Behavior, Animal / drug effects | Benzodiazepines / pharmacology | Conditioning, Operant / drug effects | Discrimination Learning / drug effects | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Ketamine / pharmacology | Male | Morphine / antagonists & inhibitors | Morphine / pharmacology | Narcotic Antagonists / pharmacology | Quinoxalines / pharmacology | Rats | Receptors, AMPA / physiology | Receptors, N-Methyl-D-Aspartate / drug effects | Receptors, N-Methyl-D-Aspartate / physiology | Reinforcement Schedule",,,,,,,,eng,
10.1007/s10822-017-0016-7,herkinorin,mu opioid receptor,"Allosteric modulation model of the mu opioid receptor by herkinorin, a potent not alkaloidal agonist",2017,A. F. Marmolejo-Valencia; K. Martínez-Mayorga,Journal of Computer-Aided Molecular Design,journal-article,,2017-03-31,0920-654X,1573-4951,Springer Science and Business Media LLC,"Allosteric Regulation | Amino Acids / chemistry | Binding Sites | Furans / chemistry | Ligands | Molecular Docking Simulation | Molecular Dynamics Simulation | Protein Binding | Protein Conformation | Pyrones / chemistry | Receptors, Opioid, mu / agonists | Receptors, Opioid, mu / chemistry | Structure-Activity Relationship | Thermodynamics",Allosteric binding | Biased agonist | Functional selectivity | Herkinorin | Mu opioid receptor,,,,,,,eng,
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand Rai; Dharmendra Kumar Yadav,3 Biotech,journal-article,,2026-01-01,2190-572X,2190-5738,Springer Science and Business Media LLC,,Aging | Cognitive decline | Neuroinflammation | Oxidative stress | Synaptic plasticity,,,,,,,eng,
10.1016/0304-3940(93)90750-f,,,Investigating the role of anaesthetics on the rostral ventromedial medulla: implications for a GABAergic link between ON and OFF cells,1993,Steve McGaraughty; Stanislav Reinis; John Tsoukatos,Neuroscience Letters,journal-article,,1993-01-01,0304-3940,1872-7972,Elsevier BV,Anesthetics / pharmacology | Animals | Electrophysiology | Ketamine | Male | Medulla Oblongata / cytology | Medulla Oblongata / drug effects | Microelectrodes | Morphine / pharmacology | Neurons / drug effects | Phenobarbital / pharmacology | Rats | Stereotaxic Techniques | Xylazine | gamma-Aminobutyric Acid / physiology,,,,,,,,eng,
10.1016/j.bbr.2012.05.038,tiletamine,NMDA receptor,"Rewarding and reinforcing effects of the NMDA receptor antagonist–benzodiazepine combination, zoletil®: Difference between acute and repeated exposure",2012,June Bryan I. de la Peña; Hae Chang Lee; Ike C. de la Peña; Tae Soon Woo; Seo Young Yoon; Hye Lim Lee; Jin Soo Han; Jeong Ik Lee; Yoon Ju Cho; Chan Young Shin,Behavioural Brain Research,journal-article,,2012-05-31,0166-4328,1872-7549,Elsevier BV,"Analysis of Variance | Anesthetics / pharmacology | Animals | Anti-Anxiety Agents / pharmacology | Conditioning, Operant / drug effects | Dose-Response Relationship, Drug | Drug Administration Schedule | Drug Combinations | Ketamine / pharmacology | Male | Rats | Rats, Sprague-Dawley | Reinforcement, Psychology | Reward | Self Administration | Tiletamine / pharmacology | Time Factors | Zolazepam / pharmacology",,,,,,,,eng,
10.1016/j.bbr.2012.05.038,zolazepam,benzodiazepine,"Rewarding and reinforcing effects of the NMDA receptor antagonist–benzodiazepine combination, zoletil®: Difference between acute and repeated exposure",2012,June Bryan I. de la Peña; Hae Chang Lee; Ike C. de la Peña; Tae Soon Woo; Seo Young Yoon; Hye Lim Lee; Jin Soo Han; Jeong Ik Lee; Yoon Ju Cho; Chan Young Shin,Behavioural Brain Research,journal-article,,2012-05-31,0166-4328,1872-7549,Elsevier BV,"Analysis of Variance | Anesthetics / pharmacology | Animals | Anti-Anxiety Agents / pharmacology | Conditioning, Operant / drug effects | Dose-Response Relationship, Drug | Drug Administration Schedule | Drug Combinations | Ketamine / pharmacology | Male | Rats | Rats, Sprague-Dawley | Reinforcement, Psychology | Reward | Self Administration | Tiletamine / pharmacology | Time Factors | Zolazepam / pharmacology",,,,,,,,eng,
