paper_id,doi,paper_openalex_id,author_id,display_name,canonical_name,openalex_author_id,orcid,author_position,author_position_label,is_first_author,is_last_author,source,identity_confidence,source_author_id,source_orcid,source_openalex_author_id,identity_review_id
paper:10.1016/j.jad.2020.01.001,10.1016/j.jad.2020.01.001,https://openalex.org/W2999066187,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2020.03.048,10.1016/j.jad.2020.03.048,https://openalex.org/W3014351178,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2020.06.020,10.1016/j.jad.2020.06.020,https://openalex.org/W3037572205,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2020.06.068,10.1016/j.jad.2020.06.068,https://openalex.org/W3043107776,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2021.12.084,10.1016/j.jad.2021.12.084,https://openalex.org/W4200089210,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2021.12.105,10.1016/j.jad.2021.12.105,https://openalex.org/W4200327500,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,4,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2022.02.032,10.1016/j.jad.2022.02.032,https://openalex.org/W4212967155,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2022.06.081,10.1016/j.jad.2022.06.081,https://openalex.org/W4283576119,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,5,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2022.09.125,10.1016/j.jad.2022.09.125,https://openalex.org/W4297473111,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,6,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2023.01.003,10.1016/j.jad.2023.01.003,https://openalex.org/W4315881675,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,9,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2023.04.120,10.1016/j.jad.2023.04.120,https://openalex.org/W4375846829,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2023.04.122,10.1016/j.jad.2023.04.122,https://openalex.org/W4372311840,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,12,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1016/j.jad.2024.01.084,10.1016/j.jad.2024.01.084,https://openalex.org/W4390744855,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,15,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1016/j.jpsychires.2018.07.003,10.1016/j.jpsychires.2018.07.003,https://openalex.org/W2866821549,openalex:A5013581078,Su Min,su min,https://openalex.org/A5013581078,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5013581078,0009-0005-8777-4248,https://openalex.org/A5013581078,
paper:10.1016/j.jpsychires.2018.09.013,10.1016/j.jpsychires.2018.09.013,https://openalex.org/W2893382248,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.jpsychires.2021.10.037,10.1016/j.jpsychires.2021.10.037,https://openalex.org/W3209710196,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.neuro.2019.12.005,10.1016/j.neuro.2019.12.005,https://openalex.org/W2992985519,openalex:A5100417026,Cheng Wang,cheng wang,https://openalex.org/A5100417026,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5100417026,0009-0006-5666-5329,https://openalex.org/A5100417026,
paper:10.1016/j.neuron.2013.02.011,10.1016/j.neuron.2013.02.011,https://openalex.org/W1984141645,openalex:A5036878613,Holly Moore,holly moore,https://openalex.org/A5036878613,,10,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5036878613,0009-0001-7320-6347,https://openalex.org/A5036878613,
paper:10.1016/j.neuroscience.2017.03.057,10.1016/j.neuroscience.2017.03.057,https://openalex.org/W2604899412,openalex:A5100657954,Yang Lu,yang lu,https://openalex.org/A5100657954,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5100657954,0000-0003-1012-6494,https://openalex.org/A5100657954,
paper:10.1016/j.nlm.2018.06.013,10.1016/j.nlm.2018.06.013,https://openalex.org/W2810237872,openalex:A5013581078,Su Min,su min,https://openalex.org/A5013581078,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5013581078,0000-0002-0063-5044,https://openalex.org/A5013581078,
paper:10.1016/j.pbb.2011.10.025,10.1016/j.pbb.2011.10.025,https://openalex.org/W1996941283,openalex:A5054206531,Gregory M. Miller,gregory m. miller,https://openalex.org/A5054206531,,5,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5054206531,0000-0002-7595-7996,https://openalex.org/A5054206531,
paper:10.1016/j.pscychresns.2015.06.001,10.1016/j.pscychresns.2015.06.001,https://openalex.org/W1838639015,openalex:A5036878613,Holly Moore,holly moore,https://openalex.org/A5036878613,,11,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5036878613,0009-0006-0860-2534,https://openalex.org/A5036878613,
paper:10.1016/j.psychres.2018.05.050,10.1016/j.psychres.2018.05.050,https://openalex.org/W2803573847,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,8,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1016/j.psychres.2019.112573,10.1016/j.psychres.2019.112573,https://openalex.org/W2975066587,openalex:A5013581078,Su Min,su min,https://openalex.org/A5013581078,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5013581078,0009-0005-8777-4248,https://openalex.org/A5013581078,
paper:10.1016/j.psychres.2020.112907,10.1016/j.psychres.2020.112907,https://openalex.org/W3009457226,openalex:A5120143119,Hongjun Tian,hongjun tian,https://openalex.org/A5120143119,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5120143119,0000-0003-0417-5759,https://openalex.org/A5120143119,
paper:10.1016/j.reprotox.2004.10.003,10.1016/j.reprotox.2004.10.003,https://openalex.org/W1982094793,openalex:A5100417026,Cheng Wang,cheng wang,https://openalex.org/A5100417026,,3,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5100417026,0009-0006-5666-5329,https://openalex.org/A5100417026,
paper:10.1016/s0024-3205(01)01373-x,10.1016/s0024-3205(01)01373-x,https://openalex.org/W2021632386,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,11,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-6709-7092,https://openalex.org/A5038134435,
paper:10.1016/s0024-3205(99)00555-x,10.1016/s0024-3205(99)00555-x,https://openalex.org/W1968829652,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,8,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1021/acschemneuro.5c00247,10.1021/acschemneuro.5c00247,https://openalex.org/W4409620999,openalex:A5006917915,Hongshuang Wang,hongshuang wang,https://openalex.org/A5006917915,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5006917915,0009-0006-4378-3502,https://openalex.org/A5006917915,
paper:10.1021/acschemneuro.5c00509,10.1021/acschemneuro.5c00509,https://openalex.org/W4412641880,openalex:A5006917915,Hongshuang Wang,hongshuang wang,https://openalex.org/A5006917915,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5006917915,0009-0001-8797-4822,https://openalex.org/A5006917915,
paper:10.1021/acsptsci.5c00094,10.1021/acsptsci.5c00094,https://openalex.org/W4408221975,openalex:A5006917915,Hongshuang Wang,hongshuang wang,https://openalex.org/A5006917915,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5006917915,0009-0001-8797-4822,https://openalex.org/A5006917915,
paper:10.1021/tx010051p,10.1021/tx010051p,https://openalex.org/W2017509011,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,10,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1038/npp.2009.58,10.1038/npp.2009.58,https://openalex.org/W1978403015,openalex:A5036878613,Holly Moore,holly moore,https://openalex.org/A5036878613,,16,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5036878613,0009-0001-7320-6347,https://openalex.org/A5036878613,
paper:10.1038/s41380-025-03168-w,10.1038/s41380-025-03168-w,https://openalex.org/W4413323217,openalex:A5006917915,Hongshuang Wang,hongshuang wang,https://openalex.org/A5006917915,,3,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5006917915,0009-0001-8797-4822,https://openalex.org/A5006917915,
paper:10.1038/s41398-020-00933-z,10.1038/s41398-020-00933-z,https://openalex.org/W3044784468,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1038/s41398-020-00945-9,10.1038/s41398-020-00945-9,https://openalex.org/W3047351569,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1038/s41398-024-03027-2,10.1038/s41398-024-03027-2,https://openalex.org/W4401354243,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,11,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1038/s41586-025-09755-9,10.1038/s41586-025-09755-9,https://openalex.org/W4415929045,openalex:A5006917915,Hongshuang Wang,hongshuang wang,https://openalex.org/A5006917915,,9,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5006917915,0009-0001-8797-4822,https://openalex.org/A5006917915,
paper:10.1042/bj20141321,10.1042/bj20141321,https://openalex.org/W2330718890,openalex:A5024589429,Jay Yang,jay yang,https://openalex.org/A5024589429,,5,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5024589429,0000-0003-1621-0486,https://openalex.org/A5024589429,
paper:10.1073/pnas.1814709116,10.1073/pnas.1814709116,https://openalex.org/W2903713826,openalex:A5100603563,Xiaoyuan Li,xiaoyuan li,https://openalex.org/A5100603563,,6,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5100603563,0000-0002-4483-1960,https://openalex.org/A5100603563,
paper:10.1080/13651501.2022.2138444,10.1080/13651501.2022.2138444,https://openalex.org/W4307971816,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,4,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0009-0003-3484-3735,https://openalex.org/A5008457324,
paper:10.1080/24750573.2019.1699726,10.1080/24750573.2019.1699726,https://openalex.org/W2996982323,openalex:A5120143119,Hongjun Tian,hongjun tian,https://openalex.org/A5120143119,,6,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5120143119,0000-0002-3919-3749,https://openalex.org/A5120143119,
paper:10.1093/clinchem/47.10.1788,10.1093/clinchem/47.10.1788,https://openalex.org/W2162745202,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,6,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1093/clinchem/48.1.174,10.1093/clinchem/48.1.174,https://openalex.org/W1963377034,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,8,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1093/jat/26.3.157,10.1093/jat/26.3.157,https://openalex.org/W2136857979,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,10,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1093/jat/27.5.294,10.1093/jat/27.5.294,https://openalex.org/W2114905492,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,8,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1093/nsr/nwaf367,10.1093/nsr/nwaf367,https://openalex.org/W4414057616,openalex:A5100367445,Gang Wang,gang wang,https://openalex.org/A5100367445,,16,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5100367445,0000-0003-1499-2031,https://openalex.org/A5100367445,
paper:10.1093/toxsci/kfp167,10.1093/toxsci/kfp167,https://openalex.org/W2136508295,openalex:A5100417026,Cheng Wang,cheng wang,https://openalex.org/A5100417026,,10,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5100417026,0000-0002-8315-6232,https://openalex.org/A5100417026,
paper:10.1097/00007691-200404000-00009,10.1097/00007691-200404000-00009,https://openalex.org/W2011428797,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,7,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-6709-7092,https://openalex.org/A5038134435,
paper:10.1097/yct.0000000000000148,10.1097/yct.0000000000000148,https://openalex.org/W2334526014,openalex:A5013581078,Su Min,su min,https://openalex.org/A5013581078,,9,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5013581078,0000-0002-0063-5044,https://openalex.org/A5013581078,
paper:10.1097/yct.0000000000000365,10.1097/yct.0000000000000365,https://openalex.org/W2547312716,openalex:A5013581078,Su Min,su min,https://openalex.org/A5013581078,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5013581078,0000-0002-0063-5044,https://openalex.org/A5013581078,
paper:10.1097/yct.0000000000000938,10.1097/yct.0000000000000938,https://openalex.org/W4380423133,openalex:A5013581078,Su Min,su min,https://openalex.org/A5013581078,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5013581078,0000-0002-0063-5044,https://openalex.org/A5013581078,
paper:10.1111/acps.13096,10.1111/acps.13096,https://openalex.org/W2971851199,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,2,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1111/ajad.12984,10.1111/ajad.12984,https://openalex.org/W3001028563,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,5,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1111/cns.70324,10.1111/cns.70324,https://openalex.org/W4408301798,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,12,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1111/j.1360-0443.2007.01805.x,10.1111/j.1360-0443.2007.01805.x,https://openalex.org/W1992272125,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,8,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1111/j.1749-6632.2000.tb05198.x,10.1111/j.1749-6632.2000.tb05198.x,https://openalex.org/W2154220771,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,9,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1111/j.1749-6632.2000.tb05199.x,10.1111/j.1749-6632.2000.tb05199.x,https://openalex.org/W2024845040,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,9,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1111/j.1749-6632.2002.tb04183.x,10.1111/j.1749-6632.2002.tb04183.x,https://openalex.org/W1519857898,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,10,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1124/jpet.103.061374,10.1124/jpet.103.061374,https://openalex.org/W2134907178,openalex:A5038134435,Jordi Segura,jordi segura,https://openalex.org/A5038134435,,10,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5038134435,0000-0002-2463-752X,https://openalex.org/A5038134435,
paper:10.1124/jpet.105.084459,10.1124/jpet.105.084459,https://openalex.org/W2145641802,openalex:A5054206531,Gregory M. Miller,gregory m. miller,https://openalex.org/A5054206531,,1,first,True,False,openalex,openalex_author_id_orcid_conflict,openalex:A5054206531,0009-0005-7397-9277,https://openalex.org/A5054206531,
paper:10.1126/science.1190287,10.1126/science.1190287,https://openalex.org/W2089351762,openalex:A5100603563,Xiaoyuan Li,xiaoyuan li,https://openalex.org/A5100603563,,7,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5100603563,0000-0002-4483-1960,https://openalex.org/A5100603563,
paper:10.1136/gpsych-2023-101007,10.1136/gpsych-2023-101007,https://openalex.org/W4381549422,openalex:A5008457324,Yanling Zhou,yanling zhou,https://openalex.org/A5008457324,,11,last,False,True,openalex,openalex_author_id_orcid_conflict,openalex:A5008457324,0000-0002-8741-9394,https://openalex.org/A5008457324,
paper:10.1172/jci130808,10.1172/jci130808,https://openalex.org/W2991582092,openalex:A5100603563,Xiaoyuan Li,xiaoyuan li,https://openalex.org/A5100603563,,5,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5100603563,0000-0002-4483-1960,https://openalex.org/A5100603563,
paper:10.1176/appi.ajp.2018.17121368,10.1176/appi.ajp.2018.17121368,https://openalex.org/W2908096166,openalex:A5100603563,Xiaoyuan Li,xiaoyuan li,https://openalex.org/A5100603563,,4,middle,False,False,openalex,openalex_author_id_orcid_conflict,openalex:A5100603563,0000-0002-4483-1960,https://openalex.org/A5100603563,
