action_reason,authors,best_pdf_url,contexts,library_status,open_access_is_oa,open_access_status,pdf_download_status,pdf_local_path,study_doi,study_title,study_year
triage_excluded_irrelevant,Wei Yan; Lijia Chang; Kenji Hashimoto,https://www.nature.com/articles/s41380-021-01121-1.pdf,S-ketamine -> Major depressive disorder,excluded_not_relevant,true,hybrid,pruned_irrelevant,,10.1038/s41380-021-01121-1,Molecular mechanisms underlying the antidepressant actions of arketamine: beyond the NMDA receptor,2021
triage_excluded_irrelevant,Oliver Howes; Michael E. Thase; Toby Pillinger,https://www.nature.com/articles/s41380-021-01200-3.pdf,S-ketamine -> Major depressive disorder,excluded_not_relevant,true,hybrid,pruned_irrelevant,,10.1038/s41380-021-01200-3,Treatment resistance in psychiatry: state of the art and new directions,2021
triage_excluded_irrelevant,M. Madsen; Patrick M. Fisher; Daniel Burmester; Agnete Dyssegaard; Dea Siggaard Stenbæk; Sara Kristiansen; Sys Stybe Johansen; Sczabolz Lehel; Kristían Línnet; Claus Svarer,https://www.nature.com/articles/s41386-019-0324-9.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,bronze,pruned_irrelevant,,10.1038/s41386-019-0324-9,Psychedelic effects of psilocybin correlate with serotonin 2A receptor occupancy and plasma psilocin levels,2019
triage_excluded_irrelevant,Friederike Holze; Patrick Vizeli; Felix Müller; Laura Ley; Raoul Duerig; Nimmy Varghese; Anne Eckert; Stefan Borgwardt; Matthias E. Liechti,https://www.nature.com/articles/s41386-019-0569-3.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,hybrid,pruned_irrelevant,,10.1038/s41386-019-0569-3,"Distinct acute effects of LSD, MDMA, and d-amphetamine in healthy subjects",2019
triage_excluded_irrelevant,Friederike Holze; Patrick Vizeli; Laura Ley; Felix Müller; Patrick C. Dolder; Melanie Stocker; Urs Duthaler; Nimmy Varghese; Anne Eckert; Stefan Borgwardt,https://www.nature.com/articles/s41386-020-00883-6.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,hybrid,pruned_irrelevant,,10.1038/s41386-020-00883-6,Acute dose-dependent effects of lysergic acid diethylamide in a double-blind placebo-controlled study in healthy subjects,2020
triage_excluded_irrelevant,Marcus W. Meinhardt; Cansu Güngör; Ivan Skorodumov; Lea J. Mertens; Rainer Spanagel,https://www.nature.com/articles/s41386-020-0694-z.pdf,Psilocybin -> Alcohol use disorder,excluded_not_relevant,true,bronze,pruned_irrelevant,,10.1038/s41386-020-0694-z,Psilocybin and LSD have no long-lasting effects in an animal model of alcohol relapse,2020
triage_excluded_irrelevant,Abigail E. Calder; Gregor Hasler,https://www.nature.com/articles/s41386-022-01389-z.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,hybrid,pruned_irrelevant,,10.1038/s41386-022-01389-z,Towards an understanding of psychedelic-induced neuroplasticity,2022
triage_excluded_irrelevant,Christoph Kraus; Bashkim Kadriu; Rupert Lanzenberger; Carlos A. Zarate; Siegfried Kasper,https://www.nature.com/articles/s41398-019-0460-3.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1038/s41398-019-0460-3,Prognosis and improved outcomes in major depression: a review,2019
triage_excluded_irrelevant,Elizabeth D. Ballard; Carlos A. Zarate,https://www.nature.com/articles/s41467-020-20190-4.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1038/s41467-020-20190-4,The role of dissociation in ketamine’s antidepressant effects,2020
triage_excluded_irrelevant,Christopher Timmermann; Leor Roseman; Michael Schartner; Raphaël Millière; Luke T. J. Williams; David Erritzøe; Suresh Muthukumaraswamy; Michael Ashton; Adam Bendrioua; Okdeep Kaur,https://www.nature.com/articles/s41598-019-51974-4.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1038/s41598-019-51974-4,Neural correlates of the DMT experience assessed with multivariate EEG,2019
triage_excluded_irrelevant,Frederick S. Barrett; Manoj K. Doss; Nathan D. Sepeda; James J. Pekar; Roland R. Griffiths,https://www.nature.com/articles/s41598-020-59282-y.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1038/s41598-020-59282-y,Emotions and brain function are altered up to one month after a single high dose of psilocybin,2020
triage_excluded_irrelevant,Christopher Timmermann; Hannes Kettner; Chris Letheby; Leor Roseman; Fernando E. Rosas; Robin Carhart‐Harris,https://www.nature.com/articles/s41598-021-01209-2.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1038/s41598-021-01209-2,Psychedelics alter metaphysical beliefs,2021
triage_excluded_irrelevant,Kit Huckvale; Svetha Venkatesh; Helen Christensen,https://www.nature.com/articles/s41746-019-0166-1.pdf,S-ketamine -> Major depressive disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1038/s41746-019-0166-1,"Toward clinical digital phenotyping: a timely opportunity to consider purpose, quality, and safety",2019
triage_excluded_irrelevant,Anahit Babayan; Miray Erbey; Deniz Kumral; Janis Reinelt; Andrea Reiter; Josefin Röbbig; H. Lina Schaare; Marie Uhlig; Alfred Anwander; Pierre‐Louis Bazin,https://www.nature.com/articles/sdata2018308.pdf,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1038/sdata.2018.308,"A mind-brain-body dataset of MRI, EEG, cognition, emotion, and peripheral physiology in young and old adults",2019
triage_excluded_irrelevant,Michael Schartner; Robin Carhart‐Harris; Adam B. Barrett; Anil K. Seth; Suresh Muthukumaraswamy,https://www.nature.com/articles/srep46421.pdf,Psilocybin -> Alcohol use disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1038/srep46421,"Increased spontaneous MEG signal diversity for psychoactive doses of ketamine, LSD and psilocybin",2017
triage_excluded_irrelevant,Felix Mueller; Claudia Lenz; Patrick C. Dolder; Samuel Harder; Yasmin Schmid; Undine E. Lang; Matthias E. Liechti; Stefan Borgwardt,https://www.nature.com/articles/tp201754.pdf,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1038/tp.2017.54,Acute effects of LSD on amygdala activity during processing of fearful stimuli in healthy subjects,2017
triage_excluded_irrelevant,David E. Nichols; Hannes Walter,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-1310-3990.pdf,LSD -> Anxiety associated with life-threatening disease,excluded_not_relevant,true,bronze,pruned_irrelevant,,10.1055/a-1310-3990,The History of Psychedelics in Psychiatry,2020
triage_excluded_irrelevant,Eunchai Kang; Zhexing Wen; Hongjun Song; Kimberly M. Christian; Guo‐li Ming,http://cshperspectives.cshlp.org/content/8/9/a019026.full.pdf,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,bronze,pruned_irrelevant,,10.1101/cshperspect.a019026,Adult Neurogenesis and Psychiatric Disorders,2016
triage_excluded_irrelevant,Claudia L. Reardon; Brian Hainline; Cindy Miller Aron; David Baron; Antonia Baum; Abhinav Bindra; Richard Budgett; Niccolo Campriani; João Maurício Castaldelli-Maia; Alan Currie,https://bjsm.bmj.com/content/bjsports/53/11/667.full.pdf,LSD -> Anxiety associated with life-threatening disease,excluded_not_relevant,true,hybrid,pruned_irrelevant,,10.1136/bjsports-2019-100715,Mental health in elite athletes: International Olympic Committee consensus statement (2019),2019
triage_excluded_irrelevant,Tom P. Freeman; Chandni Hindocha; Sebastian F Green; Michael Bloomfield,https://www.bmj.com/content/bmj/365/bmj.l1141.full.pdf,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,hybrid,pruned_irrelevant,,10.1136/bmj.l1141,Medicinal use of cannabis based products and cannabinoids,2019
triage_excluded_irrelevant,Gertrude van den Brink; Luuk Stapersma; Hanan El Marroun; Jens Henrichs; Eva Szigethy; Elisabeth M. W. J. Utens; Johanna C. Escher,https://bmjopengastro.bmj.com/content/bmjgast/3/1/e000071.full.pdf,LSD -> Anxiety associated with life-threatening disease,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1136/bmjgast-2015-000071,"Effectiveness of disease-specific cognitive–behavioural therapy on depression, anxiety, quality of life and the clinical course of disease in adolescents with inflammatory bowel disease: study protocol of a multicentre randomised controlled trial (HAPPY-IBD)",2016
triage_excluded_irrelevant,Timothy I. Michaels; Jennifer Purdon; Alexis Collins; Monnica T. Williams,https://bmcpsychiatry.biomedcentral.com/track/pdf/10.1186/s12888-018-1824-6,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s12888-018-1824-6,Inclusion of people of color in psychedelic-assisted psychotherapy: a review of the literature,2018
triage_excluded_irrelevant,Xiongfeng Pan; Zhipeng Wang; WU Xiao-li; Shi Wu Wen; Aizhong Liu,https://bmcpsychiatry.biomedcentral.com/track/pdf/10.1186/s12888-018-1910-9,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s12888-018-1910-9,Salivary cortisol in post-traumatic stress disorder: a systematic review and meta-analysis,2018
triage_excluded_irrelevant,Rafael G. dos Santos; José Carlos Bouso; Jaime E. C. Hallak,https://bmcpsychiatry.biomedcentral.com/track/pdf/10.1186/s12888-019-2288-z,LSD -> Anxiety associated with life-threatening disease,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s12888-019-2288-z,Serotonergic hallucinogens/psychedelics could be promising treatments for depressive and anxiety disorders in end-stage cancer,2019
triage_excluded_irrelevant,Jennifer Huberty; Mariah Sullivan; Jeni Green; Jonathan Kurka; Jenn A. Leiferman; Katherine J. Gold; Joanne Cacciatore,https://bmccomplementmedtherapies.biomedcentral.com/track/pdf/10.1186/s12906-020-02926-3,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s12906-020-02926-3,Online yoga to reduce post traumatic stress in women who have experienced stillbirth: a randomized control feasibility trial,2020
triage_excluded_irrelevant,Thomas Anderson; Rotem Petranker; Adam Christopher; Daniel Rosenbaum; Cory R. Weissman; Lê-Anh Dinh-Williams; Katrina Hui; Emma Hapke,https://harmreductionjournal.biomedcentral.com/track/pdf/10.1186/s12954-019-0308-4,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s12954-019-0308-4,Psychedelic microdosing benefits and challenges: an empirical codebook,2019
triage_excluded_irrelevant,Brian Pilecki; Jason B. Luoma; Geoff J. Bathje; Joseph Tilden Rhea; Vilmarie Fraguada Narloch,https://harmreductionjournal.biomedcentral.com/track/pdf/10.1186/s12954-021-00489-1,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s12954-021-00489-1,Ethical and legal issues in psychedelic harm reduction and integration therapy,2021
triage_excluded_irrelevant,Mengyao Li; Yilong Yang; Li Liu; Lie Wang,https://hqlo.biomedcentral.com/track/pdf/10.1186/s12955-016-0481-z,LSD -> Anxiety associated with life-threatening disease,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s12955-016-0481-z,"Effects of social support, hope and resilience on quality of life among Chinese bladder cancer patients: a cross-sectional study",2016
triage_excluded_irrelevant,Nina Rieckmann; Konrad Neumann; Sarah Feger; Paolo Ibes; Adriane E. Napp; Daniel Preuß; Henryk Dreger; Gudrun Feuchtner; Fabian Plank; Vojtěch Suchánek,https://hqlo.biomedcentral.com/track/pdf/10.1186/s12955-020-01312-4,LSD -> Anxiety associated with life-threatening disease,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s12955-020-01312-4,"Health-related qualify of life, angina type and coronary artery disease in patients with stable chest pain",2020
triage_excluded_irrelevant,Daniele Mollaioli; Giacomo Ciocca; Erika Limoncin; Stefania Di Sante; Giovanni Luca Gravina; Eleonora Carosa; Andrea Lenzi; Emmanuele A. Jannini,https://rbej.biomedcentral.com/track/pdf/10.1186/s12958-019-0557-9,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s12958-019-0557-9,Lifestyles and sexuality in men and women: the gender perspective in sexual medicine,2020
triage_excluded_irrelevant,Konrad Schmidt; Jochen Gensichen; Maya J. Schroevers; Martina Kaufmann; Friederike Mueller; Gustav Schelling; Sabine Gehrke-Beck; Monique Boede; Christoph Heintze; Michel Wensing,https://ccforum.biomedcentral.com/counter/pdf/10.1186/s13054-024-04815-4,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s13054-024-04815-4,Trajectories of post-traumatic stress in sepsis survivors two years after ICU discharge: a secondary analysis of a randomized controlled trial,2024
triage_excluded_irrelevant,Fahad Faqihi; Abdulrahman Alharthy; Mohammed A. Al-Odat; Daood S. Asad; Waleed Aletreby; Demetrios J. Kutsogiannis; Peter G. Brindley; Dimitrios Karakitsos,https://trialsjournal.biomedcentral.com/counter/pdf/10.1186/s13063-020-04454-4,LSD -> Anxiety associated with life-threatening disease,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1186/s13063-020-04454-4,A pilot study of therapeutic plasma exchange for serious SARS CoV-2 disease (COVID-19): A structured summary of a randomized controlled trial study protocol,2020
triage_excluded_irrelevant,Mayanja Kajumba; Angelina Kakooza‐Mwesige; Noeline Nakasujja; Deborah K. Attix; Turhan Canli,https://link.springer.com/content/pdf/10.1186/s43556-024-00205-y.pdf,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,diamond,pruned_irrelevant,,10.1186/s43556-024-00205-y,Treatment-resistant depression: molecular mechanisms and management,2024
triage_excluded_irrelevant,Zach Walsh; Özden Merve Mollaahmetoğlu; Joseph M. Rootman; Shannon Golsof; Johanna Louise Keeler; Beth Marsh; David Nutt; Celia J. A. Morgan,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/36E261BFA62CDA6459B88F7777415FDA/S2056472421010619a.pdf/div-class-title-ketamine-for-the-treatment-of-mental-health-and-substance-use-disorders-comprehensive-systematic-review-div.pdf,MDMA -> Post-traumatic stress disorder,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1192/bjo.2021.1061,Ketamine for the treatment of mental health and substance use disorders: comprehensive systematic review,2021
triage_excluded_irrelevant,Vince Polito; Richard J. Stevenson,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0211023&type=printable,Psilocybin -> Treatment-resistant depression,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1371/journal.pone.0211023,A systematic study of microdosing psychedelics,2019
triage_excluded_irrelevant,Renilson Moraes Ferreira; Wilson Mateus Gomes da Costa Alves; Tiago Alencar de Lima; Thiago Goçalves Gibson Alves; Pedro Artur Madureira Alves Filho; Clebson Pantoja Pimentel; Evitom Côrrea de Sousa; Erik Artur Cortinhas‐Alves,http://www.scielo.br/j/anp/a/3nqZwJgH9Z9BKZBQqtZBtxs/?lang=en&format=pdf,LSD -> Anxiety associated with life-threatening disease,excluded_not_relevant,true,gold,pruned_irrelevant,,10.1590/0004-282X20180071,The effect of resistance training on the anxiety symptoms and quality of life in elderly people with Parkinson's disease: a randomized controlled trial,2018
