dataset,row_index,study_doi,study_title,study_year,has_abstract,pdf_download_status,deterministic_prescreen_action,deterministic_prescreen_reason,retained_for_llm,candidate_context_count,heuristic_relevance,heuristic_screening_status,heuristic_matched_context_count
mechanistic,47,10.1002/prp2.70079,"Psilocin, A Psychedelic Drug, Exerts Anticonvulsant Effects Against PTZ- and MES-Induced Seizures in Mice via 5-HT1A and CB1 Receptors: Involvement of Nitrergic, Opioidergic, and Kynurenine Pathways.",2025,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,6,,,
mechanistic,48,10.1002/prp2.70238,Psychedelic Therapies for Comorbid Major Depressive Disorder and Chronic Pain: A Review of Putative Mechanisms of Action,2026,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,49,10.1002/syn.21784,Differential effects of NMDA receptor antagonism on spine density,2014,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,51,10.1002/syn.70014,"The Selective 5HT<sub>2A</sub> Receptor Agonist, 25CN‐NBOH Exerts Excitatory and Inhibitory Cellular Actions on Mouse Medial Prefrontal Cortical Neurons",2025,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,53,10.1002/wps.21140,The psychedelic experience and treatment‐resistant depression,2023,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,54,10.1007/164_2021_449,General Overview of Organic Cation Transporters in Brain,2021,True,already_present,escalate,broad psychiatric treatment language needs LLM review,True,1,,,
mechanistic,55,10.1007/7854_2023_453,Ketamine for Major Depressive Disorder.,2024,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,56,10.1007/978-90-368-1117-0_1,Micro-organismen en infectieziekten bij de mens: algemene principes,2016,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,2,,,
mechanistic,57,10.1007/BF00400269,Effects of two 5-hydroxytryptamine agonists on head-weaving behaviour in streptozotocin-diabetic mice,1991,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,58,10.1007/BF03018950,High-dose S(+)- ketamine improves neurological outcome following incomplete cerebral ischemia in rats,2000,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,60,10.1007/s00018-024-05353-6,"Neurobiological research on N,N-dimethyltryptamine (DMT) and its potentiation by monoamine oxidase (MAO) inhibition: from ayahuasca to synthetic combinations of DMT and MAO inhibitors",2024,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,61,10.1007/s00018-024-05519-2,Effects of psychedelics on opioid use disorder: a scoping review of preclinical studies,2025,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,62,10.1007/s00204-020-02693-7,Designer drugs: mechanism of action and adverse effects,2020,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,63,10.1007/s00204-020-02863-7,Correction to: In vitro structure–activity relationship determination of 30 psychedelic new psychoactive substances by means of β-arrestin 2 recruitment to the serotonin 2A receptor,2020,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,64,10.1007/s00204-021-03024-0,A human stem cell-derived test system for agents modifying neuronal N-methyl-d-aspartate-type glutamate receptor Ca2+-signalling,2021,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,7,,,
mechanistic,65,10.1007/s00204-025-03992-7,Quantitative in vitro-to-in vivo extrapolation of human adrenergic and trace amine-associated receptor 1 potencies of pre-workout supplement ingredients using physiologically based kinetic modelling-based reverse dosimetry,2025,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,66,10.1007/s00204-025-04242-6,"Qualitative and quantitative in silico toxicity profiling of “angel dust”: phencyclidine (PCP) analogues as new psychoactive substances (3-HO-PCP, 3-MeO-PCP, 4-MeO-PCP, 3-HO-PCE, 3-MeO-PCE, 4-MeO-PCE)",2025,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,67,10.1007/s00210-016-1245-3,"Study of a mechanism responsible for potential antidepressant activity of EMD 386088, a 5-HT6 partial agonist in rats",2016,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,3,,,
mechanistic,68,10.1007/s00210-022-02315-2,"Cardiac effects of ephedrine, norephedrine, mescaline, and 3,4-methylenedioxymethamphetamine (MDMA) in mouse and human atrial preparations",2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,69,10.1007/s00210-023-02414-8,Cardiovascular effects of bufotenin on human 5-HT4 serotonin receptors in cardiac preparations of transgenic mice and in human atrial preparations,2023,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,70,10.1007/s00210-023-02778-x,Ethopharmacological evaluation of antidepressant-like effect of serotonergic psychedelics in C57BL/6J male mice,2023,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,71,10.1007/s00210-024-02983-2,Effects of congeners of amphetamine on the human heart,2024,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,72,10.1007/s00210-024-03323-0,"Pharmacodynamic, pharmacokinetic and rat brain receptor occupancy profile of NLX-112, a highly selective 5-HT1A receptor biased agonist",2024,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,73,10.1007/s00210-025-04631-9,Linalool exerts antiemetic effects via dopaminergic and serotonergic pathways: Evidence from chick model and molecular docking,2025,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,74,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",2005,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,76,10.1007/s00213-006-0320-8,Reinforcing effects of methylenedioxy amphetamine congeners in rhesus monkeys: are intravenous self-administration experiments relevant to MDMA neurotoxicity?,2006,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,77,10.1007/s00213-006-0322-6,"3,4-Methylenedioxymethamphetamine (MDMA) neurotoxicity in rats: a reappraisal of past and present findings",2006,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,78,10.1007/s00213-006-0467-3,Neuroimaging research in human MDMA users: a review,2006,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,79,10.1007/s00213-006-0495-z,"The effect of polymorphism at the serotonin transporter gene on decision-making, memory and executive function in ecstasy users and controls",2006,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,82,10.1007/s00213-006-0599-5,"Estimating the relative reinforcing strength of (±)-3,4-methylenedioxymethamphetamine (MDMA) and its isomers in rhesus monkeys: comparison to (+)-methamphetamine",2006,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,83,10.1007/s00213-008-1072-4,Realistic expectations of prepulse inhibition in translational models for schizophrenia research,2008,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,86,10.1007/s00213-008-1356-8,"Hallucinogens as discriminative stimuli in animals: LSD, phenethylamines, and tryptamines",2008,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,88,10.1007/s00213-009-1484-9,Modeling “psychosis” in vitro by inducing disordered neuronal network activity in cortical brain slices,2009,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,5,,,
mechanistic,89,10.1007/s00213-009-1718-x,LSD but not lisuride disrupts prepulse inhibition in rats by activating the 5-HT2A receptor,2009,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,91,10.1007/s00213-010-2103-5,"Lack of effect of sublingual salvinorin A, a naturally occurring kappa opioid, in humans: a placebo-controlled trial.",2011,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,92,10.1007/s00213-010-2115-1,Interactive effects of mGlu5 and 5-HT2A receptors on locomotor activity in mice,2010,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,93,10.1007/s00213-013-3057-1,Serotonergic hallucinogens differentially modify gamma and high frequency oscillations in the rat nucleus accumbens.,2013,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,94,10.1007/s00213-013-3141-6,"Noradrenergic versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task",2013,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,2,,,
mechanistic,95,10.1007/s00213-013-3234-2,"Co-administration of 5-HT6 receptor antagonists with clozapine, risperidone, and a 5-HT2A receptor antagonist: effects on prepulse inhibition in rats",2013,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,96,10.1007/s00213-015-3951-9,Ketamine induces a robust whole-brain connectivity pattern that can be differentially modulated by drugs of different mechanism and clinical profile,2015,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,97,10.1007/s00213-015-3963-5,The role of 5-HT2C receptors in touchscreen visual reversal learning in the rat: a cross-site study,2015,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,98,10.1007/s00213-015-3997-8,Pridopidine selectively occupies sigma-1 rather than dopamine D2 receptors at behaviorally active doses,2015,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,2,,,
mechanistic,101,10.1007/s00213-016-4356-0,2-Bromoterguride–a potential atypical antipsychotic drug without metabolic effects in rats,2016,True,downloaded,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,102,10.1007/s00213-016-4396-5,The effects of ecstasy on neurotransmitter systems: a review on the findings of molecular imaging studies,2016,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,103,10.1007/s00213-016-4399-2,Comparison of R-ketamine and rapastinel antidepressant effects in the social defeat stress model of depression,2016,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,104,10.1007/s00213-016-4483-7,Antidepressant effects of combination of brexpiprazole and fluoxetine on depression-like behavior and dendritic changes in mice after inflammation,2016,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,2,,,
mechanistic,106,10.1007/s00213-017-4706-6,"The effects of intranasal esketamine (84 mg) and oral mirtazapine (30 mg) on on-road driving performance: a double-blind, placebo-controlled study",2017,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,107,10.1007/s00213-018-4882-z,Targeting the intracellular signaling “STOP” and “GO” pathways for the treatment of alcohol use disorders,2018,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,108,10.1007/s00213-018-4950-4,Neurotrophic factors and neuroplasticity pathways in the pathophysiology and treatment of depression,2018,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,109,10.1007/s00213-018-5042-1,The neuropharmacology of sleep paralysis hallucinations: serotonin 2A activation and a novel therapeutic drug,2018,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,110,10.1007/s00213-018-5049-7,Exploring the effect of microdosing psychedelics on creativity in an open-label natural setting,2018,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,111,10.1007/s00213-018-5055-9,Pharmacological characterization of the LSD analog N-ethyl-N-cyclopropyl lysergamide (ECPLA),2018,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,112,10.1007/s00213-019-05207-1,2-Aminoindan and its ring-substituted derivatives interact with plasma membrane monoamine transporters and α2-adrenergic receptors,2019,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,6,,,
mechanistic,113,10.1007/s00213-019-05414-w,"Prospective examination of synthetic 5-methoxy-N,N-dimethyltryptamine inhalation: effects on salivary IL-6, cortisol levels, affect, and non-judgment",2019,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,114,10.1007/s00213-019-05417-7,"Safety, tolerability, pharmacokinetics, and pharmacodynamics of low dose lysergic acid diethylamide (LSD) in healthy older volunteers",2019,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,115,10.1007/s00213-021-05849-0,"The selective 5-HT1A receptor biased agonists, F15599 and F13714, show antidepressant-like properties after a single administration in the mouse model of unpredictable chronic mild stress",2021,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,116,10.1007/s00213-021-05860-5,Tolerance to neurochemical and behavioral effects of the hallucinogen 25I-NBOMe,2021,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,5,,,
mechanistic,117,10.1007/s00213-021-05999-1,Psychedelic experience dose-dependently modulated by cannabis: results of a prospective online survey,2021,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,118,10.1007/s00213-021-06020-5,"Effects of ketamine optical isomers, psilocybin, psilocin and norpsilocin on time estimation and cognition in rats",2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,119,10.1007/s00213-022-06065-0,"Administration of N,N-dimethyltryptamine (DMT) in psychedelic therapeutics and research and the study of endogenous DMT",2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,120,10.1007/s00213-022-06083-y,Drug-drug interactions between psychiatric medications and MDMA or psilocybin: a systematic review,2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,121,10.1007/s00213-022-06086-9,"MDMA and memory, addiction, and depression: dose-effect analysis",2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,123,10.1007/s00213-022-06106-8,How to account for hallucinations in the interpretation of the antidepressant effects of psychedelics: a translational framework,2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,124,10.1007/s00213-022-06117-5,Differential contributions of serotonergic and dopaminergic functional connectivity to the phenomenology of LSD,2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,126,10.1007/s00213-022-06142-4,"The use patterns of novel psychedelics: experiential fingerprints of substituted phenethylamines, tryptamines and lysergamides",2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,127,10.1007/s00213-022-06253-y,Spontaneous head twitches in aged rats: behavioral and molecular study,2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,128,10.1007/s00213-022-06279-2,"Use of the head-twitch response to investigate the structure–activity relationships of 4-thio-substituted 2,5-dimethoxyphenylalkylamines",2022,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,132,10.1007/s00213-023-06486-5,Contingent administration of typical and biased kappa opioid agonists reduces cocaine and oxycodone choice in a drug vs. food choice procedure in male rhesus monkeys,2023,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,133,10.1007/s00213-024-06526-8,"Pharmaco-toxicological effects of the novel tryptamine hallucinogen 5-MeO-MiPT on motor, sensorimotor, physiological, and cardiorespiratory parameters in mice—from a human poisoning case to the preclinical evidence",2024,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,4,,,
mechanistic,135,10.1007/s00213-024-06644-3,Unraveling psilocybin’s therapeutic potential: behavioral and neuroplasticity insights in Wistar-Kyoto and Wistar male rat models of treatment-resistant depression,2024,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,3,,,
mechanistic,137,10.1007/s00213-025-06756-4,Molecular pathways of ketamine: A systematic review of immediate and sustained effects on PTSD,2025,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,2,,,
mechanistic,139,10.1007/s00228-017-2392-2,No major role of norepinephrine transporter gene variations in the cardiostimulant effects of MDMA,2017,True,already_present,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,140,10.1007/s00259-018-4161-6,PET imaging of [11C]PBR28 in Parkinson’s disease patients does not indicate increased binding to TSPO despite reduced dopamine transporter binding,2018,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,141,10.1007/s00259-020-04683-4,High-resolution PET imaging reveals subtle impairment of the serotonin transporter in an early non-depressed Parkinson’s disease cohort,2020,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,142,10.1007/s00259-025-07564-w,Preclinical development of [18F]TAAR1-2203 as a PET radioligand for imaging TAAR1 expression and receptor occupancy,2025,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,143,10.1007/s00401-013-1223-5,Neuropathology of stress,2013,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,144,10.1007/s00401-021-02348-6,Seizure-mediated iron accumulation and dysregulated iron metabolism after status epilepticus and in temporal lobe epilepsy,2021,True,already_present,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,2,,,
