dataset,row_index,study_doi,study_title,study_year,has_abstract,pdf_download_status,deterministic_prescreen_action,deterministic_prescreen_reason,retained_for_llm,candidate_context_count,heuristic_relevance,heuristic_screening_status,heuristic_matched_context_count
mechanistic,1841,10.1002/ardp.202400279,Quinolone bioisosteres of phenolic GluN2B‐selective NMDA receptor antagonists,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1846,10.1002/brb3.70121,Rhynchophylline Alleviates Hyperactivity and Cognitive Flexibility Impairment Associated With Inhibition of Inflammatory Responses in Mice That Partly Lack the Dopamine Transporter Protein,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1849,10.1002/cam4.2594,Beta‐blockers exert potent anti‐tumor effects in cutaneous and uveal melanoma,2019,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,1851,10.1002/cam4.71376,The Sigma‐1 Gene as a Prognostic Marker in Chemotherapy‐Treated Breast Cancer‐Antagonists' Synergism With Paclitaxel In Vitro,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1858,10.1002/clc.24129,Association among β2‐adrenergic receptor autoantibodies and proximal left anterior descending artery lesions in patients with initial ST‐segment elevation myocardial infarction,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,1864,10.1002/cmdc.202500288,"Novel 4,5‐Dihydrothiazole‐Phenylpiperazine Derivatives: Synthesis, Docking Studies and Pharmacological Evaluation as Serotonergic Agents",2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,1869,10.1002/cne.23048,"(±)3,4‐methylenedioxymethamphetamine (“ecstasy”) treatment modulates expression of neurotrophins and their receptors in multiple regions of adult rat brain",2012,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,1879,10.1002/cpt.2312,Analysis Approaches to Identify Pharmacogenetic Associations With Pharmacodynamics,2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1890,10.1002/da.21925,ELEVATED tph2 mRNA EXPRESSION IN A RAT MODEL OF CHRONIC ANXIETY,2012,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1893,10.1002/ddr.22127,"Design, synthesis, and in‐silico study of novel triarylethylene analogs with dual anti‐estrogenic and serotonergic activity",2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,1932,10.1002/iid3.1176,Dexmedetomidine activates the PKA/CREB pathway and inhibits proinflammatory factor expression through β2 adrenergic receptors,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1941,10.1002/j.1550-8528.1995.tb00221.x,Dopamine Receptor Subtype Agonists and Feeding Behavior,1995,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1943,10.1002/jbmr.4741,HU308 Mitigates Osteoarthritis by Stimulating Sox9-Related Networks of Carbohydrate Metabolism.,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1945,10.1002/jbt.70326,Antagonism of 5‐HT7 Receptors as a Promising Target for Gastric Cancer via Apoptotic Pathway,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1950,10.1002/jcp.27460,Central adiponectin induces trabecular bone mass partly through epigenetic downregulation of cannabinoid receptor CB1,2018,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1956,10.1002/jdn.10407,Lutein Exerts Antioxidant and Neuroprotective Role on Schizophrenia‐Like Behaviours in Mice,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,1963,10.1002/jnr.24782,Sigma-2 receptor antagonists rescue neuronal dysfunction induced by Parkinson's patient brain-derived α-synuclein.,2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1970,10.1002/jor.26021,Disease modifying osteoarthritis drug discovery using a temporal phenotypic reporter in 3D aggregates of primary human chondrocytes,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1984,10.1002/minf.202300141,Predicting the duration of action of β2‐adrenergic receptor agonists: Ligand and structure‐based approaches,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1985,10.1002/mp.15653,High‐resolution and high‐sensitivity PET for quantitative molecular imaging of the monoaminergic nuclei: A GATE simulation study,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,1993,10.1002/pam.21811,Can Genetics Predict Response to Complex Behavioral Interventions? Evidence from a Genetic Analysis of the Fast Track Randomized Control Trial,2015,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,1998,10.1002/prot.24617,Structure-based simulations reveal concerted dynamics of GPCR activation,2014,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,2000,10.1002/prp2.273,Contribution of Sigma-1 receptor to cytoprotective effect of afobazole.,2016,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2002,10.1002/prp2.455,"Diazepam is not a direct allosteric modulator of α<sub>1</sub>‐adrenoceptors, but modulates receptor signaling by inhibiting phosphodiesterase‐4",2018,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,2006,10.1002/prp2.859,A glutamate concentration‐biased allosteric modulator potentiates NMDA‐induced ion influx in neurons,2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2011,10.1002/syn.10012,Ketamine alters the availability of striatal dopamine transporter as measured by [<sup>11</sup>C]β‐CFT and [<sup>11</sup>C]β‐CIT‐FE in the monkey brain,2001,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2012,10.1002/syn.10038,Relationship between blockade of dopamine transporters by oral methylphenidate and the increases in extracellular dopamine: Therapeutic implications,2001,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2013,10.1002/syn.1089,Vesicular neurotransmitter transporters in Huntington's disease: Initial observations and comparison with traditional synaptic markers,2001,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2025,10.1002/syn.21822,"The effect of dopamine <scp>D</scp>4 receptor density on novelty seeking, activity, social interaction, and alcohol binge drinking in adult mice",2015,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2026,10.1002/syn.22294,Subanesthetic S‐ketamine does not acutely alter striatal dopamine transporter binding in healthy Sprague Dawley female rats,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2027,10.1002/tox.24021,"Citrate‐coated silver nanoparticles loaded with agomelatine provide neuronal therapy in acute cerebral ischemia/reperfusion of rats by inhibiting the oxidative stress, endoplasmic reticulum stress, and
                    <scp>P2X7</scp>
                    receptor‐mediated inflammasome",2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2061,10.1007/7854_2016_29,The Discriminative Stimulus Properties of Hallucinogenic and Dissociative Anesthetic Drugs,2016,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2091,10.1007/bf00168685,Characterization of a novel 5-HT4 receptor antagonist of the azabicycloalkyl benzimidazolone class: DAU 6285,1992,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2092,10.1007/bf00178951,5-Hydroxytryptamine receptors with a 5-HT6 receptor-like profile stimulating adenylyl cyclase activity in pig caudate membranes,1994,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2094,10.1007/bf02246453,Interactions of selective serotonin reuptake inhibitors with the serotonin 5-HT2C receptor,1996,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2107,10.1007/pl00005133,[3H]Rauwolscine: an antagonist radioligand for the cloned human 5-hydroxytryptamine2B (5-HT2B) receptor,1997,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2108,10.1007/s00011-003-1185-5,Differential involvement of central 5-HT 1B and 5-HT 3 receptor subtypes in the antinociceptive effect of paracetamol,2003,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2110,10.1007/s00018-011-0789-0,Insulin-producing cells in the brain of adult Drosophila are regulated by the serotonin 5-HT1A receptor,2011,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2122,10.1007/s00044-021-02797-4,"Design and discovery of a high affinity, selective and β-arrestin biased 5-HT7 receptor agonist",2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2125,10.1007/s00125-014-3290-0,A stress response pathway in mice upregulates somatostatin level and transcription in pancreatic delta cells through Gs and β-arrestin 1,2014,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2131,10.1007/s001250051467,Transgenic mice overexpressing α 2A -adrenoceptors in pancreatic beta-cells show altered regulation of glucose homeostasis,2000,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,2138,10.1007/s00210-004-0949-y,Binding of [3H]mazindol to cardiac norepinephrine transporters: kinetic and equilibrium studies,2004,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2142,10.1007/s00210-012-0797-0,Direct and indirect interactions of the dopamine D3 receptor with glutamate pathways: implications for the treatment of schizophrenia,2012,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2146,10.1007/s00210-023-02482-w,"Development of a 5-HT7 receptor antibody for the rat: the good, the bad, and the ugly",2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2149,10.1007/s00210-025-03817-5,Synergistic amelioration of glaucoma by exogenous BDNF supplementation and microRNA-93 inhibitors via regulating Rho/ROCK and BDNF/TrkB/CREB signaling pathways.,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,2150,10.1007/s00210-025-03851-3,Targeting the sigma-1 receptor with pridopidine induces functional neurorestoration in spinal cord ischemia-reperfusion injury,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2162,10.1007/s00213-007-0766-3,Yawning and hypothermia in rats: effects of dopamine D3 and D2 agonists and antagonists,2007,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,2187,10.1007/s00213-010-2087-1,Peripheral biomarkers of cognitive response to dopamine receptor agonist treatment.,2011,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2189,10.1007/s00213-010-2136-9,Effects of serotonin (5-HT)1A and 5-HT2A receptor agonists on schedule-controlled responding in rats: drug combination studies,2010,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2208,10.1007/s00213-014-3759-z,"Mechanisms and environmental factors that underlying the intensification of 3,4-methylenedioxymethamphetamine (MDMA, Ecstasy)-induced serotonin syndrome in rats",2014,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2211,10.1007/s00213-015-3982-2,Role of 5-HT2C receptors in effects of monoamine releasers on intracranial self-stimulation in rats,2015,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2212,10.1007/s00213-015-4073-0,Effects of NMDA receptor antagonists and antipsychotics on high frequency oscillations recorded in the nucleus accumbens of freely moving mice,2015,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2215,10.1007/s00213-015-4156-y,Autoantibodies to central nervous system neuronal surface antigens: psychiatric symptoms and psychopharmacological implications,2015,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,2221,10.1007/s00213-016-4382-y,Preferential binding to dopamine D3 over D2 receptors by cariprazine in patients with schizophrenia using PET with the D3/D2 receptor ligand [11C]-(+)-PHNO,2016,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2222,10.1007/s00213-016-4403-x,Sweet taste pleasantness is modulated by morphine and naltrexone,2016,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2228,10.1007/s00213-017-4699-1,MDMA-induced indifference to negative sounds is mediated by the 5-HT2A receptor,2017,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2235,10.1007/s00213-018-5125-z,Cannabinoid-induced lower lip retraction in rats,2018,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2237,10.1007/s00213-019-05193-4,Functional characterization of the cannabinoid receptors 1 and 2 in zebrafish larvae using behavioral analysis,2019,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2259,10.1007/s00213-023-06347-1,"Behavioural effects of APH199, a selective dopamine D4 receptor agonist, in animal models",2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2261,10.1007/s00213-023-06389-5,"The 5-HT1A receptor biased agonists, NLX-204 and NLX-101, display ketamine-like RAAD and anti-TRD activities in rat CMS models",2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2266,10.1007/s00213-024-06635-4,5-hydroxytryptamine 2C/1A receptors modulate the biphasic dose response of the head twitch response and locomotor activity induced by DOM in mice.,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2274,10.1007/s00216-015-8828-6,"Studies on the metabolism and toxicological detection of the new psychoactive designer drug 2-(4-iodo-2,5-dimethoxyphenyl)-N-[(2-methoxyphenyl)methyl]ethanamine (25I-NBOMe) in human and rat urine using GC-MS, LC-MSn, and LC-HR-MS/MS",2015,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2275,10.1007/s00216-020-02945-6,A novel nanobody-based bio-assay using functional complementation of a split nanoluciferase to monitor Mu- opioid receptor activation,2020,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2276,10.1007/s00221-013-3594-1,High dose of 8-OH-DPAT decreases maximal dentate gyrus activation and facilitates granular cell plasticity in vivo,2013,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2288,10.1007/s00280-024-04712-1,Darifenacin: a promising chitinase 3-like 1 inhibitor to tackle drug resistance in pancreatic ductal adenocarcinoma,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2292,10.1007/s00401-018-1932-x,Current state of Alzheimer’s fluid biomarkers,2018,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,2295,10.1007/s00406-019-01088-9,Functional coupling of M(1) muscarinic acetylcholine receptor to Gα(q/11) in dorsolateral prefrontal cortex from patients with psychiatric disorders: a postmortem study.,2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,2303,10.1007/s00429-024-02876-3,Growth hormone secretagogue receptor and cannabinoid receptor type 1 intersection in the mouse brain,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2304,10.1007/s00432-007-0221-1,The tetraspanin superfamily member NET-6 is a new tumor suppressor gene,2007,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2305,10.1007/s00432-010-0801-3,Anti-mitogenic and apoptotic effects of 5-HT1B receptor antagonist on HT29 colorectal cancer cell line,2010,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2307,10.1007/s00432-017-2527-y,Cannabinoid receptor 2 as a novel target for promotion of renal cell carcinoma prognosis and progression,2017,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2324,10.1007/s00726-020-02890-9,Impact of non-proteinogenic amino acids in the discovery and development of peptide therapeutics,2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,1,,,
mechanistic,2329,10.1007/s00894-017-3441-6,Tetrahydroisoquinolines functionalized with carbamates as selective ligands of D2 dopamine receptor,2017,True,no_pdf_url,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2331,10.1007/s10072-021-05829-4,Polymorphisms of the dopamine metabolic and signaling pathways are associated with susceptibility to motor levodopa-induced complications (MLIC) in Parkinson's disease: a systematic review and meta-analysis.,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2333,10.1007/s10495-024-02004-w,Kynurenic acid protects against ischemia/reperfusion injury by modulating apoptosis in cardiomyocytes,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2338,10.1007/s10557-022-07380-6,Effect of Clinical and Genetic Factors on the Development of Postoperative Atrial Fibrillation After Coronary Artery Bypass Grafting (CABG) in Egyptian Patients Receiving Beta-Blockers,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2340,10.1007/s10565-026-10149-4,Repeated 7-day exposure to ketamine induces anxiety-like behaviors and neuronal apoptosis in mice via DRD1-medicated inhibition of Akt/Gsk-3β phosphorylation.,2026,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2342,10.1007/s10571-007-9157-x,Improvement of Cognitive Deficit and Neuronal Damage in Rats with Chronic Cerebral Ischemia via Relative Long-term Inhibition of Rho-kinase,2007,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
mechanistic,2344,10.1007/s10571-012-9878-3,"Effects of Geissoschizine Methyl Ether, an Indole Alkaloid in Uncaria Hook, a Constituent of Yokukansan, on Human Recombinant Serotonin7 Receptor",2012,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,1,,,
mechanistic,2347,10.1007/s10571-019-00757-6,The Action of TAAR1 Agonist RO5263397 on Executive Functions in Rats,2019,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,1,,,
