line_no,doi,compound,entity,title,year,authors,existing_sources
30,10.1038/s41598-026-39483-7,,,Network pharmacology and molecular simulation reveal the entourage effect mechanisms of psilocybin-producing mushrooms on the brain.,2026,Murray Z; Lewies A; Wentzel JF; Schutte-Smith M; Erasmus E; Noreljaleel A; Visser H; Wilhelm A; Issahaku AR,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
31,10.1111/bcpt.70221,,,Neuroprotective Effects of Esketamine in Central Nervous System Disorders: Mechanisms and Cellular Targets.,2026,Zhao C; Wang Y; Wu J; Cheng H,candidate_paper_corpus | mechanistic:paper_library
32,10.1038/s41401-025-01675-8,,,New advances in small molecule drugs targeting NMDA receptors.,2026,Zeng Y; Qu ZY; Zhu QW; Wang HY; Zhou Y; Gao ZB,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
33,10.3390/biomedicines14020476,,,Opioid Receptors in Psychedelia: Indirect Serotonergic Modulation of Direct KOR Activation by Salvinorin A.,2026,Ganado M; Rubio C; Pérez-Villavicencio J; Serrano N; Romo-Parra H; Lee Á; Rubio-Osornio M,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
34,10.1016/j.mcn.2026.104076,,,"Pharmacological regulation of adult brain neuroplasticity: Synergistic roles of neuropeptide signaling, psychedelics, and synaptic modulators.",2026,Shokr MM; Fawzy MN; Abdelaziz AM,candidate_paper_corpus | mechanistic:paper_library
35,10.1038/s41598-026-38091-9,,,Pilot study of psilocybin in patients with post-treatment lyme disease.,2026,Garcia-Romeu A; Naudé GP; Rebman AW; So S; Yaffe A; Geithner I; Kozero EA; Yang T; Soloski MJ; Aucott JN,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
36,10.1038/s41380-026-03590-8,,,Pleiotropic modulation of the gut-brain-lung axis by ketamine and its enantiomers.,2026,Zhao X; Zhang X; Yuan S; Hashimoto K; Zhang J,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
37,10.2147/dddt.s579462,,,Progress in the Application of Esketamine During the Perioperative Period.,2026,Wang JS; Hu Q; Cao RY; Liu WK; Guo ML; Lin Y; Zhong ML; Liang WD; Wang L,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
38,10.7554/elife.104006,,,Psilocin fosters neuroplasticity in iPSC-derived human cortical neurons.,2026,Schmidt M; Hoffrichter A; Davoudi M; Horschitz S; Lau T; Meinhardt MW; Spanagel R; Ladewig J; Köhr G; Koch P,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
39,10.1017/neu.2026.10075,,,Psilocybin Elicits a Conserved Glucocorticoid-Responsive Gene Signature Across Five 5-HT2A Receptor-Rich Brain Regions in Rat.,2026,Veysi A; Atanasovski D; Ardalan M; Motamed N; Eriksson E,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
40,10.2174/0113895575429775260119043318,,,Psilocybin: Chemical Foundations and Emerging Therapeutic Potential.,2026,Patil SA; Hunsberger HC,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
41,10.1016/j.neubiorev.2025.106529,,,Psychedelic experiences elicited by serotonergic psychedelics: Molecular mechanisms and functional connectivity changes in the brain.,2026,Vollebregt R; Storm AEM; Lucassen PJ; Somers M,candidate_paper_corpus | mechanistic:paper_library
42,10.3389/fphar.2026.1777613,,,Psychedelics and the quantum brain: a falsifiable hypothesis on Posner molecules and spin-dependent pharmacology.,2026,Geraci J; Viirre E; Qorri B; Pani L,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
44,10.1152/jn.00519.2025,,,Serotonergic modulation of cortical gamma synchronization: right-lateralized psilocin effects on 40 Hz auditory steady-state responses in rats.,2026,Griškova-Bulanova I; Vejmola Č; Páleníček T,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
46,10.1038/s41386-025-02313-x,,,"Stereoselective, sex-dependent 5-HT(2A) receptor modulation of cortical plasticity by MDMA in mice.",2026,Gaines-Smith MC; Silverman JM; Fiorillo M; Younkin J; Moore KN; Maltman JL; de la Fuente Revenga M; Wolstenholme JT; Glennon RA; Dukat M,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
47,10.2174/0118715273434237251212095005,,,Strategic Neurodelivery of Psychedelic Compounds: Bridging Molecular Pharmacology with Therapeutic Innovation in CNS Disorders.,2026,Chauhan SB; Akhtar N; Jain C; Singh I,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
52,10.1111/acel.70303,,,The NMDA Receptor Antagonist Memantine Modulates Aging and Stress Resilience.,2026,Juozaityte V; Pregnolato C; Abay-Nørgaard S; Rausch DM; McIntyre RL; Gerhart-Hines Z; Pers TH; Salcini AE; Clemmensen C,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
53,10.1007/s43440-025-00817-3,,,The effect of psilocin on neurotransmitters release in the claustrum and on rat behavior.,2026,Kościuk Z; Szpręgiel I; Bysiek A; Gołembiowska K,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
54,10.1177/02698811261431056,,,Trip killers: Addressing a critical knowledge gap in psychedelic research.,2026,O'Mahony B; Harrington C; Harkin A; Lally N,candidate_paper_corpus | mechanistic:paper_library
57,10.1038/s41380-025-03128-4,,,5-HT(2C) receptors in the nucleus accumbens constrain the rewarding effects of MDMA.,2025,Pomrenze MB; Vaillancourt S; Salgado JS; Raymond KB; Llorach P; Sacai H; Rijsketic DR; Hietamies TM; Touponse GC; Cardozo Pinto DF,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
58,10.1016/j.biopsych.2025.09.011,,,A Tale of Two Receptors: Simultaneous Targeting of NMDA Receptors and 5-HT(4) Receptors Exerts Additional Effects Against Stress.,2025,Chen BK; Jin M; Turi GF; Luna VM; Shah A; Moniz T; Shannon ME; Pauers M; Williams BL; Pham V,candidate_paper_corpus | mechanistic:paper_library
59,10.1177/02698811251378512,,,"A novel psychedelic 5-HT(2A) receptor agonist GM-2505: The pharmacokinetic, safety, and pharmacodynamic profile from a randomized trial healthy volunteer.",2025,Marek GJ; Makai-Bölöni S; Umbricht D; Christian EP; Winters J; Dvorak D; Raines S; Hughes ZA; Austin EW; Klein AK,candidate_paper_corpus | disorder:exploratory | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
60,10.1177/02698811251353251,,,A systematic review and narrative summary of the therapeutic potential of classic serotonergic psychedelics for smoking cessation and reduction.,2025,Glenn DL; Choi SH; Zimmerman RS,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
61,10.1177/0271678x251323364,,,Acute psilocybin and ketanserin effects on cerebral blood flow: 5-HT2AR neuromodulation in healthy humans.,2025,Larsen K; Lindberg U; Ozenne B; McCulloch DE; Armand S; Madsen MK; Johansen A; Stenbæk DS; Knudsen GM; Fisher PM,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
62,10.1177/02698811251319456,,,Acute subanesthetic ketamine-induced effects on the mismatch negativity and their relationship to early and sustained treatment response in major depressive disorder.,2025,de la Salle S; Phillips JL; Blier P; Knott V,candidate_paper_corpus | disorder:curated | disorder:paper_library | mechanistic:paper_library
63,10.1016/j.ajp.2025.104502,,,Advances in the study of NMDA receptors in depression pathogenesis and the antidepressant efficacy of their antagonists.,2025,Chen M; Jin J; Bi H; Zhang Y; Sun M; Li X; Wang Y,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
64,10.1007/s00406-024-01875-z,,,Advancing past ketamine: emerging glutamatergic compounds for the treatment of depression.,2025,Freudenberg F; Reif-Leonhard C; Reif A,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
66,10.1016/j.seizure.2025.02.002,,,Apparent efficacy of NMDAR antagonist use as a targeted therapy for status epilepticus in an infant with ATP1A2-related developmental epileptic encephalopathy.,2025,Orgun LT; Deniz A; Güneş AS; Akkoyunlu D; Cırdı G; Gök A; Kara B,candidate_paper_corpus | mechanistic:paper_library
67,10.1007/s43440-024-00679-1,,,Assessing the effects of 5-HT(2A) and 5-HT(5A) receptor antagonists on DOI-induced head-twitch response in male rats using marker-less deep learning algorithms.,2025,Cyrano E; Popik P,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library | mechanistic:stubs
68,10.1016/j.biopsych.2025.11.021,,,Bifunctional Modulation of NMDA and Opioid Receptors in Ketamine Reinforcement and Misuse: Implications for Substance Use Disorder Treatment.,2025,Levinstein MR; Schoenborn I; Manza P; Schatzberg AF; Zarate CA Jr; Jordi Bonaventura; Michaelides M,candidate_paper_corpus | disorder:curated | disorder:paper_library | mechanistic:paper_library
69,10.1016/j.biopha.2025.118199,,,Can ketamine therapy overcome treatment-resistant depression in Alzheimer's disease and older adults? Preclinical and clinical evidence.,2025,Mario A; Ivana L; Claudia MM; Antonello B; Francesco P; Tommaso C; Madia L,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
70,10.1038/s41386-025-02107-1,,,"Chronic, combinatorial targeting of NMDARs and 5-HT(4)Rs exerts extended behavioral effects against stress-induced perseverative behavior and hyponeophagia.",2025,Chen BK; Whye A; Matthews LC; Moniz T; Mendez-David I; Gardier AM; David DJ; Johns S; Weisblum E; Denny CA,candidate_paper_corpus | mechanistic:paper_library
76,10.1192/bjp.2024.143,,,Consistent evidence that brain serotonin 2A receptor binding is positively associated with personality-based risk markers of depression.,2025,Høgsted ES; Beliveau V; Ozenne B; Madsen MK; Svarer C; Dam VH; Johansen A; Fisher P; Knudsen GM; Frokjaer VG,candidate_paper_corpus | mechanistic:paper_library
79,10.3390/ijms262110526,,,Crosstalk Between Glycinergic and N-Methyl-D-Aspartate Receptor-Mediated Glutamatergic Transmission in Behaviours Associated with Opioid Use Disorder.,2025,Essmat N; Boldizsár I Jr; Chalabiani Y; Varga BT; Abbood SK; Kirchlechner-Farkas JM; Király K; Miklya I; Gyertyán I; Tábi T,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
80,10.3390/ph18020157,,,"Demystifying the Antidepressant Mechanism of Action of Stinels, a Novel Class of Neuroplastogens: Positive Allosteric Modulators of the NMDA Receptor.",2025,Donello JE; McIntyre RS; Pickel DB; Stahl SM,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
81,10.1021/acs.jmedchem.5c00442,,,"Design, Synthesis, and In Vitro Characterization of a Tryptamine-Based Visible-Light Photoswitchable 5-HT(2A)R Ligand Showing Efficacy Preference for β-Arrestin over Mini-Gq.",2025,Sink A; Pottie E; Carter SJ; Tombari RJ; Weber V; Carloni P; Rossetti G; Olson DE; Stove CP; Decker M,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
82,10.1021/acschemneuro.5c00468,,,Dual Modulation of 5-HT(2A) Receptors and SERT by α-Ethyltryptamine and Its Optical Isomers.,2025,Silverman JM; Fiorillo M; Younkin J; Jones CB; Maltman JL; Herszenhorn I; Artigas A; Wolstenholme JT; Dukat M; González-Maeso J,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
83,10.1371/journal.pone.0321892,,,"Effect of low-dose esketamine on cardio-biliary reflex and postoperative pain during laparoscopic cholecystectomy surgery: A randomized, controlled trail.",2025,Zhang X; Duan P; Sun Y; Na Q,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
85,10.1186/s13063-025-09098-w,,,"Effects of low-dose esketamine on hypoxemia during gastroscopy in patients with moderate-to-high risk obstructive sleep apnea: protocol for a prospective, randomized, controlled trial.",2025,Li XM; Hao SQ; Qi XR; Hao DD; Li Y; An LX,candidate_paper_corpus | mechanistic:paper_library
86,10.1007/s00213-023-06474-9,,,"Effects of psilocybin, the 5-HT(2A) receptor agonist TCB-2, and the 5-HT(2A) receptor antagonist M100907 on visual attention in male mice in the continuous performance test.",2025,Rahbarnia A; Li Z; Fletcher PJ,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
87,10.1007/s11916-025-01437-5,,,Efficacy of Ketamine Infusion for Treatment of Opioid Use Disorder in Patients with Chronic Pain: a Narrative Review.,2025,Kaye AD; Wolf MC; Dufour SI; Haynes AT; Potharaju P; Shekoohi S; Ahmadzadeh S,candidate_paper_corpus | disorder:paper_library | disorder:stubs
88,10.3389/fpsyt.2025.1476449,,,Efficacy of perioperative esketamine on postoperative depression: a systematic review and meta-analysis.,2025,Li HY; Xu WJ; Wang YM; Xie S; Wang HL,candidate_paper_corpus | mechanistic:paper_library
90,10.1186/s10194-025-02008-0,,,Ergotamine enhances circadian amplitude and diurnally mitigates nitroglycerin-induced mechanical hypersensitivity.,2025,Han C; Baek H; Lim JY; Kim E; Tran CK; Freeman E; Chen Z; Yoo SH; Burish MJ,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
91,10.1186/s12866-025-04181-3,,,Esketamine alleviates depressive-like behavior in mice via modulation of the microbiota-gut-brain axis and amino acid metabolism.,2025,Gong X; Lai Z; Li L; Fan L; Ren Y; Zhong Q; Mao Q,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
92,10.1186/s12868-025-00941-z,,,Esketamine attenuates traumatic brain injury by modulating STAT3-mediated Glycolysis and immune responses.,2025,Liu Y; Gong Z; Zhang L; Yang X; Zhu J; Zhou X; Liao X,candidate_paper_corpus | mechanistic:paper_library
93,10.1177/00185787251384516,,,Esketamine for Treatment-Resistant Depression in Pakistan: A Promising Strategy.,2025,Memon M; Gul R; Gul A; Bansari S; Bansari M; Khowaja A; Kumar S; Kumar K; Khan KS; Iman K,candidate_paper_corpus | disorder:exploratory | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
94,10.3389/fpsyt.2025.1612230,,,"Esketamine for postoperative sleep disturbance: clinical evidence, mechanisms, and future directions.",2025,Liu Q; Liu Y; Fu Q; Gao B; Liu Y,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
97,10.7759/cureus.86855,,,Exploring the Neuroprotective and Neuropsychiatric Symptom Management Potential of Ketamine in Alzheimer's Disease.,2025,Avakian A; Merhavy ZI,candidate_paper_corpus | mechanistic:paper_library
98,10.7759/cureus.90425,,,"Exploring the Therapeutic Potential of Ketamine and Psilocybin in Comparison to Current Treatment Regimens for Treatment-Resistant Depression, Mood Disorders, and Post-traumatic Stress Disorder in the Pediatric Population: A Narrative Review.",2025,Hughes B; Mirza S; Ponamala M; Sagaser J; Paredes R; Hematillake N; Tailor C; Khan R; Pemminati S,candidate_paper_corpus | disorder:exploratory | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
101,10.1177/02698811251352454,,,High-frequency oscillations in the mammalian brain after ketamine and other NMDA receptor antagonists.,2025,Hunt MJ; Wróbel J,candidate_paper_corpus | mechanistic:paper_library
102,10.1021/acs.jmedchem.4c02467,,,Insights for the Next Generation of Ketamine for the Treatment of Depressive Disorder.,2025,Faustino Martins AC; Badenoch B; da Silva Gomes R,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
106,10.1016/j.omtm.2025.101413,,,"Intravenous esketamine in pediatric Rett syndrome: An open-label, early phase 1 pilot study.",2025,Li H; Liu S; Lin C; Wu Y; Wu X; Huang Y; Wu Y; Tong X; Xu X,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
108,10.3389/fphar.2025.1606976,,,"KETAMIR-2, a new molecular entity and novel ketamine analog.",2025,Angel I; Perelroizen R; Deffains W; Adraoui FW; Pichinuk E; Aminov E,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
109,10.1016/j.biopsych.2025.04.020,,,Ketamine Evokes Acute Behavioral Effects Via μ Opioid Receptor-Expressing Neurons of the Central Amygdala.,2025,Pomrenze MB; Vaillancourt S; Llorach P; Rijsketic DR; Casey AB; Gregory N; Zhao W; Girard TE; Mattox KT; Salgado JS,candidate_paper_corpus | mechanistic:paper_library
114,10.1016/j.ejphar.2025.178301,,,L-type voltage-dependent calcium channels in the ventromedial orbitofrontal and prefrontal cortices mediate the inhibitory effects of (S)-ketamine but not (R)-ketamine on marble burying in male mice.,2025,Deyama S; Mishiro K; Kunishima M; Kaneda K,candidate_paper_corpus | mechanistic:paper_library
115,10.3389/fpsyt.2025.1688633,,,Low-dose intravenous esketamine on a depressive catatonia patient with venous thromboembolism: a case report.,2025,Zhang MH; Wang YF; Li J; Liu ZJ; Ji X,candidate_paper_corpus | mechanistic:paper_library
117,10.7554/elife.97864,,,Mapping serotonergic dynamics using drug-modulated molecular connectivity in rats.,2025,Ionescu TM; Amend M; Hafiz R; Maurer A; Biswal B; Wehrl HF; Herfert K,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
120,10.3390/cells14241967,,,Modulation of Metabotropic Glutamate Receptors as a Strategy to Improve the Efficacy and Safety of Ketamine as an Antidepressant.,2025,Pałucha-Poniewiera A,candidate_paper_corpus | mechanistic:paper_library
121,10.3390/ijms26157233,,,Molecular Pathways Potentially Involved in Hallucinatory Experiences During Sleep Paralysis: The Emerging Role of β-Arrestin-2.,2025,Rudy LM; Godlewski MM,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
123,10.1152/jn.00296.2024,,,N-Methyl d-aspartate receptor hypofunction reduces steady-state visual-evoked potentials.,2025,Schielke A; Krekelberg B,candidate_paper_corpus | mechanistic:paper_library
125,10.1136/rapm-2024-105612,,,N-Methyl-D-aspartate receptor antagonists for the prevention of chronic postsurgical pain: a narrative review.,2025,Mojica JJ; Eddy G; Schwenk ES,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
126,10.1093/brain/awaf011,,,N-methyl-d-aspartate receptor hypofunction causes recurrent and transient failures of perceptual inference.,2025,Weilnhammer V; Rothkirch M; Yilmaz D; Fritsch M; Ptasczynski LE; Reichenbach K; Roediger L; Corlett P; Sterzer P,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
130,10.1177/0271678x241302937,,,Neurochemical characterization of 5-HT(2A)R partial agonists with simultaneous PET-MRI.,2025,Bagdasarian FA; Larsen K; Deng HP; Fisher PM; Mandeville JB; Sander CY; Wey HY; Hansen HD,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
131,10.7759/cureus.83244,,,Neuropharmacology of Ketamine and Its Use in the Treatment of Major Depressive Disorder: A Review.,2025,Papadopoulos Z,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
132,10.1111/bph.70050,,,Neuropsychopharmacology of hallucinogenic and non-hallucinogenic 5-HT(2A) receptor agonists.,2025,Sharp T; Ippolito A,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
133,10.1021/acschemneuro.5c00782,,,Next-Generation MDMA Analogue SDMA: Pharmacological and Metabolic Insights.,2025,Kastner N; Nadal-Gratacós N; Hemmer S; Alves da Silva L; McKee JL; Hell T; Cicalese G; Holy M; Kooti F; Jäntsch K,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
134,10.3389/fphar.2025.1650926,,,"Oral administration of Ketamir-2, a novel ketamine analog, attenuates neuropathic pain in rodent models via selective NMDA antagonism.",2025,Angel I; Perelroizen R; Pichinuk E; Aminov E,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
135,10.1021/acschemneuro.5c00443,,,Pharmacological Evaluation of Tropane Analogues at the Serotonin Transporter.,2025,Avanes AA; Warren HT; Senthil A; Olson DE,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
136,10.1177/02698811251361453,,,Pharmacological characterisation of psilocybin and 5-MeO-DMT discriminative cues in the rat and their translational value for identifying novel psychedelics.,2025,Higgins GA; MacMillan C; de Lannoy I; Tyler C; Slassi M,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
138,10.2174/0113892010299804240324140017,,,"Potential Serotonin 5-HT2A Receptor Agonist of Psychoactive Components of Silene undulata Aiton: LC-MS/MS, ADMET, and Molecular Docking Studies.",2025,Alhawarri MB; Olimat S,candidate_paper_corpus | mechanistic:paper_library
139,10.1002/prp2.70079,,,"Psilocin, A Psychedelic Drug, Exerts Anticonvulsant Effects Against PTZ- and MES-Induced Seizures in Mice via 5-HT1A and CB1 Receptors: Involvement of Nitrergic, Opioidergic, and Kynurenine Pathways.",2025,Balabandian M; Manavi MA; Lesani A; Mohammad Jafari R; Shafaroodi H; Heidari N; Mirnajafi-Zadeh J; Foroumadi A; Afrooghe A; Dehpour AR,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
140,10.1177/02698811251330783,,,Psilocybin and ketamine affect novel neuropeptides gene expression in the rat hypothalamus.,2025,Pałasz A; Pukowiec M; Bogus K; Suszka-Świtek A; Filipczyk Ł; Mordecka-Chamera K; Worthington JJ; Sygidus M; Wojtas A; Bysiek A,candidate_paper_corpus | mechanistic:paper_library
141,10.1016/j.intimp.2025.114940,,,Psilocybin and psilocin regulate microglial immunomodulation and support neuroplasticity via serotonergic and AhR signaling.,2025,Laabi S; LeMmon C; Vogel C; Chacon M; Jimenez VM Jr,candidate_paper_corpus | mechanistic:paper_library
142,10.1016/j.clinph.2025.02.264,,,Psilocybin for disorders of consciousness: A case-report study.,2025,Cardone P; Núñez P; Alnagger NLN; Martial C; van der Lande GJM; Sandell R; Carhart-Harris R; Gosseries O,candidate_paper_corpus | mechanistic:paper_library
143,10.1038/s41380-024-02788-y,,,Psilocybin reduces heroin seeking behavior and modulates inflammatory gene expression in the nucleus accumbens and prefrontal cortex of male rats.,2025,Floris G; Dabrowski KR; Zanda MT; Daws SE,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
144,10.1038/s41593-025-02069-z,,,Psychedelic 5-HT(2A) receptor agonism alters neurovascular coupling and differentially affects neuronal and hemodynamic measures of brain function.,2025,Padawer-Curry JA; Krentzman OJ; Kuo CC; Wang X; Bice AR; Nicol GE; Snyder AZ; Siegel JS; McCall JG; Bauer AQ,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
145,10.1016/j.pnpbp.2025.111278,,,Psychedelics in neuroinflammation: Mechanisms and therapeutic potential.,2025,de Deus JL; Maia JM; Soriano RN; Amorim MR; Branco LGS,candidate_paper_corpus | mechanistic:paper_library
147,10.1176/appi.ajp.20240378,,,Redefining Ketamine Pharmacology for Antidepressant Action: Synergistic NMDA and Opioid Receptor Interactions?,2025,Levinstein MR; Budinich RC; Bonaventura J; Schatzberg AF; Zarate CA Jr; Michaelides M,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
150,10.1093/ijnp/pyaf035,,,Role of endogenous serotonin in psychedelic-like effects of psilocybin in mice.,2025,Erkizia-Santamaría I; Martínez-Álvarez N; Salinas-Novoa L; Meana JJ; Ortega JE,candidate_paper_corpus | disorder:paper_library | disorder:stubs | mechanistic:paper_library
151,10.3389/fphar.2025.1630158,,,S-ketamine facilitates motor function recovery after brachial plexus root avulsion and reimplantation in mice.,2025,Huang R; Lin B; Yu L; Luo Q; Tian H; Li C; Wei N; Zhuang S; Chen J; Li Y,candidate_paper_corpus | mechanistic:paper_library
153,10.1080/00952990.2025.2535559,,,Safety and efficacy of ketamine for the treatment of patients with alcohol use disorder: a systematic review.,2025,Rathore BS; Singh S; Gupta M; Verma P,candidate_paper_corpus | disorder:exploratory | disorder:paper_library | disorder:stubs | mechanistic:paper_library
154,10.1007/s00213-025-06782-2,,,"Sex specific effects of ketamine, but not other glutamate receptor modulators, on ethanol self-administration and reinstatement of ethanol seeking in rats.",2025,Bertholomey ML; Forbes C; McElroy BD; Torregrossa MM,candidate_paper_corpus | disorder:paper_library
156,10.61373/pp024r.0028,,,Single-dose psilocybin alters resting state functional networks in patients with body dysmorphic disorder.,2025,Zhu X; Zhang C; Hellerstein D; Feusner JD; Wheaton MG; Gomez GJ; Schneier F,candidate_paper_corpus | disorder:curated | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
