line_no,doi,compound,entity,title,year,authors,existing_sources
28,10.1002/npr2.70075,DOI,kappa opioid receptor (OPRK1),Possible Involvement of Hallucinogenic Effects in the Aversive Effects Induced by Kappa-Opioid and 5-HT(2A) (/2C) Receptor Agonists in Mice.,2025,Kato H; Ichimaru Y; Kurihara M; Sogawa K; Funada M; Suzuki T,mechanistic:paper_library
29,10.1038/s41593-025-02069-z,DOI,5-HT2A,Psychedelic 5-HT(2A) receptor agonism alters neurovascular coupling and differentially affects neuronal and hemodynamic measures of brain function.,2025,Padawer-Curry JA; Krentzman OJ; Kuo CC; Wang X; Bice AR; Nicol GE; Snyder AZ; Siegel JS; McCall JG; Bauer AQ,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
30,10.1176/appi.ajp.20240378,R-ketamine,NMDA receptor,Redefining Ketamine Pharmacology for Antidepressant Action: Synergistic NMDA and Opioid Receptor Interactions?,2025,Levinstein MR; Budinich RC; Bonaventura J; Schatzberg AF; Zarate CA Jr; Michaelides M,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
31,10.1007/s00213-023-06482-9,DOI,5-HT2C,Serotonin 2C receptors are also important in head-twitch responses in male mice.,2025,Custodio RJP; Ortiz DM; Lee HJ; Sayson LV; Kim M; Lee YS; Kim KM; Cheong JH; Kim HJ,candidate_paper_corpus | mechanistic:paper_library
33,10.3390/ijms25126804,R-ketamine,NMDA receptor,(R)-(-)-Ketamine: The Promise of a Novel Treatment for Psychiatric and Neurological Disorders.,2024,Shafique H; Demers JC; Biesiada J; Golani LK; Cerne R; Smith JL; Szostak M; Witkin JM,candidate_paper_corpus | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
34,10.1016/j.bbr.2024.115051,DOI,5-HT1A,"5-HT(1A) and 5-HT(2A) receptor effects on recognition memory, motor/exploratory behaviors, emotionality and regional dopamine transporter binding in the rat.",2024,Nikolaus S; Chao OY; Henke J; Beu M; Fazari B; Almeida FR; Abdel-Hafiz L; Antke C; Hautzel H; Mamlins E,mechanistic:paper_library
39,10.1016/j.pneurobio.2024.102660,DOI,5-HT2A,"Distinct 5-HT receptor subtypes regulate claustrum excitability by serotonin and the psychedelic, DOI.",2024,Anderson TL; Keady JV; Songrady J; Tavakoli NS; Asadipooya A; Neeley RE; Turner JR; Ortinski PI,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
41,10.1213/ane.0000000000006851,R-ketamine,NMDA receptor,"Esketamine: Less Drowsiness, More Analgesia.",2024,Mion G; Himmelseher S,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
42,10.1007/s00210-023-02778-x,DOI,5-HT2A,Ethopharmacological evaluation of antidepressant-like effect of serotonergic psychedelics in C57BL/6J male mice.,2024,Takaba R; Ibi D; Yoshida K; Hosomi E; Kawase R; Kitagawa H; Goto H; Achiwa M; Mizutani K; Maeda K,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
43,10.1124/molpharm.124.000947,R-ketamine,NMDA receptor,Ketamine and Major Ketamine Metabolites Function as Allosteric Modulators of Opioid Receptors.,2024,Gomes I; Gupta A; Margolis EB; Fricker LD; Devi LA,candidate_paper_corpus | mechanistic:paper_library
44,10.1016/j.jatmed.2024.07.001,R-ketamine,NMDA receptor,Ketamine and its two enantiomers in anesthesiology and psychiatry: A historical review and future directions.,2024,Hashimoto K; Zhao M; Zhu T; Wang X; Yang J,candidate_paper_corpus | disorder:exploratory | disorder:paper_library | mechanistic:exploratory | mechanistic:paper_library
45,10.1038/s41398-024-03176-4,R-ketamine,TrkB (NTRK2),Ketamine attenuates kidney damage and depression-like behaviors in mice with cisplatin-induced acute kidney injury.,2024,Huang T; He Y; Cheng R; Zhang Q; Zhong X; Hashimoto K; Liu Y; Pu Y,candidate_paper_corpus | mechanistic:paper_library
49,10.1101/2023.09.23.559145,DOI,5-HT2A,Psychedelic 5-HT2A receptor agonism: neuronal signatures and altered neurovascular coupling.,2024,Padawer-Curry JA; Krentzman OJ; Kuo CC; Wang X; Bice AR; Nicol GE; Snyder AZ; Siegel JS; McCall JG; Bauer AQ,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
50,10.1080/19490976.2024.2310603,R-ketamine,TrkB (NTRK2),Repeated (S)-ketamine administration ameliorates the spatial working memory impairment in mice with chronic pain: role of the gut microbiota-brain axis.,2024,Jiang Y; Wang X; Chen J; Zhang Y; Hashimoto K; Yang JJ; Zhou Z,candidate_paper_corpus | disorder:curated | disorder:exploratory | disorder:paper_library
51,10.1101/2024.10.11.617861,DOI,5-HT2A,Snapshot of 5-HT (2A) receptor activation in the mouse brain via IP (1) detection.,2024,de la Fuente Revenga M; González-Maeso J,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
52,10.1016/j.neuropharm.2024.110163,DOI,5-HT2A,The psychedelic drug DOI reduces heroin motivation by targeting 5-HT2A receptors in a heroin and alcohol co-use model.,2024,Bonilla J; Giannotti G; Kregar NP; Heinsbroek JA; Olson DE; Peters J,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
53,10.3390/molecules28114346,R-ketamine,NMDA receptor,Binding Affinity and Mechanisms of Potential Antidepressants Targeting Human NMDA Receptors.,2023,Ye S; Han Y; Wei Z; Li J,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
57,10.1016/j.pbb.2023.173523,R-ketamine,NMDA receptor,Differentially regulated targets in the fast-acting antidepressant effect of (R)-ketamine: A systems biology approach.,2023,Scotton E; Casa PL; de Abreu FP; de Avila E Silva S; Wilges RLB; Rossetto MV; Géa LP; Rosa AR; Colombo R,candidate_paper_corpus | mechanistic:paper_library
60,10.3390/ph16071013,R-ketamine,NMDA receptor,Exploring the Molecular Targets for the Antidepressant and Antisuicidal Effects of Ketamine Enantiomers by Using Network Pharmacology and Molecular Docking.,2023,Altê GA; Rodrigues ALS,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
64,10.1016/j.neuropharm.2022.109305,R-ketamine,NMDA receptor,Ketamine and its metabolites: Potential as novel treatments for depression.,2023,Zhang K; Yao Y; Hashimoto K,candidate_paper_corpus | mechanistic:paper_library
65,10.3390/ph16050742,R-ketamine,NMDA receptor,Ketamine and the Disinhibition Hypothesis: Neurotrophic Factor-Mediated Treatment of Depression.,2023,Borsellino P; Krider RI; Chea D; Grinnell R; Vida TA,candidate_paper_corpus | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
66,10.1021/acschemneuro.2c00597,DOM,5-HT2A,Pharmacological Mechanism of the Non-hallucinogenic 5-HT(2A) Agonist Ariadne and Analogs.,2023,Cunningham MJ; Bock HA; Serrano IC; Bechand B; Vidyadhara DJ; Bonniwell EM; Lankri D; Duggan P; Nazarova AL; Cao AB,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
67,10.3389/fphar.2023.1021729,DOM,5-HT2A,Rearing behaviour in the mouse behavioural pattern monitor distinguishes the effects of psychedelics from those of lisuride and TBG.,2023,Chen Y; Liu J; Yao Y; Yan H; Su R,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
69,10.1016/j.neuropharm.2022.109313,R-ketamine,NMDA receptor,Roles of the monoaminergic system in the antidepressant effects of ketamine and its metabolites.,2023,Ago Y; Yokoyama R; Asano S; Hashimoto H,candidate_paper_corpus | mechanistic:paper_library
71,10.1016/j.pharmthera.2023.108431,R-ketamine,NMDA receptor,The antidepressant actions of ketamine and its enantiomers.,2023,Johnston JN; Henter ID; Zarate CA Jr,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
72,10.1186/s12868-021-00686-5,DOI,5-HT1A,An ontogenic study of receptor mechanisms by which acute administration of low-doses of methamphetamine suppresses DOI-induced 5-HT(2A)-receptor mediated head-twitch response in mice.,2022,Sun Y; Chebolu S; Henry D; Lankireddy S; Darmani NA,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
73,10.1016/j.neuropharm.2022.109219,R-ketamine,NMDA receptor,"Arketamine, a new rapid-acting antidepressant: A historical review and future directions.",2022,Zhang JC; Yao W; Hashimoto K,candidate_paper_corpus | disorder:exploratory | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
74,10.3390/ph15020125,R-ketamine,AMPA receptor,Combined Administration of (R)-Ketamine and the mGlu2/3 Receptor Antagonist LY341495 Induces Rapid and Sustained Effects in the CUMS Model of Depression via a TrkB/BDNF-Dependent Mechanism.,2022,Rafało-Ulińska A; Brański P; Pałucha-Poniewiera A,mechanistic:paper_library
76,10.1038/s41386-022-01324-2,DOI,5-HT2A,Effects of a psychedelic 5-HT2A receptor agonist on anxiety-related behavior and fear processing in mice.,2022,Pędzich BD; Rubens S; Sekssaoui M; Pierre A; Van Schuerbeek A; Marin P; Bockaert J; Valjent E; Bécamel C; De Bundel D,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
83,10.1038/s41380-021-01121-1,R-ketamine,NMDA receptor,Molecular mechanisms underlying the antidepressant actions of arketamine: beyond the NMDA receptor.,2022,Wei Y; Chang L; Hashimoto K,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
86,10.3390/cells11193035,DOI,5-HT2A,Presynaptic 5-HT(2A)-mGlu2/3 Receptor-Receptor Crosstalk in the Prefrontal Cortex: Metamodulation of Glutamate Exocytosis.,2022,Taddeucci A; Olivero G; Roggeri A; Milanese C; Giorgio FPD; Grilli M; Marchi M; Garrone B; Pittaluga A,candidate_paper_corpus | mechanistic:paper_library
88,10.3390/ijms232315284,DOI,5-HT2A,Psychedelic-Induced Serotonin 2A Receptor Downregulation Does Not Predict Swim Stress Coping in Mice.,2022,Pędzich BD; Medrano M; Buckinx A; Smolders I; De Bundel D,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
91,10.3390/ijerph19116619,DOB,5-HT2A,Spatiotemporal Mapping of Online Interest in Cannabis and Popular Psychedelics before and during the COVID-19 Pandemic in Poland.,2022,Al-Imam A; Motyka MA; Witulska Z; Younus M; Michalak M,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
95,10.1021/acschemneuro.2c00170,DOI,5-HT2A,Tolerance and Cross-Tolerance among Psychedelic and Nonpsychedelic 5-HT(2A) Receptor Agonists in Mice.,2022,de la Fuente Revenga M; Jaster AM; McGinn J; Silva G; Saha S; González-Maeso J,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
96,10.1007/s00115-021-01225-7,R-ketamine,NMDA receptor,[Rapid-acting antidepressants-neurobiological mechanisms of action].,2022,Gass P; Vasilescu AN; Inta D,candidate_paper_corpus | mechanistic:paper_library
97,10.1093/jat/bkaa022,2C-I,5-HT2A,"2-(4-Iodo-2,5-dimethoxyphenyl)-N-[(2-methoxyphenyl)methyl]ethanamine (25I-NBOME): A Harmful Hallucinogen Review.",2021,Kamińska K; Świt P; Malek K,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
102,10.1016/j.ejphar.2021.173954,R-ketamine,TrkB (NTRK2),"Dextran sulfate sodium-induced inflammation and colitis in mice are ameliorated by (R)-ketamine, but not (S)-ketamine: A role of TrkB signaling.",2021,Fujita Y; Hashimoto Y; Hashimoto H; Chang L; Hashimoto K,mechanistic:paper_library
104,10.1097/fbp.0000000000000628,DOI,5-HT2A,"Effects of 5-HT2A receptor agonist 2,5-dimethoxy-4-iodoamphetamine on alcohol consumption in Long-Evans rats.",2021,Berquist MD; Fantegrossi WE,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
105,10.1016/j.eplepsyres.2021.106677,DOI,5-HT2C,Evaluation of lorcaserin as an anticonvulsant in juvenile Fmr1 knockout mice.,2021,Saraf TS; Felsing DE; Armstrong JL; Booth RG; Canal CE,candidate_paper_corpus | mechanistic:paper_library
106,10.1080/09540261.2020.1854194,R-ketamine,NMDA receptor,Ketamine for depression.,2021,Jelen LA; Stone JM,candidate_paper_corpus | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
107,10.1177/0269881120959644,R-ketamine,NMDA receptor,Ketamine: A tale of two enantiomers.,2021,Jelen LA; Young AH; Stone JM,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
108,10.1007/s40263-021-00816-x,R-ketamine,NMDA receptor,Novel Glutamatergic Modulators for the Treatment of Mood Disorders: Current Status.,2021,Henter ID; Park LT; Zarate CA Jr,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
109,10.1038/s41380-021-01093-2,R-ketamine,kappa opioid receptor (OPRK1),Pharmacological and behavioral divergence of ketamine enantiomers: implications for abuse liability.,2021,Bonaventura J; Lam S; Carlton M; Boehm MA; Gomez JL; Solís O; Sánchez-Soto M; Morris PJ; Fredriksson I; Thomas CJ,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
111,10.1016/j.celrep.2021.109836,DOI,5-HT2A,Prolonged epigenomic and synaptic plasticity alterations following single exposure to a psychedelic in mice.,2021,de la Fuente Revenga M; Zhu B; Guevara CA; Naler LB; Saunders JM; Zhou Z; Toneatti R; Sierra S; Wolstenholme JT; Beardsley PM,candidate_paper_corpus | mechanistic:paper_library
112,10.1016/j.pbb.2021.173152,R-ketamine,NMDA receptor,Rapid tolerance to behavioral effects of ethanol in rats: Prevention by R-(-)-ketamine.,2021,Shafique H; Witkin JM; Smith JL; Kaniecki K; Sporn J; Holuj M; Krawczyk M; Kuziak A; Popik P,candidate_paper_corpus | mechanistic:paper_library
113,10.1007/s00406-020-01231-x,R-ketamine,Sigma-1 receptor (SIGMAR1),Repurposing of CNS drugs to treat COVID-19 infection: targeting the sigma-1 receptor.,2021,Hashimoto K,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
115,10.1038/s41586-021-03769-9,R-ketamine,NMDA receptor,Structural basis of ketamine action on human NMDA receptors.,2021,Zhang Y; Ye F; Zhang T; Lv S; Zhou L; Du D; Lin H; Guo F; Luo C; Zhu S,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
116,10.1016/j.bbr.2020.112861,DOI,5-HT2A,Acute serotonin 2A receptor activation impairs behavioral flexibility in mice.,2020,Amodeo DA; Hassan O; Klein L; Halberstadt AL; Powell SB,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
118,10.1007/s00204-020-02863-7,2C-B,5-HT2A,Correction to: In vitro structure-activity relationship determination of 30 psychedelic new psychoactive substances by means of β-arrestin 2 recruitment to the serotonin 2A receptor.,2020,Pottie E; Cannaert A; Stove CP,candidate_paper_corpus | mechanistic:paper_library
119,10.1021/acschemneuro.0c00129,DOI,5-HT2C,"Investigation of the 2,5-Dimethoxy Motif in Phenethylamine Serotonin 2A Receptor Agonists.",2020,Marcher-Rørsted E; Halberstadt AL; Klein AK; Chatha M; Jademyr S; Jensen AA; Kristensen JL,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
120,10.1097/wnr.0000000000001377,DOI,5-HT2B,"Involvement of 5-HT2A, 5-HT2B and 5-HT2C receptors in mediating the ventrolateral orbital cortex-induced antiallodynia in a rat model of neuropathic pain.",2020,Xu WJ; Wang YY; Zhao Y; Jia H; Tang JS; Huo FQ; Liu H,mechanistic:paper_library
121,10.1016/bs.apha.2020.02.005,R-ketamine,NMDA receptor,Ketamine for depression clinical issues.,2020,Iqbal SZ; Mathew SJ,candidate_paper_corpus | disorder:exploratory | disorder:paper_library | disorder:stubs | mechanistic:paper_library
122,10.1016/j.neuropharm.2020.107947,R-ketamine,NMDA receptor,"Ketamine increases vmPFC activity: Effects of (R)- and (S)-stereoisomers and (2R,6R)-hydroxynorketamine metabolite.",2020,Hare BD; Pothula S; DiLeone RJ; Duman RS,candidate_paper_corpus | mechanistic:paper_library
124,10.1016/j.bcp.2020.113935,R-ketamine,NMDA receptor,Molecular mechanisms of the rapid-acting and long-lasting antidepressant actions of (R)-ketamine.,2020,Hashimoto K,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
127,10.1016/j.pbb.2019.172839,R-ketamine,TrkB (NTRK2),"Phencyclidine-induced cognitive deficits in mice are ameliorated by subsequent repeated intermittent administration of (R)-ketamine, but not (S)-ketamine: Role of BDNF-TrkB signaling.",2020,Tan Y; Fujita Y; Qu Y; Chang L; Pu Y; Wang S; Wang X; Hashimoto K,candidate_paper_corpus | mechanistic:paper_library
131,10.1002/syn.22126,R-ketamine,NMDA receptor,(R)- and (S)-ketamine induce differential fMRI responses in conscious rats.,2019,Masaki Y; Kashiwagi Y; Watabe H; Abe K,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
132,10.1093/ijnp/pyz041,R-ketamine,AMPA receptor,(R)-Ketamine Induces a Greater Increase in Prefrontal 5-HT Release Than (S)-Ketamine and Ketamine Metabolites via an AMPA Receptor-Independent Mechanism.,2019,Ago Y; Tanabe W; Higuchi M; Tsukada S; Tanaka T; Yamaguchi T; Igarashi H; Yokoyama R; Seiriki K; Kasai A,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
133,10.1016/j.celrep.2019.02.104,DOI,NET (SLC6A2),A Hallucinogenic Serotonin-2A Receptor Agonist Reduces Visual Response Gain and Alters Temporal Dynamics in Mouse V1.,2019,Michaiel AM; Parker PRL; Niell CM,candidate_paper_corpus | mechanistic:paper_library
135,10.1021/acschemneuro.9b00302,DOI,5-HT2A,Big Data Challenges Targeting Proteins in GPCR Signaling Pathways; Combining PTML-ChEMBL Models and [(35)S]GTPγS Binding Assays.,2019,Diez-Alarcia R; Yáñez-Pérez V; Muneta-Arrate I; Arrasate S; Lete E; Meana JJ; González-Díaz H,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
139,10.1038/s41598-019-49913-4,DOI,mGluR2 (GRM2),Fully automated head-twitch detection system for the study of 5-HT(2A) receptor pharmacology in vivo.,2019,de la Fuente Revenga M; Shin JM; Vohra HZ; Hideshima KS; Schneck M; Poklis JL; González-Maeso J,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
142,10.3390/medicina55070393,DOI,NMDA receptor,Intra-Nasally Administered Oligopeptide Lunasin Acts as a Possible Anti-Psychotic Agent in Mice Models.,2019,Dzirkale Z; Nakurte I; Jekabsons K; Muceniece R; Klusa V,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
144,10.1038/s41398-019-0624-1,R-ketamine,NMDA receptor,Molecular and cellular mechanisms underlying the antidepressant effects of ketamine enantiomers and its metabolites.,2019,Yang C; Yang J; Luo A; Hashimoto K,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
145,10.1111/pcn.12902,R-ketamine,NMDA receptor,"Rapid-acting antidepressant ketamine, its metabolites and other candidates: A historical overview and future perspective.",2019,Hashimoto K,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
146,10.1016/bs.apha.2019.03.002,R-ketamine,NMDA receptor,Rapid-acting antidepressants.,2019,Witkin JM; Martin AE; Golani LK; Xu NZ; Smith JL,candidate_paper_corpus | mechanistic:paper_library
147,10.1093/cercor/bhy064,DOI,AMPA receptor,Sustained Activation of Postsynaptic 5-HT2A Receptors Gates Plasticity at Prefrontal Cortex Synapses.,2019,Berthoux C; Barre A; Bockaert J; Marin P; Bécamel C,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
150,10.1002/dta.2582,DOI,5-HT2A,The synthetic cathinone psychostimulant α-PPP antagonizes serotonin 5-HT(2A) receptors: In vitro and in vivo evidence.,2019,Chen Y; Blough BE; Murnane KS; Canal CE,candidate_paper_corpus | mechanistic:paper_library
152,10.1016/j.neuropharm.2018.01.020,DOM,SERT (SLC6A4),"""Ecstasy"" to addiction: Mechanisms and reinforcing effects of three synthetic cathinone analogs of MDMA.",2018,Dolan SB; Chen Z; Huang R; Gatch MB,candidate_paper_corpus | mechanistic:paper_library
153,10.1007/s40263-018-0519-3,R-ketamine,NMDA receptor,Antidepressant Efficacy and Tolerability of Ketamine and Esketamine: A Critical Review.,2018,Molero P; Ramos-Quiroga JA; Martin-Santos R; Calvo-Sánchez E; Gutiérrez-Rojas L; Meana JJ,candidate_paper_corpus | mechanistic:paper_library
155,10.1002/cmdc.201700810,R-ketamine,NMDA receptor,Comparative Pharmacological Study of Common NMDA Receptor Open Channel Blockers Regarding Their Affinity and Functional Activity toward GluN2A and GluN2B NMDA Receptors.,2018,Temme L; Schepmann D; Schreiber JA; Frehland B; Wünsch B,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
156,10.1016/j.neuropharm.2018.02.033,DOI,5-HT2C,"Comparative neuropharmacology of N-(2-methoxybenzyl)-2,5-dimethoxyphenethylamine (NBOMe) hallucinogens and their 2C counterparts in male rats.",2018,Elmore JS; Decker AM; Sulima A; Rice KC; Partilla JS; Blough BE; Baumann MH,candidate_paper_corpus | mechanistic:paper_library
160,10.1007/7854_2016_466,DOI,5-HT2C,Effect of Hallucinogens on Unconditioned Behavior.,2018,Halberstadt AL; Geyer MA,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
161,10.1007/7854_2017_473,DOI,5-HT2A,Effects of Hallucinogens on Neuronal Activity.,2018,Lladó-Pelfort L; Celada P; Riga MS; Troyano-Rodríguez E; Santana N; Artigas F,candidate_paper_corpus | mechanistic:paper_library
163,10.1038/mp.2017.255,R-ketamine,NMDA receptor,Mechanisms of ketamine action as an antidepressant.,2018,Zanos P; Gould TD,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
164,10.1038/s41386-018-0013-0,DOI,5-HT2B,Positive regulation of raphe serotonin neurons by serotonin 2B receptors.,2018,Belmer A; Quentin E; Diaz SL; Guiard BP; Fernandez SP; Doly S; Banas SM; Pitychoutis PM; Moutkine I; Muzerelle A,candidate_paper_corpus | mechanistic:paper_library
165,10.1080/09540261.2018.1481827,DOI,5-HT2A,Psychedelics as anti-inflammatory agents.,2018,Flanagan TW; Nichols CD,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
166,10.1016/j.neuropharm.2018.09.004,DOI,SERT (SLC6A4),Reduced cortical serotonin 5-HT(2A) receptor binding and glutamate activity in high compulsive drinker rats.,2018,Mora S; Merchán A; Vilchez O; Aznar S; Klein AB; Ultved L; Campa L; Suñol C; Flores P; Moreno M,candidate_paper_corpus | mechanistic:paper_library
167,10.1111/bph.13809,DOI,kappa opioid receptor (OPRK1),Targeting multiple opioid receptors - improved analgesics with reduced side effects?,2018,Günther T; Dasgupta P; Mann A; Miess E; Kliewer A; Fritzwanker S; Steinborn R; Schulz S,candidate_paper_corpus | mechanistic:paper_library
168,10.1016/j.pharep.2018.02.011,R-ketamine,AMPA receptor,"The role of glutamatergic modulation in the mechanism of action of ketamine, a prototype rapid-acting antidepressant drug.",2018,Pałucha-Poniewiera A,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
