claim_type,compound,target,raw_entity_label,entity_role,clinical_context_condition,graph_entity_label,graph_entity_type,graph_include_candidate,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,study_doi,openalex_id,study_title,authors,study_year,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,related_dois,publication_relations,is_retracted,has_correction,language,semantic_scholar_id,paper_type,evidence_level,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,access_level,source_access_level,evidence_location,evidence_locator,study_design,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,supporting_quote,funding,conflicts_of_interest,risk_of_bias_summary,notes
compound_target,"(2R,6R)-hydroxynorketamine",TrkB,TrkB,molecular_target,,TrkB,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.1038/s41386-023-01725-x,,"Antidepressants enter cells, organelles, and membranes",Zack Blumenfeld; Kallol Bera; Eero Castrén; Henry A. Lester,2023,Neuropsychopharmacology,journal-article,NCT05414422,2023-10-02,0893-133X,1740-634X,Springer Science and Business Media LLC,Ketamine | Antidepressive Agents / therapeutic use | Selective Serotonin Reuptake Inhibitors | Norepinephrine / metabolism | Organelles / metabolism,,Tobacco-Related Disease Research Program (TRDRP) | NIGMS NIH HHS | NIDA NIH HHS,27IP-0057 | R01 GM123582 | R21 DA043829 | R21 DA049140,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,text,C009,secondary_literature,,,,,,,,,,,,,,,"2 R,6R-HNK was subsequently found to bind to TrkB, and its plasticity-promoting effects are lost in TrkB mutants with poorer af fi nity [14, 58, 60]",Tobacco-Related Disease Research Program (TRDRP) | NIGMS NIH HHS | NIDA NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,LSD,neuroplasticity,neuroplasticity,molecular_target,,neuroplasticity,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.48550/arxiv.2411.19840,,Neuroplasticity and Psychedelics: a comprehensive examination of classic and non-classic compounds in pre and clinical models,Claudio Agnorelli; Meg J. Spriggs; Kate Godfrey; Gabriela Sawicka; Bettina Bohl; Hannah Douglass; Andrea Fagiolini; Hashemi Parastoo; Robin Carhart‐Harris; David Nutt,2024,,,,2024,,,,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,,,,"This review examines how classic psychedelics (e.g., LSD, psilocybin, N,N-DMT) and non-classic psychedelics (e.g., ketamine, MDMA) influence neuroplasticity.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,psilocybin,neuroplasticity,neuroplasticity,molecular_target,,neuroplasticity,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.48550/arxiv.2411.19840,,Neuroplasticity and Psychedelics: a comprehensive examination of classic and non-classic compounds in pre and clinical models,Claudio Agnorelli; Meg J. Spriggs; Kate Godfrey; Gabriela Sawicka; Bettina Bohl; Hannah Douglass; Andrea Fagiolini; Hashemi Parastoo; Robin Carhart‐Harris; David Nutt,2024,,,,2024,,,,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,,,,"This review examines how classic psychedelics (e.g., LSD, psilocybin, N,N-DMT) and non-classic psychedelics (e.g., ketamine, MDMA) influence neuroplasticity.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,"N,N-DMT",neuroplasticity,neuroplasticity,molecular_target,,neuroplasticity,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.48550/arxiv.2411.19840,,Neuroplasticity and Psychedelics: a comprehensive examination of classic and non-classic compounds in pre and clinical models,Claudio Agnorelli; Meg J. Spriggs; Kate Godfrey; Gabriela Sawicka; Bettina Bohl; Hannah Douglass; Andrea Fagiolini; Hashemi Parastoo; Robin Carhart‐Harris; David Nutt,2024,,,,2024,,,,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,,,,"This review examines how classic psychedelics (e.g., LSD, psilocybin, N,N-DMT) and non-classic psychedelics (e.g., ketamine, MDMA) influence neuroplasticity.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,ketamine,neuroplasticity,neuroplasticity,molecular_target,,neuroplasticity,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.48550/arxiv.2411.19840,,Neuroplasticity and Psychedelics: a comprehensive examination of classic and non-classic compounds in pre and clinical models,Claudio Agnorelli; Meg J. Spriggs; Kate Godfrey; Gabriela Sawicka; Bettina Bohl; Hannah Douglass; Andrea Fagiolini; Hashemi Parastoo; Robin Carhart‐Harris; David Nutt,2024,,,,2024,,,,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,,,,"This review examines how classic psychedelics (e.g., LSD, psilocybin, N,N-DMT) and non-classic psychedelics (e.g., ketamine, MDMA) influence neuroplasticity.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,MDMA,neuroplasticity,neuroplasticity,molecular_target,,neuroplasticity,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.48550/arxiv.2411.19840,,Neuroplasticity and Psychedelics: a comprehensive examination of classic and non-classic compounds in pre and clinical models,Claudio Agnorelli; Meg J. Spriggs; Kate Godfrey; Gabriela Sawicka; Bettina Bohl; Hannah Douglass; Andrea Fagiolini; Hashemi Parastoo; Robin Carhart‐Harris; David Nutt,2024,,,,2024,,,,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,,,,"This review examines how classic psychedelics (e.g., LSD, psilocybin, N,N-DMT) and non-classic psychedelics (e.g., ketamine, MDMA) influence neuroplasticity.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,ketamine,N-methyl-D-aspartate receptor,N-methyl-D-aspartate receptor,molecular_target,,N-methyl-D-aspartate receptor,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.1590/1516-4446-2020-1685,,Does mismatch negativity have utility for NMDA receptor drug development in depression?,Murphy N; Lijffijt M; Ramakrishnan N; Vo-Le B; Vo-Le B; Iqbal S; Iqbal T; O'Brien B; Smith MA; Swann AC,2022,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",Journal Article | Review,NCT03583554 | NCT03166501 | NCT02556606,2022,1516-4446,1809-452X,,"Animals | Depression | Major Depressive Disorder / drug therapy | Drug Development | Humans | Ketamine | Receptors, N-Methyl-D-Aspartate",,CSRD VA | NIMH NIH HHS,I01 CX001205 | R61 MH110540,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,,,,"Treatment with ketamine, an N-methyl-D-aspartate (NMDA) receptor antagonist",CSRD VA | NIMH NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,NMDAR antagonists,N-methyl-D-aspartate receptor,N-methyl-D-aspartate receptor,molecular_target,,N-methyl-D-aspartate receptor,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.1590/1516-4446-2020-1685,,Does mismatch negativity have utility for NMDA receptor drug development in depression?,Murphy N; Lijffijt M; Ramakrishnan N; Vo-Le B; Vo-Le B; Iqbal S; Iqbal T; O'Brien B; Smith MA; Swann AC,2022,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",Journal Article | Review,NCT03583554 | NCT03166501 | NCT02556606,2022,1516-4446,1809-452X,,"Animals | Depression | Major Depressive Disorder / drug therapy | Drug Development | Humans | Ketamine | Receptors, N-Methyl-D-Aspartate",,CSRD VA | NIMH NIH HHS,I01 CX001205 | R61 MH110540,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,,,,We supplement this with findings from our own research with three distinct NMDAR antagonists.,CSRD VA | NIMH NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,psychedelic compounds,5-HT 2A receptor,5-HT 2A receptor,molecular_target,,5-HT 2A receptor,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.3389/fphar.2023.1239159,,μ-opioid receptor agonists and psychedelics: pharmacological opportunities and challenges,Leah M. Salinsky; Christina R. Merritt; Joshua C. Zamora; Juliana L. Giacomini; Noelle C. Anastasio; Kathryn A. Cunningham,2023,Frontiers in Pharmacology,journal-article,,2023-10-11,1663-9812,,Frontiers Media SA,,5-HT2AR | MOR | opioid use disorder | psychedelics | serotonin,NIDA NIH HHS,R01 DA038446 | T32 DA007287 | UG3 DA050317 | UG3 DA052282,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,,,,"There is a recent resurgence of interest into psychedelic compounds that act primarily through the 5-HT 2A receptor (5-HT 2A R) as a new frontier in combatting such diseases (e.g., depression, anxiety, and substance use disorders).",NIDA NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,LSD,5-HT 2A R,5-HT 2A R,molecular_target,,5-HT 2A R,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.3389/fphar.2023.1239159,,μ-opioid receptor agonists and psychedelics: pharmacological opportunities and challenges,Leah M. Salinsky; Christina R. Merritt; Joshua C. Zamora; Juliana L. Giacomini; Noelle C. Anastasio; Kathryn A. Cunningham,2023,Frontiers in Pharmacology,journal-article,,2023-10-11,1663-9812,,Frontiers Media SA,,5-HT2AR | MOR | opioid use disorder | psychedelics | serotonin,NIDA NIH HHS,R01 DA038446 | T32 DA007287 | UG3 DA050317 | UG3 DA052282,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,text,C002,secondary_literature,,,,,,,,,,,,,,,"LSD potently binds to human 5-HT 2A R but also 5-HT 1A R, 5-HT 2C R, D 2 R and with some affinity for α adrenergic, D 1 R and D 3 R (Rickli et al., 2015; Rickli et al., 2016).",NIDA NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,LSD,"5-HT 1A R, 5-HT 2C R, D 2 R, α adrenergic, D 1 R, D 3 R","5-HT 1A R, 5-HT 2C R, D 2 R, α adrenergic, D 1 R, D 3 R",molecular_target,,"5-HT 1A R, 5-HT 2C R, D 2 R, α adrenergic, D 1 R, D 3 R",target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.3389/fphar.2023.1239159,,μ-opioid receptor agonists and psychedelics: pharmacological opportunities and challenges,Leah M. Salinsky; Christina R. Merritt; Joshua C. Zamora; Juliana L. Giacomini; Noelle C. Anastasio; Kathryn A. Cunningham,2023,Frontiers in Pharmacology,journal-article,,2023-10-11,1663-9812,,Frontiers Media SA,,5-HT2AR | MOR | opioid use disorder | psychedelics | serotonin,NIDA NIH HHS,R01 DA038446 | T32 DA007287 | UG3 DA050317 | UG3 DA052282,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,text,C002,secondary_literature,,,,,,,,,,,,,,,"LSD potently binds to human 5-HT 2A R but also 5-HT 1A R, 5-HT 2C R, D 2 R and with some affinity for α adrenergic, D 1 R and D 3 R (Rickli et al., 2015; Rickli et al., 2016).",NIDA NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_target,psilocin,5-HT 2A R and 5-HT 2B R,5-HT 2A R and 5-HT 2B R,molecular_target,,5-HT 2A R and 5-HT 2B R,target,True,,secondary literature coverage,,,,,,,not_applicable,,,unknown,10.3389/fphar.2023.1239159,,μ-opioid receptor agonists and psychedelics: pharmacological opportunities and challenges,Leah M. Salinsky; Christina R. Merritt; Joshua C. Zamora; Juliana L. Giacomini; Noelle C. Anastasio; Kathryn A. Cunningham,2023,Frontiers in Pharmacology,journal-article,,2023-10-11,1663-9812,,Frontiers Media SA,,5-HT2AR | MOR | opioid use disorder | psychedelics | serotonin,NIDA NIH HHS,R01 DA038446 | T32 DA007287 | UG3 DA050317 | UG3 DA052282,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,text,C003,secondary_literature,,,,,,,,,,,,,,,"LSD and psilocin, the active metabolite of psilocybin, exhibit similar affinity at the 5-HT 2A R and 5-HT 2B R in vitro (Porter et al., 1999).",NIDA NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
