normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,funders,grant_ids,language,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,keywords,related_dois,publication_relations,semantic_scholar_id,has_correction
normalized,compound and graph entity matched local registry,LSD,Dopamine D1 receptor (DRD1),,LSD,Dopamine D1 receptor (DRD1),LSD,Dopamine D1 receptor,,Dopamine D1 receptor,Dopamine D1 receptor,molecular_target,Dopamine D1 receptor (DRD1),target,True,10.3389/fpsyt.2022.990405,"3,4-Methylenedioxy methamphetamine, synthetic cathinones and psychedelics: From recreational to novel psychotherapeutic drugs",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Raúl López-Arnau; Jordi Camarasa; Marcel·lí Carbó; Núria Nadal-Gratacós; Pol Puigseslloses; María Espinosa-Velasco; Edurne Urquizu; Elena Escubedo; David Pubill,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"LSD binds with nanomolar affinity to 5-HT 1A , 5HT 2A and 5HT 2C receptors, as well as to dopamine D 2 and adrenergic α 2 and less potently to adrenergic α 1 , and dopamine D 1 , and D 3 receptors (198).",secondary_summary,full_text_seen,text,Chunk C017,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Psychiatry,journal-article,,2022-10-03,1664-0640,,Frontiers Media SA,,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""DRD1""}",LSD | MDMA | NPS | antidepressant (AD) | cathinone | psilocybin | psychedelics | tryptamine,,,,
normalized,compound and graph entity matched local registry,LSD,5-HT2A,,LSD,5-HT2A,LSD,5-HT2A receptor,,5-HT2A receptor,5-HT2A receptor,molecular_target,5-HT2A,target,True,10.3389/fpsyt.2022.990405,"3,4-Methylenedioxy methamphetamine, synthetic cathinones and psychedelics: From recreational to novel psychotherapeutic drugs",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Raúl López-Arnau; Jordi Camarasa; Marcel·lí Carbó; Núria Nadal-Gratacós; Pol Puigseslloses; María Espinosa-Velasco; Edurne Urquizu; Elena Escubedo; David Pubill,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"At 5-HT 2A receptors, LSD behaves as a partial agonist (175), which primarily mediate its hallucinogenic effects.",secondary_summary,full_text_seen,text,Chunk C017,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Psychiatry,journal-article,,2022-10-03,1664-0640,,Frontiers Media SA,,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",LSD | MDMA | NPS | antidepressant (AD) | cathinone | psilocybin | psychedelics | tryptamine,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,N-methyl-D-aspartate receptor,,N-methyl-D-aspartate receptor,N-methyl-D-aspartate receptor,molecular_target,NMDA receptor,target,True,10.3390/ijms252011111,Exploring the Therapeutic Potential of N-Methyl-D-Aspartate Receptor Antagonists in Neuropathic Pain Management,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Ciprian Pușcașu; Cornel Chiriță; Simona Negreș; Nicoleta Mirela Blebea,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Ketamine binds non-competitively to NMDARs at the phencyclidine site, affecting receptors through allosteric mechanisms [39] . It equally binds NMDARs subtypes 2A to 2D and surpasses the normal capacity of NMDAR magnesium-dependent gating [40] .",secondary_summary,full_text_seen,text,C006,narrative review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",International Journal of Molecular Sciences,journal-article,,2024-10-16,1422-0067,1661-6596,MDPI AG,"Neuralgia / drug therapy | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Humans | Animals | Excitatory Amino Acid Antagonists / therapeutic use | Pain Management / methods | Analgesics / therapeutic use | Analgesics / pharmacology",,,eng,low,label,alias,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},NMDA receptor antagonist | ketamine | memantine | methadone | neuropathic pain,,,,
normalized,compound and graph entity matched local registry,Dextromethorphan,NMDA receptor,,Dextromethorphan,NMDA receptor,dextromethorphan,N-methyl-D-aspartate receptor,,N-methyl-D-aspartate receptor,N-methyl-D-aspartate receptor,molecular_target,NMDA receptor,target,True,10.3390/ijms252011111,Exploring the Therapeutic Potential of N-Methyl-D-Aspartate Receptor Antagonists in Neuropathic Pain Management,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Ciprian Pușcașu; Cornel Chiriță; Simona Negreș; Nicoleta Mirela Blebea,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Dextromethorphan acts as a low-affinity uncompetitive NMDAR antagonist, a sigma-1 receptor agonist, and an antagonist of 

3/ 

4 nicotinic receptors [70] [71] [72] .",secondary_summary,full_text_seen,text,C007,narrative review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",International Journal of Molecular Sciences,journal-article,,2024-10-16,1422-0067,1661-6596,MDPI AG,"Neuralgia / drug therapy | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Humans | Animals | Excitatory Amino Acid Antagonists / therapeutic use | Pain Management / methods | Analgesics / therapeutic use | Analgesics / pharmacology",,,eng,low,label,alias,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},NMDA receptor antagonist | ketamine | memantine | methadone | neuropathic pain,,,,
normalized,compound and graph entity matched local registry,MDMA,Serotonin,,MDMA,Serotonin,MDMA,"Serotonin (5-HT), Norepinephrine (NE), and Dopamine (DA) reuptake transporters",,"Serotonin (5-HT), Norepinephrine (NE), and Dopamine (DA) reuptake transporters","Serotonin (5-HT), Norepinephrine (NE), and Dopamine (DA) reuptake transporters",molecular_target,Serotonin,target,True,10.3390/jcm11123255,MDMA for the Treatment of Negative Symptoms in Schizophrenia,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Mitchell D. Arnovitz; Andrew J. Spitzberg; Ashkhan J. Davani; Nehal P. Vadhan; Julie Holland; John M. Kane; Timothy I. Michaels,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"MDMA acts on the monoamine system in multiple ways. It is a serotonin (5-HT), norepinephrine (NE), and dopamine (DA) reuptake inhibitor, and can even reverse reuptake, resulting in more release of neurotransmitter [106].",secondary_summary,full_text_seen,text,"C009, Pharmacology",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,,2022-06-07,2077-0383,,MDPI AG,,,,eng,low,label,alias,needs_external_id_lookup,neurotransmitter_or_ligand,{},{},MDMA | negative symptoms | psychedelic-assisted therapy | psychosis | schizophrenia,,,,
normalized,compound and graph entity matched local registry,MDMA,VMAT2 (SLC18A2),,MDMA,VMAT2 (SLC18A2),MDMA,Vesicular monoamine transporter 2 (VMAT2),,Vesicular monoamine transporter 2 (VMAT2),Vesicular monoamine transporter 2 (VMAT2),molecular_target,VMAT2 (SLC18A2),target,True,10.3390/jcm11123255,MDMA for the Treatment of Negative Symptoms in Schizophrenia,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Mitchell D. Arnovitz; Andrew J. Spitzberg; Ashkhan J. Davani; Nehal P. Vadhan; Julie Holland; John M. Kane; Timothy I. Michaels,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"These effects are further compounded by vesicular monoamine transporter 2 (VMAT2) inhibition, which disrupts the packing of neurotransmitters into vesicles (Figure 2 ).",secondary_summary,full_text_seen,text,"C009, Pharmacology",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,,2022-06-07,2077-0383,,MDPI AG,,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC18A2""}",MDMA | negative symptoms | psychedelic-assisted therapy | psychosis | schizophrenia,,,,
normalized,compound and graph entity matched local registry,MDMA,MAO-A (MAOA),,MDMA,MAO-A (MAOA),MDMA,Monoamine oxidase A (MAO-A),,Monoamine oxidase A (MAO-A),Monoamine oxidase A (MAO-A),molecular_target,MAO-A (MAOA),target,True,10.3390/jcm11123255,MDMA for the Treatment of Negative Symptoms in Schizophrenia,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Mitchell D. Arnovitz; Andrew J. Spitzberg; Ashkhan J. Davani; Nehal P. Vadhan; Julie Holland; John M. Kane; Timothy I. Michaels,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"MDMA has also been observed to inhibit monoamine oxidase A (MAO-A), resulting in decreased breakdown of monoamine neurotransmitters.",secondary_summary,full_text_seen,text,"C009, Pharmacology",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,,2022-06-07,2077-0383,,MDPI AG,,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""MAOA""}",MDMA | negative symptoms | psychedelic-assisted therapy | psychosis | schizophrenia,,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),MDMA,Serotonin transporter (SERT),,Serotonin transporter (SERT),Serotonin transporter (SERT),molecular_target,SERT (SLC6A4),target,True,10.3390/jcm11123255,MDMA for the Treatment of Negative Symptoms in Schizophrenia,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Mitchell D. Arnovitz; Andrew J. Spitzberg; Ashkhan J. Davani; Nehal P. Vadhan; Julie Holland; John M. Kane; Timothy I. Michaels,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Competitive binding of serotonin transporter (SERT) and competitive binding of endogenous serotonin are the likely mechanisms through which SSRIs disrupt the effects of MDMA [113].,secondary_summary,full_text_seen,text,"C010, Drug Interactions",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,,2022-06-07,2077-0383,,MDPI AG,,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",MDMA | negative symptoms | psychedelic-assisted therapy | psychosis | schizophrenia,,,,
normalized,compound and graph entity matched local registry,MDMA,5-HT2B,,MDMA,5-HT2B,MDMA,5-HT2B receptor,,5-HT2B receptor,5-HT2B receptor,molecular_target,5-HT2B,target,True,10.3390/jcm11123255,MDMA for the Treatment of Negative Symptoms in Schizophrenia,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Mitchell D. Arnovitz; Andrew J. Spitzberg; Ashkhan J. Davani; Nehal P. Vadhan; Julie Holland; John M. Kane; Timothy I. Michaels,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,Valvular heart disease is thought to be mediated through MDMA's activity at 5-HT2B receptors on cardiac interstitial cells.,secondary_summary,full_text_seen,text,"C011, Safety Concerns",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Clinical Medicine,journal-article,,2022-06-07,2077-0383,,MDPI AG,,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2B""}",MDMA | negative symptoms | psychedelic-assisted therapy | psychosis | schizophrenia,,,,
normalized,compound and graph entity matched local registry,Psilocin,5-HT2A,,Psilocin,5-HT2A,psilocin,5-HT2A receptor,,5-HT2A receptor,5-HT2A receptor,molecular_target,5-HT2A,target,True,10.3390/psychoactives4040039,Hormonal Influences on Psilocybin Responsivity Across the Female Lifespan: Toward Personalized Psychedelic-Assisted Therapy,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Faith Ekoh; Shanice Rerrie; James Angud; Ersilia Mirabelli,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Psilocin binds to 5-HT2A receptors with high affinity, acting as an agonist and eliciting conformational changes that activate Gq protein.",secondary_summary,full_text_seen,text,C005,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Psychoactives,journal-article,,2025-11-02,2813-1851,2813-1851,MDPI AG,,,,en,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",,,,,
normalized,compound and graph entity matched local registry,Psilocybin,5-HT2A,,Psilocybin,5-HT2A,Psilocybin,5-HT2A receptor,,5-HT2A receptor,5-HT2A receptor,molecular_target,5-HT2A,target,True,10.7759/cureus.30214,Potential Therapeutic Effects of Psilocybin: A Systematic Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Dev B Goel; Sarju Zilate,2022,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,Indigenous societies have long employed psilocybin and other 5-HT 2A agonist classic psychedelics in their rites.,secondary_summary,full_text_seen,abstract,C001,Systematic Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Cureus,journal-article,,2022-10-12,2168-8184,,Springer Science and Business Media LLC,,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",addiction | anxiety | cancer | depression | psilocybin | psychedelic,,,,
normalized,compound and graph entity matched local registry,Psilocybin,5-HT2A,,Psilocybin,5-HT2A,Psilocybin,5-HT2A receptor,,5-HT2A receptor,5-HT2A receptor,molecular_target,5-HT2A,target,True,10.7759/cureus.30214,Potential Therapeutic Effects of Psilocybin: A Systematic Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Dev B Goel; Sarju Zilate,2022,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"Psilocybin's impacts, similar to those of other conventional hallucinogenics, appear to be overwhelmingly interceded by combative action at the receptor of 5-hydroxytryptamine (HT)2A.",secondary_summary,full_text_seen,text,C003,Systematic Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Cureus,journal-article,,2022-10-12,2168-8184,,Springer Science and Business Media LLC,,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",addiction | anxiety | cancer | depression | psilocybin | psychedelic,,,,
normalized,compound and graph entity matched local registry,Psilocin,5-HT2A,,Psilocin,5-HT2A,Psilocin,5-HT2A receptor,,5-HT2A receptor,5-HT2A receptor,molecular_target,5-HT2A,target,True,10.7759/cureus.30214,Potential Therapeutic Effects of Psilocybin: A Systematic Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Dev B Goel; Sarju Zilate,2022,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Ketanserin, a 5-HT2A antagonist that lessens the effects of psilocybin, was utilized to demonstrate that psilocybin and psilocin cooperate with 5-HT2A receptors to incite psychotomimetic effects [6] .",secondary_summary,full_text_seen,text,C005,Systematic Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Cureus,journal-article,,2022-10-12,2168-8184,,Springer Science and Business Media LLC,,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",addiction | anxiety | cancer | depression | psilocybin | psychedelic,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA receptor,molecular_target,NMDA receptor,target,True,10.1002/dneu.23014,Silent Synapses in Multiple Sclerosis: From Synaptic Dysfunction to Reactivation‐Based Therapies—A Narrative Review of Cognitive and Neuroplasticity Outcomes,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Zinab Alatawi,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Recent research has shown that targeted treatments, including activating NMDA receptors, increasing brain-derived neurotrophic factor (BDNF), and using drugs like ketamine, help restore patients' cognitive function.",secondary_summary,abstract_only,abstract,abstract,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Developmental Neurobiology,journal-article,,2025-10-01,1932-8451,1932-846X,Wiley,Humans | Neuronal Plasticity / physiology | Multiple Sclerosis / physiopathology | Multiple Sclerosis / therapy | Synapses / physiology | Animals | Cognition / physiology | Cognitive Dysfunction / physiopathology | Cognitive Dysfunction / therapy,,,eng,low,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},cognitive impairment | multiple sclerosis | neuroplasticity | silent synapses | synaptic dysfunction,,,,
normalized,compound and graph entity matched local registry,Ketamine,BDNF,,Ketamine,BDNF,ketamine,brain-derived neurotrophic factor (BDNF),,brain-derived neurotrophic factor (BDNF),brain-derived neurotrophic factor (BDNF),molecular_target,BDNF,target,True,10.1002/dneu.23014,Silent Synapses in Multiple Sclerosis: From Synaptic Dysfunction to Reactivation‐Based Therapies—A Narrative Review of Cognitive and Neuroplasticity Outcomes,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Zinab Alatawi,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.85,False,"Recent research has shown that targeted treatments, including activating NMDA receptors, increasing brain-derived neurotrophic factor (BDNF), and using drugs like ketamine, help restore patients' cognitive function.",secondary_summary,abstract_only,abstract,abstract,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Developmental Neurobiology,journal-article,,2025-10-01,1932-8451,1932-846X,Wiley,Humans | Neuronal Plasticity / physiology | Multiple Sclerosis / physiopathology | Multiple Sclerosis / therapy | Synapses / physiology | Animals | Cognition / physiology | Cognitive Dysfunction / physiopathology | Cognitive Dysfunction / therapy,,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""BDNF""}",cognitive impairment | multiple sclerosis | neuroplasticity | silent synapses | synaptic dysfunction,,,,
normalized,compound and graph entity matched local registry,Ketamine,Neuroplasticity,,Ketamine,Neuroplasticity,ketamine,hippocampal neurogenesis,,hippocampal neurogenesis,hippocampal neurogenesis,molecular_target,Neuroplasticity,target,True,10.1016/j.neubiorev.2024.105796,Shared effects of electroconvulsive shocks and ketamine on neuroplasticity: A systematic review of animal models of depression,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Jesca E. De Jager; Rutger Boesjes; Gijs H.J. Roelandt; Ilektra Koliaki; Iris E.C. Sommer; Robert A. Schoevers; Jasper O. Nuninga,2024,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,The results highlight that hippocampal neurogenesis and brain-derived neurotrophic factor (BDNF) levels are consistently increased after ECS and ketamine.,secondary_summary,abstract_only,abstract,abstract,systematic review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=summarizes; relationship is discussed in secondary literature, not treated as primary evidence",Neuroscience & Biobehavioral Reviews,journal-article,,2024-07-07,0149-7634,1873-7528,Elsevier BV,"Animals | Humans | Antidepressive Agents / pharmacology | Depression / therapy | Depression / drug therapy | Depression / physiopathology | Disease Models, Animal | Electroconvulsive Therapy | Hippocampus / drug effects | Ketamine / pharmacology | Neuronal Plasticity / drug effects | Neuronal Plasticity / physiology",,,eng,low,label,alias,needs_external_id_lookup,pathway_or_process,{},{},BDNF | Electroconvulsive shocks | LTP/LTD | antidepressants | depression | electroconvulsive therapy | glutamate receptors | hippocampus | ketamine | neurogenesis | neuroplasticity,,,,
normalized,compound and graph entity matched local registry,Ketamine,BDNF,,Ketamine,BDNF,ketamine,brain-derived neurotrophic factor (BDNF),,brain-derived neurotrophic factor (BDNF),brain-derived neurotrophic factor (BDNF),molecular_target,BDNF,target,True,10.1016/j.neubiorev.2024.105796,Shared effects of electroconvulsive shocks and ketamine on neuroplasticity: A systematic review of animal models of depression,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Jesca E. De Jager; Rutger Boesjes; Gijs H.J. Roelandt; Ilektra Koliaki; Iris E.C. Sommer; Robert A. Schoevers; Jasper O. Nuninga,2024,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,The results highlight that hippocampal neurogenesis and brain-derived neurotrophic factor (BDNF) levels are consistently increased after ECS and ketamine.,secondary_summary,abstract_only,abstract,abstract,systematic review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=summarizes; relationship is discussed in secondary literature, not treated as primary evidence",Neuroscience & Biobehavioral Reviews,journal-article,,2024-07-07,0149-7634,1873-7528,Elsevier BV,"Animals | Humans | Antidepressive Agents / pharmacology | Depression / therapy | Depression / drug therapy | Depression / physiopathology | Disease Models, Animal | Electroconvulsive Therapy | Hippocampus / drug effects | Ketamine / pharmacology | Neuronal Plasticity / drug effects | Neuronal Plasticity / physiology",,,eng,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""BDNF""}",BDNF | Electroconvulsive shocks | LTP/LTD | antidepressants | depression | electroconvulsive therapy | glutamate receptors | hippocampus | ketamine | neurogenesis | neuroplasticity,,,,
normalized,compound and graph entity matched local registry,Ketamine,Neuroplasticity,,Ketamine,Neuroplasticity,ketamine,neuroplasticity,,neuroplasticity,neuroplasticity,molecular_target,Neuroplasticity,target,True,10.1016/j.neubiorev.2024.105796,Shared effects of electroconvulsive shocks and ketamine on neuroplasticity: A systematic review of animal models of depression,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Jesca E. De Jager; Rutger Boesjes; Gijs H.J. Roelandt; Ilektra Koliaki; Iris E.C. Sommer; Robert A. Schoevers; Jasper O. Nuninga,2024,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,Restoration of neuroplasticity may be a shared mechanism underlying the antidepressant efficacy of these interventions.,secondary_summary,abstract_only,abstract,abstract,systematic review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuroscience & Biobehavioral Reviews,journal-article,,2024-07-07,0149-7634,1873-7528,Elsevier BV,"Animals | Humans | Antidepressive Agents / pharmacology | Depression / therapy | Depression / drug therapy | Depression / physiopathology | Disease Models, Animal | Electroconvulsive Therapy | Hippocampus / drug effects | Ketamine / pharmacology | Neuronal Plasticity / drug effects | Neuronal Plasticity / physiology",,,eng,low,label,label,needs_external_id_lookup,pathway_or_process,{},{},BDNF | Electroconvulsive shocks | LTP/LTD | antidepressants | depression | electroconvulsive therapy | glutamate receptors | hippocampus | ketamine | neurogenesis | neuroplasticity,,,,
normalized,compound and graph entity matched local registry,Ketamine,Glutamatergic system,,Ketamine,Glutamatergic system,Ketamine,glutamatergic system,,glutamatergic system,glutamatergic system,molecular_target,Glutamatergic system,target,True,10.1016/j.neuropharm.2023.109422,Ketamine and serotonergic psychedelics: An update on the mechanisms and biosignatures underlying rapid-acting antidepressant treatment,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Jenessa N. Johnston; Bashkim Kadriu; Josh Allen; Jessica R. Gilbert; Ioline D. Henter; Carlos A. Zarate,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,ketamine is a glutamatergic modulator,secondary_summary,abstract_only,abstract,abstract,secondary_literature,Intramural NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=summarizes; relationship is discussed in secondary literature, not treated as primary evidence",Neuropharmacology,journal-article,,2023-01-13,0028-3908,1873-7064,Elsevier BV,Ketamine / pharmacology | Ketamine / therapeutic use | Hallucinogens / pharmacology | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | gamma-Aminobutyric Acid | Signal Transduction | Depression / drug therapy,Intramural NIH HHS,ZIA MH002857,eng,low,label,label,needs_external_id_lookup,pathway_or_system,{},{},Biosignatures | Depression | Ketamine | Rapid-acting therapeutics | Serotonergic psychedelics,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,Ketamine,N-methyl-D-aspartate (NMDA) receptor,,N-methyl-D-aspartate (NMDA) receptor,N-methyl-D-aspartate (NMDA) receptor,molecular_target,NMDA receptor,target,True,10.1097/00000542-200208000-00029,Drug Chirality in Anesthesia,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richard B. Weiskopf; Carla Nau; Gary R. Strichartz,2002,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,Ketamine binds stereoselectively to the phencyclidine (PCP) binding site of the N -methyl-d-aspartate (NMDA) type of glutamate-gated ion channels and thereby noncompetitively inhibits the action of this excitatory amino acid neurotransmitter.,secondary_summary,abstract_only,abstract,abstract,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Anesthesiology,review,,2002-08-01,0003-3022,1528-1175,Lippincott Williams & Wilkins,"Ropivacaine | Amides / pharmacokinetics | Amides / pharmacology | Amides / toxicity | Anesthetics, Local / pharmacokinetics | Anesthetics, Local / pharmacology | Anesthetics, Local / toxicity | Animals | Bupivacaine / pharmacokinetics | Bupivacaine / pharmacology | Bupivacaine / toxicity | Isoflurane / metabolism | Isoflurane / pharmacokinetics | Isoflurane / pharmacology | Ketamine / metabolism | Ketamine / pharmacokinetics | Ketamine / pharmacology | Molecular Conformation | Terminology as Topic | Stereoisomerism | Anesthetics, Inhalation / pharmacokinetics | Anesthetics, Inhalation / pharmacology",NIGMS NIH HHS,GM35647,en,low,label,alias,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},Medicine | Drug | Anesthesia | Chirality (physics) | Pharmacology | Chiral symmetry breaking | Physics | Nambu–Jona-Lasinio model | Quantum mechanics | Quark,,,a3487659910ab17a93b0fbd1b60e046a0e90cf39,
