pilot_record_id,dataset,bucket,study_doi,input_tier,access_level,expected_screening_relevance,route_hint,route_hint_confidence,route_hint_basis,study_title,study_year,authors,study_journal,publication_type,screening_record_count,source_type,source_path
pilot-018607616515b85a,mechanistic,abstract_relevant,10.1007/s11356-019-06753-z,abstract,abstract_only,relevant,unknown,low,publication_type_generic,RETRACTED ARTICLE: Ketamine exerts neurotoxic effects on the offspring of pregnant rats via the Wnt/β-catenin pathway,2019,Xintong Zhang; Jinghua Zhao; Tian Chang; Qi Wang; Wenhan Liu; Li Gao,Environmental Science and Pollution Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-020dbb34e41fa7f9,mechanistic,abstract_relevant,10.1016/0028-3908(93)90129-q,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Anticonvulsant properties of non-competitive antagonists of the N-methyl-D-aspartate receptor in genetically epilepsy-prone rats: Comparison with CPPene,1993,G.B. De Sarro; A. De Sarro,Neuropharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-0220780ef63fcf1b,mechanistic,abstract_relevant,10.1016/0304-3940(86)90593-8,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Ketamine selectively suppresses synchronized afterdischarges in immature hippocampus,1986,Robert J. Brady; John W. Swann,Neuroscience Letters,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-01648062d3ff0dbd,mechanistic,abstract_relevant,10.1016/j.bbr.2019.112226,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Role of prefrontal cortical 5-HT2A receptors and serotonin transporter in the behavioral deficits in post-pubertal rats following neonatal lesion of the ventral hippocampus,2019,Satoru Mitazaki; Osamu Nakagawasai; Hiroshi Onogi; Kenya Watanabe; Kohei Takahashi; Koichi Tan-No; Rémi Quirion; Lalit K Srivastava; Takeshi Tadano,Behavioural Brain Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-00d2dad3ec5e2f86,mechanistic,abstract_relevant,10.1016/j.bcp.2014.01.024,abstract,abstract_only,relevant,unknown,low,publication_type_generic,"Pharmacological profiles of aminoindanes, piperazines, and pipradrol derivatives",2014,Linda D. Simmler; Anna Rickli; York Schramm; Marius C. Hoener; Matthias E. Liechti,Biochemical Pharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-027cbb99b5900dd0,mechanistic,abstract_relevant,10.1016/j.nbd.2017.04.019,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Simultaneous triple therapy for the treatment of status epilepticus,2017,Jerome Niquet; Roger Baldwin; Keith Norman; Lucie Suchomelova; Lucille Lumley; Claude G. Wasterlain,Neurobiology of Disease,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-0199195710bfd70c,mechanistic,abstract_relevant,10.1016/j.neuropharm.2022.109348,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Antidepressants in the post-ketamine Era: Pharmacological approaches targeting the glutamatergic system,2022,Shigeyuki Chaki; Mai Watanabe,Neuropharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-011e7a9fea74a525,mechanistic,abstract_relevant,10.1016/j.neuroscience.2014.07.014,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Central amygdala nicotinic and 5-HT1A receptors mediate the reversal effect of nicotine and MDMA on morphine-induced amnesia,2014,F. Tirgar; A. Rezayof; M.-R. Zarrindast,Neuroscience,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-00f734518ad8bf85,mechanistic,abstract_relevant,10.1016/j.pain.2007.09.004,abstract,abstract_only,relevant,likely_primary,low,abstract_primary,Effects of intra-articular ketamine on pain and somatosensory function in temporomandibular joint arthralgia patients,2007,Emad E. Ayesh; Troels S. Jensen; Peter Svensson,Pain,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-01a493e030fef4ab,mechanistic,abstract_relevant,10.1016/j.pnpbp.2021.110371,abstract,abstract_only,relevant,unknown,low,publication_type_generic,A low-dose combination of ketamine and guanosine counteracts corticosterone-induced depressive-like behavior and hippocampal synaptic impairments via mTORC1 signaling,2021,Anderson Camargo; Ana Paula Dalmagro; Ingrid A.V. Wolin; Aline Siteneski; Ana Lúcia B. Zeni; Ana Lúcia S. Rodrigues,Progress in Neuro-Psychopharmacology and Biological Psychiatry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-01439ea082e34c51,mechanistic,abstract_relevant,10.1016/s0893-133x(98)00060-8,abstract,abstract_only,relevant,likely_secondary,low,abstract_secondary,The Neuropsychopharmacology of Phencyclidine From NMDA Receptor Hypofunction to the Dopamine Hypothesis of Schizophrenia,1999,J Jentsch,Neuropsychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-02600cd949e5177a,mechanistic,abstract_relevant,10.1016/s0940-2993(98)80041-9,abstract,abstract_only,relevant,unknown,low,publication_type_generic,"Investigation on possible antioxidative properties of the NMDA-receptor antagonists ketamine, memantine, and amantadine in comparison to nicanartine in vitro",1998,A. Lupp; S. Kerst; E. Karge; G. Quack; W. Klinger,Experimental and Toxicologic Pathology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-01cf74924f9b1162,mechanistic,abstract_relevant,10.1017/neu.2015.14,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Effect of NMDAR antagonists in the tetrabenazine test for antidepressants: comparison with the tail suspension test,2015,Phil Skolnick; Tomasz Kos; Janusz Czekaj; Piotr Popik,Acta Neuropsychiatrica,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-029a12968164e516,mechanistic,abstract_relevant,10.1038/npp.2014.184,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Losing Control Under Ketamine: Suppressed Cortico-Hippocampal Drive Following Acute Ketamine in Rats,2014,Rosalyn J Moran; Matthew W Jones; Anthony J Blockeel; Rick A Adams; Klaas E Stephan; Karl J Friston,Neuropsychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-026aa7e1081c7489,mechanistic,abstract_relevant,10.1055/s-0033-1336485,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Convenient Synthesis and In Vitro Pharmacological Activity of Thioesters of Salvinorin B,2013,Pr Polepally; K. White; B. Roth; J. Zjawiony,Planta Medica,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-010695b9cab0f634,mechanistic,abstract_relevant,10.1124/pharmrev.122.000590,abstract,abstract_only,relevant,likely_secondary,low,abstract_secondary,Animal Behavior in Psychedelic Research,2022,Anna U. Odland; Jesper L. Kristensen; Jesper T. Andreasen,Pharmacological Reviews,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-0cd861031a78e014,disorder,abstract_uncertain,10.1002/cpp.2945,abstract,abstract_only,uncertain,likely_secondary,medium,title_secondary,Therapeutic frameworks in integration sessions in substance‐assisted psychotherapy: A systematised review,2023,Sascha B. Thal; Paris Baker; Jonathon Marinis; Michelle Wieberneit; Jason M. Sharbanee; Raimundo Bruno; Petra M. Skeffington; Stephen J. Bright,Clinical Psychology & Psychotherapy,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-12365c9117d9c943,disorder,abstract_uncertain,10.1007/s00213-019-05279-z,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Replication and extension of a model predicting response to psilocybin,2019,Suzanne L. Russ; R. L. Carhart-Harris; G. Maruyama; M. S. Elliott,Psychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0b5be603d267222c,disorder,abstract_uncertain,10.1007/s40263-013-0073-y,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,"Pharmacological Management of Bipolar Depression: Acute Treatment, Maintenance, and Prophylaxis",2013,Eduard Vieta; Marc Valentí,CNS Drugs,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-2183638a219e5e74,disorder,abstract_uncertain,10.1016/j.bbr.2014.07.016,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Recent advances in the neuropsychopharmacology of serotonergic hallucinogens,2014,Adam L. Halberstadt,Behavioural Brain Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-1cc268cec5bb1a4b,disorder,abstract_uncertain,10.1016/j.drugalcdep.2011.10.029,abstract,abstract_only,uncertain,likely_primary,low,abstract_primary,"Psilocybin dose-dependently causes delayed, transient headaches in healthy volunteers",2011,Matthew W. Johnson; R. Andrew Sewell; Roland R. Griffiths,Drug and Alcohol Dependence,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-1e34ac71f6c466c8,disorder,abstract_uncertain,10.1016/j.jsxm.2019.02.018,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,"Substance-Linked Sex in Heterosexual, Homosexual, and Bisexual Men and Women: An Online, Cross-Sectional “Global Drug Survey” Report",2019,Will Lawn; Alexandra Aldridge; Richard Xia; Adam R. Winstock,The Journal of Sexual Medicine,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-11a035f9fdc5718b,disorder,abstract_uncertain,10.1016/s1875-5364(25)60831-4,abstract,abstract_only,uncertain,likely_secondary,low,abstract_secondary,Advances in the study of pharmacotherapy for addiction to naturally-derived psychoactive substances,2025,Kexin Xie; Deli Xiao; Peng Xu; Haowei Shen; Bin Di,Chinese Journal of Natural Medicines,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0f5d358912cbf351,disorder,abstract_uncertain,10.1080/02791072.1975.10471519,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Narcotics Dependence in Pregnancy,1975,Loretta P. Finnegan,Journal of Psychedelic Drugs,article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-26d522910b0a614a,disorder,abstract_uncertain,10.1080/02791072.1977.10472055,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,The Botanical and Clinical Distribution of Hallucinogens,1977,Richard Evans Schultes,Journal of Psychedelic Drugs,article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0dd7b775de88e066,disorder,abstract_uncertain,10.1080/02791072.2006.10399853,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,An Extended Nondrug MDMA-Like Experience Evoked Through Posthypnotic Suggestion,2006,Arthur Hastings,Journal of Psychoactive Drugs,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-2475f67dbdb4fecb,disorder,abstract_uncertain,10.1097/01.ajp.0000194281.74379.01,abstract,abstract_only,uncertain,likely_primary,low,abstract_primary,Pharmacologic Management of Complex Regional Pain Syndrome,2006,Michael C. Rowbotham,Clinical Journal of Pain,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0bef6361568c6dfa,disorder,abstract_uncertain,10.1097/mcc.0000000000000480,abstract,abstract_only,uncertain,likely_secondary,low,abstract_secondary,Pain management in neurocritical care; an update,2018,Athir Morad; Salia Farrokh; Alexander Papangelou,Current Opinion in Critical Care,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-1d61c75a2b69850b,disorder,abstract_uncertain,10.1097/yct.0000000000000366,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Alcohol Use Disorder as a Possible Predictor of Electroconvulsive Therapy Response,2016,Suna Su Aksay; Melanie Hambsch; Christoph Janke; Jan Malte Bumb; Laura Kranaster; Alexander Sartorius,Journal of Ect,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-27b2ac99d64ac6fc,disorder,abstract_uncertain,10.1101/2024.01.04.574146,abstract,abstract_only,uncertain,likely_secondary,medium,title_secondary,Behavioural Investigations of Psilocybin in Animals 1962-2021: A Scoping Review,2024,Ron Shore; Kat Dobson; Nina Thomson; Nigel Barnim; Hailey Bergman; Katie Rideout; Sandra McKeown; Mary C. Olmstead; Craig Goldie; Eric Dumont,bioRxiv (Cold Spring Harbor Laboratory),posted-content,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-1d1d42369a98b4f6,disorder,abstract_uncertain,10.1111/1467-9566.13872,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,From Isolation to Social (and Psychedelic) Integration: A Sociology of Collective Effervescence and Therapeutic Community in Psychedelic‐Assisted Therapy,2024,Jarrett Robert Rose,Sociology of Health & Illness,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0d4b2dacee2ad5f8,disorder,abstract_uncertain,10.1126/science.adg2989,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Possible psychedelic therapeutic mechanism,2023,Evan M. Hess; Todd D. Gould,Science,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-2725f8294941c067,disorder,abstract_uncertain,10.1177/0269881112473788,abstract,abstract_only,uncertain,likely_secondary,low,abstract_secondary,A brief history of oxytocin and its role in modulating psychostimulant effects,2013,Dean S Carson; Adam J Guastella; Emily R Taylor; Iain S McGregor,Journal of Psychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0d2ac92f5bcf04c1,disorder,abstract_uncertain,10.1556/2054.2023.00261,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,"In naturalistic psychedelic use, group use is common and acceptable",2023,Kevin J Byrne; Spencer Lindsay; Nicholas Baker; Christian Schmutz; Ben Lewis,Journal of Psychedelic Studies,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0d3253ee56d528f3,disorder,abstract_uncertain,10.1556/2054.2024.00295,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,A pilot study of the effect of group-administered psilocybin on psychological flexibility and outcomes,2024,Brian Pilecki; Jason Luoma; Kati M. Lear,Journal of Psychedelic Studies,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-1f07b24814f3c362,disorder,abstract_uncertain,10.33015/dominican.edu/2024.nurs.rp.19,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,The Comparative Therapeutic Effects of Psilocybin Treatment and Antidepressant Medications in Adults Diagnosed with Depression,2023,Nassar Melchor,Dominican Scholar (Dominican University of California),preprint,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-10e388e8d0999622,mechanistic,abstract_uncertain,10.1002/(sici)1522-2586(199910)10:4<521::aid-jmri4>3.0.co;2-9,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,"Cerebral1H MRS alterations in recreational 3,4-methylenedioxymethamphetamine (MDMA, ?ecstasy?) users",1999,L. Chang; T. Ernst; C.S. Grob; R.E. Poland,Journal of Magnetic Resonance Imaging,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-1ddd7f914a27c3a1,mechanistic,abstract_uncertain,10.1002/mds.25646,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,MPTP‐induced dopamine neuron degeneration and glia activation is potentiated in MDMA‐pretreated mice,2013,Giulia Costa; Lucia Frau; Jadwiga Wardas; Annalisa Pinna; Antonio Plumitallo; Micaela Morelli,Movement Disorders,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-12642a24dbcd34e9,mechanistic,abstract_uncertain,10.1007/s002130000616,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Further studies of the reinforcing effects of benztropine analogs in rhesus monkeys,2001,William L. Woolverton; Gerald S. Hecht; Gregory E. Agoston; Jonathan L. Katz; Amy Hauck Newman,Psychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-0a2e3e19069cbd22,mechanistic,abstract_uncertain,10.1016/0024-3205(90)90520-2,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Protein kinase C translocation in human blood platelets,1990,Hoau-Yan Wang; Eitan Friedman,Life Sciences,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-20a43d6b7ebd4f86,mechanistic,abstract_uncertain,10.1016/j.comppsych.2019.152122,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Applying vinpocetine to reverse synaptic ultrastructure by regulating BDNF-related PSD-95 in alleviating schizophrenia-like deficits in rat,2019,Yue Xu; Chao Deng; Yongqiang Zheng; Nannuan Liu; Beibei Fu,Comprehensive Psychiatry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-130063de5d21ed1c,mechanistic,abstract_uncertain,10.1016/j.cub.2021.12.009,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Psychedelics,2022,Benjamin Kelmendi; Alfred P. Kaye; Christopher Pittenger; Alex C. Kwan,Current Biology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-18d4e2188b3057cc,mechanistic,abstract_uncertain,10.1016/j.drugalcdep.2017.07.041,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Discriminative stimulus and locomotor effects of para-substituted and benzofuran analogs of amphetamine,2017,Sean B. Dolan; Michael J. Forster; Michael B. Gatch,Drug and Alcohol Dependence,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-1ab099943f797510,mechanistic,abstract_uncertain,10.1016/j.encep.2021.08.011,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Psychothérapie augmentée par la kétamine (KAP) dans les troubles de l’humeur : mode d’emploi,2021,H. Bottemanne; A. Baldacci; C. Muller; A. Boyreau; A. Claret,L Encéphale,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-092bc83a29dd679f,mechanistic,abstract_uncertain,10.1016/j.fitote.2023.105622,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,"Antinociceptive effect of cyclic and linear diterpenoids as new atypical agonists of κ-opioid receptors obtained from four species of the Baccharis genus, and vehiculated in nanometric niosomes",2023,Matías Funes; Rodrigo D. Tosso; Noelia D. Machado; Mariana A. Fernández; María Garro; David Díaz Díaz; Virginia Juan Hikawczuk; Ricardo D. Enriz,Fitoterapia,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-13fa6e736b2caf45,mechanistic,abstract_uncertain,10.1016/j.neuroimage.2018.06.068,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,1/f electrophysiological spectra in resting and drug-induced states can be explained by the dynamics of multiple oscillatory relaxation processes,2018,Suresh D. Muthukumaraswamy; David TJ. Liley,NeuroImage,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-2552171c7283fd92,mechanistic,abstract_uncertain,10.1016/j.neuropharm.2013.04.051,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Molecular and behavioral pharmacology of two novel orally-active 5HT2 modulators: Potential utility as antipsychotic medications,2013,Drake Morgan; Krishnakanth Kondabolu; Allison Kuipers; Rajeev Sakhuja; Kimberly L. Robertson; Neil E. Rowland; Raymond G. Booth,Neuropharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-1d3bd681356c8e35,mechanistic,abstract_uncertain,10.1046/j.1471-4159.1996.66051949.x,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,"Effects of Glutamate Antagonists on Methamphetamine and 3,4‐Methylenedioxymethamphetamine‐Induced Striatal Dopamine Release In Vivo",1996,Kevin T. Finnegan; Terri Taraska,Journal of Neurochemistry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-1e2e051eaa08c3d5,mechanistic,abstract_uncertain,10.1080/14728222.2016.1238899,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Ketamine’s antidepressant action: beyond NMDA receptor inhibition,2016,Kenji Hashimoto,Expert Opinion on Therapeutic Targets,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-2564be252b24166d,mechanistic,abstract_uncertain,10.1111/j.1471-4159.1986.tb12926.x,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,[<sup>3</sup>H]1‐[2‐(4‐Aminophenyl)Ethyl]‐4‐(3‐Trifluoromethylphenyl)Piperazine: A Selective Radioligand for 5‐HT<sub>1A</sub> Receptors in Rat Brain,1986,Richard W. Ransom; Kenneth B. Asarch; Jean C. Shih,Journal of Neurochemistry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-0f169ad77deb66a4,mechanistic,abstract_uncertain,10.1176/appi.ajp.2015.15040465,abstract,abstract_only,uncertain,ambiguous,medium,abstract_secondary | abstract_primary,Ketamine and Other NMDA Antagonists: Early Clinical Trials and Possible Mechanisms in Depression,2015,D. Jeffrey Newport; Linda L. Carpenter; William M. McDonald; James B. Potash; Mauricio Tohen; Charles B. Nemeroff,American Journal of Psychiatry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-0e034407ca052d98,mechanistic,abstract_uncertain,10.1176/appi.focus.24022012,abstract,abstract_only,uncertain,likely_primary,low,abstract_primary,Rethinking Therapeutic Strategies for Anorexia Nervosa: Insights From Psychedelic Medicine and Animal Models,2024,Claire J. Foldi; Paul Liknaitzky; Martin Williams; Brian J. Oldfield,FOCUS The Journal of Lifelong Learning in Psychiatry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-1c8fc6ab548c7092,mechanistic,abstract_uncertain,10.1556/2054.2020.00128,abstract,abstract_only,uncertain,likely_primary,low,abstract_primary,A potential role for psilocybin in the treatment of obsessive-compulsive disorder,2020,Edward Jacobs,Journal of Psychedelic Studies,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-22aea3b77eea6592,mechanistic,abstract_uncertain,10.1615/critrevoncog.2024051197,abstract,abstract_only,uncertain,likely_secondary,low,abstract_secondary,Neuroplasticity: Pathophysiology and Role in Major Depressive Disorder,2024,Sreeharshini Kadiyala; Priyamvada Bhamidipati; Rama Rao Malla,Critical Reviews™ in Oncogenesis,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-1eac6c6d318829e7,mechanistic,abstract_uncertain,10.2174/1568026623666230705151922,abstract,abstract_only,uncertain,likely_secondary,low,abstract_secondary,"Addressing the Current Knowledge and Gaps in Research Surrounding Lysergic Acid Diethylamide (LSD), Psilocybin, and Psilocin in Rodent Models",2023,Udoka C. Ezeaka; Hye Ji J. Kim; Robert B. Laprairie,Current Topics in Medicinal Chemistry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
