claim_type,compound,target,raw_entity_label,entity_role,clinical_context_condition,graph_entity_label,graph_entity_type,graph_include_candidate,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,study_doi,openalex_id,study_title,authors,study_year,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,related_dois,publication_relations,is_retracted,has_correction,language,semantic_scholar_id,paper_type,evidence_level,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,access_level,source_access_level,evidence_location,evidence_locator,study_design,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,supporting_quote,funding,conflicts_of_interest,risk_of_bias_summary,notes
compound_target,Psilocin,5-HT2A receptor,Psilocin 331 ± 96,molecular_target,not_applicable,5-HT2A receptor,target,True,not_applicable,binding,radioligand competition binding,binding,binding,Ki,331 ± 96,nM,not_applicable,human,membranes containing 5-HT2A,in_vitro,10.21203/rs.3.rs-2667175/v1,,Bioproduction platform using a novel cane toad (Rhinella marina) N-methyltransferase for psychedelic-inspired drug discovery,Xue Chen; Jing Li; Lisa Yu; D Dhananjaya; Francesca Maule; Sarah Cook; Limei Chang; Jonathan Gallant; David Press; Jaideep S Bains,2023,Research Square,posted-content,,2023-03-10,,,Springer Science and Business Media LLC,,,,,,,,,,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,table,T001,radioligand competition assay,,,,,,,,,,,,,,,Psilocin 84 ± 26 331 ± 96,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_target,5-Methoxy-DMT,5-HT2A receptor,5-Methoxy-DMT 113 ± 46,molecular_target,not_applicable,5-HT2A receptor,target,True,not_applicable,binding,radioligand competition binding,binding,binding,Ki,113 ± 46,nM,not_applicable,human,membranes containing 5-HT2A,in_vitro,10.21203/rs.3.rs-2667175/v1,,Bioproduction platform using a novel cane toad (Rhinella marina) N-methyltransferase for psychedelic-inspired drug discovery,Xue Chen; Jing Li; Lisa Yu; D Dhananjaya; Francesca Maule; Sarah Cook; Limei Chang; Jonathan Gallant; David Press; Jaideep S Bains,2023,Research Square,posted-content,,2023-03-10,,,Springer Science and Business Media LLC,,,,,,,,,,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,table,T001,radioligand competition assay,,,,,,,,,,,,,,,5-Methoxy-DMT 3.7 ± 0.95 113 ± 46,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_target,DMT,5-HT2A receptor,"DMT 6,325 ± 1,574",molecular_target,not_applicable,5-HT2A receptor,target,True,not_applicable,agonist,calcium flux assay,functional activity,agonist,EC50,"6,325 ± 1,574",nM,not_applicable,human,CHO-K1/5-HT2A cell line,in_vitro,10.21203/rs.3.rs-2667175/v1,,Bioproduction platform using a novel cane toad (Rhinella marina) N-methyltransferase for psychedelic-inspired drug discovery,Xue Chen; Jing Li; Lisa Yu; D Dhananjaya; Francesca Maule; Sarah Cook; Limei Chang; Jonathan Gallant; David Press; Jaideep S Bains,2023,Research Square,posted-content,,2023-03-10,,,Springer Science and Business Media LLC,,,,,,,,,,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,table,C022,functional receptor potency assay,,,,,,,,,,,,,,,"DMT 1,293 ± 80 6,325 ± 1,574",,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_target,Psilocin,5-HT2A receptor,"Psilocin 3,836 ± 2,930",molecular_target,not_applicable,5-HT2A receptor,target,True,not_applicable,agonist,calcium flux assay,functional activity,agonist,EC50,"3,836 ± 2,930",nM,not_applicable,human,CHO-K1/5-HT2A cell line,in_vitro,10.21203/rs.3.rs-2667175/v1,,Bioproduction platform using a novel cane toad (Rhinella marina) N-methyltransferase for psychedelic-inspired drug discovery,Xue Chen; Jing Li; Lisa Yu; D Dhananjaya; Francesca Maule; Sarah Cook; Limei Chang; Jonathan Gallant; David Press; Jaideep S Bains,2023,Research Square,posted-content,,2023-03-10,,,Springer Science and Business Media LLC,,,,,,,,,,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,table,C022,functional receptor potency assay,,,,,,,,,,,,,,,"Psilocin 853 ± 500 3,836 ± 2,930",,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_target,5-Methoxy-DMT,5-HT2A receptor,5-Methoxy-DMT 784 ± 162,molecular_target,not_applicable,5-HT2A receptor,target,True,not_applicable,agonist,calcium flux assay,functional activity,agonist,EC50,784 ± 162,nM,not_applicable,human,CHO-K1/5-HT2A cell line,in_vitro,10.21203/rs.3.rs-2667175/v1,,Bioproduction platform using a novel cane toad (Rhinella marina) N-methyltransferase for psychedelic-inspired drug discovery,Xue Chen; Jing Li; Lisa Yu; D Dhananjaya; Francesca Maule; Sarah Cook; Limei Chang; Jonathan Gallant; David Press; Jaideep S Bains,2023,Research Square,posted-content,,2023-03-10,,,Springer Science and Business Media LLC,,,,,,,,,,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,table,C022,functional receptor potency assay,,,,,,,,,,,,,,,5-Methoxy-DMT 21 ± 40 784 ± 162,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_target,MDMA,Serotonin transporter (SERT),SERT occupancies,molecular_target,not_applicable,Serotonin transporter,target,True,not_reported,blockage,11 C-DASB PET/fMRI,PET imaging,blockage,Other,decreased,BPND,not_applicable,rats,in vivo,preclinical,10.2967/jnumed.122.264391,,"Neurovascular Uncoupling: Multimodal Imaging Delineates the Acute Effects of 3,4-Methylenedioxymethamphetamine",Tudor M. Ionescu; Mario Amend; Tadashi Watabe; Jun Hatazawa; Andreas Maurer; Gerald Reischl; Bernd J. Pichler; Hans F. Wehrl; Kristina Herfert,2022,Journal of Nuclear Medicine,journal-article,,2022-09-29,2159-662X,1535-5667,Society of Nuclear Medicine,"Rats | Animals | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Fluorodeoxyglucose F18 / metabolism | Hallucinogens / pharmacology | Hallucinogens / metabolism | Brain / metabolism | Multimodal Imaging | Glucose / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism | Positron-Emission Tomography / methods | Magnetic Resonance Imaging / methods",PET/fMRI | hemodynamics | metabolism | methylenedioxymethamphetamine | neurovascular coupling | serotonin,,,,,,,eng,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,full_text_seen,full_text_seen,abstract,"abstract, C002, C003",experimental study,,,,,,,,,,,,,,,"We further demonstrated a strong correlation between SERT occupancies and regional BOLD reductions after acute MDMA administration. ... In a second cohort, we used 11 C-3-amino-4-(2-dimethylaminomethylphenylsulfanyl)-benzonitrile ( 11 C-DASB) to investigate relationships between hemodynamic alterations and changes in serotonin transporter (SERT) availability, one of the main targets of MDMA ( 18 ). ... After the challenge, binding in all regions decreased either immediately (1 -2 min after the challenge) in areas with high binding values (BPND . 1.8) or with a delay of approximately 10 min in regions with lower 11 C-DASB binding values. At 30 min after the challenge, binding remained stable until the end of the scan.",,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_target,MDMA,5-HT2A receptor,5-HT2A receptor,molecular_target,not_applicable,5-HT2A receptor,target,True,not_reported,agonist,,,agonist,,,,not_applicable,not_reported,in vivo (peripheral blood vessels),preclinical,10.2967/jnumed.122.264391,,"Neurovascular Uncoupling: Multimodal Imaging Delineates the Acute Effects of 3,4-Methylenedioxymethamphetamine",Tudor M. Ionescu; Mario Amend; Tadashi Watabe; Jun Hatazawa; Andreas Maurer; Gerald Reischl; Bernd J. Pichler; Hans F. Wehrl; Kristina Herfert,2022,Journal of Nuclear Medicine,journal-article,,2022-09-29,2159-662X,1535-5667,Society of Nuclear Medicine,"Rats | Animals | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Fluorodeoxyglucose F18 / metabolism | Hallucinogens / pharmacology | Hallucinogens / metabolism | Brain / metabolism | Multimodal Imaging | Glucose / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism | Positron-Emission Tomography / methods | Magnetic Resonance Imaging / methods",PET/fMRI | hemodynamics | metabolism | methylenedioxymethamphetamine | neurovascular coupling | serotonin,,,,,,,eng,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.8,False,full_text_seen,full_text_seen,text,C005,experimental study,,,,,,,,,,,,,,,"The 5-HT2A receptor, which is postulated -along with the 5-HT1B receptor -to mediate vasoconstrictive effects ( 40,41 ), is one of the main targets of MDMA ( 5,42 ). However, because MDMA has a much stronger af fi nity to the 5-HT2A receptor than to the 5-HT1B receptor ( 5 ), direct agonist action of MDMA at 5-HT2A in peripheral blood vessels likely drives our results ( 40 ).",,,,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=False
compound_target,scalines and 3C-scalines,5-HT2A receptor,5-HT 2A receptor,molecular_target,not_applicable,5-HT2A receptor,target,True,not_reported,binding,Radioligand binding assay,binding,binding,Ki,"150-12,000",nM,not_applicable,human,target specific transfected cells,in_vitro,10.3389/fphar.2021.794254,,"Receptor Interaction Profiles of 4-Alkoxy-3,5-Dimethoxy-Phenethylamines (Mescaline Derivatives) and Related Amphetamines",Karolina E. Kolaczynska; Dino Luethi; Daniel Trachsel; Marius C. Hoener; Matthias E. Liechti,2022,Frontiers in Pharmacology,journal-article,,2022-02-09,1663-9812,,Frontiers Media SA,,3C-scalines | fluorination | mescaline | phenethylamine | psychedelic | scalines,,,,,,,eng,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,abstract,Abstract,in vitro study,,,,,,,,,,,,,,,"Generally, scalines and 3C-scalines bound with weak to moderately high affinity to the 5-HT 2A receptor (K i = 150-12,000 nM).",,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_target,"TFM, MAL, BZ",5-HT2A receptor,5-HT 2A receptor,molecular_target,not_applicable,5-HT2A receptor,target,True,not_reported,binding,Radioligand binding assay,binding,binding,Ki,150-550,nM,not_applicable,human,target specific transfected cells,in_vitro,10.3389/fphar.2021.794254,,"Receptor Interaction Profiles of 4-Alkoxy-3,5-Dimethoxy-Phenethylamines (Mescaline Derivatives) and Related Amphetamines",Karolina E. Kolaczynska; Dino Luethi; Daniel Trachsel; Marius C. Hoener; Matthias E. Liechti,2022,Frontiers in Pharmacology,journal-article,,2022-02-09,1663-9812,,Frontiers Media SA,,3C-scalines | fluorination | mescaline | phenethylamine | psychedelic | scalines,,,,,,,eng,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,text,5-HT 2A Receptors (Results section),in vitro study,,,,,,,,,,,,,,,"The fluorinated and bulky substituted phenethylamines TFM (13), MAL (32), and BZ (33) bound relatively potently to the 5-HT 2A receptor in the submicromolar range (K i 150-550 nM).",,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_target,"TFM, MAL, BZ",5-HT2A receptor,5-HT 2A receptor,molecular_target,not_applicable,5-HT2A receptor,target,True,not_reported,activation (agonist),FLIPR calcium 5 assay,functional,activation (agonist),EC50,27-280,nM,not_applicable,human,mouse embryonic fibroblasts (NIH-3T3 cells) expressing human 5-HT 2A receptor,in_vitro,10.3389/fphar.2021.794254,,"Receptor Interaction Profiles of 4-Alkoxy-3,5-Dimethoxy-Phenethylamines (Mescaline Derivatives) and Related Amphetamines",Karolina E. Kolaczynska; Dino Luethi; Daniel Trachsel; Marius C. Hoener; Matthias E. Liechti,2022,Frontiers in Pharmacology,journal-article,,2022-02-09,1663-9812,,Frontiers Media SA,,3C-scalines | fluorination | mescaline | phenethylamine | psychedelic | scalines,,,,,,,eng,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,text,Activation Potency and Efficacy at the 5-HT 2A and 5-HT 2B Receptors (Results section),in vitro study,,,,,,,,,,,,,,,"The derivatives with high 5-HT 2A receptor affinities (K i < 1,000 nM), such as TFM (13), MAL (32), and BZ (33), also displayed high activation potency (EC 50 in the range of 27-280 nM). Structures 13, and 33 were found to be partial agonists (efficacy < 85%) and 32 had an activation efficacy of 85%, suggesting full agonist properties.",,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_target,"TFM, MAL, BZ",5-HT2C receptor,5-HT 2C receptor,molecular_target,not_applicable,5-HT2C receptor,target,True,not_reported,binding,Radioligand binding assay,binding,binding,Ki,290-520,nM,not_applicable,human,target specific transfected cells,in_vitro,10.3389/fphar.2021.794254,,"Receptor Interaction Profiles of 4-Alkoxy-3,5-Dimethoxy-Phenethylamines (Mescaline Derivatives) and Related Amphetamines",Karolina E. Kolaczynska; Dino Luethi; Daniel Trachsel; Marius C. Hoener; Matthias E. Liechti,2022,Frontiers in Pharmacology,journal-article,,2022-02-09,1663-9812,,Frontiers Media SA,,3C-scalines | fluorination | mescaline | phenethylamine | psychedelic | scalines,,,,,,,eng,,primary_results,medium,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,text,5-HT 2C Receptors (Results section),in vitro study,,,,,,,,,,,,,,,"Exceptions were TFM (13), MAL (32), and BZ (33), which displayed submicromolar affinity at the 5-HT 2C receptor (K i 290-520 nM), with 19-to 34-fold higher affinity than 5.",,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_target,3C-DFM,TAAR1,rat TAAR1,molecular_target,not_applicable,TAAR1,target,True,not_reported,binding,Radioligand binding assay,binding,binding,Ki,380.0,nM,not_applicable,rat,target specific transfected cells,in_vitro,10.3389/fphar.2021.794254,,"Receptor Interaction Profiles of 4-Alkoxy-3,5-Dimethoxy-Phenethylamines (Mescaline Derivatives) and Related Amphetamines",Karolina E. Kolaczynska; Dino Luethi; Daniel Trachsel; Marius C. Hoener; Matthias E. Liechti,2022,Frontiers in Pharmacology,journal-article,,2022-02-09,1663-9812,,Frontiers Media SA,,3C-scalines | fluorination | mescaline | phenethylamine | psychedelic | scalines,,,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,full_text_seen,figure,Figure 2 caption,in vitro study,,,,,,,,,,,,,,,The amphetamine derivative 3C-DFM (14) bound with a K i of 380 nM to the rat TAAR1.,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
