study_doi,dataset,extraction_scope,best_llm_relevance,included_from_runs,screening_record_count,readiness_status,extraction_input_tier,fulltext_ready,fulltext_artifact_path,fulltext_char_count,has_abstract,pdf_local_path,pdf_download_status,study_title,study_year,authors,study_journal,publication_type,publication_date,pmid,pmcid
10.1002/acn3.51406,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_acn3_51406.json,93065,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_acn3.51406__d043310b53.pdf,already_present,Recurrent seizure-related GRIN1 variant: Molecular mechanism and targeted therapy.,2021,Xu Y; Song R; Chen W; Strong K; Shrey D; Gedela S; Traynelis SF; Zhang G; Yuan H,Annals of clinical and translational neurology,"Case Reports | Journal Article | Research Support, N.I.H., Extramural",2021-07-06,34227748,PMC8283169
10.1002/adhm.202300154,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,download_failed,A Multifunctional Nanocarrier System for Highly Efficient and Targeted Delivery of Ketamine to NMDAR Sites for Improved Treatment of Depression,2023,Jing Ge; Ronghua Tan; Qian Gao; Rui Li; Pengxin Xu; Hang Song; Shenqi Wang; Ying Wan; Lei Zhou,Advanced Healthcare Materials,journal-article,2023-04-08,37031162,
10.1002/advs.202303503,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_advs_202303503.json,197667,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_advs.202303503__2effd6a9c8.pdf,already_present,Locus Coeruleus‐Dorsolateral Septum Projections Modulate Depression‐Like Behaviors via BDNF But Not Norepinephrine,2023,Qian Zhang; You Xue; Ke Wei; Hao Wang; Yuan Ma; Yao Wei; Yi Fan; Lei Gao; Hang Yao; Fangfang Wu,Advanced Science,journal-article,2023-12-28,38155473,PMC10933643
10.1002/advs.202500808,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_advs_202500808.json,137812,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_advs.202500808__d2b03892a6.pdf,already_present,Utilizing <i>Caenorhabditis Elegans</i> as a Rapid and Precise Model for Assessing Amphetamine‐Type Stimulants: A Novel Approach to Evaluating New Psychoactive Substances Activity and Mechanisms,2025,Yuanpeng Li; Hongyuan Li; Hongshuang Wang; Xiaohui Wang,Advanced Science,journal-article,2025-03-11,40068108,PMC12061310
10.1002/advs.202516024,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_advs_202516024.json,515329,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_advs.202516024__a28daaecc5.pdf,already_present,"Esketamine/Ketamine: Dual‐Action Mechanisms and Clinical Prospects beyond Anesthesia in Psychiatry, Immunology, and Oncology",2025,Yinxin Wang; Jiangang Xu; Xinyu Zhou; Lu Che; Minghan Qiu; Yang Liu; Ming Gao; Zhen Yang,Advanced Science,journal-article,2025-12-14,41391033,PMC12866882
10.1002/ajmg.b.30197,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,"Evidence for a common biological basis of the absorption trait, hallucinogen effects, and positive symptoms: Epistasis between 5-HT2a and COMT polymorphisms",2005,Ulrich Ott; Martin Reuter; Juergen Hennig; Dieter Vaitl,American Journal of Medical Genetics Part B Neuropsychiatric Genetics,journal-article,2005-06-17,15965969,
10.1002/alz.078645,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,download_failed,Receptor specific mechanisms underlying psychedelic effects on affective behaviors,2023,Yanabah Jaques; MeeJung Ko; Daniela Kaufer,Alzheimer's & Dementia,journal-article,2023-12,,
10.1002/ana.410250412,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,<i>N</i>‐methyl‐<scp>D</scp>‐aspartate antagonists: Ready for clinical trial in brain ischemia?,1989,Gregory W. Albers; Mark P. Goldberg; Dennis W. Choi,Annals of Neurology,journal-article,1989-04-01,2565699,
10.1002/anie.202203034,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_anie_202203034.json,74946,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_anie.202203034__0967e920c5.pdf,already_present,"Enlightening the ""Spirit Molecule"": Photomodulation of the 5-HT(2A) Receptor by a Light-Controllable N,N-Dimethyltryptamine Derivative.",2022,Gerwe H; He F; Pottie E; Stove C; Decker M,Angewandte Chemie (International ed. in English),"Journal Article | Research Support, Non-U.S. Gov't | Research Support, N.I.H., Extramural",2022-04-29,35349196,PMC9324199
10.1002/ardp.200390014,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,"Synthesis and 5‐HT<sub>2A</sub> Radioligand Receptor Binding Assays of DOMCl and DOMOM, Two Novel 5‐HT<sub>2A</sub> Receptor Ligands",2003,Antje Harms; Ernst Ulmer; Karl‐Artur Kovar,Archiv der Pharmazie,journal-article,2003-06-01,12822180,
10.1002/brb3.1423,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_brb3_1423.json,133548,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_brb3.1423__9ddfca71a3.pdf,already_present,Effects of ketamine on circadian rhythm and synaptic homeostasis in patients with treatment‐resistant depression: A protocol for mechanistic studies of its rapid and sustained antidepressant actions in humans,2019,Chuanjun Zhuo; Hongjun Tian; Gongying Li; Min Chen; Deguo Jiang; Xiaodong Lin; Yong Xu; Wenqiang Wang,Brain and Behavior,journal-article,2019-10-15,31617335,PMC6851815
10.1002/brb3.749,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_brb3_749.json,125832,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_brb3.749__24af08107d.pdf,already_present,Short‐ and long‐term antidepressant effects of ketamine in a rat chronic unpredictable stress model,2017,Yinghong Jiang; Yiqiang Wang; Xiaoran Sun; Bo Lian; Hongwei Sun; Gang Wang; Zhongde Du; Qi Li; Lin Sun,Brain and Behavior,journal-article,2017-06-23,28828210,PMC5561310
10.1002/cbdv.200790138,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,download_failed,Isolation and Chemical Modification of Clerodane Diterpenoids from<i>Salvia</i>Species as Potential Agonists at the<i>κ</i>‐Opioid Receptor,2007,Yiqiang Li; Stephen M. Husbands; Mary F. Mahon; John R. Traynor; Michael G. Rowan,Chemistry & Biodiversity,journal-article,2007-07-01,17638340,
10.1002/cbdv.200800235,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,"4‐Aryl‐Substituted 2,5‐Dimethoxyphenethylamines: Synthesis and Serotonin 5‐HT<sub>2A</sub>Receptor Affinities",2009,Daniel Trachsel; David E. Nichols; Stephanie Kidd; Marcel Hadorn; Franz Baumberger,Chemistry & Biodiversity,journal-article,2009-05-01,19479848,
10.1002/cbic.202200183,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_cbic_202200183.json,87750,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_cbic.202200183__00061cfcd0.pdf,already_present,Assessment of Bioactivity-Modulating Pseudo-Ring Formation in Psilocin and Related Tryptamines.,2022,Lenz C; Dörner S; Trottmann F; Hertweck C; Sherwood A; Hoffmeister D,Chembiochem : a European journal of chemical biology,"Journal Article | Research Support, Non-U.S. Gov't",2022-05-18,35483009,PMC9401598
10.1002/cctc.202400182,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,An Overview of Syntheses of Salvinorin A and its Analogues,2024,Soufian Tibouti; Louis Barriault,ChemCatChem,journal-article,2024-02-26,,
10.1002/chem.201604853,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Total Synthesis of (−)‐Salvinorin A,2016,Nathan J. Line; Aaron C. Burns; Sean C. Butler; Jerry Casbohm; Craig J. Forsyth,Chemistry - A European Journal,journal-article,2016-10-18,27758012,
10.1002/chem.201905688,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,download_failed,Nanosensor for Sensitive Detection of the New Psychedelic Drug 25I‐NBOMe,2020,Eva Garrido; María Alfonso; Borja Díaz de Greñu; Beatriz Lozano‐Torres; Margarita Parra; Pablo Gaviña; M. Dolores Marcos; Ramón Martínez‐Máñez; Félix Sancenón,Chemistry - A European Journal,journal-article,2020-01-14,31943443,
10.1002/chin.200635197,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,"Bioisosteric Modification of Salvinorin A, a Potent and Selective ϰ‐Opioid Receptor Agonist.",2006,D. Jeremy Stewart; Hesham Fahmy; Bryan L. Roth; Feng Yan; Jordan K. Zjawiony,ChemInform,journal-article,2006-08-04,,
10.1002/chin.200749186,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,"Asymmetric Synthesis of Salvinorin A (I), a Potent ϰ Opioid Receptor Agonist.",2007,Jonathan R. Scheerer; Jonathan F. Lawrence; Grace C. Wang; David A. Evans,ChemInform,journal-article,2007-11-15,,
10.1002/cmdc.201700810,mechanistic,psychedelic_compound_x_target,relevant,screened_corpus_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Comparative Pharmacological Study of Common NMDA Receptor Open Channel Blockers Regarding Their Affinity and Functional Activity toward GluN2A and GluN2B NMDA Receptors,2018,Louisa Temme; Dirk Schepmann; Julian A. Schreiber; Bastian Frehland; Bernhard Wünsch,ChemMedChem,journal-article,2018-01-29,29377520,
10.1002/cmdc.202500856,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_cmdc_202500856.json,84571,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_cmdc.202500856__5882e75876.pdf,already_present,A Novel Tertiary Carbamate Prodrug Strategy to Overcome Metabolic Barriers in Oral Ketamine Delivery,2026,Juulia Järvinen; Santosh Kumar Adla; Janne Tampio; Aaro Jalkanen; Kenneth B. Sloan; Kristiina M. Huttunen; Jarkko Rautio,ChemMedChem,journal-article,2026-01-01,41633610,PMC12867590
10.1002/cne.20105,mechanistic,psychedelic_compound_x_target,relevant,direct_pair_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,not_open_access,Differential development of 5‐HT receptor and the serotonin transporter binding in the human infant medulla,2004,David S. Paterson; Richard A. Belliveau; Felicia Trachtenberg; Hannah C. Kinney,The Journal of Comparative Neurology,journal-article,2004-03-22,15048689,
10.1002/cne.21685,mechanistic,psychedelic_compound_x_target,relevant,grouped_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,download_failed,Role of endogenous sleep‐wake and analgesic systems in anesthesia,2008,Jun Lu; Laura E. Nelson; Nick Franks; Mervyn Maze; Nancy L. Chamberlin; Clifford B. Saper,The Journal of Comparative Neurology,journal-article,2008-03-28,18383504,PMC4924624
10.1002/cne.23048,mechanistic,psychedelic_compound_x_target,relevant,direct_pair_search_2026_05,1,abstract_only_needs_pdf_access,abstract,False,,0,True,,download_failed,"(±)3,4‐methylenedioxymethamphetamine (“ecstasy”) treatment modulates expression of neurotrophins and their receptors in multiple regions of adult rat brain",2012,Ann M. Hemmerle; Jonathan W. Dickerson; Nicole R. Herring; Tori L. Schaefer; Charles V. Vorhees; Michael T. Williams; Kim B. Seroogy,The Journal of Comparative Neurology,journal-article,2012-01-11,22237931,PMC3891916
10.1002/cpt.2487,mechanistic,psychedelic_compound_x_target,uncertain,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_cpt_2487.json,106527,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_cpt.2487__cb18fe04fc.pdf,already_present,"Acute Effects of Psilocybin After Escitalopram or Placebo Pretreatment in a Randomized, Double‐Blind, Placebo‐Controlled, Crossover Study in Healthy Subjects",2021,A. Becker; Friederike Holze; Tanja Grandinetti; Aaron Klaiber; Vanja E. Toedtli; Karolina E. Kolaczynska; Urs Duthaler; Nimmy Varghese; Anne Eckert; Edna Grünblatt,Clinical pharmacology and therapeutics,"Journal Article | Randomized Controlled Trial | Research Support, Non-U.S. Gov't",2021-11-22,34743319,PMC9299061
10.1002/cpt.3478,mechanistic,psychedelic_compound_x_target,uncertain,screened_corpus_2026_05,1,full_text_ready,full_text,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/mechanistic/10_1002_cpt_3478.json,168263,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_cpt.3478__09f04df804.pdf,already_present,"Ketamine and Esketamine in Clinical Trials: <scp>FDA‐</scp>Approved and Emerging Indications, Trial Trends With Putative Mechanistic Explanations",2024,K. A. Vekhova; Eugenia D. Namiot; Jörgen Jönsson; Helgi B. Schiöth,Clinical pharmacology and therapeutics,Journal Article | Review,2024-10-20,39428602,PMC11739757
