row_index,status,dataset,study_doi,input_record_id,input_packet_id,relevance,route,claim_count,coverage_mention_count,context_status,schema_error_count,quote_check_count,quote_failure_count
33,ok,disorder,10.22037/aaem.v11i1.2095,pilot-2e9d6664d3e7cc2d,disorder:10.22037/aaem.v11i1.2095,relevant,primary_evidence,5,0,found,0,6,0
34,ok,disorder,10.31219/osf.io/gy6m9,pilot-2e3680eb99fa6bcc,disorder:10.31219/osf.io/gy6m9,relevant,primary_evidence,5,0,found,0,6,0
35,ok,disorder,10.32598/bcn.2021.3180.1,pilot-358a0c1743ac5c6b,disorder:10.32598/bcn.2021.3180.1,not_relevant,exclude,0,0,found,0,1,0
36,ok,disorder,10.3389/fphar.2018.00897,pilot-2f93422bed44c468,disorder:10.3389/fphar.2018.00897,relevant,primary_evidence,1,0,found,0,2,0
37,ok,disorder,10.3389/fphar.2021.739966,pilot-2ea2db5499d00511,disorder:10.3389/fphar.2021.739966,relevant,secondary_literature,0,4,found,0,5,0
38,ok,disorder,10.3390/jcm14186613,pilot-2e6b1e9bdeb1ded8,disorder:10.3390/jcm14186613,relevant,secondary_literature,0,13,found,0,14,0
39,ok,disorder,10.35502/jcswb.339,pilot-34d6b9594d424ec1,disorder:10.35502/jcswb.339,relevant,context_only,0,5,found,0,6,0
40,ok,mechanistic,10.1007/s00213-022-06106-8,pilot-319fe4d84e00f655,mechanistic:10.1007/s00213-022-06106-8,relevant,secondary_literature,0,3,found,0,4,0
41,ok,mechanistic,10.1007/s00213-024-06526-8,pilot-2be652bf5d07c343,mechanistic:10.1007/s00213-024-06526-8,relevant,primary_evidence,20,0,found,0,21,0
42,ok,mechanistic,10.1080/19585969.2025.2499458,pilot-2e353d219fd0370d,mechanistic:10.1080/19585969.2025.2499458,relevant,secondary_literature,0,5,found,0,6,0
43,ok,mechanistic,10.1093/eep/dvz022,pilot-29cfd5b6cb1096f2,mechanistic:10.1093/eep/dvz022,relevant,secondary_literature,0,4,found,0,5,0
44,ok,mechanistic,10.1111/j.1527-3458.2004.tb00007.x,pilot-26d856d800b3c70b,mechanistic:10.1111/j.1527-3458.2004.tb00007.x,relevant,secondary_literature,0,9,found,0,10,0
45,ok,mechanistic,10.1177/0269881119857204,pilot-2feb562c8158771d,mechanistic:10.1177/0269881119857204,relevant,secondary_literature,0,3,found,0,4,0
46,ok,mechanistic,10.1177/2050312113508389,pilot-2ba30dc828beab75,mechanistic:10.1177/2050312113508389,relevant,secondary_literature,0,8,found,0,9,0
47,ok,mechanistic,10.18596/jotcsa.577259,pilot-2ecf8b69fe8143fb,mechanistic:10.18596/jotcsa.577259,not_relevant,exclude,0,0,found,0,1,0
48,ok,mechanistic,10.3389/fnhum.2017.00245,pilot-32c97fcab11e225b,mechanistic:10.3389/fnhum.2017.00245,relevant,secondary_literature,0,3,found,0,4,0
49,ok,mechanistic,10.3389/fnsys.2025.1585367,pilot-2f890eea420431bf,mechanistic:10.3389/fnsys.2025.1585367,relevant,secondary_literature,0,6,found,0,7,0
50,ok,mechanistic,10.3389/fphar.2020.602590,pilot-2444d2ae4d660312,mechanistic:10.3389/fphar.2020.602590,relevant,context_only,0,1,found,0,2,0
51,ok,mechanistic,10.3390/molecules20022208,pilot-2d2d36b9651b7d2d,mechanistic:10.3390/molecules20022208,relevant,primary_evidence,1,0,found,0,2,0
52,ok,mechanistic,10.3390/molecules28062624,pilot-247744c32baf025e,mechanistic:10.3390/molecules28062624,relevant,primary_evidence,7,0,found,0,8,0
53,ok,disorder,10.1016/j.annemergmed.2025.09.019,pilot-04b2bfcac3e32686,pilot-04b2bfcac3e32686,relevant,primary_evidence,2,0,found,0,3,0
54,ok,disorder,10.1016/j.biopsych.2013.08.009,pilot-04871681e6b60a8e,pilot-04871681e6b60a8e,relevant,primary_evidence,3,0,found,0,4,0
55,ok,disorder,10.1016/j.cell.2020.08.024,pilot-0350a51f1d95942b,pilot-0350a51f1d95942b,relevant,context_only,0,2,found,0,3,0
56,ok,disorder,10.1016/j.jad.2019.02.044,pilot-039eb13b496915e5,pilot-039eb13b496915e5,relevant,secondary_literature,0,4,found,0,5,0
57,ok,disorder,10.1016/j.jpsychires.2025.03.022,pilot-04933e577659e3f7,pilot-04933e577659e3f7,relevant,secondary_literature,0,3,found,0,4,0
58,ok,disorder,10.1016/j.rpsm.2020.10.003,pilot-0447567e44e0e85f,,relevant,primary_evidence,2,0,found,0,3,0
59,ok,disorder,10.1016/s1054-139x(02)00420-2,pilot-0401a5d588bf2cbf,,relevant,primary_evidence,4,0,found,0,5,0
60,ok,disorder,10.1017/s1461145711000629,pilot-0370f72d23532844,pilot-0370f72d23532844,relevant,primary_evidence,2,0,found,0,3,0
61,ok,disorder,10.1021/acsptsci.5c00301,pilot-04731130a40ce00e,pilot-04731130a40ce00e,relevant,primary_evidence,7,0,found,0,8,0
62,ok,disorder,10.1037/adb0000935,pilot-03d362141e77a484,pilot-03d362141e77a484,relevant,primary_evidence,3,0,found,0,4,0
63,ok,disorder,10.26686/wgtn.19579795,pilot-03816806aca1c3ca,pilot-03816806aca1c3ca,relevant,primary_evidence,1,0,found,0,2,0
64,ok,disorder,10.31234/osf.io/97cqx_v1,pilot-03f112412c24ba26,pilot-03f112412c24ba26,relevant,primary_evidence,3,0,found,0,4,0
65,ok,disorder,10.31234/osf.io/9yxwp_v2,pilot-03e2516bd798828c,pilot-03e2516bd798828c,relevant,primary_evidence,5,0,found,0,6,0
66,ok,mechanistic,10.1007/s00210-023-02444-2,pilot-03927cae27e8f745,pilot-03927cae27e8f745,relevant,secondary_literature,0,4,found,0,5,0
67,ok,mechanistic,10.1016/0006-3223(95)00046-1,pilot-03a6d1884eb55da3,pilot-03a6d1884eb55da3,relevant,primary_evidence,2,0,found,0,3,0
68,ok,mechanistic,10.1016/j.bbr.2014.11.016,pilot-0366b44ac5e7346d,pilot-0366b44ac5e7346d,relevant,primary_evidence,2,0,found,0,3,0
69,ok,mechanistic,10.1016/j.ejphar.2011.10.033,pilot-037d64667858dab4,pilot-037d64667858dab4,relevant,primary_evidence,3,0,found,0,4,0
70,ok,mechanistic,10.1016/j.jad.2013.11.014,pilot-03e067762aaf5ce3,pilot-03e067762aaf5ce3,relevant,secondary_literature,0,4,found,0,5,0
71,ok,mechanistic,10.1016/j.neubiorev.2008.03.012,pilot-03ce734aaf98b0e3,pilot-03ce734aaf98b0e3,relevant,secondary_literature,0,1,found,0,2,0
72,ok,mechanistic,10.1016/j.neuro.2015.11.009,pilot-03fae2e26d25cb01,pilot-03fae2e26d25cb01,relevant,primary_evidence,2,0,found,0,3,0
73,ok,mechanistic,10.1016/j.pbb.2021.173226,pilot-03b329593e5205c9,pilot-03b329593e5205c9,relevant,primary_evidence,5,0,found,0,6,0
74,ok,mechanistic,10.1021/acschemneuro.8b00215,pilot-0370f3d46ed1c4d2,pilot-0370f3d46ed1c4d2,relevant,primary_evidence,3,0,found,0,4,0
75,ok,mechanistic,10.1038/mp.2015.176,pilot-033e7351d0ea400e,grouped_search_2026_05,relevant,primary_evidence,1,0,found,0,2,0
76,ok,mechanistic,10.1038/sj.npp.1300736,pilot-03b442b5402f7d80,pilot-03b442b5402f7d80,relevant,primary_evidence,1,0,found,0,2,0
77,ok,mechanistic,10.1101/2024.09.08.611878,pilot-033d8a8478b984f7,pilot-033d8a8478b984f7,relevant,context_only,0,1,found,0,2,0
78,ok,mechanistic,10.1124/jpet.105.084459,pilot-0333834f4d94f7a5,pilot-0333834f4d94f7a5,relevant,primary_evidence,5,0,found,0,6,0
79,ok,disorder,10.1001/jamapsychiatry.2024.4312,pilot-3d594e70290d4505,pilot-3d594e70290d4505,relevant,secondary_literature,0,2,found,0,3,0
80,ok,disorder,10.1007/7854_2017_478,pilot-3c384b8d4dbedbd1,pilot-3c384b8d4dbedbd1,relevant,secondary_literature,0,1,found,0,2,0
81,ok,disorder,10.1007/s00586-013-2826-1,pilot-3734e8bdfcee0ce0,pilot-3734e8bdfcee0ce0,relevant,primary_evidence,5,0,found,0,6,0
82,ok,disorder,10.1007/s13181-011-0202-2,pilot-42a43e542fc4e187,pilot-42a43e542fc4e187,relevant,secondary_literature,0,6,found,0,7,0
83,ok,disorder,10.1016/j.euroneuro.2014.11.020,pilot-3da9b7e54fe9a70f,pilot-3da9b7e54fe9a70f,relevant,exclude,0,0,found,0,1,0
84,ok,disorder,10.1016/j.neuropharm.2025.110314,pilot-3886761737b87639,pilot-3886761737b87639,relevant,secondary_literature,0,4,found,0,5,0
85,ok,disorder,10.1038/sj.npp.1300396,pilot-42734776bf5d33d9,pilot-42734776bf5d33d9,relevant,primary_evidence,2,0,found,0,3,0
86,ok,disorder,10.1080/02791072.2013.803647,pilot-367be39093a5e684,pilot-367be39093a5e684,relevant,primary_evidence,2,0,found,0,3,0
87,ok,disorder,10.1097/00001756-200310270-00021,pilot-4099f1daf4c0130a,pilot-4099f1daf4c0130a,relevant,primary_evidence,1,0,found,0,2,0
88,ok,disorder,10.1101/2024.03.19.585567,pilot-3b6b2bb76a7270d6,pilot-3b6b2bb76a7270d6,relevant,primary_evidence,2,0,found,0,3,0
89,ok,disorder,10.1111/jnc.15536,pilot-3082c4974464091f,pilot-3082c4974464091f,relevant,secondary_literature,0,1,found,0,2,0
90,ok,disorder,10.1177/02698811251382147,pilot-313963e038adc58f,pilot-313963e038adc58f,relevant,secondary_literature,0,1,found,0,2,0
91,ok,disorder,10.3390/psychoactives4030028,pilot-412d87986d8e9a91,pilot-412d87986d8e9a91,relevant,primary_evidence,2,0,found,0,3,0
92,ok,mechanistic,10.1002/hup.2832,pilot-350ef760368ad979,pilot-350ef760368ad979,relevant,context_only,0,2,found,0,3,0
93,ok,mechanistic,10.1016/j.ejphar.2006.02.010,pilot-26e356b41a4ef787,pilot-26e356b41a4ef787,relevant,primary_evidence,5,0,found,0,6,0
94,ok,mechanistic,10.1016/j.ejphar.2012.11.020,pilot-26cc87e524921109,NA,relevant,primary_evidence,9,0,found,0,10,0
95,ok,mechanistic,10.1016/j.neuropharm.2004.10.011,pilot-328b7ffcbf724f63,pilot-328b7ffcbf724f63,relevant,primary_evidence,7,0,found,0,8,0
96,ok,mechanistic,10.1016/j.seizure.2025.02.002,pilot-3732929379e48396,pilot-3732929379e48396,relevant,primary_evidence,2,0,found,0,3,0
97,ok,mechanistic,10.1039/d0np00033g,pilot-373a94efb6b2f871,not_reported,relevant,secondary_literature,0,2,found,0,3,0
98,ok,mechanistic,10.1080/15360288.2024.2441794,pilot-34a63c2e5c2a1bf1,pilot-34a63c2e5c2a1bf1,relevant,primary_evidence,2,0,found,0,3,0
99,ok,mechanistic,10.1097/fbp.0b013e32835cf442,pilot-2b3b6ac668f6cca5,pilot-2b3b6ac668f6cca5,relevant,primary_evidence,3,0,found,0,4,0
100,ok,mechanistic,10.1101/2020.05.06.080937,pilot-062158dd60bb9ba8,pilot-062158dd60bb9ba8,relevant,primary_evidence,2,0,found,0,3,0
