row_index,status,dataset,study_doi,input_record_id,input_packet_id,relevance,route,claim_count,coverage_mention_count,context_status,schema_error_count,quote_check_count,quote_failure_count
16,ok,disorder,10.1093/ijnp/pyw043.222,pilot-2bc487cbd92d333f,disorder:10.1093/ijnp/pyw043.222,relevant,primary_evidence,2,0,found,0,3,0
17,ok,disorder,10.2174/1573413713666170619092629,pilot-261475f64c4befb9,disorder:10.2174/1573413713666170619092629,relevant,secondary_literature,0,5,found,0,6,0
18,ok,disorder,10.3390/brainsci15020117,pilot-280ebe3a9b79c2de,disorder:10.3390/brainsci15020117,relevant,secondary_literature,0,3,found,0,4,0
19,ok,disorder,10.3390/ijerph23020255,pilot-29d72e53368f3ec2,disorder:10.3390/ijerph23020255,relevant,primary_evidence,1,0,found,0,2,0
20,ok,disorder,10.5312/wjo.v15.i9.882,pilot-2a1bd3f2eacf38e3,disorder:10.5312/wjo.v15.i9.882,relevant,secondary_literature,0,5,found,0,6,0
21,ok,disorder,10.7759/cureus.100490,pilot-25827af6350237c4,disorder:10.7759/cureus.100490,relevant,secondary_literature,0,1,found,0,2,0
22,ok,mechanistic,10.1038/s41598-020-61635-6,pilot-1bef0b0701586188,mechanistic:10.1038/s41598-020-61635-6,relevant,context_only,0,3,found,0,4,0
23,ok,mechanistic,10.1093/ijnp/pyae007,pilot-2417cf9b8ab02077,mechanistic:10.1093/ijnp/pyae007,relevant,secondary_literature,0,8,found,0,9,0
24,ok,mechanistic,10.1124/dmd.109.028506,pilot-244157f02b0029c3,mechanistic:10.1124/dmd.109.028506,relevant,context_only,0,3,found,0,4,0
25,ok,mechanistic,10.3389/fnmol.2021.748359,pilot-22b760c9ccc11a38,mechanistic:10.3389/fnmol.2021.748359,relevant,secondary_literature,0,19,found,0,20,0
26,ok,mechanistic,10.3390/ijms26073075,pilot-20ce329e79f51969,mechanistic:10.3390/ijms26073075,relevant,secondary_literature,0,4,found,0,5,0
27,ok,mechanistic,10.3390/ph14100985,pilot-197c560d3b6f687b,mechanistic:10.3390/ph14100985,relevant,secondary_literature,0,4,found,0,5,0
28,ok,mechanistic,10.5937/jomb0-56862,pilot-226f070d50f94ac5,mechanistic:10.5937/jomb0-56862,relevant,context_only,0,1,found,0,2,0
29,ok,disorder,10.1001/jamapsychiatry.2023.4680,pilot-0343bd5d75e66ad1,pilot-0343bd5d75e66ad1,relevant,context_only,0,1,found,0,2,0
30,ok,disorder,10.1016/j.jad.2017.04.057,pilot-032b82588af9a875,pilot-032b82588af9a875,relevant,primary_evidence,2,0,found,0,3,0
31,ok,disorder,10.1016/j.psychres.2021.114212,pilot-02c225617d91174e,,relevant,primary_evidence,4,0,found,0,5,0
32,ok,disorder,10.1021/acschemneuro.3c00677,pilot-0340b9a83a62472b,pilot-0340b9a83a62472b,relevant,context_only,0,1,found,0,2,0
33,ok,disorder,10.1111/j.1749-6632.1998.tb08242.x,pilot-02e110b407509a16,pilot-02e110b407509a16,relevant,primary_evidence,1,0,found,0,2,0
34,ok,disorder,10.1136/rapm-2022-esra.404,pilot-02da109556020d5b,pilot-02da109556020d5b,relevant,secondary_literature,0,3,found,0,4,0
35,ok,disorder,10.1177/0269881114552713,pilot-033a0cb35f0a6887,pilot-033a0cb35f0a6887,relevant,primary_evidence,5,0,found,0,6,0
36,ok,mechanistic,10.1007/s00213-002-1086-2,pilot-02a0ee5275d23432,pilot-02a0ee5275d23432,relevant,primary_evidence,3,0,found,0,4,0
37,ok,mechanistic,10.1016/0006-8993(96)00688-9,pilot-03301dcb54308d39,pilot-03301dcb54308d39,relevant,primary_evidence,2,0,found,0,3,0
38,ok,mechanistic,10.1016/s0026-895x(25)11008-0,pilot-02b5129de96cdee9,,relevant,primary_evidence,3,0,found,0,4,0
39,ok,mechanistic,10.1016/s0166-4328(99)00046-7,pilot-02e052d8eed81283,pilot-02e052d8eed81283,relevant,primary_evidence,1,0,found,0,2,0
40,ok,mechanistic,10.1016/s0893-133x(00)00136-6,pilot-03299b4d332ffbfb,pilot-03299b4d332ffbfb,relevant,primary_evidence,3,0,found,0,4,0
41,ok,mechanistic,10.1113/jphysiol.2006.124958,pilot-02d96825ef8faaae,pilot-02d96825ef8faaae,relevant,primary_evidence,3,0,found,0,4,0
42,ok,mechanistic,10.1124/jpet.106.117507,pilot-02cd33cadf802ef6,pilot-02cd33cadf802ef6,relevant,primary_evidence,8,0,found,0,9,0
43,ok,disorder,10.1001/jamapsychiatry.2022.0665,pilot-28833aff0fc14e72,pilot-28833aff0fc14e72,relevant,context_only,0,2,found,0,3,0
44,ok,disorder,10.1007/s40272-025-00683-9,pilot-2fdd07ad77292bb1,pilot-2fdd07ad77292bb1,relevant,secondary_literature,0,1,found,0,2,0
45,ok,disorder,10.1080/10550887.2025.2612501,pilot-28e1ad439f12a8c4,pilot-28e1ad439f12a8c4,relevant,primary_evidence,1,0,found,0,2,0
46,ok,disorder,10.1101/2022.12.11.519886,pilot-2947d5198b3839f1,pilot-2947d5198b3839f1,not_relevant,exclude,0,0,found,0,1,0
47,ok,disorder,10.1111/pan.13115,pilot-2bff840e32d68a1b,grouped_search_2026_05,not_relevant,exclude,0,0,found,0,1,0
48,ok,disorder,10.1556/2054.2020.00143,pilot-282186980e534a38,pilot-282186980e534a38,relevant,context_only,0,1,found,0,2,0
49,ok,disorder,10.2174/1874467211666181010154139,pilot-2ebf53616dc42768,pilot-2ebf53616dc42768,relevant,secondary_literature,0,2,found,0,3,0
50,ok,mechanistic,10.1016/0006-8993(88)91309-1,pilot-2ca5d862557a6065,pilot-2ca5d862557a6065,relevant,context_only,0,1,found,0,2,0
