normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,population,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,funders,grant_ids,keywords,related_dois,publication_relations,is_retracted
not_graph_candidate,graph_include_candidate is false,ketamine,,treatment-resistant depression,Ketamine,Treatment-resistant depression,,,,,escalation of anxiety and depression,symptom_or_problem,not_applicable,none,False,10.1136/bcr-2016-216088,New use for an old drug: oral ketamine for treatment-resistant depression,compound_disorder,treatment-resistant depression,"negative outcome, not an indication",symptom_worsening,mood,negative,anxiety and depression (HADS-D score),62-year-old man with treatment-resistant depression,clinical,Kevin M Swiatek; Kim Jordan; Julie Coffman,2016,case_report,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Unfortunately, over the next week, the patient's clinical condition deteriorated with resultant escalation of anxiety and depression. Nine days after initiation of ketamine, repeat HADS-D score was 13 and ketamine was increased to 10 mg every 8 hours.",full_text_seen,text,C004,Case report,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,BMJ Case Reports,journal-article,NCT00088699,2016-08-03,1757-790X,1757-790X,BMJ,"Administration, Oral | Antidepressive Agents / administration & dosage | Depressive Disorder, Treatment-Resistant / drug therapy | Excitatory Amino Acid Antagonists / administration & dosage | Humans | Inpatients | Ketamine / administration & dosage | Male | Middle Aged | Off-Label Use | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",eng,1,not_applicable,oral ketamine,5 mg then increased to 10 mg,oral,over the next week,"over the next week, nine days after initiation",,,,not_reported,low,disorder,disorders,label,label,ketamine,treatment-resistant depression,needs_external_id_lookup,needs_external_id_lookup,{},{},Treatment-resistant depression,1.0,,,,,,
normalized,compound and graph entity matched local registry,BPL-003 (5-MeO-DMT),,Treatment-resistant depression,5-MeO-DMT,Treatment-resistant depression,,,,,reductions in depressive symptoms as measured by the Montgomery–Åsberg Depression Rating Scale,outcome_measure,Treatment-resistant depression,indication,True,10.20471/dec.2025.61.03.09,BPL-003,compound_disorder,Treatment-resistant depression (TRD),none,Efficacy,Depressive symptoms,positive,Montgomery–Åsberg Depression Rating Scale (MADRS) score reduction,patients with treatment-resistant depression (TRD),clinical,Vjekoslav Peitl; Darko Vlahović,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"In a Phase 2b randomized, controlled trial involving 193 patients with TRD, single doses of 8 mg and 12 mg BPL-003 produced rapid and statistically significant reductions in depressive symptoms as measured by the Montgomery–Åsberg Depression Rating Scale. Clinical improvement was evident as early as Day 2 and was sustained through Day 57, with the 8 mg dose demonstrating a favorable balance between efficacy and tolerability. The results were promising: both the 8 mg and 12 mg doses produced rapid and statistically significant improvements in MADRS scores. By Day 2, patients in the active dose groups had already shown substantial reductions in depressive symptoms compared to control. These effects persisted at Day 29 and were largely maintained through Day 57.",full_text_seen,abstract,"Abstract, C001, F001","randomized, controlled trial (Phase 2b)",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Archives of Psychiatry Research,journal-article,not_reported,2025-12-29,2671-1079,2671-2008,Sestre Milosrdnice University Hospital Center (KBC Sestre milosrdnice),,,193 patients,0.3 mg BPL-003 (control),BPL-003,"8 mg, 12 mg",intranasal,single dose,"Day 2, Day 29, Day 57",,,,not_reported,high,disorder,disorders,label,label,BPL-003 (5-MeO-DMT),Treatment-resistant depression,needs_external_id_lookup,needs_external_id_lookup,{},{},Treatment-resistant depression,1.0,,,,,,
not_graph_candidate,graph_include_candidate is false,BPL-003,,not_applicable,,,,,,,"transient and mild adverse effects that resolved within the observation period; generally well tolerated; No treatment-related serious adverse events were reported. Common side effects included transient headache, nausea, anxiety, and nasal discomfort.",safety_or_adverse_event,none,none,False,10.20471/dec.2025.61.03.09,BPL-003,compound_disorder,Treatment-resistant depression (TRD),Safety/adverse events are not canonical graph edges for compound-disorder.,Safety/Tolerability,Adverse events,positive,Incidence/severity of adverse events,patients with treatment-resistant depression (TRD),clinical,Vjekoslav Peitl; Darko Vlahović,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"BPL-003 was generally well tolerated, with transient and mild adverse effects that resolved within the observation period. No treatment-related serious adverse events were reported. Common side effects included transient headache, nausea, anxiety, and nasal discomfort. The majority of these effects occurred during or shortly after dosing and resolved within the observation period.",full_text_seen,abstract,"Abstract, C001","randomized, controlled trial (Phase 2b)",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Archives of Psychiatry Research,journal-article,not_reported,2025-12-29,2671-1079,2671-2008,Sestre Milosrdnice University Hospital Center (KBC Sestre milosrdnice),,,193 patients,0.3 mg BPL-003 (control),BPL-003,"8 mg, 12 mg",intranasal,single dose,within the observation period,,,,"transient headache, nausea, anxiety, nasal discomfort (mild)",high,disorder,disorders,,,BPL-003,not_applicable,,,{},{},,0.0,,,,,,
entity_unmapped,graph entity `postoperative pain` did not match registry,esketamine,,postoperative pain,S-ketamine,,,,,,moderate-to-severe pain,therapeutic_indication,postoperative pain,indication,True,10.2147/dddt.s565937,Effects of Intravenous Subanesthetic-Dose Esketamine on Early Postoperative Pain in Elderly Patients Undergoing Thoracoscopic Lung Surgery: A Randomized Double-Blind Controlled Trial.,compound_disorder,elderly patients after thoracoscopic lung surgery,not_applicable,incidence,pain,positive,proportion of patients experiencing moderate-to-severe pain (NRS pain score ≥4 during coughing),elderly patients undergoing thoracoscopic pulmonary surgery,clinical,Zhao H; Liu Z; Zhang Y; Liu M; Ning Y; Gao D; Hui K; Ji Q; Zhang L,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The primary outcome incidence was lower in the esketamine group (51.5% [35/68]) than in the control group (69.1% [47/68]; relative risk [RR], 0.75; 95% confidence interval [CI], 0.56-0.99; P = 0.035).",full_text_seen,abstract,Abstract,Randomized Controlled Trial,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"Drug design, development and therapy",Journal Article | Randomized Controlled Trial,,2025-12-18,1177-8881,1177-8881,,"Aged | Aged, 80 and over | Female | Humans | Male | Middle Aged | Administration, Intravenous | Analgesics / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / therapeutic use | Lung / surgery | Postoperative Pain / drug therapy | Thoracoscopy",eng,136,normal saline,esketamine,"0.25 mg/kg loading, 0.25 mg/kg/h infusion",intravenous,,first postoperative day (POD1),,,,,high,disorder,disorders,alias,,esketamine,postoperative pain,needs_external_id_lookup,,{},{},posttraumatic stress disorder,0.4681,,,esketamine | multimodal analgesia | postoperative analgesia | sleep | thoracoscopic lung surgery,,,
entity_unmapped,graph entity `sleep disturbance` did not match registry,esketamine,,sleep disturbance,S-ketamine,,,,,,postoperative sleep disturbance (PSD),therapeutic_indication,sleep disturbance,indication,True,10.2147/dddt.s565937,Effects of Intravenous Subanesthetic-Dose Esketamine on Early Postoperative Pain in Elderly Patients Undergoing Thoracoscopic Lung Surgery: A Randomized Double-Blind Controlled Trial.,compound_disorder,elderly patients after thoracoscopic lung surgery,not_applicable,incidence,sleep,positive,incidence of postoperative sleep disturbance (PSD),elderly patients undergoing thoracoscopic pulmonary surgery,clinical,Zhao H; Liu Z; Zhang Y; Liu M; Ning Y; Gao D; Hui K; Ji Q; Zhang L,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The incidence of postoperative sleep disturbance (PSD) on POD1 (23.5% vs 44.1%; RR, 0.53; 95% CI, 0.32-0.88; P = 0.011) is lower in patients who receive esketamine.",full_text_seen,abstract,Abstract,Randomized Controlled Trial,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"Drug design, development and therapy",Journal Article | Randomized Controlled Trial,,2025-12-18,1177-8881,1177-8881,,"Aged | Aged, 80 and over | Female | Humans | Male | Middle Aged | Administration, Intravenous | Analgesics / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / therapeutic use | Lung / surgery | Postoperative Pain / drug therapy | Thoracoscopy",eng,136,normal saline,esketamine,"0.25 mg/kg loading, 0.25 mg/kg/h infusion",intravenous,,first postoperative day (POD1),,,,,high,disorder,disorders,alias,,esketamine,sleep disturbance,needs_external_id_lookup,,{},{},existential distress,0.4865,,,esketamine | multimodal analgesia | postoperative analgesia | sleep | thoracoscopic lung surgery,,,
entity_unmapped,graph entity `anxiety` did not match registry,esketamine,,anxiety,S-ketamine,,,,,,HADS-A scores,therapeutic_indication,anxiety,indication,True,10.2147/dddt.s565937,Effects of Intravenous Subanesthetic-Dose Esketamine on Early Postoperative Pain in Elderly Patients Undergoing Thoracoscopic Lung Surgery: A Randomized Double-Blind Controlled Trial.,compound_disorder,elderly patients after thoracoscopic lung surgery,not_applicable,score,mood,positive,Hospital Anxiety and Depression Scale - Anxiety subscale (HADS-A) scores,elderly patients undergoing thoracoscopic pulmonary surgery,clinical,Zhao H; Liu Z; Zhang Y; Liu M; Ning Y; Gao D; Hui K; Ji Q; Zhang L,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Similarly, the esketamine group showed significantly lower HADS-A (MD: -1; 95% CI: -1 to 0; P =0.004) and HADS-D scores (MD: -1; 95% CI: -2 to -1; P = 0.002) compared with control group at POD1.",full_text_seen,text,C014,Randomized Controlled Trial,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"Drug design, development and therapy",Journal Article | Randomized Controlled Trial,,2025-12-18,1177-8881,1177-8881,,"Aged | Aged, 80 and over | Female | Humans | Male | Middle Aged | Administration, Intravenous | Analgesics / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / therapeutic use | Lung / surgery | Postoperative Pain / drug therapy | Thoracoscopy",eng,136,normal saline,esketamine,"0.25 mg/kg loading, 0.25 mg/kg/h infusion",intravenous,,POD1,,,,,high,disorder,disorders,alias,,esketamine,anxiety,needs_external_id_lookup,,{},{},,0.0,,,esketamine | multimodal analgesia | postoperative analgesia | sleep | thoracoscopic lung surgery,,,
entity_unmapped,graph entity `depression` did not match registry,esketamine,,depression,S-ketamine,,,,,,HADS-D scores,therapeutic_indication,depression,indication,True,10.2147/dddt.s565937,Effects of Intravenous Subanesthetic-Dose Esketamine on Early Postoperative Pain in Elderly Patients Undergoing Thoracoscopic Lung Surgery: A Randomized Double-Blind Controlled Trial.,compound_disorder,elderly patients after thoracoscopic lung surgery,not_applicable,score,mood,positive,Hospital Anxiety and Depression Scale - Depression subscale (HADS-D) scores,elderly patients undergoing thoracoscopic pulmonary surgery,clinical,Zhao H; Liu Z; Zhang Y; Liu M; Ning Y; Gao D; Hui K; Ji Q; Zhang L,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Similarly, the esketamine group showed significantly lower HADS-A (MD: -1; 95% CI: -1 to 0; P =0.004) and HADS-D scores (MD: -1; 95% CI: -2 to -1; P = 0.002) compared with control group at POD1. Moreover, the esketamine group exhibited statistically significant reductions in HADS-D scores compared with the control group on POD3 (MD: -1; 95% CI: -1 to 0; P = 0.015).",full_text_seen,text,C014,Randomized Controlled Trial,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"Drug design, development and therapy",Journal Article | Randomized Controlled Trial,,2025-12-18,1177-8881,1177-8881,,"Aged | Aged, 80 and over | Female | Humans | Male | Middle Aged | Administration, Intravenous | Analgesics / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / therapeutic use | Lung / surgery | Postoperative Pain / drug therapy | Thoracoscopy",eng,136,normal saline,esketamine,"0.25 mg/kg loading, 0.25 mg/kg/h infusion",intravenous,,POD1 and POD3,,,,,high,disorder,disorders,alias,,esketamine,depression,needs_external_id_lookup,,{},{},major depression,0.7692,,,esketamine | multimodal analgesia | postoperative analgesia | sleep | thoracoscopic lung surgery,,,
not_graph_candidate,graph_include_candidate is false,esketamine,,not_applicable,S-ketamine,,,,,,opioid consumption,outcome_measure,none,none,False,10.2147/dddt.s565937,Effects of Intravenous Subanesthetic-Dose Esketamine on Early Postoperative Pain in Elderly Patients Undergoing Thoracoscopic Lung Surgery: A Randomized Double-Blind Controlled Trial.,compound_disorder,elderly patients after thoracoscopic lung surgery,"Opioid consumption is an outcome measure, not a primary indication.",consumption,pain management,positive,opioid consumption (hydromorphone),elderly patients undergoing thoracoscopic pulmonary surgery,clinical,Zhao H; Liu Z; Zhang Y; Liu M; Ning Y; Gao D; Hui K; Ji Q; Zhang L,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Compared to the control group, the esketamine group demonstrated lower HADS scores and reduced opioid consumption, without significant differences in hemodynamic parameters or an increased incidence of neuropsychiatric adverse events. ... Compared with the control group, the esketamine group showed a significant reduction in both the total volume of PCIA solution consumed and the consumption of its constituent medications, including hydromorphone, betamethasone, and dolasetron.",full_text_seen,abstract,Abstract; C014,Randomized Controlled Trial,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"Drug design, development and therapy",Journal Article | Randomized Controlled Trial,,2025-12-18,1177-8881,1177-8881,,"Aged | Aged, 80 and over | Female | Humans | Male | Middle Aged | Administration, Intravenous | Analgesics / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / therapeutic use | Lung / surgery | Postoperative Pain / drug therapy | Thoracoscopy",eng,136,normal saline,esketamine,"0.25 mg/kg loading, 0.25 mg/kg/h infusion",intravenous,,,,,,,high,disorder,disorders,alias,,esketamine,not_applicable,needs_external_id_lookup,,{},{},,0.0,,,esketamine | multimodal analgesia | postoperative analgesia | sleep | thoracoscopic lung surgery,,,
not_graph_candidate,graph_include_candidate is false,esketamine,,not_applicable,S-ketamine,,,,,,PONV,safety_or_adverse_event,none,none,False,10.2147/dddt.s565937,Effects of Intravenous Subanesthetic-Dose Esketamine on Early Postoperative Pain in Elderly Patients Undergoing Thoracoscopic Lung Surgery: A Randomized Double-Blind Controlled Trial.,compound_disorder,elderly patients after thoracoscopic lung surgery,"Postoperative Nausea and Vomiting is an adverse event, not a primary indication.",incidence,safety,positive,incidence of Postoperative Nausea and Vomiting (PONV),elderly patients undergoing thoracoscopic pulmonary surgery,clinical,Zhao H; Liu Z; Zhang Y; Liu M; Ning Y; Gao D; Hui K; Ji Q; Zhang L,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,The esketamine group exhibited a significantly reduced incidence of PONV compared to the control group (16.2% vs 30.9%; P = 0.043).,full_text_seen,text,C018,Randomized Controlled Trial,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"Drug design, development and therapy",Journal Article | Randomized Controlled Trial,,2025-12-18,1177-8881,1177-8881,,"Aged | Aged, 80 and over | Female | Humans | Male | Middle Aged | Administration, Intravenous | Analgesics / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / therapeutic use | Lung / surgery | Postoperative Pain / drug therapy | Thoracoscopy",eng,136,normal saline,esketamine,"0.25 mg/kg loading, 0.25 mg/kg/h infusion",intravenous,,,,,,,high,disorder,disorders,alias,,esketamine,not_applicable,needs_external_id_lookup,,{},{},,0.0,,,esketamine | multimodal analgesia | postoperative analgesia | sleep | thoracoscopic lung surgery,,,
entity_unmapped,graph entity `Catatonic depression` did not match registry,ketamine,,catatonic depression,Ketamine,,,,,,"responded with a resolution of symptoms, returning to baseline level of functioning",therapeutic_indication,Catatonic depression,indication,True,10.3389/fpsyt.2023.1138772,Ketamine as an alternative to ECT in catatonia in elderly women with bipolar disorder: A case report,compound_disorder,bipolar disorder,not_applicable,Clinical response,Psychiatric symptoms; Functional outcomes,positive,resolution of symptoms; improvement in mood; return of appetite; increased enjoyment; engagement in physical rehabilitation; euthymic state; MADRS score decreased from 50 to 5; BFRS score was 18,"81-year-old woman with BD, presented with depressive catatonia associated with stupor, mutism, and extreme negativism",clinical,Shanthi Sarma; Arulmathy Arunachalam; Memunatu Kamara; Grace Branjerdporn,2023,case_report,doi,case_report,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Both responded with a resolution of symptoms, returning to baseline level of functioning. ... Within 2 h of first treatment, the patient started communicating verbally, expressing an improvement in mood. She received a total of 11 treatments (see Figure 1 ) and once improvement plateaued (MADRS = 5), ketamine ceased, and she continued on oral antidepressants. Her appetite returned, she expressed improvement in her mood and increased enjoyment -enjoying watching sports on television. She started to engage in physical rehabilitation. She was followed-up in the community for 6 months and remained euthymic and was able to be referred back to her general practitioner (GP) for ongoing management.",full_text_seen,abstract,Abstract; C006,case report,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Frontiers in Psychiatry,journal-article,not_reported,2023-04-13,1664-0640,,Frontiers Media SA,,eng,1,not_reported,intravenous (IV) ketamine,0.5 mg/kg (40 mg),IV,11 treatments; twice weekly,Within 2 h of first treatment; after 11 treatments; 6 months follow-up,,,,not_reported,low,disorder,disorders,label,,ketamine,Catatonic depression,needs_external_id_lookup,,{},{},major depression,0.7222,,,COVID-19 | bipolar disorder | catatonia | depression | electroconvulsive therapy (ECT) | ketamine,,,
entity_unmapped,graph entity `Catatonic depression` did not match registry,ketamine,,catatonic depression,Ketamine,,,,,,"noticeable improvement following the first treatment, with a reduction in agitation, increased reactivity, and improvement in appetite",therapeutic_indication,Catatonic depression,indication,True,10.3389/fpsyt.2023.1138772,Ketamine as an alternative to ECT in catatonia in elderly women with bipolar disorder: A case report,compound_disorder,bipolar disorder,not_applicable,Clinical response,Psychiatric symptoms; Functional outcomes,positive,reduction in agitation; increased reactivity; improvement in appetite; return of humor; no further depressive symptoms; no relapse of catatonic or depressive symptoms; MADRS score decreased from 42 to 11; BFCRS score was 9,"76-year-old woman with BD, admitted with catatonic depression, tachypnea, and low oxygen saturations",clinical,Shanthi Sarma; Arulmathy Arunachalam; Memunatu Kamara; Grace Branjerdporn,2023,case_report,doi,case_report,original_empirical,primary_evidence,uncertain,supported,1.0,False,"There was a noticeable improvement following the first treatment, with a reduction in agitation, increased reactivity, and improvement in appetite (see Figure 1 ). Following her second treatment, the patient's wry sense of humor returned, and she enjoyed spending time with her children and grandchildren. She described the treatments ""surreal, "" experiencing herself standing outside her body. Following her third treatment, she reported no further depressive symptoms, and requested to stop ketamine due to dissociative symptoms experienced during treatment. Her mood continued to improve over the next several days, with MADRS decreasing to 11. The patient was followed up in the community for over a year with no relapse of catatonic or depressive symptoms and was discharged from community psychiatric services.",full_text_seen,text,C012,case report,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Frontiers in Psychiatry,journal-article,not_reported,2023-04-13,1664-0640,,Frontiers Media SA,,eng,1,not_reported,ketamine,0.5 mg/kg,IV,first treatment; second treatment; third treatment; over a year follow-up,Following the first treatment; Following her second treatment; Following her third treatment; over a year,,,,dissociative symptoms experienced during treatment,low,disorder,disorders,label,,ketamine,Catatonic depression,needs_external_id_lookup,,{},{},major depression,0.7222,,,COVID-19 | bipolar disorder | catatonia | depression | electroconvulsive therapy (ECT) | ketamine,,,
normalized,compound and graph entity matched local registry,Esketamine,,Treatment-resistant depression,S-ketamine,Treatment-resistant depression,,,,,remission,therapeutic_indication,Treatment-resistant depression,indication,True,10.1017/s1092852924002451,Esketamine nasal spray versus quetiapine XR in adults with treatment-resistant depression: a secondary analysis of the ESCAPE-TRD randomized clinical trial,compound_disorder,adults with treatment-resistant depression (TRD),not_applicable,Efficacy,Depression,positive,"Remission rate (MADRS total score 

≤ 10)",adults with treatment-resistant depression (TRD),clinical,Roger S. McIntyre; Gregory Mattingly; Yordan Godinov; Jozefine Buyze; Ibrahim Turkoz; Patricia Cabrera; Manish Patel; Larry Martinez; Mai Himedan; Oliver Lopena,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Among 636 patients in this secondary analysis (ESK, n = 316; quetiapine XR, n = 320), significantly more ESK-treated patients achieved remission starting at week 8 (28.3% versus 18.6%; P = 0.005) through week 32 (55.7% versus 36.3%; P < 0.001), compared with quetiapine XR-treated patients.",full_text_seen,abstract,C001,"randomized, open-label, rater-blinded phase 3b trial",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,CNS Spectrums,journal-article,NCT04338321,2025-01-01,1092-8529,2165-6509,Cambridge University Press (CUP),"Humans | Quetiapine Fumarate / administration & dosage | Quetiapine Fumarate / therapeutic use | Quetiapine Fumarate / adverse effects | Adult | Male | Female | Depressive Disorder, Treatment-Resistant / drug therapy | Ketamine / administration & dosage | Ketamine / therapeutic use | Ketamine / adverse effects | Middle Aged | Nasal Sprays | Antidepressive Agents / administration & dosage | Antidepressive Agents / therapeutic use | Young Adult | Adolescent | Antipsychotic Agents / administration & dosage | Antipsychotic Agents / therapeutic use | Treatment Outcome | Delayed-Action Preparations",eng,636,Quetiapine extended-release (50-300 mg/day) in combination with an oral antidepressant,Esketamine nasal spray (56 or 84 mg) in combination with an oral antidepressant,56 or 84 mg,nasal spray,"twice weekly (weeks 1-4), weekly (weeks 5-8), weekly or once every two weeks (weeks 9-32)","week 8, week 32",,,,not_reported,high,disorder,disorders,alias,label,Esketamine,Treatment-resistant depression,needs_external_id_lookup,needs_external_id_lookup,{},{},Treatment-resistant depression,1.0,,,Esketamine | major depressive disorder | quetiapine | remission | treatment-resistant depression,,,
not_graph_candidate,graph_include_candidate is false,Esketamine,,Treatment-resistant depression,S-ketamine,Treatment-resistant depression,,,,,improvements in MADRS scores,outcome_measure,none,none,False,10.1017/s1092852924002451,Esketamine nasal spray versus quetiapine XR in adults with treatment-resistant depression: a secondary analysis of the ESCAPE-TRD randomized clinical trial,compound_disorder,adults with treatment-resistant depression (TRD),"Raw outcome measure, not a direct indication",Efficacy,Depression,positive,Montgomery-Åsberg Depression Rating Scale (MADRS) total score,adults with treatment-resistant depression (TRD),clinical,Roger S. McIntyre; Gregory Mattingly; Yordan Godinov; Jozefine Buyze; Ibrahim Turkoz; Patricia Cabrera; Manish Patel; Larry Martinez; Mai Himedan; Oliver Lopena,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,There were clinically and statistically significant improvements in MADRS scores with ESK versus quetiapine XR at each visit from day 8 onwards.,full_text_seen,abstract,C001,"randomized, open-label, rater-blinded phase 3b trial",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,CNS Spectrums,journal-article,NCT04338321,2025-01-01,1092-8529,2165-6509,Cambridge University Press (CUP),"Humans | Quetiapine Fumarate / administration & dosage | Quetiapine Fumarate / therapeutic use | Quetiapine Fumarate / adverse effects | Adult | Male | Female | Depressive Disorder, Treatment-Resistant / drug therapy | Ketamine / administration & dosage | Ketamine / therapeutic use | Ketamine / adverse effects | Middle Aged | Nasal Sprays | Antidepressive Agents / administration & dosage | Antidepressive Agents / therapeutic use | Young Adult | Adolescent | Antipsychotic Agents / administration & dosage | Antipsychotic Agents / therapeutic use | Treatment Outcome | Delayed-Action Preparations",eng,636,Quetiapine extended-release (50-300 mg/day) in combination with an oral antidepressant,Esketamine nasal spray (56 or 84 mg) in combination with an oral antidepressant,56 or 84 mg,nasal spray,"twice weekly (weeks 1-4), weekly (weeks 5-8), weekly or once every two weeks (weeks 9-32)",each visit from day 8 onwards,,,,not_reported,high,disorder,disorders,alias,label,Esketamine,Treatment-resistant depression,needs_external_id_lookup,needs_external_id_lookup,{},{},Treatment-resistant depression,1.0,,,Esketamine | major depressive disorder | quetiapine | remission | treatment-resistant depression,,,
normalized,compound and graph entity matched local registry,Esketamine,,Treatment-resistant depression,S-ketamine,Treatment-resistant depression,,,,,response,therapeutic_indication,Treatment-resistant depression,indication,True,10.1017/s1092852924002451,Esketamine nasal spray versus quetiapine XR in adults with treatment-resistant depression: a secondary analysis of the ESCAPE-TRD randomized clinical trial,compound_disorder,adults with treatment-resistant depression (TRD),not_applicable,Efficacy,Depression,positive,"Response rate (≥50% improvement in MADRS total score or MADRS total score 

≤ 10)",adults with treatment-resistant depression (TRD),clinical,Roger S. McIntyre; Gregory Mattingly; Yordan Godinov; Jozefine Buyze; Ibrahim Turkoz; Patricia Cabrera; Manish Patel; Larry Martinez; Mai Himedan; Oliver Lopena,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"A significantly higher percentage of patients from the ESK arm experienced response starting at week 2 (16.6% versus 8.4%, P = 0.002) and at every subsequent time point through week 32 (75.9% versus 55.0%, P < .001) (Figure 2A ) compared with the quetiapine XR arm.",full_text_seen,text,C006,"randomized, open-label, rater-blinded phase 3b trial",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,CNS Spectrums,journal-article,NCT04338321,2025-01-01,1092-8529,2165-6509,Cambridge University Press (CUP),"Humans | Quetiapine Fumarate / administration & dosage | Quetiapine Fumarate / therapeutic use | Quetiapine Fumarate / adverse effects | Adult | Male | Female | Depressive Disorder, Treatment-Resistant / drug therapy | Ketamine / administration & dosage | Ketamine / therapeutic use | Ketamine / adverse effects | Middle Aged | Nasal Sprays | Antidepressive Agents / administration & dosage | Antidepressive Agents / therapeutic use | Young Adult | Adolescent | Antipsychotic Agents / administration & dosage | Antipsychotic Agents / therapeutic use | Treatment Outcome | Delayed-Action Preparations",eng,636,Quetiapine extended-release (50-300 mg/day) in combination with an oral antidepressant,Esketamine nasal spray (56 or 84 mg) in combination with an oral antidepressant,56 or 84 mg,nasal spray,"twice weekly (weeks 1-4), weekly (weeks 5-8), weekly or once every two weeks (weeks 9-32)","week 2, week 32",,,,not_reported,high,disorder,disorders,alias,label,Esketamine,Treatment-resistant depression,needs_external_id_lookup,needs_external_id_lookup,{},{},Treatment-resistant depression,1.0,,,Esketamine | major depressive disorder | quetiapine | remission | treatment-resistant depression,,,
