row_index,status,dataset,study_doi,input_record_id,input_packet_id,relevance,route,claim_count,coverage_mention_count,context_status,schema_error_count,quote_check_count,quote_failure_count
56,ok,disorder,10.3389/fpsyt.2023.1287196,pilot-03b46e3b32e5782f,disorder:10.3389/fpsyt.2023.1287196,relevant,primary_evidence,6,0,found,0,7,0
57,ok,disorder,10.3390/brainsci14030248,pilot-0357aff17006693a,disorder:10.3390/brainsci14030248,relevant,secondary_literature,0,5,found,0,6,0
58,ok,mechanistic,10.1002/brb3.1423,pilot-051bc57e3d781c0f,mechanistic:10.1002/brb3.1423,relevant,context_only,0,1,found,0,2,0
59,ok,mechanistic,10.1007/s00213-005-0174-5,pilot-05808e39520ac5d2,mechanistic:10.1007/s00213-005-0174-5,relevant,primary_evidence,9,0,found,0,10,0
60,ok,mechanistic,10.1016/j.heliyon.2021.e07784,pilot-05f5d81da28a9c98,mechanistic:10.1016/j.heliyon.2021.e07784,relevant,primary_evidence,14,0,found,0,15,0
61,ok,mechanistic,10.1124/jpet.123.001837,pilot-05ddf078a7ec6ade,mechanistic:10.1124/jpet.123.001837,relevant,primary_evidence,30,0,found,0,31,0
62,ok,mechanistic,10.1590/1516-4446-2020-1685,pilot-059e529179d700ff,mechanistic:10.1590/1516-4446-2020-1685,relevant,secondary_literature,0,3,found,0,4,0
63,ok,mechanistic,10.3389/fnins.2016.00423,pilot-060643facb90686b,mechanistic:10.3389/fnins.2016.00423,relevant,primary_evidence,1,0,found,0,2,0
64,ok,mechanistic,10.3389/fphar.2023.1239159,pilot-05b0c1f6053ef47a,mechanistic:10.3389/fphar.2023.1239159,relevant,secondary_literature,0,10,found,0,11,0
65,ok,disorder,10.1007/s00213-016-4377-8,pilot-2b4c0cff0b1b2481,disorder:10.1007/s00213-016-4377-8,relevant,context_only,0,2,found,0,3,0
66,ok,disorder,10.1093/ijnp/pyw043.222,pilot-2bc487cbd92d333f,disorder:10.1093/ijnp/pyw043.222,relevant,primary_evidence,2,0,found,0,3,0
67,ok,disorder,10.2174/1573413713666170619092629,pilot-261475f64c4befb9,disorder:10.2174/1573413713666170619092629,relevant,secondary_literature,0,5,found,0,6,0
68,ok,disorder,10.3390/brainsci15020117,pilot-280ebe3a9b79c2de,disorder:10.3390/brainsci15020117,relevant,secondary_literature,0,3,found,0,4,0
69,ok,disorder,10.3390/ijerph23020255,pilot-29d72e53368f3ec2,disorder:10.3390/ijerph23020255,relevant,primary_evidence,1,0,found,0,2,0
70,ok,disorder,10.5312/wjo.v15.i9.882,pilot-2a1bd3f2eacf38e3,disorder:10.5312/wjo.v15.i9.882,relevant,secondary_literature,0,5,found,0,6,0
71,ok,disorder,10.7759/cureus.100490,pilot-25827af6350237c4,disorder:10.7759/cureus.100490,relevant,secondary_literature,0,1,found,0,2,0
72,ok,mechanistic,10.1038/s41598-020-61635-6,pilot-1bef0b0701586188,mechanistic:10.1038/s41598-020-61635-6,relevant,context_only,0,3,found,0,4,0
73,ok,mechanistic,10.1093/ijnp/pyae007,pilot-2417cf9b8ab02077,mechanistic:10.1093/ijnp/pyae007,relevant,secondary_literature,0,8,found,0,9,0
74,ok,mechanistic,10.1124/dmd.109.028506,pilot-244157f02b0029c3,mechanistic:10.1124/dmd.109.028506,relevant,context_only,0,3,found,0,4,0
75,ok,mechanistic,10.3389/fnmol.2021.748359,pilot-22b760c9ccc11a38,mechanistic:10.3389/fnmol.2021.748359,relevant,secondary_literature,0,19,found,0,20,0
76,ok,mechanistic,10.3390/ijms26073075,pilot-20ce329e79f51969,mechanistic:10.3390/ijms26073075,relevant,secondary_literature,0,4,found,0,5,0
77,ok,mechanistic,10.3390/ph14100985,pilot-197c560d3b6f687b,mechanistic:10.3390/ph14100985,relevant,secondary_literature,0,4,found,0,5,0
78,ok,mechanistic,10.5937/jomb0-56862,pilot-226f070d50f94ac5,mechanistic:10.5937/jomb0-56862,relevant,context_only,0,1,found,0,2,0
79,ok,disorder,10.1001/jamapsychiatry.2023.4680,pilot-0343bd5d75e66ad1,pilot-0343bd5d75e66ad1,relevant,context_only,0,1,found,0,2,0
80,ok,disorder,10.1016/j.jad.2017.04.057,pilot-032b82588af9a875,pilot-032b82588af9a875,relevant,primary_evidence,2,0,found,0,3,0
81,ok,disorder,10.1016/j.psychres.2021.114212,pilot-02c225617d91174e,,relevant,primary_evidence,4,0,found,0,5,0
82,ok,disorder,10.1021/acschemneuro.3c00677,pilot-0340b9a83a62472b,pilot-0340b9a83a62472b,relevant,context_only,0,1,found,0,2,0
83,ok,disorder,10.1111/j.1749-6632.1998.tb08242.x,pilot-02e110b407509a16,pilot-02e110b407509a16,relevant,primary_evidence,1,0,found,0,2,0
84,ok,disorder,10.1136/rapm-2022-esra.404,pilot-02da109556020d5b,pilot-02da109556020d5b,relevant,secondary_literature,0,3,found,0,4,0
85,ok,disorder,10.1177/0269881114552713,pilot-033a0cb35f0a6887,pilot-033a0cb35f0a6887,relevant,primary_evidence,5,0,found,0,6,0
86,ok,mechanistic,10.1007/s00213-002-1086-2,pilot-02a0ee5275d23432,pilot-02a0ee5275d23432,relevant,primary_evidence,3,0,found,0,4,0
87,ok,mechanistic,10.1016/0006-8993(96)00688-9,pilot-03301dcb54308d39,pilot-03301dcb54308d39,relevant,primary_evidence,2,0,found,0,3,0
88,ok,mechanistic,10.1016/s0026-895x(25)11008-0,pilot-02b5129de96cdee9,,relevant,primary_evidence,3,0,found,0,4,0
89,ok,mechanistic,10.1016/s0166-4328(99)00046-7,pilot-02e052d8eed81283,pilot-02e052d8eed81283,relevant,primary_evidence,1,0,found,0,2,0
90,ok,mechanistic,10.1016/s0893-133x(00)00136-6,pilot-03299b4d332ffbfb,pilot-03299b4d332ffbfb,relevant,primary_evidence,3,0,found,0,4,0
91,ok,mechanistic,10.1113/jphysiol.2006.124958,pilot-02d96825ef8faaae,pilot-02d96825ef8faaae,relevant,primary_evidence,3,0,found,0,4,0
92,ok,mechanistic,10.1124/jpet.106.117507,pilot-02cd33cadf802ef6,pilot-02cd33cadf802ef6,relevant,primary_evidence,8,0,found,0,9,0
93,ok,disorder,10.1001/jamapsychiatry.2022.0665,pilot-28833aff0fc14e72,pilot-28833aff0fc14e72,relevant,context_only,0,2,found,0,3,0
94,ok,disorder,10.1007/s40272-025-00683-9,pilot-2fdd07ad77292bb1,pilot-2fdd07ad77292bb1,relevant,secondary_literature,0,1,found,0,2,0
95,ok,disorder,10.1080/10550887.2025.2612501,pilot-28e1ad439f12a8c4,pilot-28e1ad439f12a8c4,relevant,primary_evidence,1,0,found,0,2,0
96,ok,disorder,10.1101/2022.12.11.519886,pilot-2947d5198b3839f1,pilot-2947d5198b3839f1,not_relevant,exclude,0,0,found,0,1,0
97,ok,disorder,10.1111/pan.13115,pilot-2bff840e32d68a1b,grouped_search_2026_05,not_relevant,exclude,0,0,found,0,1,0
98,ok,disorder,10.1556/2054.2020.00143,pilot-282186980e534a38,pilot-282186980e534a38,relevant,context_only,0,1,found,0,2,0
99,ok,disorder,10.2174/1874467211666181010154139,pilot-2ebf53616dc42768,pilot-2ebf53616dc42768,relevant,secondary_literature,0,2,found,0,3,0
100,ok,mechanistic,10.1016/0006-8993(88)91309-1,pilot-2ca5d862557a6065,pilot-2ca5d862557a6065,relevant,context_only,0,1,found,0,2,0
101,ok,disorder,10.1001/jamanetworkopen.2023.52844,pilot-042ac41ce2bfe746,disorder:10.1001/jamanetworkopen.2023.52844,relevant,primary_evidence,2,0,found,0,3,0
102,ok,disorder,10.1038/npp.2014.80,pilot-0432cbe751eae8fc,disorder:10.1038/npp.2014.80,relevant,primary_evidence,3,0,found,0,4,0
103,ok,disorder,10.1038/s41598-022-18645-3,pilot-0438a31a4437a42b,disorder:10.1038/s41598-022-18645-3,relevant,primary_evidence,10,0,found,0,11,0
104,ok,disorder,10.1080/02791072.2025.2520224,pilot-04ebd63efe43a006,disorder:10.1080/02791072.2025.2520224,relevant,primary_evidence,7,0,found,0,8,0
105,ok,disorder,10.1093/ijnp/pyae059.161,pilot-04458b7757d7be6b,disorder:10.1093/ijnp/pyae059.161,relevant,primary_evidence,4,0,found,0,5,0
106,ok,disorder,10.1101/2023.01.11.23284248,pilot-03f765dea885d9e1,disorder:10.1101/2023.01.11.23284248,relevant,primary_evidence,3,0,found,0,4,0
107,ok,disorder,10.1136/bcr-2016-216088,pilot-04cd032d2392a6b9,disorder:10.1136/bcr-2016-216088,relevant,primary_evidence,4,0,found,0,5,0
108,ok,disorder,10.1155/2015/842817,pilot-04a475a9dc9f4be0,disorder:10.1155/2015/842817,relevant,secondary_literature,0,2,found,0,3,0
109,ok,disorder,10.20471/dec.2025.61.03.09,pilot-0449cb8031608e0c,disorder:10.20471/dec.2025.61.03.09,relevant,primary_evidence,2,0,found,0,3,0
110,ok,disorder,10.2147/dddt.s565937,pilot-04e06a3e6416594c,disorder:10.2147/dddt.s565937,relevant,primary_evidence,6,0,found,0,7,0
111,ok,disorder,10.3174/ajnr.a8118,pilot-0503d8f4a0e87c65,disorder:10.3174/ajnr.a8118,relevant,secondary_literature,0,5,found,0,6,0
112,ok,disorder,10.3389/fpsyt.2023.1138772,pilot-048f6f60226c95b5,disorder:10.3389/fpsyt.2023.1138772,relevant,primary_evidence,2,0,found,0,3,0
113,ok,disorder,10.55563/clinexprheumatol/buhd2z,pilot-04c9aca97c7edce5,disorder:10.55563/clinexprheumatol/buhd2z,relevant,secondary_literature,0,1,found,0,2,0
114,ok,mechanistic,10.1007/s43440-023-00550-9,pilot-06b449c91270eb18,mechanistic:10.1007/s43440-023-00550-9,relevant,secondary_literature,0,5,found,0,6,0
115,ok,mechanistic,10.1021/acschemneuro.3c00267,pilot-07ee0bac42986524,mechanistic:10.1021/acschemneuro.3c00267,relevant,primary_evidence,5,0,found,0,6,0
116,ok,mechanistic,10.1021/acschemneuro.9b00044,pilot-06386d668f2b8c67,mechanistic:10.1021/acschemneuro.9b00044,relevant,secondary_literature,0,7,found,0,8,0
117,ok,mechanistic,10.1038/s41380-021-01159-1,pilot-06fd12899ebb2669,mechanistic:10.1038/s41380-021-01159-1,relevant,human_review,0,5,found,0,6,0
118,ok,mechanistic,10.1038/s41398-018-0321-5,pilot-0744dda17541b700,mechanistic:10.1038/s41398-018-0321-5,relevant,primary_evidence,1,0,found,0,2,0
119,ok,mechanistic,10.1038/s41467-023-44016-1,pilot-06f940d5d3b51ed0,mechanistic:10.1038/s41467-023-44016-1,relevant,primary_evidence,5,0,found,0,6,0
120,ok,mechanistic,10.1093/ijnp/pyv065,pilot-07d5c6a5af8901a3,mechanistic:10.1093/ijnp/pyv065,relevant,primary_evidence,1,0,found,0,2,0
121,ok,mechanistic,10.1111/j.1476-5381.1994.tb16176.x,pilot-07d8a68e2e2d1c9c,mechanistic:10.1111/j.1476-5381.1994.tb16176.x,relevant,primary_evidence,6,0,found,0,7,0
122,ok,mechanistic,10.1186/s12974-020-01843-z,pilot-06e2379787bb1ad6,mechanistic:10.1186/s12974-020-01843-z,relevant,primary_evidence,6,0,found,0,7,0
123,ok,mechanistic,10.12688/f1000research.8384.1,pilot-06d401ec21cb18bf,mechanistic:10.12688/f1000research.8384.1,relevant,context_only,0,5,found,0,6,0
124,ok,mechanistic,10.1371/journal.pone.0006755,pilot-0723d023bf82be51,mechanistic:10.1371/journal.pone.0006755,relevant,primary_evidence,2,0,found,0,3,0
125,ok,mechanistic,10.55674/cs.v18i1.264689,pilot-07533fdaffe0c3b3,mechanistic:10.55674/cs.v18i1.264689,relevant,secondary_literature,0,8,found,0,9,0
126,ok,mechanistic,10.55782/ane-2012-1894,pilot-06320f87516afbe6,mechanistic:10.55782/ane-2012-1894,relevant,context_only,0,3,found,0,4,0
127,ok,disorder,10.1007/s11013-022-09814-0,pilot-32528fab01b33cbb,disorder:10.1007/s11013-022-09814-0,relevant,secondary_literature,0,4,found,0,5,0
128,ok,disorder,10.1016/j.neubiorev.2024.105538,pilot-306416f4cfba7006,disorder:10.1016/j.neubiorev.2024.105538,relevant,secondary_literature,0,4,found,0,5,0
129,ok,disorder,10.1017/s1092852924002451,pilot-2ee73cf7eabb3f73,disorder:10.1017/s1092852924002451,relevant,primary_evidence,5,0,found,0,6,0
130,ok,disorder,10.1101/2024.02.04.578811,pilot-33e71dbd02ce07c5,disorder:10.1101/2024.02.04.578811,relevant,primary_evidence,1,0,found,0,2,0
131,ok,disorder,10.1177/0271678x20938137,pilot-36051d8c4f68d124,disorder:10.1177/0271678x20938137,relevant,primary_evidence,5,0,found,0,6,0
132,ok,disorder,10.18192/uojm.v15i2.7456,pilot-30b705f0387f91fd,disorder:10.18192/uojm.v15i2.7456,relevant,secondary_literature,0,4,found,0,5,0
133,ok,disorder,10.22037/aaem.v11i1.2095,pilot-2e9d6664d3e7cc2d,disorder:10.22037/aaem.v11i1.2095,relevant,primary_evidence,5,0,found,0,6,0
134,ok,disorder,10.31219/osf.io/gy6m9,pilot-2e3680eb99fa6bcc,disorder:10.31219/osf.io/gy6m9,relevant,primary_evidence,5,0,found,0,6,0
135,ok,disorder,10.32598/bcn.2021.3180.1,pilot-358a0c1743ac5c6b,disorder:10.32598/bcn.2021.3180.1,not_relevant,exclude,0,0,found,0,1,0
136,ok,disorder,10.3389/fphar.2018.00897,pilot-2f93422bed44c468,disorder:10.3389/fphar.2018.00897,relevant,primary_evidence,1,0,found,0,2,0
137,ok,disorder,10.3389/fphar.2021.739966,pilot-2ea2db5499d00511,disorder:10.3389/fphar.2021.739966,relevant,secondary_literature,0,4,found,0,5,0
138,ok,disorder,10.3390/jcm14186613,pilot-2e6b1e9bdeb1ded8,disorder:10.3390/jcm14186613,relevant,secondary_literature,0,13,found,0,14,0
139,ok,disorder,10.35502/jcswb.339,pilot-34d6b9594d424ec1,disorder:10.35502/jcswb.339,relevant,context_only,0,5,found,0,6,0
140,ok,mechanistic,10.1007/s00213-022-06106-8,pilot-319fe4d84e00f655,mechanistic:10.1007/s00213-022-06106-8,relevant,secondary_literature,0,3,found,0,4,0
141,ok,mechanistic,10.1007/s00213-024-06526-8,pilot-2be652bf5d07c343,mechanistic:10.1007/s00213-024-06526-8,relevant,primary_evidence,20,0,found,0,21,0
142,ok,mechanistic,10.1080/19585969.2025.2499458,pilot-2e353d219fd0370d,mechanistic:10.1080/19585969.2025.2499458,relevant,secondary_literature,0,5,found,0,6,0
143,ok,mechanistic,10.1093/eep/dvz022,pilot-29cfd5b6cb1096f2,mechanistic:10.1093/eep/dvz022,relevant,secondary_literature,0,4,found,0,5,0
144,ok,mechanistic,10.1111/j.1527-3458.2004.tb00007.x,pilot-26d856d800b3c70b,mechanistic:10.1111/j.1527-3458.2004.tb00007.x,relevant,secondary_literature,0,9,found,0,10,0
145,ok,mechanistic,10.1177/0269881119857204,pilot-2feb562c8158771d,mechanistic:10.1177/0269881119857204,relevant,secondary_literature,0,3,found,0,4,0
146,ok,mechanistic,10.1177/2050312113508389,pilot-2ba30dc828beab75,mechanistic:10.1177/2050312113508389,relevant,secondary_literature,0,8,found,0,9,0
147,ok,mechanistic,10.18596/jotcsa.577259,pilot-2ecf8b69fe8143fb,mechanistic:10.18596/jotcsa.577259,not_relevant,exclude,0,0,found,0,1,0
148,ok,mechanistic,10.3389/fnhum.2017.00245,pilot-32c97fcab11e225b,mechanistic:10.3389/fnhum.2017.00245,relevant,secondary_literature,0,3,found,0,4,0
149,ok,mechanistic,10.3389/fnsys.2025.1585367,pilot-2f890eea420431bf,mechanistic:10.3389/fnsys.2025.1585367,relevant,secondary_literature,0,6,found,0,7,0
150,ok,mechanistic,10.3389/fphar.2020.602590,pilot-2444d2ae4d660312,mechanistic:10.3389/fphar.2020.602590,relevant,context_only,0,1,found,0,2,0
151,ok,mechanistic,10.3390/molecules20022208,pilot-2d2d36b9651b7d2d,mechanistic:10.3390/molecules20022208,relevant,primary_evidence,1,0,found,0,2,0
152,ok,mechanistic,10.3390/molecules28062624,pilot-247744c32baf025e,mechanistic:10.3390/molecules28062624,relevant,primary_evidence,7,0,found,0,8,0
153,ok,disorder,10.1016/j.annemergmed.2025.09.019,pilot-04b2bfcac3e32686,pilot-04b2bfcac3e32686,relevant,primary_evidence,2,0,found,0,3,0
154,ok,disorder,10.1016/j.biopsych.2013.08.009,pilot-04871681e6b60a8e,pilot-04871681e6b60a8e,relevant,primary_evidence,3,0,found,0,4,0
155,ok,disorder,10.1016/j.cell.2020.08.024,pilot-0350a51f1d95942b,pilot-0350a51f1d95942b,relevant,context_only,0,2,found,0,3,0
156,ok,disorder,10.1016/j.jad.2019.02.044,pilot-039eb13b496915e5,pilot-039eb13b496915e5,relevant,secondary_literature,0,4,found,0,5,0
157,ok,disorder,10.1016/j.jpsychires.2025.03.022,pilot-04933e577659e3f7,pilot-04933e577659e3f7,relevant,secondary_literature,0,3,found,0,4,0
158,ok,disorder,10.1016/j.rpsm.2020.10.003,pilot-0447567e44e0e85f,,relevant,primary_evidence,2,0,found,0,3,0
159,ok,disorder,10.1016/s1054-139x(02)00420-2,pilot-0401a5d588bf2cbf,,relevant,primary_evidence,4,0,found,0,5,0
160,ok,disorder,10.1017/s1461145711000629,pilot-0370f72d23532844,pilot-0370f72d23532844,relevant,primary_evidence,2,0,found,0,3,0
161,ok,disorder,10.1021/acsptsci.5c00301,pilot-04731130a40ce00e,pilot-04731130a40ce00e,relevant,primary_evidence,7,0,found,0,8,0
162,ok,disorder,10.1037/adb0000935,pilot-03d362141e77a484,pilot-03d362141e77a484,relevant,primary_evidence,3,0,found,0,4,0
163,ok,disorder,10.26686/wgtn.19579795,pilot-03816806aca1c3ca,pilot-03816806aca1c3ca,relevant,primary_evidence,1,0,found,0,2,0
164,ok,disorder,10.31234/osf.io/97cqx_v1,pilot-03f112412c24ba26,pilot-03f112412c24ba26,relevant,primary_evidence,3,0,found,0,4,0
165,ok,disorder,10.31234/osf.io/9yxwp_v2,pilot-03e2516bd798828c,pilot-03e2516bd798828c,relevant,primary_evidence,5,0,found,0,6,0
166,ok,mechanistic,10.1007/s00210-023-02444-2,pilot-03927cae27e8f745,pilot-03927cae27e8f745,relevant,secondary_literature,0,4,found,0,5,0
167,ok,mechanistic,10.1016/0006-3223(95)00046-1,pilot-03a6d1884eb55da3,pilot-03a6d1884eb55da3,relevant,primary_evidence,2,0,found,0,3,0
168,ok,mechanistic,10.1016/j.bbr.2014.11.016,pilot-0366b44ac5e7346d,pilot-0366b44ac5e7346d,relevant,primary_evidence,2,0,found,0,3,0
169,ok,mechanistic,10.1016/j.ejphar.2011.10.033,pilot-037d64667858dab4,pilot-037d64667858dab4,relevant,primary_evidence,3,0,found,0,4,0
170,ok,mechanistic,10.1016/j.jad.2013.11.014,pilot-03e067762aaf5ce3,pilot-03e067762aaf5ce3,relevant,secondary_literature,0,4,found,0,5,0
