normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,keywords,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id,trial_registry_ids
normalized,compound and graph entity matched local registry,MDMA,NET (SLC6A2),,MDMA,NET (SLC6A2),MDMA,Norepinephrine Transporter,,NET,NET-Mediated [3H]MPP1 Release EC50 (nM) [%Emax],molecular_target,NET (SLC6A2),target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,releaser,release assay,transporter assay,releaser,EC50,323.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA 154 ± 17 [102%] 323 ± 53 [104%] 75 ± 9 [105%] 0.5,full_text_seen,full_text_seen,table,T002,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",,Intramural NIH HHS,Z01 DA000522,,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),MDMA,Serotonin Transporter,,SERT,SERT-Mediated [3H]5-HT Release EC50 (nM) [%Emax],molecular_target,SERT (SLC6A4),target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,releaser,release assay,transporter assay,releaser,EC50,75.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA 154 ± 17 [102%] 323 ± 53 [104%] 75 ± 9 [105%] 0.5,full_text_seen,full_text_seen,table,T002,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",,Intramural NIH HHS,Z01 DA000522,,,,
normalized,compound and graph entity matched local registry,DMT,Sigma-1 receptor (SIGMAR1),,DMT,Sigma-1 receptor (SIGMAR1),"N,N-dimethyltryptamine",Sigma-1 receptor,,Sigma-1 receptor,Sigma-1 Receptor Activation,molecular_target,Sigma-1 receptor (SIGMAR1),target,True,10.3389/fnins.2016.00423,"The Endogenous Hallucinogen and Trace Amine N,N-Dimethyltryptamine (DMT) Displays Potent Protective Effects against Hypoxia via Sigma-1 Receptor Activation in Human Primary iPSC-Derived Cortical Neurons and Microglia-Like Immune Cells",compound_target,not_applicable,not_reported,activates,"Cellular survival assay, HIF-1α expression modulation, gene knockdown, antagonist studies",functional assay,activates,,,,not_applicable,Human,"iPSC-derived cortical neurons, monocyte-derived macrophages, dendritic cells",in_vitro,Attila Szabo; Attila Kovacs; Jordi Riba; Srdjan Djurovic; Eva Rajnavolgyi; Ede Frecska,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"The Endogenous Hallucinogen and Trace Amine N,N-Dimethyltryptamine (DMT) Displays Potent Protective Effects against Hypoxia via Sigma-1 Receptor Activation in Human Primary iPSC-Derived Cortical Neurons and Microglia-Like Immune Cells. Results showed that DMT robustly increases the survival of these cell types in severe hypoxia (0.5% O2) through the Sig-1R. The effects of DMT on cellular survival and HIF-1α expression is thus dependent on the Sig-1R in human primary iPSC-derived neurons and monocyte-derived microglia-like cells.",full_text_seen,full_text_seen,mixed,"Title, Abstract, Chunk C013",in vitro experimental study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Frontiers in Neuroscience,journal-article,2016-09-14,1662-453X,1662-4548,Frontiers Media SA,,eng,,,,,,,,,,,,,,,medium,alias,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SIGMAR1""}",cellular stress | cellular survival | dimethyltryptamine | hypoxia | sigma-1 receptor,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA uncompetitive antagonists ketamine,molecular_target,NMDA receptor,target,True,10.1007/s00213-002-1086-2,Characterization of the discriminative stimulus effects of N -methyl- D -aspartate ligands under different ethanol training conditions in the cynomolgus monkey ( Macaca fascicularis ),compound_target,not_applicable,not_applicable,uncompetitive antagonist,discriminative stimulus effects,behavioral assay,uncompetitive antagonist,,,,not_applicable,cynomolgus monkey,"in vivo, discriminative stimulus effects in Macaca fascicularis",preclinical,Jeffrey Vivian; Courtney Waters; Kendall Szeliga; Kristen Jordan; Kathleen Grant,2002,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"To characterize the discriminative stimulus effects of the NMDA uncompetitive antagonists dizocilpine, phencyclidine (PCP) and ketamine",abstract_only,abstract_only,abstract,abstract,experimental,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Psychopharmacology,journal-article,2002-07-01,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Central Nervous System Depressants / pharmacology | Conditioning, Operant | Discrimination, Psychological / drug effects | Discrimination, Psychological / physiology | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Ethanol / administration & dosage | Ethanol / pharmacology | Excitatory Amino Acid Agonists / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Female | Ketamine / pharmacology | Macaca fascicularis | Male | N-Methylaspartate / antagonists & inhibitors | N-Methylaspartate / pharmacology | Phencyclidine / pharmacology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / drug effects | Sex Factors",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NIAAA NIH HHS,AA 10009 | AA 10254,,,,
normalized,compound and graph entity matched local registry,DOI,5-HT2A,,DOI,5-HT2A,DOI,5-HT2A receptor,,5-HT2A receptor,5-HT(2A) receptors,molecular_target,5-HT2A,target,True,10.1016/s0893-133x(00)00136-6,Behavioral Evidence for Interactions between a Hallucinogenic Drug and Group II Metabotropic Glutamate Receptors,compound_target,not_applicable,not_reported,partial agonist,behavioral assay (head shakes),in vivo functional,partial agonist,,,,not_applicable,Rats,in vivo rat model,preclinical,J Gewirtz,2000,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,phenethylamine hallucinogens with partial agonist activity at 5-HT(2A) receptors induce head shakes when directly administered into the medial prefrontal cortex.,abstract_only,abstract_only,abstract,abstract,experimental,NIMH NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuropsychopharmacology,journal-article,2000-11-01,0893-133X,1740-634X,Springer Science and Business Media LLC,"Amino Acids / pharmacology | Amphetamines / pharmacology | Animals | Behavior, Animal / drug effects | Bridged Bicyclo Compounds / pharmacology | Dose-Response Relationship, Drug | Drug Interactions | Excitatory Amino Acid Agonists / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Excitatory Postsynaptic Potentials / drug effects | Hallucinogens / pharmacology | Male | Pyramidal Cells / drug effects | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT2A | Receptors, Metabotropic Glutamate / drug effects | Receptors, Serotonin / drug effects | Xanthenes / pharmacology",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",,NIMH NIH HHS,K08MH01551,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,Ketamine,NMDA receptor,,NMDA receptor,channel blockers,molecular_target,NMDA receptor,target,True,10.1113/jphysiol.2006.124958,Subunit‐specific mechanisms and proton sensitivity of NMDA receptor channel block,compound_target,not_applicable,not_reported,channel blocker,pK(a) determination,,channel blocker,Other,,,not_applicable,not_reported,not_reported,in_vitro,Shashank M. Dravid; Kevin Erreger; Hongjie Yuan; Katherine Nicholson; Phuong Le; Polina Lyuboslavsky; Antoine Almonte; Ernest Murray; Cara Mosley; Jeremy Barber,2007,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,Determination of pK(a) values for channel blockers suggests that the ionization of ketamine but not of other blockers can influence its pH-dependent potency.,abstract_only,abstract_only,abstract,abstract,pK(a) determination,NIDA NIH HHS | PHS HHS | NINDS NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,The Journal of Physiology,journal-article,2007-02-16,0022-3751,1469-7793,Wiley,"Animals | Cell Line | Dizocilpine Maleate / pharmacology | Electrophysiology | Excitatory Amino Acid Antagonists / pharmacology | Humans | Hydrogen-Ion Concentration | Ion Channel Gating | Ion Channels / antagonists & inhibitors | Ion Channels / drug effects | Ion Channels / physiology | Male | Mice | Mice, Inbred C57BL | Patch-Clamp Techniques | Protons | Rats | Rats, Sprague-Dawley | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / drug effects | Receptors, N-Methyl-D-Aspartate / physiology | Recombinant Proteins / antagonists & inhibitors | Stereoisomerism | Xenopus laevis",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NIDA NIH HHS | PHS HHS | NINDS NIH HHS,R01 DA001442 | R01-01442 | DA-07218 | R01-NS36777,10.1113/jphysiol.2007.130732,CommentIn PMID:17331982 J Physiol. 2007 May 15;581(Pt 1):1-2. doi: 10.1113/jphysiol.2007.130732.,,
normalized,compound and graph entity matched local registry,LSD,5-HT2A,,LSD,5-HT2A,LSD,5-HT2A receptor,,5-HT2A receptor,β-arrestin2 recruitment,molecular_target,5-HT2A,target,True,10.1021/acschemneuro.3c00267,Structure-Activity Assessment and In-Depth Analysis of Biased Agonism in a Set of Phenylalkylamine 5-HT(2A) Receptor Agonists.,compound_target,not_reported,not_reported,agonist,β-arrestin2 recruitment assay,functional complementation assay,agonist,EC50,12.3,nM,not_applicable,human,HEK293T cells,in_vitro,Pottie E; Poulie CBM; Simon IA; Harpsøe K; D'Andrea L; Komarov IV; Gloriam DE; Jensen AA; Kristensen JL; Stove CP,2023,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,LSD 99.4 (92.5-106) 7.91 (7.70-8.12) 12.3 (7.56-20.0),full_text_seen,full_text_seen,table,Table 1,in vitro pharmacology study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,ACS chemical neuroscience,"Journal Article | Research Support, Non-U.S. Gov't",2023-07-20,1948-7193,1948-7193,,"Serotonin | Receptor, Serotonin, 5-HT2A | Molecular Docking Simulation | Hallucinogens / pharmacology | Hallucinogens / chemistry | Phenethylamines / pharmacology | Serotonin 5-HT2 Receptor Agonists / pharmacology",eng,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",5-HT2A | biased agonism | in vitro pharmacology | miniGαq | psychedelics | β-arrestin,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,Ketamine,N-methyl-D-aspartate receptor,,NMDA receptor,N-methyl-D-aspartate receptor,molecular_target,NMDA receptor,target,True,10.1038/s41398-018-0321-5,Ketamine and selective activation of parvalbumin interneurons inhibit stress-induced dendritic spine elimination,compound_target,not_applicable,not_reported,antagonist,,,antagonist,,,,not_applicable,not_reported,not_reported,not_applicable,Lhotse Hei Lui Ng; Yuhua Huang; Lei Han; Raymond Chuen-Chung Chang; Ying Shing Chan; Cora Sau Wan Lai,2018,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,The N-methyl-D-aspartate receptor antagonist ketamine inhibited stress-induced spine loss mainly by protecting mushroom spines from elimination.,full_text_seen,full_text_seen,abstract,Abstract,experimental,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Translational Psychiatry,journal-article,2018-12-10,2158-3188,2158-3188,Springer Science and Business Media LLC,"Animals | Dendritic Spines / drug effects | Dendritic Spines / physiology | Excitatory Amino Acid Antagonists / administration & dosage | Female | Frontal Lobe / drug effects | Frontal Lobe / physiopathology | Interneurons / drug effects | Interneurons / metabolism | Interneurons / physiology | Ketamine / administration & dosage | Male | Mice, Inbred C57BL | Neuronal Plasticity / drug effects | Parvalbumins / metabolism | Restraint, Physical | Stress, Psychological / physiopathology",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,,,,,,
normalized,compound and graph entity matched local registry,Salvinorin A,kappa opioid receptor (OPRK1),,Salvinorin A,kappa opioid receptor (OPRK1),Salvinorin-A,kappa-opioid receptor,,kappa-opioid receptor,kappa-opioid receptor,molecular_target,kappa opioid receptor (OPRK1),target,True,10.1093/ijnp/pyv065,"Salvinorin-A Induces Intense Dissociative Effects, Blocking External Sensory Perception and Modulating Interoception and Sense of Body Ownership in Humans.",compound_target,not_applicable,not_reported,agonist,functional assay,receptor pharmacology,agonist,,,,not_applicable,not_reported,not_reported,in_vitro,Maqueda AE; Valle M; Addy PH; Antonijoan RM; Puntes M; Coimbra J; Ballester MR; Garrido M; González M; Claramunt J,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Salvinorin-A is a terpene with agonist properties at the kappa-opioid receptor, the binding site of endogenous dynorphins.",full_text_seen,full_text_seen,abstract,Abstract,double-blind,NIDA NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,The international journal of neuropsychopharmacology,"Journal Article | Research Support, Non-U.S. Gov't",2015-06-05,1461-1457,1469-5111,,"Adult | Auditory Perception / drug effects | Consciousness / drug effects | Diterpenes, Clerodane / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Female | Hallucinations / chemically induced | Humans | Interoception / drug effects | Male | Narration | Ownership | Psychotropic Drugs / administration & dosage | Self Concept | Visual Perception / drug effects | Young Adult",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""OPRK1""}",Body ownership | dissociative effects | dynorphins | human | interoception | kappa opioid receptor | salvia divinorum. | salvinorin-A,NIDA NIH HHS,R01 DA003889,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA receptor (NMDAr),molecular_target,NMDA receptor,target,True,10.1371/journal.pone.0006755,NMDA Receptor Hypofunction Leads to Generalized and Persistent Aberrant γ Oscillations Independent of Hyperlocomotion and the State of Consciousness,compound_target,not_applicable,not_reported,non-competitive antagonist,Electrocorticography (ECoG) and local field potential (LFP) recordings (measuring gamma oscillations),electrophysiology,non-competitive antagonist,,,,not_applicable,Rats,rodent CNS,in_vivo,Tahir Hakami; Nigel C. Jones; Elena A. Tolmacheva; Julien Gaudias; Joseph Chaumont; Michael Salzberg; Terence J. O'Brien; Didier Pinault,2009,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The psychotomimetics ketamine and MK-801, non-competitive NMDA receptor (NMDAr) antagonists, induce cognitive impairment and aggravate schizophrenia symptoms.",full_text_seen,full_text_seen,abstract,C001,experimental,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,PLoS ONE,journal-article,2009-08-24,1932-6203,1932-6203,Public Library of Science (PLoS),"Animals | Consciousness | Dizocilpine Maleate / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Ketamine / pharmacology | Locomotion | Rats | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / physiology",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA antagonist,molecular_target,NMDA receptor,target,True,10.1016/0006-3223(95)00046-1,Age-specific neurotoxicity in the rat associated with NMDA receptor blockade: Potential relevance to schizophrenia?,compound_target,not_applicable,not_reported,antagonist,psychotomimetic effects,functional assay,antagonist,,,,not_applicable,human,not_reported,clinical,Nuri B. Farber; David F. Wozniak; Madelon T. Price; Joann Labruyere; Janice Huss; Heidi St. Peter; John W. Olney,1995,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Susceptibility to the psychotomimetic effects of the NMDA antagonist, ketamine is minimal or absent in children and becomes maximal in early adulthood. ... NMDA receptor hypofunction, the mechanism underlying the neurotoxic and psychotomimetic actions of NMDA antagonists...",abstract_only,abstract_only,abstract,abstract,Experimental study,NIDA NIH HHS | NIMH NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Biological Psychiatry,journal-article,1995-12-01,0006-3223,1873-2402,Elsevier BV,"Adolescent | Adult | Age Factors | Animals | Cerebral Cortex / drug effects | Cerebral Cortex / physiopathology | Child | Disease Models, Animal | Dizocilpine Maleate / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Female | Gyrus Cinguli / drug effects | Gyrus Cinguli / physiopathology | Humans | Ketamine / pharmacology | Limbic System / drug effects | Limbic System / physiopathology | Neurons / drug effects | Rats | Rats, Sprague-Dawley | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / physiology | Schizophrenia / physiopathology",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NIDA NIH HHS | NIMH NIH HHS,DA 05072 | MH 14677 | MH 38894,10.1016/0006-3223(95)00529-3,CommentIn PMID:8750035 Biol Psychiatry. 1995 Dec 15;38(12):783-7. doi: 10.1016/0006-3223(95)00529-3.,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),"(±)-3,4-Methylenedioxymethamphetamine (MDMA)",Serotonin transporter,,Serotonin transporter,potency as SERT substrates,molecular_target,SERT (SLC6A4),target,True,10.1016/j.ejphar.2011.10.033,Effects of MDMA and related analogs on plasma 5-HT: Relevance to 5-HT transporters in blood and brain,compound_target,not_applicable,not_reported,substrate,correlation with potency as SERT substrates,functional assay,substrate,,,,not_applicable,rat,rat brain synaptosomes,in_vitro,Samanta Yubero-Lahoz; Mario A. Ayestas; Bruce E. Blough; John S. Partilla; Richard B. Rothman; Rafael de la Torre; Michael H. Baumann,2011,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,The ability of MDMA and related analogs to elevate plasma 5-HT is correlated with their potency as SERT substrates in rat brain synaptosomes.,abstract_only,abstract_only,abstract,abstract,in vitro correlation study,NIDA NIH HHS | Intramural NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,European Journal of Pharmacology,journal-article,2011-11-03,0014-2999,1879-0712,Elsevier BV,"Animals | Brain / drug effects | Brain / metabolism | Male | Microdialysis | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Protein Transport / drug effects | Rats | Rats, Sprague-Dawley | Serotonin / blood | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / blood | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,medium,alias,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",,NIDA NIH HHS | Intramural NIH HHS,R01 DA017987 | Z01 DA000523 | Z99 DA999999,,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),"(±)-3,4-Methylenedioxymethamphetamine (MDMA)",Serotonin transporter,,Serotonin transporter,increase plasma 5-HT by a SERT-dependent mechanism,molecular_target,SERT (SLC6A4),target,True,10.1016/j.ejphar.2011.10.033,Effects of MDMA and related analogs on plasma 5-HT: Relevance to 5-HT transporters in blood and brain,compound_target,not_applicable,not_reported,increases release,in vitro microdialysis,microdialysis,increases release,,,,not_applicable,rat,rat blood specimens,in_vitro,Samanta Yubero-Lahoz; Mario A. Ayestas; Bruce E. Blough; John S. Partilla; Richard B. Rothman; Rafael de la Torre; Michael H. Baumann,2011,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The in vitro results show that test drugs evoke dose-related increases in plasma 5-HT ranging from two- to sevenfold above baseline, with MDMA and its metabolite, (±)-3,4-methylenedioxyamphetamine (MDA), producing the largest effects. Collectively, our findings indicate that MDMA and its metabolites increase plasma 5-HT by a SERT-dependent mechanism",abstract_only,abstract_only,abstract,abstract,in vitro microdialysis,NIDA NIH HHS | Intramural NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,European Journal of Pharmacology,journal-article,2011-11-03,0014-2999,1879-0712,Elsevier BV,"Animals | Brain / drug effects | Brain / metabolism | Male | Microdialysis | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Protein Transport / drug effects | Rats | Rats, Sprague-Dawley | Serotonin / blood | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / blood | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,medium,alias,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",,NIDA NIH HHS | Intramural NIH HHS,R01 DA017987 | Z01 DA000523 | Z99 DA999999,,,,
normalized,compound and graph entity matched local registry,MDA,SERT (SLC6A4),,MDA,SERT (SLC6A4),"(±)-3,4-methylenedioxyamphetamine (MDA)",Serotonin transporter,,Serotonin transporter,increase plasma 5-HT by a SERT-dependent mechanism,molecular_target,SERT (SLC6A4),target,True,10.1016/j.ejphar.2011.10.033,Effects of MDMA and related analogs on plasma 5-HT: Relevance to 5-HT transporters in blood and brain,compound_target,not_applicable,not_reported,increases release,in vitro microdialysis,microdialysis,increases release,,,,not_applicable,rat,rat blood specimens,in_vitro,Samanta Yubero-Lahoz; Mario A. Ayestas; Bruce E. Blough; John S. Partilla; Richard B. Rothman; Rafael de la Torre; Michael H. Baumann,2011,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The in vitro results show that test drugs evoke dose-related increases in plasma 5-HT ranging from two- to sevenfold above baseline, with MDMA and its metabolite, (±)-3,4-methylenedioxyamphetamine (MDA), producing the largest effects. Collectively, our findings indicate that MDMA and its metabolites increase plasma 5-HT by a SERT-dependent mechanism",abstract_only,abstract_only,abstract,abstract,in vitro microdialysis,NIDA NIH HHS | Intramural NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,European Journal of Pharmacology,journal-article,2011-11-03,0014-2999,1879-0712,Elsevier BV,"Animals | Brain / drug effects | Brain / metabolism | Male | Microdialysis | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Protein Transport / drug effects | Rats | Rats, Sprague-Dawley | Serotonin / blood | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / blood | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,medium,alias,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",,NIDA NIH HHS | Intramural NIH HHS,R01 DA017987 | Z01 DA000523 | Z99 DA999999,,,,
