normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,keywords,language,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,trial_registry_ids,publisher,mesh_terms,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id,has_correction
entity_unmapped,graph entity `OCT2` did not match registry,Ketamine,OCT2,,Ketamine,,,,,,OCT2,molecular_target,OCT2,target,True,10.1007/164_2021_449,General Overview of Organic Cation Transporters in Brain,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Hermann Koepsell,2021,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Transport by hOCT2 has been demonstrated for various psychotropic drugs including the stimulants amphetamine and metamphetamine, the antidepressant sulpiride, the antipsychotic amisulpride, and the anesthetic ketamine (Table 3 ).",secondary_summary,full_text_seen,text,C015,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Handbook of experimental pharmacology,book-chapter,2021-01-01,0171-2004,1865-0325,Antidepressants | Monoamine neurotransmitters | Neurotransmitter reuptake inhibitors | OCT1 | OCT2 | OCT3 | Organic cation transporters | PMAT | Psychotropic drugs,eng,low,mechanistic,targets,label,,Ketamine,OCT2,needs_external_id_lookup,,{},{},,0.0,,Springer International Publishing,Animals | Biological Transport | Brain / metabolism | Cations | Norepinephrine | Organic Cation Transport Proteins / genetics | Organic Cation Transport Proteins / metabolism,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NET,,Ketamine,NET (SLC6A2),,,,,NET,molecular_target,NET,target,True,10.1007/164_2021_449,General Overview of Organic Cation Transporters in Brain,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Hermann Koepsell,2021,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Ketamine, anesthetic, hypnotic, NMDA receptor blocker 74 a 34 a 53 a , 365",secondary_summary,full_text_seen,table,T003,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Handbook of experimental pharmacology,book-chapter,2021-01-01,0171-2004,1865-0325,Antidepressants | Monoamine neurotransmitters | Neurotransmitter reuptake inhibitors | OCT1 | OCT2 | OCT3 | Organic cation transporters | PMAT | Psychotropic drugs,eng,low,mechanistic,targets,label,alias,Ketamine,NET,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,,Springer International Publishing,Animals | Biological Transport | Brain / metabolism | Cations | Norepinephrine | Organic Cation Transport Proteins / genetics | Organic Cation Transport Proteins / metabolism,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,DAT,,Ketamine,DAT (SLC6A3),,,,,DAT,molecular_target,DAT,target,True,10.1007/164_2021_449,General Overview of Organic Cation Transporters in Brain,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Hermann Koepsell,2021,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Ketamine, anesthetic, hypnotic, NMDA receptor blocker 74 a 34 a 53 a , 365",secondary_summary,full_text_seen,table,T003,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Handbook of experimental pharmacology,book-chapter,2021-01-01,0171-2004,1865-0325,Antidepressants | Monoamine neurotransmitters | Neurotransmitter reuptake inhibitors | OCT1 | OCT2 | OCT3 | Organic cation transporters | PMAT | Psychotropic drugs,eng,low,mechanistic,targets,label,alias,Ketamine,DAT,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,Springer International Publishing,Animals | Biological Transport | Brain / metabolism | Cations | Norepinephrine | Organic Cation Transport Proteins / genetics | Organic Cation Transport Proteins / metabolism,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,SERT,,Ketamine,SERT (SLC6A4),,,,,SERT,molecular_target,SERT,target,True,10.1007/164_2021_449,General Overview of Organic Cation Transporters in Brain,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Hermann Koepsell,2021,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Ketamine, anesthetic, hypnotic, NMDA receptor blocker 74 a 34 a 53 a , 365",secondary_summary,full_text_seen,table,T003,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Handbook of experimental pharmacology,book-chapter,2021-01-01,0171-2004,1865-0325,Antidepressants | Monoamine neurotransmitters | Neurotransmitter reuptake inhibitors | OCT1 | OCT2 | OCT3 | Organic cation transporters | PMAT | Psychotropic drugs,eng,low,mechanistic,targets,label,alias,Ketamine,SERT,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,,Springer International Publishing,Animals | Biological Transport | Brain / metabolism | Cations | Norepinephrine | Organic Cation Transport Proteins / genetics | Organic Cation Transport Proteins / metabolism,,,,,,
entity_unmapped,graph entity `PMAT` did not match registry,Ketamine,PMAT,,Ketamine,,,,,,PMAT,molecular_target,PMAT,target,True,10.1007/164_2021_449,General Overview of Organic Cation Transporters in Brain,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Hermann Koepsell,2021,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Ketamine, anesthetic, hypnotic, NMDA receptor blocker 74 a 34 a 53 a , 365",secondary_summary,full_text_seen,table,T003,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Handbook of experimental pharmacology,book-chapter,2021-01-01,0171-2004,1865-0325,Antidepressants | Monoamine neurotransmitters | Neurotransmitter reuptake inhibitors | OCT1 | OCT2 | OCT3 | Organic cation transporters | PMAT | Psychotropic drugs,eng,low,mechanistic,targets,label,,Ketamine,PMAT,needs_external_id_lookup,,{},{},,0.0,,Springer International Publishing,Animals | Biological Transport | Brain / metabolism | Cations | Norepinephrine | Organic Cation Transport Proteins / genetics | Organic Cation Transport Proteins / metabolism,,,,,,
entity_unmapped,graph entity `serotonin 2A receptors` did not match registry,"ayahuasca, lysergic acid diethylamide (LSD), mescaline, psilocybin",serotonin 2A receptors,,LSD,,,,,,serotonin 2A receptors,molecular_target,serotonin 2A receptors,target,True,10.1007/s11910-024-01353-y,"Brain Networks, Neurotransmitters and Psychedelics: Towards a Neurochemistry of Self-Awareness",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Daniel C. Mograbi; Rafael Rodrigues; Bheatrix Bienemann; Jonathan Huntley,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"Classic psychedelics, such as ayahuasca, lysergic acid diethylamide (LSD), mescaline and psilocybin, act mainly through agonism of serotonin 2A receptors [10]",secondary_summary,full_text_seen,text,C002,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Current Neurology and Neuroscience Reports,journal-article,2024-07-09,1528-4042,1534-6293,Interoception | LSD | agency | emotional regulation | metacognition | psilocybin,eng,low,mechanistic,targets,label,,"ayahuasca, lysergic acid diethylamide (LSD), mescaline, psilocybin",serotonin 2A receptors,needs_external_id_lookup,,{},{},,0.0,,Springer Science and Business Media LLC,Humans | Hallucinogens / pharmacology | Neurotransmitter Agents / metabolism | Brain / drug effects | Brain / metabolism | Awareness / physiology | Awareness / drug effects | Nerve Net / drug effects | Nerve Net / metabolism,Wellcome Trust,,,,,
entity_unmapped,graph entity `different receptor types` did not match registry,"3,4-methyl enedioxy methamphetamine (MDMA), ketamine, salvia",different receptor types,,MDMA,,,,,,different receptor types,molecular_target,different receptor types,target,True,10.1007/s11910-024-01353-y,"Brain Networks, Neurotransmitters and Psychedelics: Towards a Neurochemistry of Self-Awareness",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Daniel C. Mograbi; Rafael Rodrigues; Bheatrix Bienemann; Jonathan Huntley,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Substances such as 3,4-methyl enedioxy methamphetamine (MDMA), ketamine and salvia exhibit a different profile in terms of binding affinities to different receptor types",secondary_summary,full_text_seen,text,C002,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",Current Neurology and Neuroscience Reports,journal-article,2024-07-09,1528-4042,1534-6293,Interoception | LSD | agency | emotional regulation | metacognition | psilocybin,eng,low,mechanistic,targets,label,,"3,4-methyl enedioxy methamphetamine (MDMA), ketamine, salvia",different receptor types,needs_external_id_lookup,,{},{},,0.0,,Springer Science and Business Media LLC,Humans | Hallucinogens / pharmacology | Neurotransmitter Agents / metabolism | Brain / drug effects | Brain / metabolism | Awareness / physiology | Awareness / drug effects | Nerve Net / drug effects | Nerve Net / metabolism,Wellcome Trust,,,,,
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,Psychedelics,5-HT2A receptor,,,5-HT2A,,,,,5-HT2A receptor,molecular_target,5-HT2A receptor,target,True,10.1016/j.bbih.2022.100554,Neuroinflammation and neuroprogression in depression: Effects of alternative drug treatments.,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richardson B; MacPherson A; Bambico F,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Psychedelics as a classification have been identified to mediate inflammation via the 5-HT2A receptor,secondary_summary,full_text_seen,text,C014,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence","Brain, behavior, & immunity - health",Journal Article | Review,2022-11-08,2666-3546,2666-3546,Cytokine | Depression | Inflammation | Major depressive disorder (MDD) | Neuroplasticity | Neuroprogression | Serotonin | Treatment,eng,low,mechanistic,targets,,alias,Psychedelics,5-HT2A receptor,,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",5-HT2A,1.0,,,,,,,,,
compound_unmapped,compound `2C-H` did not match registry,2C-H,5-HT2A receptor,,,5-HT2A,,,,,5-HT2A receptor,molecular_target,5-HT2A receptor,target,True,10.1016/j.bbih.2022.100554,Neuroinflammation and neuroprogression in depression: Effects of alternative drug treatments.,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richardson B; MacPherson A; Bambico F,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Flanagan et al. (2021) confirmed the hypothesis that anti-inflammatory action of a number of psychedelics occurred via 5-HT2A receptor activity and found the compound 2C-H produced the strongest anti-inflammatory action.,secondary_summary,full_text_seen,text,C014,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence","Brain, behavior, & immunity - health",Journal Article | Review,2022-11-08,2666-3546,2666-3546,Cytokine | Depression | Inflammation | Major depressive disorder (MDD) | Neuroplasticity | Neuroprogression | Serotonin | Treatment,eng,low,mechanistic,targets,,alias,2C-H,5-HT2A receptor,,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",5-HT2A,1.0,,,,,,,,,
entity_unmapped,graph entity `IL-6` did not match registry,5-MeO-DMT,IL-6,,5-MeO-DMT,,,,,,IL-6,molecular_target,IL-6,target,True,10.1016/j.bbih.2022.100554,Neuroinflammation and neuroprogression in depression: Effects of alternative drug treatments.,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richardson B; MacPherson A; Bambico F,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"This study found that inhaling a synthetic 5-MeO-DMT resulted in increased cortisol and decreased IL-6 (Uthaug et al., 2020).",secondary_summary,full_text_seen,text,C014,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence","Brain, behavior, & immunity - health",Journal Article | Review,2022-11-08,2666-3546,2666-3546,Cytokine | Depression | Inflammation | Major depressive disorder (MDD) | Neuroplasticity | Neuroprogression | Serotonin | Treatment,eng,low,mechanistic,targets,label,,5-MeO-DMT,IL-6,needs_external_id_lookup,,{},{},,0.0,,,,,,,,,
entity_unmapped,graph entity `C-reactive protein (CRP)` did not match registry,Ayahuasca,C-reactive protein (CRP),,Ayahuasca,,,,,,C-reactive protein (CRP),molecular_target,C-reactive protein (CRP),target,True,10.1016/j.bbih.2022.100554,Neuroinflammation and neuroprogression in depression: Effects of alternative drug treatments.,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richardson B; MacPherson A; Bambico F,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Both healthy and treatmen-resistant patients seen a reduction in CRP in response to ayahuasca treatment, and greater reduction of CRP in treatment-resistant patients was correlated with lower depression scores (Galvão-Coelho et al., 2020).",secondary_summary,full_text_seen,text,C014,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence","Brain, behavior, & immunity - health",Journal Article | Review,2022-11-08,2666-3546,2666-3546,Cytokine | Depression | Inflammation | Major depressive disorder (MDD) | Neuroplasticity | Neuroprogression | Serotonin | Treatment,eng,low,mechanistic,targets,label,,Ayahuasca,C-reactive protein (CRP),mixture_needs_component_mapping,,{},{},,0.0,,,,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,,,,,NMDA receptor,molecular_target,NMDA receptor,target,True,10.1016/j.bbih.2022.100554,Neuroinflammation and neuroprogression in depression: Effects of alternative drug treatments.,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richardson B; MacPherson A; Bambico F,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Ketamine, as a non-competitive N-methyl-D-aspartate (NMDA) receptor antagonist, blocks transmission of glutamate at the NMDA receptor (Molero et al., 2018).",secondary_summary,full_text_seen,text,C011,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence","Brain, behavior, & immunity - health",Journal Article | Review,2022-11-08,2666-3546,2666-3546,Cytokine | Depression | Inflammation | Major depressive disorder (MDD) | Neuroplasticity | Neuroprogression | Serotonin | Treatment,eng,low,mechanistic,targets,label,label,Ketamine,NMDA receptor,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},NMDA receptor,1.0,,,,,,,,,
entity_unmapped,graph entity `TNF-α and IL-6` did not match registry,Ketamine,TNF-α and IL-6,,Ketamine,,,,,,TNF-α and IL-6,molecular_target,TNF-α and IL-6,target,True,10.1016/j.bbih.2022.100554,Neuroinflammation and neuroprogression in depression: Effects of alternative drug treatments.,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richardson B; MacPherson A; Bambico F,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Ketamine has been shown to reduce TNF-a and IL-6 expression in immune cells such as macrophages and glial cells (Chang et al., 2009 (Chang et al., , 2010;; Yuhas et al., 2015).",secondary_summary,full_text_seen,text,C011,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence","Brain, behavior, & immunity - health",Journal Article | Review,2022-11-08,2666-3546,2666-3546,Cytokine | Depression | Inflammation | Major depressive disorder (MDD) | Neuroplasticity | Neuroprogression | Serotonin | Treatment,eng,low,mechanistic,targets,label,,Ketamine,TNF-α and IL-6,needs_external_id_lookup,,{},{},,0.0,,,,,,,,,
compound_unmapped,compound `Cannabinoids` did not match registry,Cannabinoids,CB1 receptor,,,,,,,,CB1 receptor,molecular_target,CB1 receptor,target,True,10.1016/j.bbih.2022.100554,Neuroinflammation and neuroprogression in depression: Effects of alternative drug treatments.,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richardson B; MacPherson A; Bambico F,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"The endocannabinoid system modulates serotonergic neurotransmission via the CB1 receptor to produce antidepressant effects (Gobbi et al., 2016; Bambico et al., 2016).",secondary_summary,full_text_seen,text,C012,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence","Brain, behavior, & immunity - health",Journal Article | Review,2022-11-08,2666-3546,2666-3546,Cytokine | Depression | Inflammation | Major depressive disorder (MDD) | Neuroplasticity | Neuroprogression | Serotonin | Treatment,eng,low,mechanistic,targets,,,Cannabinoids,CB1 receptor,,,{},{},,0.0,,,,,,,,,
compound_unmapped,compound `CBD` did not match registry,CBD,"5-HT1A, TRPV, CB2 receptor subtypes",,,,,,,,"5-HT1A, TRPV, CB2 receptor subtypes",molecular_target,"5-HT1A, TRPV, CB2 receptor subtypes",target,True,10.1016/j.bbih.2022.100554,Neuroinflammation and neuroprogression in depression: Effects of alternative drug treatments.,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richardson B; MacPherson A; Bambico F,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"CBD has a low affinity for cannabinoid receptor 2 (CB2), and it activates 5-HT1A and transient receptor potential vanilloid (TRPV) receptor subtypes, which may implicate its medicinal use in neuroplasticity and inflammation (Britch et al., 2021; Bujak et al., 2019).",secondary_summary,full_text_seen,text,C012,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence","Brain, behavior, & immunity - health",Journal Article | Review,2022-11-08,2666-3546,2666-3546,Cytokine | Depression | Inflammation | Major depressive disorder (MDD) | Neuroplasticity | Neuroprogression | Serotonin | Treatment,eng,low,mechanistic,targets,,,CBD,"5-HT1A, TRPV, CB2 receptor subtypes",,,{},{},,0.0,,,,,,,,,
compound_unmapped,compound `CBD` did not match registry,CBD,"IL-6, IL-8, TNF-α",,,,,,,,"IL-6, IL-8, TNF-α",molecular_target,"IL-6, IL-8, TNF-α",target,True,10.1016/j.bbih.2022.100554,Neuroinflammation and neuroprogression in depression: Effects of alternative drug treatments.,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Richardson B; MacPherson A; Bambico F,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Petrosino et al. (2018) tested CBD's effect on pro-inflammatory cytokines and AEA levels in vitro. They found that CBD increase AEA and decreased IL-6, interleukin-8 (IL-8), and TNF-α. This was also blocked by CB2 and TRPV1 antagonism revealing the mechanisms involved for pro-inflammatory reduction.",secondary_summary,full_text_seen,text,C013,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence","Brain, behavior, & immunity - health",Journal Article | Review,2022-11-08,2666-3546,2666-3546,Cytokine | Depression | Inflammation | Major depressive disorder (MDD) | Neuroplasticity | Neuroprogression | Serotonin | Treatment,eng,low,mechanistic,targets,,,CBD,"IL-6, IL-8, TNF-α",,,{},{},,0.0,,,,,,,,,
entity_unmapped,graph entity `serotonin release` did not match registry,MDMA,serotonin release,,MDMA,,,,,,serotonin release,molecular_target,serotonin release,target,True,10.1016/j.vas.2023.100288,"Intoxication of dogs and cats with common stimulating, hallucinogenic and dissociative recreational drugs",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Ena Oster; Nikola Čudina; Hrvoje Pavasović; Andreja Prevendar Crnić; Frane Božić; Charbel Fadel; Mario Giorgi,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"MDMA has a more potent effect on the release of serotonin, while methamphetamine is a more potent releaser of dopamine and noradrenaline (Rothman et al., 2001).",secondary_summary,full_text_seen,text,S011,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Veterinary and Animal Science,journal-article,2023-01-30,2451-943X,2451-943X,Cats | Dogs | Illicit drugs | Intoxication | Recreational drugs | Toxicokinetics,eng,low,mechanistic,targets,label,,MDMA,serotonin release,needs_external_id_lookup,,{},{},,0.0,,Elsevier BV,,,,,,,
compound_reference_not_graphable,compound is a reference/control compound; v1 graph focuses on psychedelics,Phencyclidine (PCP),NMDA receptor,,,NMDA receptor,,,,,NMDA receptor,molecular_target,NMDA receptor,target,True,10.1016/j.vas.2023.100288,"Intoxication of dogs and cats with common stimulating, hallucinogenic and dissociative recreational drugs",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Ena Oster; Nikola Čudina; Hrvoje Pavasović; Andreja Prevendar Crnić; Frane Božić; Charbel Fadel; Mario Giorgi,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,PCP is a non-competitive antagonist to the N-methyl-D-aspartate (NMDA) receptors in the CNS.,secondary_summary,full_text_seen,text,S016,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Veterinary and Animal Science,journal-article,2023-01-30,2451-943X,2451-943X,Cats | Dogs | Illicit drugs | Intoxication | Recreational drugs | Toxicokinetics,eng,low,mechanistic,targets,,label,Phencyclidine (PCP),NMDA receptor,,complex_target_needs_subunit_mapping,{},{},NMDA receptor,1.0,,Elsevier BV,,,,,,,
compound_reference_not_graphable,compound is a reference/control compound; v1 graph focuses on psychedelics,Phencyclidine (PCP),dopamine reuptake,,,,,,,,dopamine reuptake,molecular_target,dopamine reuptake,target,True,10.1016/j.vas.2023.100288,"Intoxication of dogs and cats with common stimulating, hallucinogenic and dissociative recreational drugs",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Ena Oster; Nikola Čudina; Hrvoje Pavasović; Andreja Prevendar Crnić; Frane Božić; Charbel Fadel; Mario Giorgi,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"It blocks the uptake of dopamine and noradrenaline, leading to sympathomimetic effects such as hypertension, tachycardia, bronchodilation and agitation.",secondary_summary,full_text_seen,text,S016,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Veterinary and Animal Science,journal-article,2023-01-30,2451-943X,2451-943X,Cats | Dogs | Illicit drugs | Intoxication | Recreational drugs | Toxicokinetics,eng,low,mechanistic,targets,,,Phencyclidine (PCP),dopamine reuptake,,,{},{},,0.0,,Elsevier BV,,,,,,,
compound_reference_not_graphable,compound is a reference/control compound; v1 graph focuses on psychedelics,Phencyclidine (PCP),noradrenaline reuptake,,,,,,,,noradrenaline reuptake,molecular_target,noradrenaline reuptake,target,True,10.1016/j.vas.2023.100288,"Intoxication of dogs and cats with common stimulating, hallucinogenic and dissociative recreational drugs",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Ena Oster; Nikola Čudina; Hrvoje Pavasović; Andreja Prevendar Crnić; Frane Božić; Charbel Fadel; Mario Giorgi,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"It blocks the uptake of dopamine and noradrenaline, leading to sympathomimetic effects such as hypertension, tachycardia, bronchodilation and agitation.",secondary_summary,full_text_seen,text,S016,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Veterinary and Animal Science,journal-article,2023-01-30,2451-943X,2451-943X,Cats | Dogs | Illicit drugs | Intoxication | Recreational drugs | Toxicokinetics,eng,low,mechanistic,targets,,,Phencyclidine (PCP),noradrenaline reuptake,,,{},{},,0.0,,Elsevier BV,,,,,,,
compound_reference_not_graphable,compound is a reference/control compound; v1 graph focuses on psychedelics,Phencyclidine (PCP),acetylcholine receptors,,,,,,,,acetylcholine receptors,molecular_target,acetylcholine receptors,target,True,10.1016/j.vas.2023.100288,"Intoxication of dogs and cats with common stimulating, hallucinogenic and dissociative recreational drugs",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Ena Oster; Nikola Čudina; Hrvoje Pavasović; Andreja Prevendar Crnić; Frane Božić; Charbel Fadel; Mario Giorgi,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"It can also bind to acetylcholine receptors and gamma-aminobutyric acid (GABA) receptors and cause sedation, muscarinic, and nicotinic signs (Journey & Bentley, 2022).",secondary_summary,full_text_seen,text,S016,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Veterinary and Animal Science,journal-article,2023-01-30,2451-943X,2451-943X,Cats | Dogs | Illicit drugs | Intoxication | Recreational drugs | Toxicokinetics,eng,low,mechanistic,targets,,,Phencyclidine (PCP),acetylcholine receptors,,,{},{},,0.0,,Elsevier BV,,,,,,,
compound_reference_not_graphable,compound is a reference/control compound; v1 graph focuses on psychedelics,Phencyclidine (PCP),GABA receptors,,,,,,,,GABA receptors,molecular_target,GABA receptors,target,True,10.1016/j.vas.2023.100288,"Intoxication of dogs and cats with common stimulating, hallucinogenic and dissociative recreational drugs",compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Ena Oster; Nikola Čudina; Hrvoje Pavasović; Andreja Prevendar Crnić; Frane Božić; Charbel Fadel; Mario Giorgi,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"It can also bind to acetylcholine receptors and gamma-aminobutyric acid (GABA) receptors and cause sedation, muscarinic, and nicotinic signs (Journey & Bentley, 2022).",secondary_summary,full_text_seen,text,S016,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Veterinary and Animal Science,journal-article,2023-01-30,2451-943X,2451-943X,Cats | Dogs | Illicit drugs | Intoxication | Recreational drugs | Toxicokinetics,eng,low,mechanistic,targets,,,Phencyclidine (PCP),GABA receptors,,,{},{},,0.0,,Elsevier BV,,,,,,,
