normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,keywords,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id,has_correction,trial_registry_ids
compound_unmapped,compound `CX546` did not match registry,CX546,AMPA receptor,,,AMPA receptor,,,,,AMPA (α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) receptor activity,molecular_target,AMPA receptor,target,True,10.1126/scitranslmed.aaf7151,Post-anesthesia AMPA receptor potentiation prevents anesthesia-induced learning and synaptic deficits,compound_target,post-anesthesia recovery,not_applicable,potentiates activity,potentiation of receptor activity,,potentiates activity,,,,not_applicable,mouse,mouse motor cortex,preclinical,Lianyan Huang; Joseph Cichon; Ipe Ninan; Guang Yang,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Administration of the AMPAkine drug CX546 [1-(1,4-benzodioxan-6-ylcarbonyl)piperidine] to potentiate AMPA (α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) receptor activity during emergence from anesthesia in mice enhances neuronal activity",abstract_only,abstract_only,abstract,abstract,in vivo experiment,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Science Translational Medicine,journal-article,2016-06-22,1946-6234,1946-6242,American Association for the Advancement of Science (AAAS),"Anesthesia / adverse effects | Animals | Blotting, Western | Dioxoles / pharmacology | Learning / drug effects | Mice | N-Methylaspartate / metabolism | Neuronal Plasticity / drug effects | Neurons / drug effects | Neurons / metabolism | Piperidines / pharmacology | Receptors, AMPA / metabolism | Synaptosomes / drug effects | Synaptosomes / metabolism",eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,label,CX546,AMPA receptor,,complex_target_needs_subunit_mapping,{},{},AMPA receptor,1.0,,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,R01 GM107469 | R01 HD076914 | R21 AG048410,10.1038/536036a,CommentIn PMID:27488795 Nature. 2016 Aug 03;536(7614):36-7. doi: 10.1038/536036a.,,,
normalized,compound and graph entity matched local registry,MDMA,Norepinephrine transporter,,MDMA,NET (SLC6A2),,,,,norepinephrine uptake,molecular_target,Norepinephrine transporter,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,inhibition,uptake inhibition,,inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA and methylone displayed greater potency to inhibit norepinephrine uptake as compared to their effects on dopamine and 5-HT uptake.,abstract_only,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,alias,MDMA,Norepinephrine transporter,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,,,,
compound_unmapped,compound `methylone` did not match registry,methylone,Norepinephrine transporter,,,NET (SLC6A2),,,,,norepinephrine uptake,molecular_target,Norepinephrine transporter,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,inhibition,uptake inhibition,,inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA and methylone displayed greater potency to inhibit norepinephrine uptake as compared to their effects on dopamine and 5-HT uptake.,abstract_only,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,methylone,Norepinephrine transporter,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,,,,
compound_unmapped,compound `N-demethylated MDMA metabolites` did not match registry,N-demethylated MDMA metabolites,Monoamine transporters,,,,,,,,uptake inhibition profiles,molecular_target,Monoamine transporters,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,no change in inhibition,uptake inhibition,,no change in inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,N -demethylation of MDMA failed to alter uptake inhibition profiles,abstract_only,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,,N-demethylated MDMA metabolites,Monoamine transporters,,,{},{},,0.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,,,,
compound_unmapped,compound `N-demethylated methylone metabolites` did not match registry,N-demethylated methylone metabolites,Monoamine transporters,,,,,,,,overall transporter inhibition potencies,molecular_target,Monoamine transporters,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,decreased inhibition,uptake inhibition,,decreased inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,whereas N -demethylation of methylone decreased overall transporter inhibition potencies.,abstract_only,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,,N-demethylated methylone metabolites,Monoamine transporters,,,{},{},,0.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,,,,
compound_unmapped,"compound `O-demethylenated catechol metabolites of MDMA, methylone and MDPV` did not match registry","O-demethylenated catechol metabolites of MDMA, methylone and MDPV",Norepinephrine transporter,,,NET (SLC6A2),,,,,norepinephrine uptake inhibition potencies,molecular_target,Norepinephrine transporter,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,maintained inhibition,uptake inhibition,,maintained inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"O -demethylenation of MDMA, methylone and MDPV resulted in catechol metabolites that maintained norepinephrine and dopamine uptake inhibition potencies",abstract_only,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,"O-demethylenated catechol metabolites of MDMA, methylone and MDPV",Norepinephrine transporter,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,,,,
compound_unmapped,"compound `O-demethylenated catechol metabolites of MDMA, methylone and MDPV` did not match registry","O-demethylenated catechol metabolites of MDMA, methylone and MDPV",Dopamine transporter,,,DAT (SLC6A3),,,,,dopamine uptake inhibition potencies,molecular_target,Dopamine transporter,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,maintained inhibition,uptake inhibition,,maintained inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"O -demethylenation of MDMA, methylone and MDPV resulted in catechol metabolites that maintained norepinephrine and dopamine uptake inhibition potencies",abstract_only,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,"O-demethylenated catechol metabolites of MDMA, methylone and MDPV",Dopamine transporter,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,,,,
compound_unmapped,"compound `O-demethylenated catechol metabolites of MDMA, methylone and MDPV` did not match registry","O-demethylenated catechol metabolites of MDMA, methylone and MDPV",Serotonin transporter,,,SERT (SLC6A4),,,,,5-HT uptake,molecular_target,Serotonin transporter,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,reduced activity,uptake inhibition,,reduced activity,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,but markedly reduced activity at 5-HT uptake.,abstract_only,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,"O-demethylenated catechol metabolites of MDMA, methylone and MDPV",Serotonin transporter,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,,,,
compound_unmapped,compound `O-methylated catechol metabolites` did not match registry,O-methylated catechol metabolites,Norepinephrine transporter,,,NET (SLC6A2),,,,,norepinephrine uptake inhibition,molecular_target,Norepinephrine transporter,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,decreased inhibition,uptake inhibition,,decreased inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,O -methylation of the catechol metabolites significantly decreased norepinephrine uptake inhibition,abstract_only,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,O-methylated catechol metabolites,Norepinephrine transporter,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,,,,
normalized,compound and graph entity matched local registry,(±)-MDMA,Dopamine transporter,,MDMA,DAT (SLC6A3),,,,,DAT,molecular_target,Dopamine transporter,target,True,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",compound_target,not_applicable,not_applicable,substrate / transport,[3H](±)-MDMA transport,transport assay,substrate / transport,Other,1490.0,nM,not_applicable,human,HEK-293 cells stably transfected with human DAT,in_vitro,Christopher D. Verrico; Gregory M. Miller; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Table 1 1 Affinities (K m , nM) and maximal transport velocity (V max , fmol min -1 10 6 cells -1 ) of [ 3 H](±)MDMA, [ 3 H](+)MDMA, and [ 3 H](-) MDMA at the DAT, NET, and SERT and [ 3 H]DA at the DAT, [ 3 H]NE at the NET, and [ 3 H]5-HT at the SERT Radioligand DAT NET SERT ... [ 3 H](±)MDMA 1,490±393 (n=8) ... The transport of [ 3 H](±)-MDMA by the DAT was saturable (Fig. 3a , top left), and the affinity K m 1,490±393 nM was similar to that of [ 3 H]DA (Table 1 ).",full_text_seen,full_text_seen,mixed,"Table 1, Chunk C011",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2005-10-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Binding, Competitive | Brain / drug effects | Brain / metabolism | Cell Line | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Humans | Kinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / drug effects | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Stereoisomerism | Temperature | Transfection",eng,,,,,,,,,,,,,,,high,mechanistic,targets,label,alias,(±)-MDMA,Dopamine transporter,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR 00168 | DA11558 | P51 OD011103 | P51 RR000168 | DA15305 | K05 DA015305 | R01 DA011558,,,,,
normalized,compound and graph entity matched local registry,(±)-MDMA,Dopamine transporter,,MDMA,DAT (SLC6A3),,,,,DAT,molecular_target,Dopamine transporter,target,True,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",compound_target,not_applicable,not_applicable,inhibitor,[3H]DA transport inhibition,inhibition assay,inhibitor,IC50,1020.0,nM,not_applicable,human,HEK-293 cells stably transfected with human DAT,in_vitro,Christopher D. Verrico; Gregory M. Miller; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Table 2 2 Comparison of the affinities of MDMA, endoge- Compound DAT IC 50 (nM) NET IC 50 (nM) SERT IC 50 (nM) nous substrates, and uptake inhibitors (IC 50 ) for inhibiting the transport of [ 3 H]DA at the DAT, [ 3 H]NE at the NET, and [ 3 H]5-HT at the SERT (±)MDMA 1,020±291 (n=5) ... (±)-MDMA inhibited [ 3 H]DA transport in a concentration-dependent manner (Fig. 3b , top right), with relatively low affinity (IC 50 1,020±291 nM)",full_text_seen,full_text_seen,mixed,"Table 2, Chunk C011",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2005-10-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Binding, Competitive | Brain / drug effects | Brain / metabolism | Cell Line | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Humans | Kinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / drug effects | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Stereoisomerism | Temperature | Transfection",eng,,,,,,,,,,,,,,,high,mechanistic,targets,label,alias,(±)-MDMA,Dopamine transporter,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR 00168 | DA11558 | P51 OD011103 | P51 RR000168 | DA15305 | K05 DA015305 | R01 DA011558,,,,,
normalized,compound and graph entity matched local registry,(±)-MDMA,Dopamine transporter,,MDMA,DAT (SLC6A3),,,,,DAT,molecular_target,Dopamine transporter,target,True,10.1007/s00213-005-0174-5,"MDMA (Ecstasy) and human dopamine, norepinephrine, and serotonin transporters: implications for MDMA-induced neurotoxicity and treatment",compound_target,not_applicable,not_applicable,release,[3H]DA release assay,release assay,release,IC50,1290.0,nM,not_applicable,human,HEK-293 cells stably transfected with human DAT,in_vitro,Christopher D. Verrico; Gregory M. Miller; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Table 4 4 Potency of (±)MDMA and DA, NE, or 5-HT to release preloaded [ 3 H]DA from the DAT, [ 3 H]NE from the NET, and [ 3 H]5-HT from the SERT Compound DAT IC 50 (nM) NET IC 50 (nM) SERT IC 50 (nM) (±)MDMA 1,290±198 (n=3) ... (±)-MDMA released DA from the cells, in a concentration-dependent manner, with an apparent affinity (1,290±198 nM) that corresponded to its affinity as a substrate (Fig. 3d and Tables 1 , 2 , and 4 ).",full_text_seen,full_text_seen,mixed,"Table 4, Chunk C012",in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2005-10-11,0033-3158,1432-2072,Springer Science and Business Media LLC,"Binding, Competitive | Brain / drug effects | Brain / metabolism | Cell Line | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Humans | Kinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / drug effects | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / drug effects | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Stereoisomerism | Temperature | Transfection",eng,,,,,,,,,,,,,,,high,mechanistic,targets,label,alias,(±)-MDMA,Dopamine transporter,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR 00168 | DA11558 | P51 OD011103 | P51 RR000168 | DA15305 | K05 DA015305 | R01 DA011558,,,,,
