line_no,doi,compound,entity,title,year,authors,existing_sources
29,10.21203/rs.3.rs-6687113/v1,,kappa opioid receptor (OPRK1),In Silico Evaluation of Lipid-Drug Conjugates: Pharmacokinetic and Pharmacodynamic Profiling for Therapeutic Repurposing of Naloxone in Migraine Management,2025,Ami Patel; Krutika Sawant,candidate_paper_corpus | mechanistic:paper_library
30,10.3390/ijms26031160,,5-HT2B,Interaction of the Vagus Nerve and Serotonin in the Gut–Brain Axis,2025,Young Keun Hwang; Jae Sang Oh,candidate_paper_corpus | mechanistic:paper_library
31,10.1038/s41386-025-02226-9,,kappa opioid receptor (OPRK1),Kappa opioid receptor control of motivated behavior revisited,2025,Zahra Z. Farahbakhsh; Cody A. Siciliano,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
32,10.1016/j.neubiorev.2025.106407,,5-HT1D,LSD: Mechanisms and relevance to the treatment of depression,2025,Amel Bouloufa; Sarah Delcourte; Thomas Delannay; Renaud Rovera; Thorsten Lau; Lionel Moulédous; Ouria Dkhissi-Benyahya; Bruno P. Guiard; Nasser Haddjeri,candidate_paper_corpus | disorder:paper_library | disorder:stubs | mechanistic:paper_library
33,10.20944/preprints202511.0227.v1,,D4 receptor (DRD4),Modulation of Religious and Spiritual Neural Networks for Improving Mental Health,2025,William J. Tyler,candidate_paper_corpus | mechanistic:paper_library
34,10.1073/pnas.2416106122,,5-HT2B,Molecular design of a therapeutic LSD analogue with reduced hallucinogenic potential,2025,Jeremy R. Tuck; Lee E. Dunlap; Yara A. Khatib; Cassandra J. Hatzipantelis; Sammy Weiser Novak; Rachel M. Rahn; Alexis R. Davis; Adam Mosswood; Anna M. M. Vernier; Ethan M. Fenton,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
36,10.14336/ad.2025.1075,,SERT (SLC6A4),"Multi-Omics Advances in Major Depressive Disorder for Molecular Insights, Biomarker Discovery, and Therapeutic Development",2025,Abdelbaset Mohamed Elasbali; Mohd Adnan; Ahmed Ali; Anas Shamsi; Md. Imtaiyaz Hassan,candidate_paper_corpus | mechanistic:paper_library
37,10.2174/011570159x349856241213144902,,D1 receptor (DRD1),Myelin Repair as a Novel Mechanism for Ketamine’s Sustained Antidepressant Effects,2025,Sen Wang; Chaoli Huang; Mengyu Wang; Ling Di; Cunming Liu; Kenji Hashimoto; Kenji Hashimoto; Chun Yang,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
38,10.33145/2304-8336-2025-30-32-68,,D4 receptor (DRD4),NEUROPSYCHIATRIC AND PSYCHOGENETIC ASPECTS OF POST-TRAUMATIC STRESS DISORDERS ASSOCIATED WITH THE CHORNOBYL DISASTER AND THE RUSSIAN-UKRAINIAN WAR: FOCUS ON THE ENDOCANABINOID SYSTEM,2025,K. V. Kuts; H. Yu. Kreinis; I. V. Perchuk; K. Yu. Antypchuk; Z. L. Vasylenko; V. I. Kravchenko; N. V. Drozdova,candidate_paper_corpus | mechanistic:paper_library
39,10.36838/v7i10.53,,kappa opioid receptor (OPRK1),Opioid Receptors and Opioid Use Disorder: Implications for Treatment,2025,Eric Cui,candidate_paper_corpus | mechanistic:paper_library
41,10.64898/2025.12.29.693270,,D1 receptor (DRD1),Prefrontal 5-HT <sub>2A</sub> receptors directly contribute to tic ontogeny: translational evidence,2025,Easton R. van Luik; Roberto Cadeddu; Giulia Braccagni; Marco Bortolato,candidate_paper_corpus | mechanistic:paper_library
42,10.1021/acs.chemrev.4c00582,,D1 receptor (DRD1),Principles and Design of Molecular Tools for Sensing and Perturbing Cell Surface Receptor Activity,2025,Jennifer Sescil; Steven M. Havens; Wenjing Wang,candidate_paper_corpus | mechanistic:paper_library
43,10.1111/fcp.70038,,5-HT6,Psilocybin as Transformative Fast‐Acting Antidepressant: Pharmacological Properties and Molecular Mechanisms,2025,Makiath Adebo; Mathilda Bonnet; Ons Laouej; Céline Defaix; Josephine C. McGowan; Florence Butlen‐Ducuing; Denis J. David; Erwan Poupon; Laurent Tritschler; Alain M. Gardier,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
44,10.51219/mccrj/andres-david-turizo-smith/233,,5-HT1D,"Psilocybin as a Tool in the Management of Palliative Care: An Historical, Pharmacological and Clinical Approach",2025,Andrés David Turizo Smith; Natalia Jaramillo; Diana Milena Berrío Cuartas,candidate_paper_corpus | mechanistic:paper_library
45,10.20944/preprints202504.0888.v1,,5-HT1D,"Psilocybin as a Tool in the Management of Palliative Care: An Historical, Pharmacological, and Clinical Approach",2025,Andrés David Turizo Smith; Natalia Botero Jsramillo; Diana Milena Berrío Cuartas,candidate_paper_corpus | mechanistic:paper_library
48,10.3390/brainsci15020117,,5-HT2A,Psychedelic-Induced Neural Plasticity: A Comprehensive Review and a Discussion of Clinical Implications,2025,Francesco Weiss; Anna Magnesa; Matteo Gambini; Riccardo Gurrieri; E. Annuzzi; Camilla Elefante; Giulio Perugi; Donatella Marazziti,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
49,10.1101/2025.04.28.650242,,5-HT5A,"Rapid, open-source, and automated quantification of the head twitch response in C57BL/6J mice using DeepLabCut and Simple Behavioral Analysis",2025,Alexander D. Maitland; Nicholas R. Gonzalez; Donna Walther; Francisco Pereira; Michael H. Baumann; Grant C. Glatfelter,candidate_paper_corpus | mechanistic:paper_library
50,10.3390/ijms26115218,,5-HT5A,Serotonergic Regulation in Alzheimer’s Disease,2025,Lyudmila P. Dolgacheva; В. П. Зинченко; Alexander D. Nadeev; Н. В. Гончаров,candidate_paper_corpus | mechanistic:paper_library
51,10.3390/ijms26157253,,5-HT1F,Serotonin Modulation of Dorsoventral Hippocampus in Physiology and Schizophrenia,2025,Charalampos L. Kandilakis; Costas Papatheodoropoulos,candidate_paper_corpus | mechanistic:paper_library
52,10.1038/s41467-025-62980-8,,5-HT1D,Serotonin and psilocybin activate 5-HT1B receptors to suppress cortical signaling through the claustrum,2025,Maxwell B. Madden; Chloe Schaefgen; Binita Vedak; Jian Kwon; Kiara S. Dresp Pedra; Samuel H. Sheats; Adam C. Puché; Steffen B. E. Wolff; Brian N. Mathur,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
53,10.1101/2025.01.04.631335,,5-HT5A,Single-nucleus transcriptomics reveals time-dependent and cell-type-specific effects of psilocybin on gene expression,2025,Clara Liao; Ethan O'Farrell; Yaman Qalieh; Neil K. Savalia; Matthew J. Girgenti; Kenneth Y. Kwan; Alex C. Kwan,candidate_paper_corpus | disorder:paper_library
54,10.1038/s42003-025-08363-7,,D1 receptor (DRD1),Structural insights into ligand recognition and G protein preferences across histamine receptors,2025,Yuma Matsuzaki; Fumiya K. Sano; Hidetaka S. Oshima; Hiroaki Akasaka; Kazuhiro Kobayashi; Tatsuki Tanaka; Yuzuru Itoh; Wataru Shihoya; Yoshiaki Kise; Tsukasa Kusakizako,candidate_paper_corpus | mechanistic:paper_library
56,10.1038/s41422-025-01191-8,,mu opioid receptor (OPRM1),The molecular basis of μ-opioid receptor signaling plasticity,2025,Huibing Zhang; Xueting Wang; Kun Xi; Qingya Shen; Jianheng Xue; Yanqing Zhu; Shao‐Kun Zang; Tian Yu; Dandan Shen; Jia Guo,candidate_paper_corpus | mechanistic:paper_library
57,10.1101/2025.11.20.689572,,5-HT1D,The polypharmacological profiles of xanomeline and N-desmethylxanomeline,2025,Kensuke Sakamoto; Xi‐Ping Huang; Talia L. Albert; Paloma M. Knobloch; Grace K. Foland; Bryan L. Roth,candidate_paper_corpus | mechanistic:paper_library
58,10.1038/s41380-025-03387-1,,5-HT1D,The serotonin 1B receptor is required for some of the behavioral effects of psilocybin in mice,2025,Sixtine Fleury; Katherine M. Nautiyal,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
60,10.3390/ph18010130,,TAAR1,Uncovering Psychedelics: From Neural Circuits to Therapeutic Applications,2025,Alice Melani; Marco Bonaso; Letizia Biso; Benedetta Zucchini; Ciro Conversano; Marco Scarselli,candidate_paper_corpus | disorder:paper_library | disorder:stubs | mechanistic:paper_library
61,10.3390/pharmacy13010007,,5-HT1D,"Unveiling the Complexities of Medications, Substance Abuse, and Plants for Recreational and Narcotic Purposes: An In-Depth Analysis",2025,Iasmina-Alexandra Predescu; Alex-Robert Jîjie; Dalia Pătrașcu; Aida-Luisa-Vanessa Pasc; Elisaveta-Ligia Piroş; Cristina Trandafirescu; Cristian Oancea; Cristina Dehelean; Elena-Alina Moacă,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
63,10.32383/appdr/214749,,D2 receptor (DRD2),β-Arrestins as Key Switches in GPCR Signaling: From Molecular Structure to Clinical Implications — a Narrative Review,2025,Monika Głuch-Lutwin; Joanna Śniecikowska; Marcin Kołaczkowski,candidate_paper_corpus | mechanistic:paper_library
64,10.1101/2024.10.20.619256,,SERT (SLC6A4),5-HT <sub>2C</sub> receptors in the nucleus accumbens constrain the rewarding effects of MDMA,2024,Matthew B. Pomrenze; Sam Vaillancourt; Juliana S. Salgado; Kendall B. Raymond; Pierre Llorach; Gavin Touponse; Daniel F. Cardozo Pinto; Z. Rastegar; Austen B. Casey; Neir Eshel,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
65,10.54254/2753-8818/49/20241282,,SERT (SLC6A4),5-HT2AR and its implication on anti-depression therapy development,2024,Yixi Chen,candidate_paper_corpus | mechanistic:paper_library
66,10.1021/acschemneuro.3c00854,,D1 receptor (DRD1),A Bright Future? A Perspective on Class C GPCR Based Genetically Encoded Biosensors,2024,Margulan Otanuly; Martin Kubitschke; Olivia Andrea Masseck,candidate_paper_corpus | mechanistic:paper_library
67,10.2147/prbm.s473310,,mu opioid receptor (OPRM1),"A Complex Relationship Among the Circadian Rhythm, Reward Circuit and Substance Use Disorder (SUD)",2024,Saptadip Samanta; Debasis Bagchi; Mark S. Gold; Rajendra D. Badgaiyan; Debmalya Barh; Kenneth Blum,candidate_paper_corpus | mechanistic:paper_library
68,10.3389/fpsyt.2024.1322434,,CB2 receptor (CNR2),"A critical assessment of the abuse, dependence and associated safety risks of naturally occurring and synthetic cannabinoids",2024,David J. Heal; Jane Gosden; Sharon L. Smith,candidate_paper_corpus | mechanistic:paper_library
69,10.1038/s41386-024-02010-1,,D2 receptor (DRD2),"ACNP 63rd Annual Meeting: Panels, Mini-Panels and Study Groups",2024,,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
70,10.1038/s41386-024-02013-y,,mGluR2 (GRM2),ACNP 63rd Annual Meeting: Poster Abstracts P609-P914,2024,"Jakienė, Vilma; Fineberg, Naomi; Podlipskytė, Aurelija; Gečaitė-Stončienė, Julija; Juškienė, Alicja; Steiblienė, Vesta; Burkauskas, Julius",candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
71,10.56161/sci.ed.20240220033c1,,D4 receptor (DRD4),ASMA,2024,João Matheus Pereira Falcão Nunes,candidate_paper_corpus | mechanistic:paper_library
72,10.3390/ijtm4010010,,5-HT5A,"Advancements Exploring Major Depressive Disorder: Insights on Oxidative Stress, Serotonin Metabolism, BDNF, HPA Axis Dysfunction, and Pharmacotherapy Advances",2024,Ana Salomé Correia; Nuno Vale,candidate_paper_corpus | mechanistic:paper_library
73,10.1523/jneurosci.1970-23.2024,,VMAT2 (SLC18A2),Agouti-Induced Anxiety-Like Behavior Is Mediated by Central Serotonergic Pathways in Zebrafish,2024,Alejandra Godino‐Gimeno; Ana Rocha; Mauro Chivite; Alfonso Saera-Vila; Josep Rotllant; Jesús M. Míguez; José Miguel Cerdá‐Reverter,candidate_paper_corpus | mechanistic:paper_library
74,10.1126/science.adn6354,,5-HT2A,AlphaFold2 structures guide prospective ligand discovery,2024,Jiankun Lyu; Nicholas J. Kapolka; Ryan H. Gumpper; Assaf Alon; Liang Wang; Manish K. Jain; Ximena Barros-Álvarez; Kensuke Sakamoto; Yoojoong Kim; Jeffrey F. DiBerto,candidate_paper_corpus | mechanistic:paper_library
75,10.1007/s12035-024-04333-y,,5-HT1D,An Expanded Narrative Review of Neurotransmitters on Alzheimer’s Disease: The Role of Therapeutic Interventions on Neurotransmission,2024,Enes Akyüz; Alina Arulsamy; Feyza Şule Aslan; Bugra Sarisözen; Beyzanur Guney; Abdulhekim Hekimoglu; Beyza Nur Yilmaz; Thaarvena Retinasamy; Mohd. Farooq Shaikh,candidate_paper_corpus | mechanistic:paper_library
76,10.1038/s41386-024-01794-6,,5-HT2A,Antidepressant-like effects of psychedelics in a chronic despair mouse model: is the 5-HT2A receptor the unique player?,2024,Mehdi Sekssaoui; Joël Bockaert; Philippe Marin; Carine Bécamel,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
77,10.1007/s00406-024-01770-7,,TAAR1,Are “mystical experiences” essential for antidepressant actions of ketamine and the classic psychedelics?,2024,Kenji Hashimoto,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
78,10.1007/s43440-024-00679-1,,5-HT5A,Assessing the effects of 5-HT2A and 5-HT5A receptor antagonists on DOI-induced head-twitch response in male rats using marker-less deep learning algorithms,2024,Ewelina Cyrano; Piotr Popik,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library | mechanistic:stubs
79,10.1038/s41398-024-03073-w,,D2 receptor (DRD2),Beyond the usual suspects: multi-factorial computational models in the search for neurodegenerative disease mechanisms,2024,Ahmed Faraz Khan; Yasser Iturria‐Medina,candidate_paper_corpus | mechanistic:paper_library
80,10.32469/10355/105877,,mu opioid receptor (OPRM1),Causation and common liability in the progression of the United States opioid crisis,2024,Genevieve F. Dash,candidate_paper_corpus | mechanistic:paper_library
81,10.1021/acsptsci.3c00192,,5-HT2B,Comparative Pharmacological Effects of Lisuride and Lysergic Acid Diethylamide Revisited,2024,Grant C. Glatfelter; Eline Pottie; John S. Partilla; Christophe P. Stove; Michael H. Baumann,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
83,10.1016/j.pneurobio.2024.102660,,5-HT5A,"Distinct 5-HT receptor subtypes regulate claustrum excitability by serotonin and the psychedelic, DOI",2024,Tanner L. Anderson; Jack Keady; Judy C. Songrady; Navid Tavakoli; Artin Asadipooya; Ryson E Neeley; Jill Turner; Pavel I. Ortinski,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
84,10.1016/j.biopha.2023.116096,,5-HT6,Drug repurposing for neurodegenerative diseases using Zebrafish behavioral profiles,2024,Thaís Del Rosario Hernández; Sayali V. Gore; Jill A. Kreiling; Robbert Créton,candidate_paper_corpus | mechanistic:paper_library
85,10.1038/s41380-024-02477-w,,TAAR1,Effect of chemically synthesized psilocybin and psychedelic mushroom extract on molecular and metabolic profiles in mouse brain,2024,Orr Shahar; Alexander Botvinnik; Amit Shwartz; Elad Lerer; Peretz Golding; Alex Buko; Ethan Hamid; Dani Kahn; Miles Guralnick; Karin Blakolmer,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
86,10.3389/fphar.2024.1334218,,5-HT1D,Effects of hallucinogenic drugs on the human heart,2024,Joachim Neumann; Stefan Dhein; Uwe Kirchhefer; Britt Hofmann; Ulrich Gergs,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
87,10.14232/phd.12027,,D1 receptor (DRD1),Electrophysiological and pharmacological characterization of a new schizophrenia rat model,2024,Leatitia Gabriella Adlan,candidate_paper_corpus | mechanistic:paper_library
88,10.1038/s41398-024-03055-y,,D1 receptor (DRD1),Epigenetic mechanisms of rapid-acting antidepressants,2024,Antonio Inserra; Antonella Campanale; Tamim Rezai; Patrizia Romualdi; Tiziana Rubino,candidate_paper_corpus | mechanistic:paper_library
89,10.3390/ijms25105474,,D2 receptor (DRD2),Exploiting Cell-Based Assays to Accelerate Drug Development for G Protein-Coupled Receptors,2024,Yuxin Wu; Niels Jensen; Moritz J. Rossner; Michael C. Wehr,candidate_paper_corpus | mechanistic:paper_library
90,10.3390/molecules29050964,,D2 receptor (DRD2),Exploring Novel Antidepressants Targeting G Protein-Coupled Receptors and Key Membrane Receptors Based on Molecular Structures,2024,Hanbo Yao; Xiaodong Wang; Jiaxin Chi; Haorong Chen; Yilin Liu; Yang Jiayi; Jiaqi Yu; Yongdui Ruan; Xufu Xiang; Jiang Pi,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
91,10.22215/etd/2024-16245,,5-HT1F,Expression and Localization of 5-HT Receptors in the Dorsal Horn of Rat and Human Spinal Cords,2024,Clare Marina Murray-Lawson,candidate_paper_corpus | mechanistic:paper_library
92,10.3390/ijms252111338,,D2 receptor (DRD2),Future Therapeutic Strategies for Alzheimer’s Disease: Focus on Behavioral and Psychological Symptoms,2024,Kyoung Ja Kwon; Hahn Young Kim; Seol‐Heui Han; Chan Young Shin,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
93,10.1080/10408363.2024.2358304,,5-HT1D,G protein-coupled receptor (GPCR) pharmacogenomics,2024,Miles D. Thompson; David Reiner‐Link; Alessandro Berghella; Brinda K. Rana; G. Enrico Rovati; Valérie Capra; Caroline M. Gorvin; Alexander S. Hauser,candidate_paper_corpus | mechanistic:paper_library
94,10.3390/ijms25126521,,AMPA receptor,Glutamate-Mediated Excitotoxicity in the Pathogenesis and Treatment of Neurodevelopmental and Adult Mental Disorders,2024,Noemi Nicosia; Mattia Giovenzana; Paulina Misztak; Jessica Mingardi; Laura Musazzi,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
95,10.1038/s41380-023-02391-7,,5-HT2B,High-resolution tracking of unconfined zebrafish behavior reveals stimulatory and anxiolytic effects of psilocybin,2024,Dotan Braun; Ayelet M Rosenberg; Elad Rabaniam; Ravid Haruvi; Dorel Malamud; Rani Barbara; Tomer Aiznkot; Berta Levavi‐Sivan; Takashi Kawashima,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
96,10.1016/j.isci.2024.109631,,Sigma-1 receptor (SIGMAR1),Human pluripotent stem cells as a translational toolkit in psychedelic research in vitro,2024,José Alexandre Salerno; Stevens K. Rehen,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
97,10.1016/j.phrs.2024.107143,,D1 receptor (DRD1),IUPHAR-review: Targeting the cytoskeleton as a therapeutic approach to substance use disorders,2024,Surya Pandey; Courtney A. Miller,candidate_paper_corpus | mechanistic:paper_library
99,10.3390/pharmaceutics16030349,,5-HT1D,Integrated QSAR Models for Prediction of Serotonergic Activity: Machine Learning Unveiling Activity and Selectivity Patterns of Molecular Descriptors,2024,Natalia Łapińska; Adam Pacławski; Jakub Szlęk; Aleksander Mendyk,candidate_paper_corpus | mechanistic:paper_library
101,10.1016/j.jatmed.2024.07.001,,mu opioid receptor (OPRM1),Ketamine and its two enantiomers in anesthesiology and psychiatry: A historical review and future directions,2024,Kenji Hashimoto; Mingming Zhao; Tingting Zhu; Xingming Wang; Jianjun Yang,candidate_paper_corpus | disorder:exploratory | disorder:paper_library | mechanistic:exploratory | mechanistic:paper_library
102,10.1038/s41392-024-01738-y,,5-HT2B,"Major depressive disorder: hypothesis, mechanism, prevention and treatment",2024,Lulu Cui; Shu Li; Siman Wang; Xiafang Wu; Yingyu Liu; Weiyang Yu; Yijun Wang; Yong Tang; Maosheng Xia; Baoman Li,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
103,10.1177/02698811231225609,,5-HT2B,Microdosing psychedelics and the risk of cardiac fibrosis and valvulopathy: Comparison to known cardiotoxins,2024,Antonin Rouaud; Abigail E. Calder; Gregor Hasler,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
104,10.1021/acs.jmedchem.4c01961,,TAAR1,Molecular Mechanisms of Methamphetamine-Induced Addiction via TAAR1 Activation,2024,Yun Lin; Jiening Wang; Fan Shi; Linlin Yang; Shan Wu; Anna Qiao; Sheng Ye,candidate_paper_corpus | mechanistic:paper_library
105,10.1038/s41467-023-44601-4,,TAAR1,Molecular basis of human trace amine-associated receptor 1 activation,2024,Gregory Zilberg; Alexandra Kalia Parpounas; Audrey L. Warren; Shifan Yang; Daniel Wacker,candidate_paper_corpus | mechanistic:paper_library
107,10.1007/s11357-024-01359-x,,5-HT6,Monoamine alterations in Alzheimer’s disease and their implications in comorbid neuropsychiatric symptoms,2024,Shalini Saggu; Ava Bai; Mae Aida; Hasibur Rehman; Andrew Pless; Destany Ware; F. Deák; Kai Jiao; Qin Wang,candidate_paper_corpus | mechanistic:paper_library
108,10.1126/science.adn6671,,D2 receptor (DRD2),Neuromodulator and neuropeptide sensors and probes for precise circuit interrogation in vivo,2024,Jessie Muir; Maribel Anguiano; Christina K. Kim,candidate_paper_corpus | mechanistic:paper_library
109,10.48550/arxiv.2411.19840,,D1 receptor (DRD1),Neuroplasticity and Psychedelics: a comprehensive examination of classic and non-classic compounds in pre and clinical models,2024,Claudio Agnorelli; Meg J. Spriggs; Kate Godfrey; Gabriela Sawicka; Bettina Bohl; Hannah Douglass; Andrea Fagiolini; Hashemi Parastoo; Robin Carhart‐Harris; David Nutt,candidate_paper_corpus | mechanistic:paper_library
110,10.1016/j.biopha.2024.116867,,5-HT6,Non-hallucinogenic compounds derived from iboga alkaloids alleviate neuropathic and visceral pain in mice through a mechanism involving 5-HT2A receptor activation,2024,Hugo R. Arias; Laura Micheli; Deborah Rudin; Ophélie Bento; Saskia Borsdorf; Clara Ciampi; Philippe Marin; Evgeni Ponimaskin; Dina Manetti; María Novella Romanelli,candidate_paper_corpus | mechanistic:paper_library
111,10.2147/sar.s431273,,5-HT5A,Pharmacological Treatments for Methamphetamine Use Disorder: Current Status and Future Targets,2024,Justin R. Yates,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
